"","2382.SH007.C6.RH.1.503.root.4.12.lane7.NoIndex.L007.sequences","2382.GM.181.R5.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00622","1642.MS00513","1642.MS00484","1642.MS00632","2382.DPOO1.C1.HA.5.647.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00428","1642.MS00573","2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00483","1642.MS00492","1642.MS00514","1642.MS00613","2382.SH007.C6.RH.5.722.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00398","2382.MU002.C3.HA.1.278.root.9.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.4.293.root.9.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.4.767.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.2.147.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00564","1642.MS00424","1642.MS00380","1642.MS00505","2382.SH007.C6.RH.5.522.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00413","2382.SH005.C3.RH.1.652.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.1.553.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.482.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","1001.SKB8","1642.MS00504","1642.MS00408","1642.MS00390","1642.MS00594","2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00352","1642.MS00620","1642.MS00348","2382.DPOO1.C1.HA.1.627.rhizo.9.12.lane7.NoIndex.L007.sequences","1001.SKB7"
"1642.MS00504",-0.73755455568506,-0.588413158369994,-2.17615624269559,-4.8871832679043,-2.90004490044956,-3.05980874819836,-0.15452889049448,-5.39023159338667,-3.87553647983048,-0.478826332671967,-2.13642614579818,-3.13929753161815,-3.90599070556643,-2.19457005150687,-0.427068267658277,-4.15622708538015,-0.757456239433827,-0.809224621025426,-0.486016599771223,-0.65507153901729,-4.17724564755703,-6.16066788648851,-3.35587799367764,-5.06444941927187,-0.265719983215146,-4.18805132236442,0.393186859726894,-0.668849881656738,-0.121282411774278,0.472866415951135,NA,-4.19835187689991,-5.65888865750563,-0.139995688672197,-0.868933406624097,-4.52993077623186,-0.0301078272165225,-2.96921272209421,0.644091664950787,-0.681157484091531
"1642.MS00408",-0.130351616607192,-0.394896530830654,-3.05145464712956,-4.65110251259169,-4.09133539630426,-3.85056717165952,0.544776299567095,-4.89838698573099,-3.78150651491905,-0.36238728239999,-1.85780113630717,-5.35249498918625,-2.31988118856033,-3.79236424801351,-0.151138306055102,-3.08785399892963,-0.414398617940102,-0.671552348624741,-0.312163487565564,-0.241015029858104,-4.53695610282095,-4.67527811055583,-2.85960077885303,-4.09630817248026,0.563111746394787,-5.26700577708702,1.04836189987996,-0.169401485934512,0.442466839262611,0.871734225271503,-4.19835187689991,NA,-3.51583155454817,-0.160899762891947,-0.38564844853826,-3.61858968766,-0.261995205870129,-2.37123569483438,1.56068559398055,0.0100249803612013
"1642.MS00390",-0.282050243266442,0.00801475084210295,-1.70525906146398,-3.37439882623617,-3.19151774562278,-4.23838641595694,1.05622495989356,-6.24363788302647,-3.30099773239249,0.42937028717788,-2.1637861480786,-4.15754770947275,-2.96461980893182,-1.80591013450364,0.471117616320755,-3.1769564831416,-0.355596682292405,-0.570818325884908,0.369035340895507,-0.165252486034424,-4.73394052287413,-4.76241239532699,-3.49839717365731,-3.74387217291389,0.941327552023716,-3.95455766990719,1.71634831702163,-0.285092531108174,1.2485179741837,0.135910128893076,-5.65888865750563,-3.51583155454817,NA,-0.415128245098075,-0.521542464417663,-4.78692072288252,-0.265616806699683,-3.86064859867217,2.89982220290893,-0.635934790357854
"1642.MS00594",-0.317836211288066,-0.061141192046244,0.0408029595147835,-0.241285335082018,-0.0126225514765631,0.00659667907455462,0.272827484893499,0.0136112720475121,-0.620951102812416,-0.0733442701145863,-2.54716724677162,0.085956194245499,-3.32050320165226,0.089208348926326,0.0779559276739975,-0.312203590151999,-0.375346245761837,-0.308969550107508,0.0601629824842621,-0.129025569098581,-3.26438877132733,-3.73795269479419,-3.03725628988332,-0.204234855865735,0.199418471971085,-0.247085646601493,0.166352235250671,-0.422281885863605,-0.0269106249314982,-0.499434971619991,-0.139995688672197,-0.160899762891947,-0.415128245098075,NA,-0.367769564221239,-0.678522395163932,-0.482917703019603,-0.225764038204813,-0.174168417450424,-1.0146898529546
"2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences",-4.8318794519584,-1.97882040009423,0.144951104711601,-0.0567007631649441,0.893199482236094,0.122582798742591,-1.28374298733625,-0.364233301550472,-0.450034279063633,-7.83588677536724,0.412121156520293,0.357284461859633,-0.390943588033395,0.417737625792142,-5.26799640712261,-0.778817053473379,-7.27622066578216,-7.64127433939644,-5.48579983474318,-6.83945638322309,-0.328983751503211,-0.573080704082713,-0.510810636383915,-0.484565376170221,-6.09383276448122,-0.142150004211059,-1.05492824797301,-8.42462117907499,-5.62811652134077,-2.18803328783286,-0.868933406624097,-0.38564844853826,-0.521542464417663,-0.367769564221239,NA,-1.10778167503766,0.767266610630257,-0.458000876380298,-1.4819739038322,-4.35026184880905
"1642.MS00352",-0.830470635867414,-1.05107466043824,-2.76173485427178,-3.3677833030766,-3.36118875027684,-3.99797035421842,-0.171398498871674,-4.50031468288831,-3.83242207314013,-0.636921115813433,-2.64228694672658,-3.3536984116943,-3.04789451192514,-2.5212435450042,-0.479461374566168,-3.38263538755065,-0.940797875488145,-1.05353726847049,-0.648551263920388,-0.757763982017229,-4.45369641886255,-3.78036155876674,-4.70426815255795,-3.91746342422811,-0.403852376658484,-4.1086114858249,0.363429392097276,-0.813088189297333,-0.207453549895511,-0.35643454809996,-4.52993077623186,-3.61858968766,-4.78692072288252,-0.678522395163932,-1.10778167503766,NA,-0.3231256490913,-6.75549678845908,-0.00736992044182681,-1.94387083727199
"1642.MS00620",0.63885199752154,5.37386478904274,-2.20184866808198,-0.402414649679158,-2.77713894316377,-3.55959838410747,8.4735641695383,-0.43273948190422,-0.163621435500115,5.98866763749264,-0.72900157186794,-1.11319534459681,-0.0493636825177058,-1.99738138710265,6.71087296604883,-0.130555596390068,0.871792065546273,2.06352133981146,3.74859365389262,0.979362247965847,-1.51761877450556,-0.346614261109843,-0.671822010402504,-0.0225689256984956,10.0003951342446,-0.657962075401466,7.84114674859138,0.58666357266321,9.05864808289308,1.10946618656132,-0.0301078272165225,-0.261995205870129,-0.265616806699683,-0.482917703019603,0.767266610630257,-0.3231256490913,NA,0.156541130267419,7.62987522442848,2.04903142207167
"1642.MS00348",-0.26110442329196,-0.594902625304654,-0.577112414312339,-2.67105511209117,-1.98727560551132,-3.4828974870698,1.37335695036775,-2.75196904994383,-1.01920299857175,0.379756217988205,-1.29224471728107,-1.16901147700527,-1.60268144925662,-0.229189089294317,1.01895601391618,-2.93156432184061,-0.298304432305375,-0.470846810469569,0.716936855553271,-0.0616754065606428,-3.60225524094263,-3.78225099766001,-4.92660021380081,-2.77925129515054,1.17002598547136,-3.21674459950969,1.74934116231994,-0.303010597529895,1.4963135094152,-0.0367907305030452,-2.96921272209421,-2.37123569483438,-3.86064859867217,-0.225764038204813,-0.458000876380298,-6.75549678845908,0.156541130267419,NA,2.07781465933682,-0.76235130825457
"2382.DPOO1.C1.HA.1.627.rhizo.9.12.lane7.NoIndex.L007.sequences",-1.24937505849947,-7.55729355766267,5.40400890370271,4.47828609439152,9.32889271066414,6.68628652310043,-8.92599184549862,2.90826736354573,2.67707106623478,-8.41237924604344,3.66833510417929,6.67020725777999,4.51259671787318,2.60918340039023,-8.59885844222467,1.93981023865101,-1.29602834216485,-2.11182101311573,-7.67056082155911,-1.26929830868581,3.41650870763209,2.05263742606274,0.986749123671656,3.15883428593899,-7.38105605041959,2.77410000248988,-7.69052790210349,-1.1450282916982,-7.74895160810011,-0.902063834548729,0.644091664950787,1.56068559398055,2.89982220290893,-0.174168417450424,-1.4819739038322,-0.00736992044182681,7.62987522442848,2.07781465933682,NA,-1.24308850216122
"1001.SKB7",-4.1674197332879,-1.34109892182377,2.96300125407638,0.414643578682387,3.00535297336763,1.53186291146914,-1.16423934465087,0.159268325563477,-0.0441286170795348,-1.60769440264022,1.13661059355459,3.17689899208659,-0.503888002662267,1.83729756933604,-1.02745213672039,-1.24206399531245,-3.99604857273609,-3.12004226008222,-0.772124626453265,-3.43636144215549,0.41551760196632,-0.597821513381999,-3.10841055780125,-0.288135522401425,-1.98994659398957,0.733585359883912,-1.66105349228039,-4.02474484900014,-1.34208938293492,-3.52180864729574,-0.681157484091531,0.0100249803612013,-0.635934790357854,-1.0146898529546,-4.35026184880905,-1.94387083727199,2.04903142207167,-0.76235130825457,-1.24308850216122,NA
