"","1642.MS00491","1642.MS00444","1642.MS00457","2382.MU002.C3.HA.1.678.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.3.438.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00488","1001.SKD7","1642.MS00496","2382.MU002.C3.HA.3.687.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00446","2382.SH004.C1.RH.1.602.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.3.512.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00363","1642.MS00357","2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00458","2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.3.31.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00632","2382.SH005.C3.RH.4.467.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00495","2382.HE003.C181.HA.3.363.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00571","1642.MS00577","2382.SH004.C1.RH.2.608.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00341","2382.SH008.C6.HA.4.343.root.9.11.lane1.NoIndex.L001.sequences","2382.RU006.C181.RH.3.788.root.9.12.lane7.NoIndex.L007.sequences","2382.GM.181.R5.root.10.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.3.487.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00344","2382.HE003.C181.HA.4.135.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00540","1642.MS00405","2382.HE003.C181.HA.5.773.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00376","2382.MU002.C3.HA.5.79.root.6.11.lane1.NoIndex.L001.sequences","2382.RU006.C181.RH.2.147.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00531"
"1642.MS00495",-2.85197527014141,-4.1401009343952,-1.37067466284411,1.08078080522217,0.9618049331059,-5.20806867510132,0.862181988738385,-5.25396562493346,3.5948969473617,-1.52175881959141,3.88444281145626,3.57886418516429,-1.49381129674474,-2.02830448644853,1.20476548503713,-1.28281115366276,3.53292878232009,0.343244791161718,-3.52533181127552,3.36219709109273,NA,0.933935421508258,-4.7305197098615,-4.37054553345106,0.290629274493894,-1.92047092735602,2.24162451776055,1.79689957442853,0.239837037435296,3.25164567464782,4.25999075082722,-2.08703334111054,0.489814718698865,-4.6609803668845,-1.75468457794714,0.277344775875605,-2.52974745778191,2.0005206539052,0.831756739205771,-4.23950079632048
"2382.HE003.C181.HA.3.363.root.9.11.lane1.NoIndex.L001.sequences",0.122398090987302,0.621766849501952,-0.0355809529713656,-3.01499714772772,-3.85234311016389,2.11846734748433,-4.66646702448186,-0.349226679565498,-3.22079823030702,0.930541977121223,-4.00501436471349,-3.70008483326953,-1.68757279850363,-1.02980817783706,-4.39493872769432,0.310019272770976,-7.13572485457772,-6.46982859647606,0.605110610085204,-4.4384003566011,0.933935421508258,NA,-0.330726874386639,-0.114015493050073,-4.40114241628654,-1.42514367489453,-6.43700020959187,-6.85383458852465,-4.22876599130457,-5.04431615677667,-1.85259012697215,-1.3659643833083,-5.64526742604857,0.856912851917433,-0.515591950146631,-6.34864999673451,-1.20388112693923,-6.72120038704414,-6.81278829311959,1.24964545225814
"1642.MS00571",-2.27197782846612,-2.12235069421586,-5.85988727272429,-0.200497770522939,-0.145329953483262,-4.63194566614866,-0.261251758655156,-5.56650837273895,1.33388161512575,-3.18179784438479,2.24949880851243,1.01317548669921,-4.75673042100201,-3.53635199443617,-0.210069574012812,-3.19312752288235,0.987135040381439,-0.326195830290055,-4.06715798136689,1.0687379158815,-4.7305197098615,-0.330726874386639,NA,-5.08010169850824,-0.344617990434877,-2.10844990939951,0.51910009910693,0.352487162537357,-0.857369944674795,0.712273789211876,3.21636708580741,-2.73139881433248,-0.224108499408991,-3.3344187661365,-4.06006723592015,-0.207118078490266,-2.81240614978894,1.52925012422226,0.0750651584193,-4.47939716018224
"1642.MS00577",-1.84378529906469,-3.19575430418159,-2.8130557793484,0.0671179027538063,0.116756625104487,-3.65035894639574,0.525157831252951,-3.51945725697853,2.81215529945964,-2.35659322122805,3.28013882448716,1.96644717231129,-2.54696798371502,-2.84262199703164,0.0465524995058921,-1.89809563215411,1.87363652094215,-0.242740603735723,-4.87726381428968,2.23917415416896,-4.37054553345106,-0.114015493050073,-5.08010169850824,NA,-0.275298586584254,-2.01048890682485,0.791221671806867,0.779831951996138,-0.590667816870919,1.60397024929684,4.23721640549291,-2.39799851893882,-0.15970689489758,-2.4400874096294,-3.01428093621034,-0.0788137928806586,-2.6810271374885,1.29968212075425,0.372434168921047,-4.10361838936229
"2382.SH004.C1.RH.2.608.root.9.12.lane7.NoIndex.L007.sequences",0.0424043780221798,0.111646708436489,-0.140797205752856,-5.59095983147166,-5.61913339829365,0.652462421811723,-3.05072292900588,-0.137300448165173,-3.85422537061578,0.220904798416609,-4.36564119690832,-1.97032922842891,-0.880846290366985,-0.538008269903099,-4.61068094883306,-0.0555278407619608,-6.09714028296684,-5.00732419589704,0.200750003829684,-4.48527246507921,0.290629274493894,-4.40114241628654,-0.344617990434877,-0.275298586584254,NA,-0.750981670250459,-5.41963830413825,-5.22246115246383,-2.55096999016973,-5.14876439629293,-1.47254079047899,-0.882743410806661,-3.89812261564684,0.29891809644254,-0.115692971135293,-5.65036036116687,-0.616435097493675,-5.77894734697106,-4.92544049588427,0.505381464482808
"1642.MS00341",-1.33004312231016,-1.40931235052198,-1.86843595169334,-1.15703642059729,-0.86879438950246,-1.72166959711861,-1.30767592180407,-1.90966427485136,1.44826581090936,-1.20660912744967,0.532416274951826,0.758745204312164,-3.64115381898948,-4.39058148636633,-1.58901389149128,-1.87943979081985,0.331183314733801,-0.898107269970254,-1.6168481708845,0.160118506670147,-1.92047092735602,-1.42514367489453,-2.10844990939951,-2.01048890682485,-0.750981670250459,NA,-0.725679004440204,-0.538707551855419,-2.61479287595111,-0.0010122930625784,1.66154071556346,-3.6278785965174,-0.905411810944848,-1.7030008414438,-2.93943992682363,-0.520877570940506,-4.19180076367782,-0.942186753718213,-0.496947078970263,-2.0031981686673
"2382.SH008.C6.HA.4.343.root.9.11.lane1.NoIndex.L001.sequences",1.9364071900268,1.81735177608998,1.89851230846768,-3.6087659158858,-5.09894391463189,4.73000827710419,-4.43467862609117,1.60199913276782,-5.66545179997069,2.59833205845303,-4.08250758749986,-3.36306569809593,-1.23823826739394,-0.16663599786718,-7.17221728545866,2.63458242109264,-6.37559053633286,-6.97901970789228,2.99388937910657,-4.79816435329187,2.24162451776055,-6.43700020959187,0.51910009910693,0.791221671806867,-5.41963830413825,-0.725679004440204,NA,-5.51818277666256,-5.0556297588054,-4.79040544633594,-2.0167833946398,-0.616462934447832,-5.77898293338541,3.08692138517819,1.47415096213018,-6.64584980808733,-0.497486014102913,-6.89339270727369,-6.4372544586323,3.62902436500194
"2382.RU006.C181.RH.3.788.root.9.12.lane7.NoIndex.L007.sequences",0.908448787665192,1.67323475257977,1.30868864725755,-5.57179657607353,-6.51032861768382,3.14248122226116,-4.40616431683337,1.06714068486612,-4.4691962063524,1.87435033587654,-6.06988259392773,-3.61754230203907,-0.791157935522732,0.165454346184133,-5.60048344476998,1.59807908677421,-6.58866123083247,-6.7259939276282,2.03358418749374,-6.17595221108309,1.79689957442853,-6.85383458852465,0.352487162537357,0.779831951996138,-5.22246115246383,-0.538707551855419,-5.51818277666256,NA,-3.94711704630202,-5.61931525726352,-2.37486513346325,-0.674612918786617,-7.13698731588712,2.53082896827217,0.915627258331564,-8.00944415065853,-0.470893254860208,-6.50993706417085,-6.31997458085092,2.81123945726779
"2382.GM.181.R5.root.10.12.lane7.NoIndex.L007.sequences",0.231578194372227,-0.346825086985403,0.621075687595925,-3.44948168188027,-3.07256207367332,2.20324144081963,-5.46587816873167,-0.752863235951002,-3.0672032388385,0.486459370548186,-3.78063452616112,-4.0314066621684,-2.06951238733563,-2.33157318450385,-5.79322700725073,0.226998988191435,-4.45083231291697,-2.54789174728017,0.984947211679848,-4.2348634237295,0.239837037435296,-4.22876599130457,-0.857369944674795,-0.590667816870919,-2.55096999016973,-2.61479287595111,-5.0556297588054,-3.94711704630202,NA,-4.01097825936236,-2.13725552705762,-2.6429617363226,-2.34961876755822,0.304957185726571,-1.20597511403223,-2.15317103033239,-2.4044022334609,-4.0193032652001,-2.94180099177626,1.0063489825691
"2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences",3.78997969128444,3.16396384864889,3.9305452647937,-6.41521744046505,-5.50635559656607,8.51606728302126,-3.98995053842717,2.96462888983894,-5.08150633768737,3.97960774445469,-5.02123503309005,-5.89509880697621,-1.09240602410428,1.18797079490182,-6.21116206490255,4.25796477773705,-7.97998388104989,-7.15184324310526,5.9331695796919,-6.91719804905663,3.25164567464782,-5.04431615677667,0.712273789211876,1.60397024929684,-5.14876439629293,-0.0010122930625784,-4.79040544633594,-5.61931525726352,-4.01097825936236,NA,-4.33369359945343,0.282075354953954,-3.86262014396943,4.88092816724629,3.1464041826059,-6.84337440170582,0.634932906295235,-5.36479093067038,-6.60971191005781,6.47330333005932
