"","2382.SH005.C3.RH.4.667.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00631","1642.MS00593","1642.MS00525","2382.MU002.C3.HA.1.63.root.6.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.3.688.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00399","1642.MS00356","1642.MS00554","1642.MS00601","1642.MS00449","2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.1.478.root.4.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences","1001.SKD7","1642.MS00493","1642.MS00397","1642.MS00613","1642.MS00611","2382.DPOO1.C1.HA.1.427.rhizo.4.12.lane7.NoIndex.L007.sequences","1001.SKB7","1642.MS00394","1642.MS00595","2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00426","1642.MS00547","1642.MS00597","1642.MS00377","2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00447","2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00629","2382.GM.181.R5.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00577","1642.MS00585","1642.MS00459","1642.MS00519","2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.3.513.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00483"
"1001.SKB7",-2.07278503842644,2.55252128168215,3.47805750197725,1.76940587083446,-3.17541162782767,-3.651340893391,0.0677592710932827,-1.80131634015998,1.61227770615979,2.27988739510873,1.84171175082111,-3.56553574532804,-3.62274226309139,-4.02565593510097,-4.41440464970472,2.01910630241461,0.0464486329861728,2.30802244044721,2.43012847630748,-1.44350412862244,NA,1.69451597874038,0.712993722074454,-4.73845346751576,1.01385994929612,2.36982185965577,2.06641964422637,-0.821835027756433,-3.49743115972285,2.47636126645666,-4.32053202131896,1.85035667791847,-1.1298759153633,1.06849967416061,2.55635497859601,2.40943562074589,1.54872285806759,-3.63602626936839,-3.83621548264612,2.40599185805301
"1642.MS00394",3.065057885379,-3.60456993488855,-3.93655594058189,-2.11186549370155,0.396782619013736,0.618147800583129,-3.24295257242756,-2.57242525458063,-3.67768179489167,-3.48365833614498,-2.31028230283383,-0.136776368909145,-0.225202033396,0.122125238579032,1.84688773299936,-3.39077133465318,-4.60601183939718,-1.74959427579467,-1.36114283201146,3.58686311570852,1.69451597874038,NA,-1.91596265188248,0.0445450610349744,-2.74012108547159,-1.29372490867769,-1.60577673325741,-4.4251902296002,0.742273595616768,-0.712854753800564,-0.466809977677282,-3.17123667219706,0.261418599439353,-5.20782922961859,-2.67105841950912,-5.04618663177874,-3.26395965586094,0.815634596622121,-0.85151489125055,-2.1798093706178
"1642.MS00595",0.880789235931565,-2.70379024758415,-6.05193776730571,-2.38329880715139,-1.50009443630038,-1.37760447419668,-3.276973436328,-2.60694086993343,-4.2887226462373,-1.82573981420888,-2.53235741663668,-1.35806431745526,-1.12032293358759,-0.361614532998844,1.21788450392605,-2.31334550768522,-4.04425007389413,-2.02792593092983,-2.91562458143766,1.35941280910387,0.712993722074454,-1.91596265188248,NA,-1.45366019474932,-2.39465715718781,-2.18493546250496,-1.69695838106119,-2.84867547716571,-0.255577232414604,-1.21403091952303,-1.43201696198718,-3.15346851906567,-1.0758977611461,-3.58287796524994,-3.32988057302032,-3.95645567301008,-2.79085819584594,-0.478118087935983,-1.49829384654354,-2.49144984790771
"2382.HE003.C181.HA.4.368.root.9.11.lane1.NoIndex.L001.sequences",-7.08575640737951,0.652766801492975,3.45460035149329,0.344025370995106,-5.824520804981,-5.80636114327065,-0.525981785356692,-2.38227785756571,1.58013422903436,1.05663539239901,1.18461764170373,-6.32457418305912,-6.16926617973469,-5.99202891113386,-4.73107774599584,0.869871054974404,-1.46454132535362,2.03901689974217,1.21933235819993,-6.26201910886412,-4.73845346751576,0.0445450610349744,-1.45366019474932,NA,-1.19746120666013,0.723356209350696,0.595392596061044,-0.942357901136345,-5.87753664252752,2.29350346627269,-6.1255006703116,-0.427313932169093,-5.77130267085367,-0.187387630385348,1.01802952926378,0.734767668618388,0.464436946136344,-4.47273952724916,-7.08503150125469,2.51179758490032
"1642.MS00426",2.9975219947315,-3.71763918778964,-3.42475850886244,-2.84057776047477,-1.05427148698556,-1.15748159878009,-3.87446855732213,-3.50435156801809,-3.37293131533582,-3.345246981835,-2.02554064695886,-1.00832294402491,-0.909369694189867,-0.482713031470237,1.23686597479434,-2.78924009429648,-5.48195112328664,-0.740180513428542,-0.67249973331245,2.97460811074187,1.01385994929612,-2.74012108547159,-2.39465715718781,-1.19746120666013,NA,-1.81541652248651,-2.24591209773461,-5.34841781483845,-0.514754335919345,0.165759583266334,-1.02004332897683,-2.95879581461468,-0.0342294984503929,-4.98555906191525,-2.25384869883651,-3.39676224555037,-2.31225566146208,-0.335257658258292,-1.4597487552713,-2.10623125667229
"1642.MS00547",2.89147181786025,-0.975358914266209,-2.40902512301226,-2.15736012688925,0.244794152279179,0.104845403712596,-2.02007157144875,-1.20886669762508,-4.3216431787989,-1.88871728100766,-1.84415802880717,0.177752803984908,0.159248568193444,0.288102109298663,2.06463113170996,-2.313785655907,-1.80861332895275,0.475730668710139,-2.08327013811882,3.81896182708792,2.36982185965577,-1.29372490867769,-2.18493546250496,0.723356209350696,-1.81541652248651,NA,-3.46355462010552,-1.97405701696432,1.07715024888399,-1.23399394091904,0.366262476253577,-1.52847829724246,0.643841736578697,-4.61393231532846,-4.82534880039877,-1.98203666967935,-2.27790104401198,0.660620033391747,-0.238931987156798,-1.60412575147263
"1642.MS00597",4.75584521698435,-4.49781116368967,-5.56828402614518,-3.90257208367291,-0.501152387320954,-0.38794559859076,-5.10713470353488,-1.41242785449038,-4.65000760833964,-5.17685826066443,-3.10829776631149,-0.390269549603461,-0.360814499137513,-0.325888647208914,3.52718865789848,-4.17508685362222,-4.74107229066518,-4.516286558612,-1.24030706637949,4.50462388679607,2.06641964422637,-1.60577673325741,-1.69695838106119,0.595392596061044,-2.24591209773461,-3.46355462010552,NA,-2.94889144332744,0.564765805033028,-1.06873198943101,-0.490128230524357,-3.68110859688725,1.59228045887567,-4.7694088416613,-3.77843819088306,-5.31939535558785,-4.99137590178978,0.224973665741906,-1.14586202972147,-3.51890786468766
"1642.MS00377",2.34997077573725,-3.35587493129121,-3.82641511923015,-2.06610317860188,-1.05624673375657,-1.1880043125851,-5.11626953131831,-6.99210545587092,-4.05424777134638,-3.29774635498492,-2.7189340035158,-0.939659566097238,-0.300138745594661,-0.502797458914297,-0.176057956221268,-2.32813336895903,-4.13596076765644,-1.77973932398697,-1.57694986036093,2.44895580168953,-0.821835027756433,-4.4251902296002,-2.84867547716571,-0.942357901136345,-5.34841781483845,-1.97405701696432,-2.94889144332744,NA,0.00327499532674672,-2.15001478935529,-1.35195907382048,-2.7497399482001,-0.54767407436388,-3.6626150224442,-2.1402789033977,-3.95012354425432,-3.38865169679272,-0.580878568963399,-1.62445443377145,-3.22435861564513
"2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences",-6.88804430879448,-0.191082268024845,2.71487866892854,0.849160448969376,-6.9203106359689,-6.61792802655052,0.0555368459297944,-1.44513047610392,1.92336006885596,1.27226697661143,1.81297888565701,-6.92631415459616,-6.61429386423278,-5.82456643712236,-3.90089987613038,0.690338718084531,-0.734270860748095,2.44616513176565,1.13594108086264,-5.14782951880175,-3.49743115972285,0.742273595616768,-0.255577232414604,-5.87753664252752,-0.514754335919345,1.07715024888399,0.564765805033028,0.00327499532674672,NA,3.22296362079087,-6.03136660198315,-0.360299925683214,-5.09285009346581,0.218214493786619,0.97216941587317,1.24910857338537,1.20092433043324,-7.9785898872545,-6.12290747498611,2.75119924187307
"1642.MS00447",10.7736924079233,0.554367047697048,-3.89354196187972,0.502237008853678,1.53791624089965,1.92737806862007,-3.13788623090008,-0.735363246806034,-3.43939790830216,-1.39408914234062,-0.755633223022413,1.91327078434767,2.11988576773975,1.52846432011666,4.75208011151546,-0.610312107114265,-2.47997825439495,-0.639962305226776,-0.756667663890008,9.55064421065247,2.47636126645666,-0.712854753800564,-1.21403091952303,2.29350346627269,0.165759583266334,-1.23399394091904,-1.06873198943101,-2.15001478935529,3.22296362079087,NA,1.56581985909473,0.537104773403607,5.52527833427725,-1.26172351324933,-1.20350902836276,-1.81886548278021,-2.53095479126376,2.98548040762911,0.619776150962136,-1.66388470389691
"2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences",-5.34717255710045,-1.54122864742762,1.4022458726953,-0.619031372089456,-4.67339099666919,-4.7447235806451,-0.723885313463984,-2.31288744356846,0.87136725119553,0.754783337599763,0.324113881464772,-4.73016584546185,-5.27898652366818,-5.05926744700121,-4.58815264076028,0.090741943863399,-1.33565152448356,1.00107632260576,-0.0741081465476595,-5.24017763263358,-4.32053202131896,-0.466809977677282,-1.43201696198718,-6.1255006703116,-1.02004332897683,0.366262476253577,-0.490128230524357,-1.35195907382048,-6.03136660198315,1.56581985909473,NA,-0.652147115515177,-5.02687395838508,-0.536311950113275,-0.273497820746278,0.30968265219844,0.336228445334966,-4.89277055555877,-7.20531081337874,1.30914907432318
"1642.MS00629",2.41380284439499,-4.08051513361907,-4.55184556452437,-3.00844217072782,-0.47194181342982,-0.803719858481869,-3.49698894374323,-2.23450416417228,-3.83843696992465,-2.9690625555834,-2.26076576077623,-0.746930396928367,-0.5413014181378,-0.210583237614926,2.89451299621512,-2.03301016487005,-4.78452091580767,-2.09583968521522,-2.10059580267903,3.0948460565115,1.85035667791847,-3.17123667219706,-3.15346851906567,-0.427313932169093,-2.95879581461468,-1.52847829724246,-3.68110859688725,-2.7497399482001,-0.360299925683214,0.537104773403607,-0.652147115515177,NA,0.247797958499144,-4.34190680724154,-4.68052615815262,-4.52916105078716,-4.12603124629176,-0.0425396283600281,-1.10891268173029,-1.88065410236263
