"","2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences","1642.MS00593","2382.DPOO1.C1.HA.4.442.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00432","1642.MS00547","2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.5.723.root.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.797.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.3.51.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00448","2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.3.587.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.4.643.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00635","2382.SH004.C1.RH.1.3.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00621","2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00374","2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00552","2382.MU002.C3.HA.1.678.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00385","2382.MU002.C3.HA.1.63.root.6.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.4.518.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00523","1642.MS00368","1642.MS00622","2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.1.328.root.9.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.3.488.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00629","2382.DPOO1.C1.HA.5.647.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.3.787.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00339","1642.MS00357","1642.MS00394","2382.RU006.C181.RH.3.151.root.6.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.3.762.rhizo.9.12.lane7.NoIndex.L007.sequences"
"2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences",0.0217163887264,0.1323131664005,0.0642212978041,0.0119020346196,0.1058495921964,0.1179666998796,0.0294715007196,0.0175896853011,0.0474391928741,0.0240411319893,0.12466086647,0.0257094118709,0.0468423458303,0.0275797783162,0.1230263384135,0.0211261147147,0.1225483516801,0.0473145799325,0.0254393742046,0.1245757474644,0,0.1302352103785,0.0330128708618,0.0935366379356,0.0259924617471,0.0246138756851,0.1318568910578,0.0985297214398,0.1098918438745,0.0260583183695,0.0252538379182,0.0302944944965,0.1079487593669,0.0614690375797,0.0525926540917,0.1004548171957,0.1017870253736,0.1138463821338,0.0507694933074,0.0451192121773
"1642.MS00552",0.1245499743415,0.0225571302302,0.1125188359451,0.1224623259348,0.0261345855956,0.0254796641956,0.107761430677,0.1286511872074,0.111693174709,0.1119418101385,0.0252135884535,0.1103948995374,0.104474839602,0.1152538508353,0.0233480525287,0.1234301179778,0.0276445716454,0.1119177940968,0.1218205672551,0.0464934300371,0.1302352103785,0,0.1187499362228,0.0311622756336,0.1099885680894,0.1133922142028,0.025347165575,0.0405608587238,0.0307367636369,0.1254849488216,0.1180074021558,0.1072586250861,0.0366165846722,0.1147418689933,0.1103585059496,0.0282644666606,0.0333839541636,0.0300578524786,0.1143231234864,0.111282302767
"2382.MU002.C3.HA.1.678.root.9.12.lane7.NoIndex.L007.sequences",0.0215192480847,0.117952949841,0.0630625204473,0.0316050459407,0.0993979164779,0.1060288353924,0.0284309630065,0.0377994462117,0.058739831574,0.0300488165623,0.1206777926687,0.0213736219435,0.0547878918691,0.0243173620792,0.111104391562,0.0345832469852,0.1079782037055,0.0457730298814,0.0187067577251,0.1004312949151,0.0330128708618,0.1187499362228,0,0.0893995743629,0.0228605218209,0.0318619589354,0.1253706962346,0.0921511277614,0.1112156466629,0.0174023554541,0.0336876202036,0.0278408018295,0.0970637367904,0.0547742580567,0.0568665442155,0.0901252777573,0.0921512626849,0.1013364199016,0.0564454303104,0.0530191709756
"1642.MS00385",0.0931008757857,0.033486218841,0.082857359247,0.091285932444,0.0254243189154,0.0302290150066,0.0802578125302,0.0960099596861,0.0824253192848,0.0889886682066,0.0287534996578,0.0801395254962,0.0740970582139,0.0853413273616,0.0322713993513,0.0951433616698,0.0314528102056,0.0810946378757,0.0924178479144,0.0357896401415,0.0935366379356,0.0311622756336,0.0893995743629,0,0.0818988853929,0.0831102009651,0.0343126985599,0.0270762796226,0.0307041602205,0.095420620197,0.0883204177085,0.0828813053714,0.0304431615733,0.0853627402928,0.0789628621558,0.0226848981078,0.0223380396249,0.0230033064078,0.0843280462639,0.0827529536452
"2382.MU002.C3.HA.1.63.root.6.11.lane1.NoIndex.L001.sequences",0.0228922305566,0.1135763792314,0.0507117348052,0.0289678234959,0.0894641989459,0.0984845090736,0.0238672741551,0.024879013891,0.0453467358746,0.0251685882739,0.1091056293029,0.0217841932495,0.0443440839314,0.0210430772156,0.1042178112328,0.0251654369018,0.1057591424143,0.0402761156847,0.0202209757844,0.107684432314,0.0259924617471,0.1099885680894,0.0228605218209,0.0818988853929,0,0.0263985932602,0.1129040590208,0.0880505704741,0.0989237159937,0.021471414321,0.0219102140256,0.0214849975953,0.0927955866752,0.0446632881221,0.0454180584027,0.0836627324032,0.0872801475776,0.100048377731,0.0470326304639,0.0454658562239
"2382.SH007.C6.RH.4.518.root.4.12.lane7.NoIndex.L007.sequences",0.0267210941343,0.1154885552804,0.0454069393349,0.0248371246842,0.0934564388677,0.1038649185904,0.0277466934559,0.0198089185964,0.039268633402,0.021207880147,0.1168970325743,0.0238905282563,0.039091769595,0.0238659804091,0.105375530194,0.0232597628086,0.108105543116,0.0252306020068,0.0262784381221,0.0972269688159,0.0246138756851,0.1133922142028,0.0318619589354,0.0831102009651,0.0263985932602,0,0.1201535186517,0.0921362766593,0.1027072944882,0.0308394617435,0.0180672550594,0.0242482412186,0.0922217681154,0.0414286628205,0.0390603805712,0.085409601834,0.0897976568253,0.1003637910909,0.0495842809176,0.036263503633
"1642.MS00523",0.1274773983279,0.0287927181884,0.1145459682705,0.1254026188528,0.0276989832796,0.0267334489791,0.1092998708149,0.1376926255427,0.1124545487509,0.1207244398027,0.0246898124879,0.1156765703375,0.1052068908796,0.118727381117,0.029326658117,0.1319357863711,0.0269456543237,0.1144238338286,0.1286381351131,0.0501919450933,0.1318568910578,0.025347165575,0.1253706962346,0.0343126985599,0.1129040590208,0.1201535186517,0,0.0454144083665,0.0284962279258,0.1322230979313,0.1251576222041,0.1124901066312,0.0366625139969,0.114593367137,0.1106991436082,0.0354912243145,0.0374461380805,0.0318601120527,0.1180891560502,0.1156207508135
"1642.MS00368",0.0971584589723,0.04723578005,0.0928918718824,0.0967540886186,0.0353341818151,0.0438460474156,0.0926431811999,0.0966308019261,0.0893398760218,0.0936783117914,0.0377009656777,0.0847956198675,0.0779934710828,0.0919564206312,0.0487296737546,0.0946673691186,0.0429716483349,0.0920363684096,0.0964839885261,0.0494270006506,0.0985297214398,0.0405608587238,0.0921511277614,0.0270762796226,0.0880505704741,0.0921362766593,0.0454144083665,0,0.0460104522319,0.0992152919025,0.0959029588279,0.0907556558578,0.0487580532984,0.0962443013431,0.0839287660604,0.024519203676,0.02023695042,0.0313363318907,0.0824255162476,0.0895758214462
"1642.MS00622",0.1103621154975,0.0312383730675,0.1000852691883,0.1082809127639,0.026143211432,0.0232270332063,0.0938638676332,0.1207006340076,0.0941243285894,0.1057713403582,0.0289236317052,0.0993142218855,0.0900693696966,0.1025363155447,0.0265849901421,0.1176076735717,0.0230735244453,0.0979436827519,0.113840898531,0.0484074664692,0.1098918438745,0.0307367636369,0.1112156466629,0.0307041602205,0.0989237159937,0.1027072944882,0.0284962279258,0.0460104522319,0,0.1161085965834,0.1073326582064,0.1005660391416,0.0252257096858,0.0977458528891,0.0932853865586,0.0355673808681,0.0365555719278,0.0275304620223,0.1041428323446,0.0978258707136
"2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences",0.0205529023965,0.1251800467056,0.0694111262486,0.0281874178057,0.1078151707313,0.1151458113471,0.0292289989969,0.025235582569,0.0607679205821,0.0360607058491,0.1289781252704,0.0216661991909,0.0579265143178,0.0208602754403,0.1199253500924,0.0283556981308,0.1201497842569,0.0524019474344,0.0155863316655,0.1137475817327,0.0260583183695,0.1254849488216,0.0174023554541,0.095420620197,0.021471414321,0.0308394617435,0.1322230979313,0.0992152919025,0.1161085965834,0,0.0254579281642,0.0250893910065,0.1070374702185,0.0593237339795,0.0585226851415,0.1014985023045,0.1029725707573,0.1126027455317,0.0589386973916,0.0532174109485
"2382.SH008.C6.HA.1.328.root.9.11.lane1.NoIndex.L001.sequences",0.0286079346303,0.1234784949823,0.05473836247,0.0289444855115,0.0970060047596,0.1085197941125,0.0262659884505,0.0175264231734,0.0460290041934,0.019345137079,0.1190226546275,0.0236696047357,0.0473002697879,0.0231216713139,0.1121824893299,0.0168855615708,0.1160376373326,0.0321817463493,0.0209949104339,0.1129226483099,0.0252538379182,0.1180074021558,0.0336876202036,0.0883204177085,0.0219102140256,0.0180672550594,0.1251576222041,0.0959029588279,0.1073326582064,0.0254579281642,0,0.0218753979638,0.1005091770844,0.0476991379074,0.0493748145396,0.0889802046476,0.0947524157221,0.1068972909558,0.0527351361644,0.0456936329465
