"","1642.MS00611","1642.MS00553","1642.MS00351","2382.MU002.C3.HA.3.488.root.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.1.577.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00630","1642.MS00565","2382.HE003.C181.HA.2.557.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.3.637.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.1.552.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00337","1642.MS00479","1642.MS00562","1642.MS00391","1642.MS00584","2382.SH004.C1.RH.4.417.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.3.737.rhizo.9.12.lane7.NoIndex.L007.sequences","1001.SKB8","2382.DPOO1.C1.HA.4.643.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00439","1642.MS00604","1642.MS00615","2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00428","2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00401","1642.MS00512","1642.MS00374","1642.MS00436","1642.MS00412","2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.1.753.root.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00619","2382.SH008.C6.HA.1.SH008.rhizo.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00640","2382.SH005.C3.RH.5.473.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00600","1642.MS00498"
"1642.MS00584",-2.06228858186495,-1.03817647916043,-1.86702744184923,1.6779346230578,8.07294944609715,-2.8902615896441,-3.40102997418908,7.58385097399925,7.54742011145603,6.06055831873646,-0.926397122874064,-2.68537803443188,-3.06708774432618,-4.21218373650141,NA,7.10612891772905,7.34695179671953,1.69548084471265,2.10548821682097,-4.51992737126946,-4.15381849087656,-2.59405401008651,1.89059847168725,7.18067670122868,-2.5906169020503,5.74242329366186,-2.8084203835011,-3.65048883326332,1.34689240066513,-4.3489737396529,-2.92265247562285,1.88938611216794,1.53756612712727,2.88027282757118,-3.39836592585324,8.59846048972286,-4.85659901955237,2.96994880139453,-4.2283544085094,-3.23083091132276
"2382.SH004.C1.RH.4.417.rhizo.4.12.lane7.NoIndex.L007.sequences",4.97141729689295,4.19977467673409,2.32571615937669,-8.39448863240773,-8.49036626953405,4.95804237732813,0.790312596841639,-8.20129504760648,-7.2089506035553,-8.04931364936635,2.20852327773113,1.48185953470431,1.19255169854693,1.18467688593148,7.10612891772905,NA,-5.63702421384555,-1.80173498653162,-7.08943712335239,5.58749889625586,4.47608590355032,8.74455118937482,-6.94335357135361,-10.0568078961514,1.61631478509743,-9.86261150028921,2.59901344345072,1.71643309964062,6.05542907935232,4.72972452278884,6.79648252612315,-6.92895593432742,-6.78925917453815,-6.60420390556033,7.96483101399913,-7.80058537055731,6.33899056806897,-7.06328380347791,7.8922430500379,1.84981792421605
"2382.SH008.C6.HA.3.737.rhizo.9.12.lane7.NoIndex.L007.sequences",4.33404295391326,2.62016638676015,1.77373984076091,-6.8093497194478,-7.06420760900791,5.46791220256161,1.32652891546918,-5.92637970848645,-8.20225908932254,-6.48017873969841,3.72010736508291,1.78907028158197,1.52352567059284,1.66354262323797,7.34695179671953,-5.63702421384555,NA,-1.13877034136545,-4.16315402174008,5.57114860266543,3.40859524592782,9.07795924958899,-5.19549035310365,-6.98460679152669,2.697584881997,-6.74104102433306,2.92300256374324,2.07053212374461,6.06471657846405,5.30530709025368,6.6802881736229,-4.71072298382486,-4.1990179162711,-5.01157014467498,6.26276688161008,-7.4968025965837,6.81572755394321,-3.45466374655165,8.53277679415877,1.92771491977299
"1001.SKB8",0.837017474865709,2.07312914625024,0.213216094685565,-2.15505439066564,-0.576696619093327,0.839196443586942,1.30931095517542,-1.29228062735107,-0.968103396992348,-0.598200850889549,0.246334559878894,1.06242115875045,1.13147361500736,1.22281731684922,1.69548084471265,-1.80173498653162,-1.13877034136545,NA,-1.9952846320181,0.794335447524729,0.903277339766474,0.388997620125448,-1.56285070091689,-1.98910188775217,0.751868445183228,-1.37554428038568,0.824486337369392,0.976523401626804,0.795446480883028,0.377017996965596,0.93363842046572,-2.94166103063716,-2.48347203189089,-1.44321199855129,1.21932127647545,-1.2015073083602,0.795689987502112,-1.56714699334544,0.841276029632382,1.32569148550341
"2382.DPOO1.C1.HA.4.643.root.9.12.lane7.NoIndex.L007.sequences",0.515218462426206,1.4699941203692,-0.00137875235265956,-5.80085139350072,-4.83730188612582,1.05456683789674,-0.829289620319207,-5.63302371851575,-5.19326192944551,-6.11328143002171,-0.106606881826551,0.00259978532608068,-0.0953733358432471,-0.329628832512478,2.10548821682097,-7.08943712335239,-4.16315402174008,-1.9952846320181,NA,1.13499880641044,1.39609253374003,1.95792842665735,-6.53918865779192,-7.43837634781998,-0.189656745686814,-4.07392556485318,-0.121188477607356,-0.133887477412868,0.483676218131331,1.06687673709488,1.58192621916758,-4.81117099233785,-5.09892182174968,-4.67180859414451,2.31334910102637,-5.44671714284803,1.51500834273953,-4.58088439207445,2.16811494072557,0.000400730770833463
"1642.MS00439",-2.15787713071633,-1.1333183058832,-3.15906179995258,1.33961059066986,5.68267802334756,-4.61591092271873,-3.86615027456293,5.34432194687423,7.19731950650922,3.84845193421445,-3.85404543366091,-2.81496294625469,-3.53714821720054,-4.83145003913277,-4.51992737126946,5.58749889625586,5.57114860266543,0.794335447524729,1.13499880641044,NA,-2.57132254273217,-2.03112948508453,0.723203113830078,5.02941265327855,-3.63160784131785,3.06650968620339,-2.11790309900517,-3.93350847803793,3.30940476150271,-5.26368640306622,-4.00622415682114,0.933141763685631,1.12173724879292,1.08456157038359,-1.50595550229704,5.75559874272645,-3.55694739289667,1.30713893797321,-4.70706114174059,-4.06063818344832
"1642.MS00604",-2.62574916106844,-0.651752115548367,-2.65166455078418,0.769036030970558,5.41753616775427,-3.83234753757513,-4.40500081976069,4.19600512363582,4.31146426932104,2.93732250398629,-0.899833681407673,-3.65864764758071,-4.29398572640271,-3.42383688891789,-4.15381849087656,4.47608590355032,3.40859524592782,0.903277339766474,1.39609253374003,-2.57132254273217,NA,-2.94222682893368,0.65202051974323,4.04443422095548,-2.3768858315632,3.52631169707373,-2.47873854416957,-3.57381256936076,0.406418903010743,-3.33586338656767,-3.51752064358661,1.36435287955539,1.14025993906079,1.52042439214292,-4.67793947411743,4.43963267737108,-3.44963227518804,2.00493016583446,-6.26574945673817,-3.36888385352523
"1642.MS00615",-4.57616045534869,-0.642363691398833,-1.33361597471803,2.69247021697256,8.08937586664249,-1.82404949524409,-2.40201815075212,8.17252043934099,8.85261355300907,6.30059240650038,-0.146367853007413,-2.63941941484272,-1.53902049558908,-2.60930814190584,-2.59405401008651,8.74455118937482,9.07795924958899,0.388997620125448,1.95792842665735,-2.03112948508453,-2.94222682893368,NA,1.73748712136599,9.41746635755796,-0.156345298616963,8.11139250258318,-2.45044848240097,-2.99920373058288,0.969174708602813,-2.08243399734077,-1.50324365274589,1.92402709529132,1.53801561422742,3.05432733075805,-2.76054131005083,10.4578448340505,-4.07636043846698,3.20200088815915,-2.77292201381402,-2.57775650199851
"2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences",0.191646402238857,0.89913813267719,-1.07349317509938,-4.31037416299024,-5.20314902334928,0.46262303549215,-1.06273240416609,-5.42102582445315,-4.54127833705461,-5.81455858995304,-0.422144787079276,-0.56680506928639,-0.462284778506468,-0.716268852176279,1.89059847168725,-6.94335357135361,-5.19549035310365,-1.56285070091689,-6.53918865779192,0.723203113830078,0.65202051974323,1.73748712136599,NA,-6.69949191309059,-0.524320599509754,-4.3514439445911,-0.878525372122775,-0.497817502503734,1.53527828257762,0.612087317618457,0.999728752610454,-4.38021536367494,-4.41974402694662,-4.3859563456548,1.77452740470897,-6.00859392665379,1.30971603564324,-4.5363979832529,1.68501490934622,-0.466954623739734
"2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences",4.70495287387091,4.51993440426767,0.566829703855362,-8.71330657880759,-9.0998176630738,4.61051157027093,1.04392572495542,-9.93555625502934,-8.36150956729797,-7.95658292644409,2.03307711299723,1.61988291289541,1.17175802107431,1.4633134876736,7.18067670122868,-10.0568078961514,-6.98460679152669,-1.98910188775217,-7.43837634781998,5.02941265327855,4.04443422095548,9.41746635755796,-6.69949191309059,NA,1.51146769036263,-8.77327564005981,2.09276116285503,1.58025959404153,3.07188957727955,4.24438045086851,6.10233254087648,-7.39570369939577,-6.26844880870476,-5.94389139327757,7.61242307994084,-8.04514825736649,6.09430774747517,-4.83888657801413,8.10587630137237,1.92163941529001
"1642.MS00428",-2.48715459770846,-1.51764989911264,-3.78885472866997,-0.22512703843065,2.08009146151186,-4.55820248794866,-4.00670078083202,2.45726428588052,2.96216163634416,2.05191067909338,-3.69620337586032,-3.68385954663459,-2.64982180825987,-4.59734281395385,-2.5906169020503,1.61631478509743,2.697584881997,0.751868445183228,-0.189656745686814,-3.63160784131785,-2.3768858315632,-0.156345298616963,-0.524320599509754,1.51146769036263,NA,0.94758156302786,-4.50116613242904,-4.96930282150299,0.368569722706022,-5.87455899008696,-1.80440427858431,-0.247795876033329,-0.100869002854401,-0.284396177570701,-0.93628872099315,2.79856684310406,-3.72602160812692,-0.0701255775411617,-3.87129111929778,-4.05506860008808
"2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences",4.45136994824941,2.95999931876403,-1.02079676083339,-5.96783137600287,-10.2583383515762,4.38236201984712,0.573538276855073,-6.28320520360728,-5.61081531402471,-6.92176742197062,0.284862767509819,0.825468719036199,0.640361199535273,0.496509095491244,5.74242329366186,-9.86261150028921,-6.74104102433306,-1.37554428038568,-4.07392556485318,3.06650968620339,3.52631169707373,8.11139250258318,-4.3514439445911,-8.77327564005981,0.94758156302786,NA,0.808783589323671,0.627577194987068,1.0376897149393,4.14108479802135,5.40934226533523,-4.7421734563998,-4.21528648397234,-5.54041611461766,8.56236950058277,-9.31930225615537,5.36118604409824,-6.72779498273867,6.97111088006023,1.00913441432039
"1642.MS00401",-2.55476233679495,-0.543621483582176,-3.59561352097237,-0.372360089285065,2.94182756093243,-5.48159988725837,-4.47502391579696,2.05948280958008,3.70496179571115,2.47384492054449,-2.41507680012692,-4.06446760313742,-4.17546329285411,-5.8366019778812,-2.8084203835011,2.59901344345072,2.92300256374324,0.824486337369392,-0.121188477607356,-2.11790309900517,-2.47873854416957,-2.45044848240097,-0.878525372122775,2.09276116285503,-4.50116613242904,0.808783589323671,NA,-4.5725423550452,0.395719929516364,-5.58797346870044,-2.52670497056622,-0.732869850034503,-0.396477108477934,-0.388990716794416,-1.95246862534926,3.01386625532184,-4.97464080559388,-0.41505178509052,-4.95616208604417,-4.77187498490863
"1642.MS00512",-4.20001699383634,-4.04732810404417,-4.4297687228334,-0.128458773997267,1.73433700922176,-4.57438521218335,-3.3769967831327,1.81317714211079,1.900906828846,1.07047077745667,-1.95472070788201,-6.67647605650864,-3.71741212775078,-4.82575168366201,-3.65048883326332,1.71643309964062,2.07053212374461,0.976523401626804,-0.133887477412868,-3.93350847803793,-3.57381256936076,-2.99920373058288,-0.497817502503734,1.58025959404153,-4.96930282150299,0.627577194987068,-4.5725423550452,NA,0.553435676410726,-5.42823442156356,-3.32767102570271,0.168388790436668,0.023571327641749,0.0813985667244027,-1.81459254311143,2.19680959765273,-4.70694301425667,0.378692180617458,-3.93229346186555,-5.31499793053619
"1642.MS00374",1.07439767685848,4.97988083080882,0.299209279900442,2.41688653465052,2.02971778229545,0.41652141453777,0.225952124230942,2.51815296873839,4.02862531636514,5.49102290343008,2.44568765793644,1.99143906576294,1.2607997086534,3.5957972724168,1.34689240066513,6.05542907935232,6.06471657846405,0.795446480883028,0.483676218131331,3.30940476150271,0.406418903010743,0.969174708602813,1.53527828257762,3.07188957727955,0.368569722706022,1.0376897149393,0.395719929516364,0.553435676410726,NA,4.82286951952348,1.88809448351084,1.24571678578384,1.5788309228753,-0.0568573184598021,3.07148407350188,3.02733456162939,0.617754369204895,2.0586209627627,1.47175053155536,0.288548182694931
"1642.MS00436",-2.46651020861235,-0.975576354969711,-4.05838196427186,0.997830293168941,6.27388020668387,-5.01808527189167,-4.96080792862614,5.17482935836839,6.02283736657514,4.53585788706844,-4.12034162845075,-4.81325396334865,-3.96785006134413,-5.77767976338605,-4.3489737396529,4.72972452278884,5.30530709025368,0.377017996965596,1.06687673709488,-5.26368640306622,-3.33586338656767,-2.08243399734077,0.612087317618457,4.24438045086851,-5.87455899008696,4.14108479802135,-5.58797346870044,-5.42823442156356,4.82286951952348,NA,-3.28446758397435,0.925418218349399,0.865960068795873,1.23007113214924,-2.24882952687614,6.34804421381747,-4.79121513915924,1.27685322098669,-5.21821467896089,-5.29219911283371
"1642.MS00412",-1.96262457385054,-0.89248552954394,-4.00965884260193,2.26345342487238,6.84202430624838,-3.16047833661815,-2.81795425057939,5.47625359221901,8.40026934182305,4.887438059347,-2.69377836078897,-3.20757116617635,-1.3970032699951,-3.89361949521817,-2.92265247562285,6.79648252612315,6.6802881736229,0.93363842046572,1.58192621916758,-4.00622415682114,-3.51752064358661,-1.50324365274589,0.999728752610454,6.10233254087648,-1.80440427858431,5.40934226533523,-2.52670497056622,-3.32767102570271,1.88809448351084,-3.28446758397435,NA,1.7987099573579,1.50780389462327,1.38056500851016,-0.150694399429278,7.08183268438861,-2.37042048397748,2.47153122852827,-4.25815075365913,-4.59291264084227
