"","1642.MS00611","1642.MS00553","1642.MS00351","2382.MU002.C3.HA.3.488.root.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.1.577.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00630","1642.MS00565","2382.HE003.C181.HA.2.557.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.3.637.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.1.552.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00337","1642.MS00479","1642.MS00562","1642.MS00391","1642.MS00584","2382.SH004.C1.RH.4.417.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.3.737.rhizo.9.12.lane7.NoIndex.L007.sequences","1001.SKB8","2382.DPOO1.C1.HA.4.643.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00439","1642.MS00604","1642.MS00615","2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00428","2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00401","1642.MS00512","1642.MS00374","1642.MS00436","1642.MS00412","2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.1.753.root.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00619","2382.SH008.C6.HA.1.SH008.rhizo.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00640","2382.SH005.C3.RH.5.473.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00600","1642.MS00498"
"1642.MS00604",0.0245953905993,0.0316960789963,0.0341285769911,0.0979195918546,0.0932422394004,0.0227001015089,0.0230538794155,0.0931147117087,0.0914441032001,0.0934781075213,0.0488003885404,0.0216605559941,0.022566263419,0.0282365440282,0.0244324727874,0.0926198558934,0.0871482723589,0.1690439114689,0.1057000959926,0.0271389862727,0,0.0263442070815,0.097812602642,0.0916069183852,0.0271147956321,0.0820061283874,0.0246184807141,0.0249268850225,0.0478931487954,0.0266280475396,0.0289535077125,0.1250016957864,0.1252110364617,0.098173175222,0.0219502218167,0.0906705997474,0.0240639503164,0.1022755795888,0.0226004163872,0.0229479058935
"1642.MS00615",0.022576697743,0.0355194872552,0.0407379297247,0.1036875008783,0.1015811102775,0.0268576175386,0.0243647354426,0.103822549552,0.1059737502144,0.104128530475,0.055794033977,0.0261237859646,0.0262776772745,0.0301434192103,0.027274922673,0.1037528409914,0.1020857148299,0.1591465213859,0.1112010772831,0.0303468259495,0.0263442070815,0,0.1062267037698,0.1063235628062,0.0330351251409,0.0937902808188,0.0276481951793,0.0263432705381,0.0515156414032,0.0297105514559,0.0338736227018,0.1286400505759,0.1258400050334,0.1057591701091,0.0258926259721,0.1046636134237,0.0252523754184,0.1062769581493,0.0250014619586,0.0277624009186
"2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences",0.0934147080637,0.1039519309477,0.0908642857791,0.0223627750765,0.044809930688,0.0931317729476,0.0841322705801,0.0394285609053,0.0378927515774,0.0374590409818,0.0999455161268,0.0880826027511,0.0878943143177,0.0923148900849,0.1082666080653,0.0368839744655,0.0361183146131,0.1063368420464,0.0127376685404,0.0954958561242,0.097812602642,0.1062267037698,0,0.0365488018199,0.0871111566383,0.0475462571358,0.0838573251655,0.0914433877545,0.1057170093079,0.0939431474356,0.0977745002433,0.0286853236595,0.0233977542506,0.0415358560458,0.1032025007215,0.0362984529817,0.1028876832961,0.0275447646181,0.106123158316,0.0920597309276
"2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences",0.0914611096103,0.1036956234618,0.0845638958828,0.0367748818649,0.0451875216858,0.0889075107482,0.0866650978148,0.0318370140608,0.0252627200277,0.0364751825016,0.1024796732936,0.0877488592298,0.0854348517802,0.0922215233414,0.1058678365774,0.0185292905956,0.0255088220395,0.1050580634303,0.0340650875113,0.0921839922714,0.0916069183852,0.1063235628062,0.0365488018199,0,0.0833825104907,0.0346433920895,0.0825476483396,0.0887424202082,0.0951008990669,0.0895874146227,0.0942931552591,0.0497117789783,0.0536366332852,0.0515270941064,0.0982533814609,0.0223937584327,0.1002440052626,0.0287228406997,0.1051254568289,0.0890348669163
"1642.MS00428",0.0287115180932,0.0341776398671,0.0231167460936,0.0881754255019,0.0823137796648,0.0243476297082,0.0222430609239,0.0859011465579,0.0881849625128,0.0896132461587,0.0268823659801,0.0217020482007,0.0242423110505,0.019957343478,0.0284646089001,0.0824138504466,0.0854319215386,0.1660389665736,0.0938744467873,0.0225261115742,0.0271147956321,0.0330351251409,0.0871111566383,0.0833825104907,0,0.0736012434534,0.0200233117205,0.0229216913287,0.0359771786212,0.0196058835011,0.0245806998181,0.1081192266907,0.1097139837713,0.0829556670169,0.02961997047,0.0844471766478,0.0265458359244,0.0862797809664,0.0255028947324,0.0221672594051
"2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences",0.0805417236101,0.0890055922723,0.0699572189489,0.0496797106263,0.0323472888685,0.0784738524571,0.0763240749311,0.0360144622305,0.0425178805383,0.0379713915556,0.0831831212449,0.0755413083575,0.0735171096329,0.0800860506296,0.0986572315747,0.0327520935101,0.0379220941008,0.1140656926664,0.0546272944783,0.082370413843,0.0820061283874,0.0937902808188,0.0475462571358,0.0346433920895,0.0736012434534,0,0.0706309629109,0.0768616515089,0.0809211756705,0.0813190606769,0.0852859801061,0.0472106563764,0.0620610033989,0.0406427597876,0.0897455661273,0.0322570948311,0.0915855310524,0.0413687077003,0.0955632968047,0.0791273155833
"1642.MS00401",0.0251267423506,0.03389822944,0.0234254645615,0.0871602254878,0.0816879730706,0.0221913060588,0.0218241907953,0.0821484886186,0.0866676305331,0.0882861161061,0.0353700916266,0.0206473540302,0.0218056087173,0.0213186634434,0.0270507369597,0.0835573186556,0.0827464654437,0.1661519872898,0.091279079345,0.0231052934011,0.0246184807141,0.0276481951793,0.0838573251655,0.0825476483396,0.0200233117205,0.0706309629109,0,0.0231395716382,0.0376914743179,0.0200959493185,0.0248145558122,0.1049116456771,0.1057719913763,0.0829284672498,0.0253426883348,0.0819238380046,0.0249765170597,0.0837304878475,0.0240765997419,0.0208424305162
"1642.MS00512",0.0252233415948,0.0289433941751,0.0310623953757,0.091635195905,0.086863627474,0.0230770815041,0.0217122451102,0.0904129466793,0.0917256484151,0.0911627093898,0.0434461547577,0.0191595576688,0.0216317894122,0.0221000133033,0.0246003175343,0.08869218376,0.0893222676854,0.1707073904885,0.0977655397201,0.0264894529975,0.0249268850225,0.0263432705381,0.0914433877545,0.0887424202082,0.0229216913287,0.0768616515089,0.0231395716382,0,0.0445240104165,0.0252118390627,0.0304552751498,0.115170217118,0.1129282023067,0.0885607058046,0.0272891505746,0.0888265497096,0.0231428860728,0.0916022506338,0.0245233917907,0.0211188023334
"1642.MS00374",0.0484269240816,0.0654918295684,0.0376590879591,0.10919782518,0.0873515145786,0.0440077340026,0.0443931348371,0.0918970694063,0.0992342621803,0.1117406711187,0.0502959222476,0.0486881079524,0.0453299832151,0.0499433487667,0.0519393177289,0.1067299721816,0.1050239349208,0.1676223303456,0.1021406227306,0.04964746516,0.0478931487954,0.0515156414032,0.1057170093079,0.0951008990669,0.0359771786212,0.0809211756705,0.0376914743179,0.0445240104165,0,0.0503508993162,0.0424480282299,0.1267894269898,0.1287647850083,0.0879697596123,0.0536995477712,0.0917301723845,0.0486622416712,0.1045873887577,0.0515734988479,0.0434115838767
"1642.MS00436",0.0297022304663,0.0367045598681,0.0237341420465,0.0933547388219,0.0923644282235,0.0259449058444,0.02343340712,0.09274934323,0.093650312373,0.095961834447,0.028190262904,0.0227928839693,0.0248396060258,0.02125393635,0.0273391596902,0.0899613863526,0.0897287273263,0.1566785581741,0.1007590698253,0.0208569620631,0.0266280475396,0.0297105514559,0.0939431474356,0.0895874146227,0.0196058835011,0.0813190606769,0.0200959493185,0.0252118390627,0.0503508993162,0,0.0240585241667,0.1177198183844,0.1180079219325,0.0921452328646,0.0278816247779,0.0907271115698,0.0267562059413,0.0930562848304,0.0254681813357,0.0223107149292
"1642.MS00412",0.0322029792857,0.0372728381708,0.0233206567488,0.0992109910229,0.093734538502,0.0283729270827,0.0291164836507,0.0941345102239,0.0984344789906,0.0992353152518,0.0299990068096,0.0270310432914,0.0292489466563,0.0239533922538,0.0308419486908,0.0963248156188,0.0928268308867,0.1669707525799,0.1057512639982,0.0242568250357,0.0289535077125,0.0338736227018,0.0977745002433,0.0942931552591,0.0245806998181,0.0852859801061,0.0248145558122,0.0304552751498,0.0424480282299,0.0240585241667,0,0.1248838547044,0.1246028122355,0.0946932675126,0.0333839940096,0.0936865092573,0.0339775703686,0.0992771427596,0.0298523315539,0.0255766639882
"2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences",0.1152396706603,0.1334345713122,0.1209799355878,0.0304661852042,0.0594810812136,0.1159421326845,0.1046381060627,0.0580603706208,0.0653458066964,0.0573666173159,0.1197257419434,0.1143260878206,0.1121197760358,0.1141007716782,0.1327994511683,0.0493107352516,0.0582490122352,0.07598124219,0.0298499852985,0.1193963323624,0.1250016957864,0.1286400505759,0.0286853236595,0.0497117789783,0.1081192266907,0.0472106563764,0.1049116456771,0.115170217118,0.1267894269898,0.1177198183844,0.1248838547044,0,0.0128278901327,0.034940767718,0.1303611508547,0.0513877401892,0.1274525044759,0.0316316257744,0.1277574796707,0.115223832772
"2382.HE003.C181.HA.1.753.root.9.12.lane7.NoIndex.L007.sequences",0.1122432890744,0.1322627288741,0.1278211626406,0.0304707933074,0.0610987341521,0.1162083419815,0.1043731705552,0.0477653899916,0.064765552487,0.049984469716,0.1175275796503,0.1147718127338,0.1115982278033,0.1135991834298,0.129922530504,0.052457147559,0.0587033912408,0.0900884022312,0.023695172805,0.1203218737353,0.1252110364617,0.1258400050334,0.0233977542506,0.0536366332852,0.1097139837713,0.0620610033989,0.1057719913763,0.1129282023067,0.1287647850083,0.1180079219325,0.1246028122355,0.0128278901327,0,0.0414429628263,0.1324081547481,0.053624179799,0.1251188477499,0.0335076243965,0.1267983161269,0.1157558860974
"2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences",0.0936471206682,0.1021230697597,0.0903038299228,0.0414788132638,0.0260052370973,0.0899926023067,0.0836875911339,0.0436880185303,0.0618869763296,0.0474675327187,0.0987687446057,0.0866875434153,0.0855696768444,0.0892052590864,0.1087168635166,0.0476330903096,0.0486116790815,0.1190049496211,0.047497150331,0.0921346579078,0.098173175222,0.1057591701091,0.0415358560458,0.0515270941064,0.0829556670169,0.0406427597876,0.0829284672498,0.0885607058046,0.0879697596123,0.0921452328646,0.0946932675126,0.034940767718,0.0414429628263,0,0.1013509031086,0.0478798958139,0.102080443311,0.0434093794056,0.1056295490939,0.0893198514828
