"","1642.MS00617","1642.MS00336","1642.MS00509","2382.SH007.C6.RH.2.508.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00601","1642.MS00599","1642.MS00556","1642.MS00516","1642.MS00527","2382.MU002.C3.HA.5.298.root.9.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.5.647.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00548","1642.MS00358","2382.HE003.C181.HA.1.123.root.6.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00345","2382.RU006.C181.RH.4.793.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00346","2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.5.547.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00424","1642.MS00495","1642.MS00390","2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00606","1642.MS00401","2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00503","2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.5.572.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00446","1642.MS00436","2382.SH005.C3.RH.1.453.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00483","2382.SH007.C6.RH.2.707.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00633","1642.MS00583","2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00351"
"2382.DPOO1.C1.HA.5.647.rhizo.9.12.lane7.NoIndex.L007.sequences",9.4129732740675,1.45838834248219,2.82010907572095,-3.67406597863894,7.2528214031159,0.523429248362776,7.77397764374859,5.88264644661099,1.93430383269779,-5.66371538283147,NA,3.32103249944041,3.71446597940855,-3.76698839436593,-3.03108855698144,0.837823673327505,-2.20030883837551,1.1614433399432,-7.38954503031309,-7.9246048396746,1.35470539168417,5.02338765950446,3.48955672991454,-3.88413410507826,10.1887782771385,3.98350844163963,-4.86575587009573,1.32002185572531,-8.24531551524513,-6.06933498767866,-2.93222718201767,4.64817146775779,8.16580581078724,-3.68664344508935,4.63939984036869,-6.93725009217509,10.4565576118542,11.3949133099491,-2.73039550588736,3.94388778096093
"1642.MS00548",-3.09626803457815,-3.34944541865107,-4.02269643585702,0.870527424254639,-4.61190414883913,-1.45955181878363,-1.91815961958693,-4.46057392104716,-3.74523092177927,0.898303934059093,3.32103249944041,NA,0.630911825072473,0.34654910648393,0.606777794122574,-3.86441549398399,1.06640884691069,-1.66210493428459,6.50042654913619,3.20684303427486,-4.16696072162708,-3.63392262837928,-3.03058768103828,1.04695823745192,-3.69696001123956,-4.46427206299852,1.87347210817619,-4.62043462236737,4.65261721585929,2.55266418869626,0.167843314905027,-2.98279652859627,-3.97945022531481,0.159320950333702,-4.99054292332984,3.10372551628747,-2.6291674332972,-4.46425540411364,0.187070316202377,-2.74481772770507
"1642.MS00358",3.86373092230825,-0.620591440192076,3.46305764316014,-0.0594729496939021,2.21227024238511,1.48051682721212,1.59590362041765,1.35890939589401,1.23705787325476,0.677465061868659,3.71446597940855,0.630911825072473,NA,1.02384138132566,1.15728528930897,0.568355576208109,1.36692281299031,0.111695816166316,7.01811055379545,5.14328601199381,0.166416240347687,0.50634822995017,0.343217732035504,2.54647818269978,2.37813806493581,0.962981814753805,1.24442479282787,2.22674953173195,6.5439946344051,4.40454557833531,0.447109587935973,0.533015160411056,5.0901103371336,0.654935380424903,0.675110929591001,2.9146394570583,2.12388940691047,4.83771613970102,0.144761964141808,0.374867469154593
"2382.HE003.C181.HA.1.123.root.6.11.lane1.NoIndex.L001.sequences",1.68252768830831,-1.07813919570172,0.000516476616413106,-8.44320702849109,1.089169089949,-0.456028902179496,0.996128550424928,1.18348538495016,-0.0697869376479312,-4.73049635094701,-3.76698839436593,0.34654910648393,1.02384138132566,NA,-6.41740868662631,-1.00177782382032,-2.65328304881253,-1.61482729333933,-2.60223187339686,-6.04887251127778,-0.963269808789294,1.78666080019304,-0.427860170504345,-5.90214214925881,2.00277105962997,-0.192216833289405,-4.6604200643278,-0.535676418020771,-4.01972116807698,-5.23713934463202,-6.09666591304507,1.11708146745616,0.701678811186096,-6.85521786208024,1.97155891071554,-4.35082005675535,2.58828880268049,3.12925478705613,-6.7936611271794,0.18383083511507
"2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences",1.86760774305648,-0.804049760142046,0.426013790347038,-3.16809767139387,1.39978658013264,-0.298201958036236,1.15220306240462,1.48660100311539,0.247680062975669,-5.82066916270823,-3.03108855698144,0.606777794122574,1.15728528930897,-6.41740868662631,NA,-0.837696536381791,-2.60729578203554,-1.51907305564063,-3.98079043625501,-6.6705673542761,-0.680554291787887,1.75880968969942,-0.0822972116484765,-5.93587888785276,1.92927070037815,0.14347353489873,-3.91786965827235,-0.284086417434473,-6.52194498889649,-4.77677444423338,-7.50963535075984,1.02883032953913,0.964750578226358,-4.60052528174649,2.35637340508648,-3.4863081753271,2.75924291641489,3.26916709044893,-6.74919932499721,0.200193759716009
"1642.MS00345",-1.64627553236488,-6.28869921937684,-3.54937265775076,-1.45869603974859,-4.2721254483247,-0.938700934656243,-3.85791405926843,-3.8431218804265,-2.72824870636533,-1.11282993327134,0.837823673327505,-3.86441549398399,0.568355576208109,-1.00177782382032,-0.837696536381791,NA,-0.00780581626942767,-6.6218865223225,3.50954951725321,-0.083744989426281,-6.30625330819916,-3.81900077905886,-4.25482471165216,-1.03064517720365,-2.36991922336041,-5.06428750631528,-1.33413836669097,-2.45318716419165,2.02516132766562,-0.138446279942113,-1.50033585915167,-3.75930671761706,-5.96493693904288,-1.70310753178864,-3.2705076462277,0.246486519318589,-3.51994646878946,-2.48252546881929,-1.53986065160807,-6.57844346339991
"2382.RU006.C181.RH.4.793.root.9.12.lane7.NoIndex.L007.sequences",2.1530460467892,-0.461940365877068,1.06049795326522,-3.25577688814927,1.53972178403236,-0.240344944749857,1.39674453253334,1.78351105209279,1.1404820002332,-3.08768455246063,-2.20030883837551,1.06640884691069,1.36692281299031,-2.65328304881253,-2.60729578203554,-0.00780581626942767,NA,-0.697985574013058,-2.05872856089241,-2.68927924561481,0.0419442947059507,1.82111133180068,0.402331695051584,-3.27293358745617,2.03614340879767,0.457429817430422,-3.08687746555117,0.499648461522609,-2.89009211509363,-2.39616218032299,-7.29100321523568,1.29579242919562,1.20280253738883,-3.28390685258916,0.988170533641245,-2.84649757873265,2.42670523857284,3.17899971035422,-2.51127370768408,0.848565504674852
"1642.MS00346",-0.167203574605767,-4.51404689711282,-1.82983763803601,-1.89275140311677,-1.56221603616336,-1.44590372683215,-2.38482525496364,-1.8123571172344,-1.67437890024268,-1.71367620286425,1.1614433399432,-1.66210493428459,0.111695816166316,-1.61482729333933,-1.51907305564063,-6.6218865223225,-0.697985574013058,NA,3.54142702566664,0.300891794895929,-2.74470614794015,-2.33287668668065,-3.2826441718997,-1.57664603745143,0.180236421119713,-3.39464792896604,-1.1195562770414,-1.13435835844969,1.83110801467252,-0.223493503337523,-2.50413300831325,-1.02975830363467,-3.66621519709698,-2.71202603332771,-1.4624221854057,0.508018578949362,-2.32972259184599,-0.758235904922633,-1.99916074203261,-6.63627709347435
"2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences",11.5268943643169,4.17508288323175,5.60461887774656,-2.95420610374881,10.064949657461,0.98818663668306,9.73983352965944,8.36270274384933,4.62168353124404,-5.13648305399888,-7.38954503031309,6.50042654913619,7.01811055379545,-2.60223187339686,-3.98079043625501,3.50954951725321,-2.05872856089241,3.54142702566664,NA,-8.10908488174116,4.42445049131366,7.51534685797756,6.06921946795709,-1.77957352165015,12.1693610421813,6.69703605902248,-6.24053445482524,4.35287620153771,-6.37435435719441,-5.79336764302227,-1.82440172371784,6.69847289298624,9.10304405275311,-5.18361132392737,10.8638143347174,-4.90863120452494,12.3746804622117,13.8229839328558,-4.54576415197039,5.69606209870822
"2382.SH008.C6.HA.5.547.rhizo.4.12.lane7.NoIndex.L007.sequences",9.32911492483626,0.475622639153392,2.36909301080634,-4.8973033892717,7.09099254962623,0.222429842712847,7.29460079537678,5.37465252202792,1.488395596507,-6.6233862643938,-7.9246048396746,3.20684303427486,5.14328601199381,-6.04887251127778,-6.6705673542761,-0.083744989426281,-2.68927924561481,0.300891794895929,-8.10908488174116,NA,0.756106020916393,4.31268468585481,2.07979252796847,-4.16230046098247,11.0609143269619,3.47073919490531,-7.46560254647869,1.10352756199295,-8.10743016324148,-7.60695678950644,-2.84717779711585,5.41828622077749,6.72644490556964,-6.05491345049671,7.30742892340091,-7.32714045685399,9.76585692736987,10.9943677121037,-5.49451880074005,2.095166833732
