"","2382.HE003.C181.HA.2.557.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.5.273.root.9.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.1.602.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.5.248.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00628","1642.MS00450","1642.MS00517","1642.MS00639","1642.MS00502","2382.MU002.C3.HA.2.682.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.4.792.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00466","1001.SKB9","1642.MS00384","1642.MS00434","2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00423","1642.MS00390","1642.MS00362","2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.4.243.root.9.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.2.283.root.9.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.5.473.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00457","2382.SH004.C1.RH.1.3.root.6.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.2.783.root.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.4.768.root.9.12.lane7.NoIndex.L007.sequences","2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00402","1642.MS00579","1642.MS00541","1642.MS00526","1642.MS00472","1642.MS00331","1642.MS00353","1642.MS00520","1642.MS00471","1642.MS00339"
"1642.MS00402",4.18413411124182,0.566414112257915,6.91186950126934,-0.0427293329681308,-0.125935935785472,-2.27141129891212,-1.93096396447231,-2.26628504660019,-1.94284722639581,-3.28765182121551,6.3696217467129,5.10421553900999,-3.34405564878611,0.961368568634178,-3.69723509708042,-2.55585492945828,-0.376656962400964,-1.61203508136156,-2.76299052951925,-2.59259631371092,0.370545879170462,-0.647912607392847,-0.0413660139050685,1.23057040030685,-2.34706493955045,-0.252955100970272,-0.696236139806572,0.322115936613752,-0.32212531691241,3.17325892225793,NA,-2.3335043062594,-1.23769665102628,-1.98528096093677,-3.13816023354404,-4.40307618889866,-3.09738939487228,-3.37559140962438,-2.9281164194389,-2.43799973948985
"1642.MS00579",4.72810475640694,1.17815275950614,7.12472067465895,1.22472594935021,2.06438273273121,-3.24203675589379,-3.3658092122767,-2.93267821522142,-3.10421427245339,-2.87304896743663,5.23171202957012,3.93003993533025,-3.17098408132277,1.10841492763828,-3.76868838944015,-4.16870479125803,0.663728599471269,-3.28562431813589,-2.78145434779239,-2.05534687553984,0.843564032146192,0.45694008726118,0.709024663565393,2.32643974487932,-3.36157263776643,0.252482318352332,0.181961133290066,0.878615161454054,0.935489507168998,4.02524400138307,-2.3335043062594,NA,-2.33364061689631,-4.0506482706277,-4.37293817268904,-3.52864967033361,-2.20001232008878,-5.53352307789144,-2.93146699152772,-2.43385088205418
"1642.MS00541",8.33754642095891,1.16379028487952,7.69766368812842,1.35801217128033,1.54599505769305,-2.45640914351494,-3.25834755974455,-3.96477345678799,-3.58572484226767,-4.61177358258759,8.9640524795175,6.80721067205397,-4.46793734527032,1.22695769543756,-3.53473839068052,-2.87634866489647,0.716016838427623,-3.24314814276061,-2.43418158973911,-2.36070623900948,0.964073528518392,0.386362727584827,0.626098293624015,2.03836340318528,-3.12909153374879,0.0639392252927767,0.49858380509988,1.3589493319851,0.925957996003241,4.71778831318586,-1.23769665102628,-2.33364061689631,NA,-3.54110249036871,-5.24204730662015,-3.30276261316359,-0.893976124342261,-5.03219023220219,-3.89960751779894,-2.36932965776279
"1642.MS00526",5.97628285246649,1.14768373507283,7.44125813128264,1.0502372545376,0.956848867061018,-3.70767347382292,-4.576237444136,-3.9827489477426,-3.69916059776289,-3.62803642136997,6.45055737042036,5.57806974051521,-4.31734051241909,1.29155733767934,-3.25711044377337,-3.22564456163676,0.413735482045168,-3.34574354159257,-1.93726869915776,-2.08832064401829,0.962584562419805,0.294159389173357,0.521245772754594,2.13205199273636,-4.5377816213913,0.178138273663955,0.317296152442429,0.958536024189769,0.869580152066263,5.20963157871545,-1.98528096093677,-4.0506482706277,-3.54110249036871,NA,-3.71749951190242,-3.77947728023563,-1.61522382111567,-4.74474825893495,-4.71727726447672,-1.92807102639892
"1642.MS00472",3.00004617635679,0.0818401587842698,4.5527535623543,-0.219442355894225,-0.162142186476463,-3.7686930935644,-4.13195173556062,-5.59474015836873,-4.0860996266475,-5.09616308905305,5.2335584029043,4.01276863625985,-4.69987399217373,0.6971938164748,-5.04277297070708,-5.21075199907617,-0.520350112439516,-4.46355021169836,-3.97390589207425,-4.20532591724281,-0.588588045627223,-0.485419540506031,-0.374129565569278,0.563700407509544,-4.89418489994016,-0.501378314121202,-0.558786405459962,0.0266628557239974,0.0195277054570513,2.41227675267101,-3.13816023354404,-4.37293817268904,-5.24204730662015,-3.71749951190242,NA,-5.47360218387843,-3.78704512383035,-5.21906797131057,-5.7613299346782,-4.11785052583004
"1642.MS00331",-0.0663510919087042,-1.15338298422641,2.10429251342897,-1.67127820756151,-1.46394897541314,-3.48829592204214,-3.76896051418597,-4.98157053863008,-3.92004632829058,-4.7305209325575,1.4337004907421,0.104686038909402,-4.69451281538344,-0.751750381390823,-6.56262383581996,-4.89193046168626,-1.93422625097081,-4.51912237273352,-6.88286660167238,-4.00251733216983,-2.15051330482595,-1.49632307357051,-1.68705032403436,-1.52550880481034,-3.98204131081224,-1.67388712807889,-1.96899459683147,-1.33226237197488,-1.21860346209815,-0.962129762919976,-4.40307618889866,-3.52864967033361,-3.30276261316359,-3.77947728023563,-5.47360218387843,NA,-5.02904244713564,-5.08197966282191,-5.23149346501703,-5.02857257428334
"1642.MS00353",-0.185267609564383,-1.25982949385405,1.86462818872346,-1.3295534759017,-1.02785374068827,-1.95649356027211,-1.89839471709984,-2.69086985036086,-1.9817738898978,-0.947701978391184,1.83953152919319,1.46879041578014,-3.18956034604976,-0.585976477613206,-3.95025018214503,-2.82557235094048,-0.799167629494964,-3.13257430104137,-4.07139952249373,-4.36629052257701,-1.52464652891538,-0.943704398074693,-1.32528159556081,-1.50466754665026,-2.45568715473702,-1.39961594492138,-0.866688698748644,-1.21012847338278,-0.452871847870654,-0.862251747055044,-3.09738939487228,-2.20001232008878,-0.893976124342261,-1.61522382111567,-3.78704512383035,-5.02904244713564,NA,-1.65278248117443,-3.08533119960659,-4.39871371766456
"1642.MS00520",0.591840332215501,-0.473403758477475,2.28821052958887,-0.729791970982389,0.533454092511728,-4.45802512903781,-6.09561930981579,-5.39446848644044,-5.04559736554298,-4.7312772971541,1.21142256064048,0.45111878511253,-4.07327455069173,-0.273447060570825,-5.23804809503646,-5.01527126336434,-1.04125429822246,-4.41482260361824,-4.67324114139498,-0.813304266176645,-0.851150650088923,-0.714007539446418,-0.873967798166605,-0.427326653048425,-5.78406131125121,-0.96479884520027,-0.9682034434775,-0.669382868890342,-0.453920098116211,0.0166367386626107,-3.37559140962438,-5.53352307789144,-5.03219023220219,-4.74474825893495,-5.21906797131057,-5.08197966282191,-1.65278248117443,NA,-5.77677305232816,-3.3415016622514
"1642.MS00471",1.26340662716349,-0.000309967714937238,3.5265945153922,-0.476031470659252,0.382292319174195,-3.43841169198353,-3.85520476997293,-4.32336125882464,-4.82283225008685,-4.77840828906027,2.16872626503906,1.4987389895395,-4.99621164643945,0.245387893324781,-4.64517283160638,-4.50239753772993,-0.804242568645006,-4.56748049086794,-4.22509791114028,-2.68491120286812,-0.433208721959905,-0.557773452908441,-0.651283861023402,0.0366740170233803,-6.25310575561794,-0.563358100848771,-0.951975030512826,-0.32856657736165,-0.23702673158638,0.272869554283606,-2.9281164194389,-2.93146699152772,-3.89960751779894,-4.71727726447672,-5.7613299346782,-5.23149346501703,-3.08533119960659,-5.77677305232816,NA,-4.50811485195759
"1642.MS00339",-0.0149460269779034,-1.23974068389695,1.6828137173341,-1.37917008295952,-1.20535362737272,-1.4976912393077,-1.82559203782557,-3.82833094450352,-3.10308999325922,-3.93098312601505,0.880531650683145,0.00974639341262139,-2.96834925848912,-0.933421874721221,-3.83633403110754,-3.84694942424475,-1.60176463228103,-3.34807203236717,-6.82208624842066,-3.95026626536827,-1.79374630946907,-1.27354545121839,-1.55440107341957,-1.43293710772715,-2.7599286244065,-1.59943828266173,-1.56856060447673,-1.19990905725091,-1.0182230834819,-0.746492460180255,-2.43799973948985,-2.43385088205418,-2.36932965776279,-1.92807102639892,-4.11785052583004,-5.02857257428334,-4.39871371766456,-3.3415016622514,-4.50811485195759,NA
