"","2382.HE003.C181.HA.2.557.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.5.273.root.9.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.1.602.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.5.248.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00628","1642.MS00450","1642.MS00517","1642.MS00639","1642.MS00502","2382.MU002.C3.HA.2.682.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.4.792.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00466","1001.SKB9","1642.MS00384","1642.MS00434","2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00423","1642.MS00390","1642.MS00362","2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.4.243.root.9.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.2.283.root.9.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.5.473.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00457","2382.SH004.C1.RH.1.3.root.6.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.2.783.root.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.4.768.root.9.12.lane7.NoIndex.L007.sequences","2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00402","1642.MS00579","1642.MS00541","1642.MS00526","1642.MS00472","1642.MS00331","1642.MS00353","1642.MS00520","1642.MS00471","1642.MS00339"
"2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences",0.0506589337523,0.0260251861307,0.0482868400736,0.0211873325339,0.0247453199759,0.1117741310984,0.1071027970739,0.0966073516249,0.1041474573943,0.0953467982643,0.0502926511389,0.0616306534173,0.1143770474708,0.0586343071808,0.0881576444851,0.104098705268,0.0170673741281,0.0980765120361,0.0952197283513,0.0865755182179,0,0.0210661694825,0.0181932233759,0.0242541187957,0.1020553144364,0.0116120782539,0.0181747272432,0.0391239492687,0.0182764648339,0.0586308943299,0.0999234985263,0.1086769307027,0.1081444571862,0.1060505735892,0.0957434204995,0.0805744815839,0.0941221441007,0.094786072651,0.0973834219645,0.0830087457559
"2382.DPOO1.C1.HA.4.243.root.9.11.lane1.NoIndex.L001.sequences",0.0382609119944,0.0236869228785,0.0361528776764,0.0179999687734,0.0160882152868,0.0937292264692,0.0947671300022,0.0872642861356,0.0919659289795,0.0894614116184,0.0312078345438,0.0422368940917,0.1051189559587,0.0732647878578,0.0789409792293,0.093176167514,0.0170665628175,0.0840942980473,0.0890437459925,0.0738788029972,0.0210661694825,0,0.0208636632021,0.0297920467091,0.0860424359746,0.0219581035414,0.0187793708279,0.0387310566224,0.0232952340615,0.0434900112393,0.0820380462044,0.0994990180873,0.0987938933449,0.094609359658,0.0862261184783,0.0744834459042,0.0867400612386,0.0885161522733,0.0863634608114,0.0758236260713
"2382.MU002.C3.HA.2.283.root.9.11.lane1.NoIndex.L001.sequences",0.0471514159959,0.0282538542653,0.0486951236746,0.0192075437955,0.0246295819439,0.0950013344934,0.0942883076106,0.0869272729861,0.0941548072669,0.0863194719003,0.0418480491026,0.0464481185853,0.1025904746409,0.090170030813,0.0873234952716,0.0920681294357,0.0183730837426,0.0841869803321,0.0852892199574,0.0778490008613,0.0181932233759,0.0208636632021,0,0.0346738927918,0.0871362518959,0.0233125080176,0.0184873391128,0.0297520472554,0.0207128420897,0.0518143466687,0.0874519636907,0.0974670315947,0.0981892890074,0.0953963317643,0.0875783713935,0.0731791994289,0.0846806971014,0.0849097312883,0.0855253684843,0.0757853509604
"2382.SH005.C3.RH.5.473.root.4.12.lane7.NoIndex.L007.sequences",0.0389342108852,0.0232189535354,0.0413251095583,0.0268869946953,0.0273372423615,0.098296141009,0.0962498147232,0.0873767868614,0.0953876061157,0.0869837229819,0.0429746779747,0.0473083131269,0.1061225315304,0.0769862992359,0.0763616026752,0.0922144428664,0.0231457497122,0.0820850019724,0.0859517965151,0.0748607238655,0.0242541187957,0.0297920467091,0.0346738927918,0,0.088820015545,0.022011672686,0.0281140783614,0.0481272187556,0.0255047448527,0.040968649259,0.0862439626597,0.099627668649,0.0967473403039,0.0949679993459,0.0866858101554,0.0712212632384,0.0800618585652,0.0861607447456,0.0852473986455,0.0715188407663
"1642.MS00457",0.0901987660824,0.0862078747697,0.0867000550576,0.0869868386988,0.0816176042442,0.0220795599911,0.0195654170708,0.0190284497975,0.0220872109949,0.02114853001,0.0889005514083,0.0847837268369,0.0188769360963,0.1510863817686,0.0204513804908,0.0204848879181,0.0931041672644,0.0196763440396,0.0278992531994,0.0244698909446,0.1020553144364,0.0860424359746,0.0871362518959,0.088820015545,0,0.1012788196409,0.0967216755235,0.0966276094913,0.0991278249556,0.0724214258808,0.0200218888761,0.0212160477796,0.021724472476,0.0198913208245,0.0216365085714,0.0239489920191,0.031467580885,0.0221540495255,0.0191325945899,0.0262025926623
"2382.SH004.C1.RH.1.3.root.6.11.lane1.NoIndex.L001.sequences",0.0517440282475,0.0227828236891,0.0682457454555,0.0235500191282,0.023780640651,0.1116459521002,0.1086273574346,0.0985423008911,0.1073432623474,0.0980562584793,0.0525232061215,0.0604656063541,0.1151313473396,0.0594099768852,0.0891388562439,0.1043095079865,0.0207633789377,0.0980343428368,0.0950135060688,0.0854208527092,0.0116120782539,0.0219581035414,0.0233125080176,0.022011672686,0.1012788196409,0,0.0216506790829,0.0439862033368,0.0196114974713,0.0561781834817,0.1002261946207,0.111865526118,0.10975744825,0.1083465937244,0.0989241014289,0.0818514852315,0.0903764405778,0.09440045466,0.0985802810722,0.0814225742584
"2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences",0.0477859128376,0.0319246392369,0.0469856116114,0.0174373507937,0.0234730756778,0.1009084010714,0.1054077824474,0.0947748795249,0.0998943902904,0.0941889139971,0.0441144528697,0.0517347006986,0.112709018267,0.0801733751028,0.0873103206366,0.103388516979,0.0107198172257,0.0929022410847,0.0982368328665,0.0827224744332,0.0181747272432,0.0187793708279,0.0184873391128,0.0281140783614,0.0967216755235,0.0216506790829,0,0.0372716324592,0.0186815270864,0.0524812075503,0.0932874844722,0.1044168823315,0.1069373332943,0.1033977848853,0.0965408410234,0.0827310808323,0.098636228929,0.0940852562204,0.0928134653849,0.0849695168339
"2382.RU006.C181.RH.2.783.root.9.12.lane7.NoIndex.L007.sequences",0.0562845832457,0.0450527542997,0.0529252150716,0.0351444917247,0.0419651911826,0.1028196201317,0.1051227044295,0.0949325367372,0.0993173280099,0.0935689503295,0.0651822107568,0.0379342300343,0.1079191186776,0.1090998448237,0.090883446184,0.10158270695,0.0372777453256,0.0898272641378,0.0970662869448,0.0810899701359,0.0391239492687,0.0387310566224,0.0297520472554,0.0481272187556,0.0966276094913,0.0439862033368,0.0372716324592,0,0.0258687773151,0.0493487327306,0.0942110647874,0.1051521819811,0.1058351358145,0.1037176531676,0.0938595347867,0.0796429342017,0.0908531757572,0.0931767200867,0.0933109662832,0.0845204231659
"2382.HE003.C181.HA.4.768.root.9.12.lane7.NoIndex.L007.sequences",0.0423037523131,0.0289791912657,0.0447649058747,0.0211027957757,0.0269375277258,0.1079995314435,0.1127171552224,0.100916174768,0.1051366077414,0.1015425511589,0.0505598865716,0.0456810119127,0.116410673347,0.0814786641683,0.0915310642535,0.1102642441919,0.0189343979561,0.0995428012183,0.1064207873389,0.0828244464996,0.0182764648339,0.0232952340615,0.0207128420897,0.0255047448527,0.0991278249556,0.0196114974713,0.0186815270864,0.0258687773151,0,0.0464711245124,0.0948229321325,0.113517704761,0.1134133185832,0.1101357780467,0.0996677314946,0.0858564524856,0.1010152742241,0.1009299644035,0.0984539375786,0.0912467149898
"2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences",0.0362594525645,0.0399806415311,0.0301496707386,0.044832935368,0.0416719137565,0.0761658479487,0.0839557130394,0.0706808157269,0.0784099029685,0.0748909396075,0.0395535713801,0.0304971561667,0.0752184999604,0.1134206428656,0.0613371090182,0.0802108739113,0.0498925225062,0.0666547011219,0.0830299307559,0.0635295366364,0.0586308943299,0.0434900112393,0.0518143466687,0.040968649259,0.0724214258808,0.0561781834817,0.0524812075503,0.0493487327306,0.0464711245124,0,0.0697551826009,0.0834130531705,0.0837949803783,0.0793918447217,0.0728710010307,0.0639562170132,0.0712275699704,0.0826475050641,0.0703884922773,0.0688420615356
"1642.MS00402",0.0808954748708,0.0830608355254,0.0840230271894,0.0840808614798,0.0789081260917,0.0238911298664,0.0222047603618,0.0220163261465,0.0248161621726,0.0237741059905,0.0864142832145,0.079846658488,0.0208415515616,0.1488154032171,0.0190823638546,0.0221302599681,0.090137365105,0.0209174338235,0.0274176735859,0.0243799881185,0.0999234985263,0.0820380462044,0.0874519636907,0.0862439626597,0.0200218888761,0.1002261946207,0.0932874844722,0.0942110647874,0.0948229321325,0.0697551826009,0,0.0256437343006,0.0260210935782,0.0229662949489,0.0234127022594,0.0228537555772,0.0292407667264,0.0265372820539,0.0216466139228,0.0265914031367
"1642.MS00579",0.0938859495777,0.0940751283365,0.0984457383476,0.0986948309028,0.0918614490105,0.0218221359546,0.0221568799252,0.0234604347564,0.0245563012438,0.0210378914144,0.0946968395138,0.08880716969,0.0210374041766,0.1538672452226,0.0247216426374,0.0236597108306,0.1030921845693,0.0243436128162,0.0305826346738,0.0319935979879,0.1086769307027,0.0994990180873,0.0974670315947,0.099627668649,0.0212160477796,0.111865526118,0.1044168823315,0.1051521819811,0.113517704761,0.0834130531705,0.0256437343006,0,0.0238029455051,0.0210772034343,0.0234020693593,0.0273065083561,0.0393538641772,0.0213142512023,0.0236575423069,0.0312364095691
"1642.MS00541",0.101177674677,0.0943703076568,0.0994309494926,0.0975693510814,0.0927866552909,0.0267969046046,0.0236017067093,0.024024782314,0.0256625367486,0.0200406000491,0.1028738922146,0.0947441964142,0.0212949363371,0.1540398708601,0.024695585082,0.02583221705,0.1028501730466,0.0226543895577,0.03168894905,0.030379943597,0.1081444571862,0.0987938933449,0.0981892890074,0.0967473403039,0.021724472476,0.10975744825,0.1069373332943,0.1058351358145,0.1134133185832,0.0837949803783,0.0260210935782,0.0238029455051,0,0.0227289044364,0.0227682032191,0.0287835866763,0.0415943929553,0.0222068039309,0.0231362943811,0.0300779744048
