"","1642.MS00612","2382.RU006.C181.RH.5.798.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00629","2382.GM.181.R1.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00522","2382.SH007.C6.RH.2.507.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00427","2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.5.273.root.9.11.lane1.NoIndex.L001.sequences","2382.RU006.C181.RH.4.593.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00484","1642.MS00435","1642.MS00621","1642.MS00611","1642.MS00551","2382.HE003.C181.HA.4.135.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00530","2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00596","1642.MS00627","2382.SH004.C1.RH.1.402.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00338","1642.MS00370","2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.5.447.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00527","1642.MS00520","2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00486","1642.MS00440","2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.4.568.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00502","2382.RU006.C181.RH.4.592.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.2.432.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.2.582.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00628","2382.DPOO1.C1.HA.5.448.root.4.12.lane7.NoIndex.L007.sequences"
"1642.MS00440",-2.33912846690664,0.65595344079602,-3.66952691799907,-1.10870267488355,-3.74924544378649,2.97831152490306,-2.53467250998027,-0.188641654023752,0.0988413590164043,0.152908668152971,-3.27882277630841,-5.96784308062979,-1.74857083717957,-2.45916581168373,-3.45159303935365,-0.517721895527475,-4.11275458110507,-0.829120074031645,-4.61361765486807,-3.54170991779835,4.27325155591527,-0.0740459811522862,-5.21570727580816,-1.53795969180528,0.0735720366649734,2.15179229367342,-2.81425195724828,-5.26535135869158,-0.587743670296381,-3.60020434408518,NA,0.107327769419575,-0.493115139979385,-4.56178785974459,7.62821958685282,4.41835425193671,1.93229963409488,3.9770613264684,-3.54554448896383,-0.0931159294306852
"2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences",1.43599870871976,-3.09776183173536,0.0799782639301725,-5.7717999011065,1.17437642001732,-2.46331309612011,-0.022237171310759,-2.8504587576019,-6.35313689605003,-2.91773910619338,2.62605756249434,0.263403289977811,1.63804154531912,0.885851329640396,0.105517729332792,-5.60101151279626,0.677706756085696,-4.48003836534609,1.33982713204933,0.999324609385379,-2.61505354921997,-6.62221511781484,-0.760748116876053,-2.11358790969704,-7.08107006877065,-2.77457784850624,0.0743315655403863,-0.459047211155595,-7.36073776183299,1.95084489442255,0.107327769419575,NA,-6.77580427931905,-0.331605826243737,-2.17191324110139,-2.22418483544894,-2.63455544220432,-2.66899029189106,1.20388281611214,-6.68996018564735
"2382.HE003.C181.HA.4.568.root.4.12.lane7.NoIndex.L007.sequences",0.359832868357115,-3.69787847063175,-1.04162511473502,-7.83775048007288,0.380118739720535,-5.622418102043,-0.792469875025222,-2.59059409815489,-6.76788653154877,-2.67709717724364,1.32343209220388,-0.77631718981577,0.370235483129936,-0.119043749285989,-0.800587198138809,-5.76461993776448,-0.140169277514338,-4.81868804277692,0.0927618374264872,-0.0978306073335253,-5.82369587555592,-5.14418725262209,-1.31519400863491,-2.0708390032996,-6.07283441307208,-3.43539712232695,-0.593117719525622,-0.805951127782309,-5.58068041420597,0.918434638846728,-0.493115139979385,-6.77580427931905,NA,-0.793815440652381,-2.38931261190275,-2.58391090173748,-4.71016385170149,-3.05861025109342,0.0721268258345093,-5.92388211077189
"1642.MS00502",-3.21072663369461,-0.293571244906977,-3.97339652624364,-0.921891256411207,-3.75162985550375,0.812178825483084,-2.24579826705854,-0.560269194350427,-0.299352130151716,-0.0376602512503008,-4.82467535563438,-4.68483159312951,-3.46477517751553,-3.49368895519207,-2.08537391572604,-0.71977499605243,-3.94861459030848,-0.908112676162979,-4.06550304266163,-3.77500229199797,1.07111906125627,-0.635899762745339,-2.73293324879949,-0.935308083271562,-0.637650703359952,0.355917360850147,-2.49396073908358,-4.47947025303576,-0.768002454889902,-2.91021496564715,-4.56178785974459,-0.331605826243737,-0.793815440652381,NA,5.47259045447301,2.42487310966006,0.150873453150604,0.739894124864717,-4.94660712940858,-0.614338222959606
"2382.RU006.C181.RH.4.592.rhizo.4.12.lane7.NoIndex.L007.sequences",8.45902421098604,-5.82829171713729,3.56254755977498,-4.51349384670541,9.2754105209974,-6.697793153844,2.64037069777339,-2.6284198738438,-2.35222169640918,-5.82328622539364,11.9279253424721,4.5546018450918,8.844235677156,6.57694326900641,3.21128172986709,-3.42516483513575,6.11522439054807,-3.8908003985093,7.63657452846394,7.62617790067678,-6.97755252451553,-4.57675425597637,1.89307126112316,0.510051003790804,-4.40713737155813,-5.51908354547588,5.59439079189574,6.41920024201992,-2.79105792156912,4.27248189217795,7.62821958685282,-2.17191324110139,-2.38931261190275,5.47259045447301,NA,-5.75848886506353,-7.353398781942,-7.89459575540475,6.718398173195,-2.31773778159047
"2382.DPOO1.C1.HA.2.432.rhizo.4.12.lane7.NoIndex.L007.sequences",5.98277089451671,-2.60763677962154,1.98324613922445,-3.87197505605138,6.69661202382918,-7.67501297552628,4.58440947550301,-2.56137724124119,-0.597144716879275,-1.90926142954741,10.6475382647682,2.49804721017051,6.86150086212746,4.58115057861298,2.18233947925633,-2.49939354968368,4.16568329940862,-3.24366272105662,5.37816577241409,5.23443806257594,-6.13030192771241,-3.57039408658211,2.14495494992711,0.901260394248101,-2.77167045586147,-6.01875046946904,3.20998104084647,2.20755044086253,-2.87848033846358,4.50012831680034,4.41835425193671,-2.22418483544894,-2.58391090173748,2.42487310966006,-5.75848886506353,NA,-7.08443131060088,-6.3278602144277,5.01008244742891,-2.97273080721823
"2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences",4.27537921972957,-4.14535574898417,0.325437810391372,-4.49358268392748,4.57971896279407,-9.50824255109152,0.874321686081258,-5.61342543985693,-5.13046221446029,-2.96880852521765,7.29304263016003,0.617502463526369,4.42761149327209,3.81717381093872,0.22777003837453,-3.24922126651273,1.6694745507235,-6.14503528972972,3.14639369785647,2.9549006767306,-9.79317261250265,-5.32504114199677,-0.344264155685817,-1.14070622943459,-5.10805680980978,-7.83541284219182,0.754994639780679,0.0269180056249306,-3.30046089062063,1.12312024599503,1.93229963409488,-2.63455544220432,-4.71016385170149,0.150873453150604,-7.353398781942,-7.08443131060088,NA,-9.11811819105573,3.07166052741612,-4.64108236503606
"2382.RU006.C181.RH.2.582.rhizo.4.12.lane7.NoIndex.L007.sequences",7.60432592950017,-3.49545457087187,2.57094132006592,-5.09547567578656,5.79960573734001,-10.2063786067233,2.21150612679113,-3.37638960572429,-2.99870587932806,-2.44998403362514,10.4709998356224,2.91075726525096,8.36763419325164,5.59983801112181,2.26971036560925,-3.07239868735752,4.13665212703695,-4.70443185867999,6.56775283231133,6.09914470370961,-10.3223812123612,-4.58079756744408,-0.167494434303184,-1.19700401002218,-5.31338561383005,-8.37856162025401,1.72998545243049,0.44234250966103,-3.08842552837377,3.41728958513375,3.9770613264684,-2.66899029189106,-3.05861025109342,0.739894124864717,-7.89459575540475,-6.3278602144277,-9.11811819105573,NA,6.93173380653175,-3.66748694688079
"1642.MS00628",-2.87299425031693,1.58917067560127,-2.60790642160273,0.797923502509393,-2.87301865138817,4.85514151176787,-2.25329517744431,0.760492758987839,1.29414875040103,0.591929117443077,-4.633450079169,-3.35170572728428,-3.69539398789423,-2.89181136829701,-0.770617534806589,0.158716092265815,-2.87013860450302,0.620806142828964,-3.75371605011345,-3.21321381425509,6.63989706125915,1.01579047385143,-1.48360146358894,-0.35576215827271,2.32973458918575,4.2948928302061,-2.61131248913158,-4.94437324569109,0.211478875967929,-0.823168134789392,-3.54554448896383,1.20388281611214,0.0721268258345093,-4.94660712940858,6.718398173195,5.01008244742891,3.07166052741612,6.93173380653175,NA,0.622789314435677
"2382.DPOO1.C1.HA.5.448.root.4.12.lane7.NoIndex.L007.sequences",1.1778311721698,-3.35532720283374,-0.451872264475515,-5.13319386282167,0.760875361960868,-4.01742016725324,-0.0731913152425195,-4.05606382849959,-6.44314476697194,-2.88468653913036,2.2362281284799,-0.243595109680939,0.647204354720607,0.455644530687468,-0.443424361666154,-5.4363780778579,0.224917268253368,-3.59763463931203,0.652381287750753,0.363774738005502,-4.79309959900307,-5.86113517874849,-1.06498783541064,-2.04427391186247,-5.07270596157133,-3.08217360063019,0.0154951855638959,-0.82037212899078,-4.2355319644403,1.37041786653507,-0.0931159294306852,-6.68996018564735,-5.92388211077189,-0.614338222959606,-2.31773778159047,-2.97273080721823,-4.64108236503606,-3.66748694688079,0.622789314435677,NA
