"","1642.MS00612","2382.RU006.C181.RH.5.798.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00629","2382.GM.181.R1.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00522","2382.SH007.C6.RH.2.507.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00427","2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.5.273.root.9.11.lane1.NoIndex.L001.sequences","2382.RU006.C181.RH.4.593.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00484","1642.MS00435","1642.MS00621","1642.MS00611","1642.MS00551","2382.HE003.C181.HA.4.135.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00530","2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00596","1642.MS00627","2382.SH004.C1.RH.1.402.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00338","1642.MS00370","2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.5.447.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00527","1642.MS00520","2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00486","1642.MS00440","2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.4.568.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00502","2382.RU006.C181.RH.4.592.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.2.432.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.2.582.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00628","2382.DPOO1.C1.HA.5.448.root.4.12.lane7.NoIndex.L007.sequences"
"2382.SH004.C1.RH.1.402.rhizo.4.12.lane7.NoIndex.L007.sequences",7.33776332795567,-4.72365014369681,2.55568558831601,-5.37546796991623,5.97659506571664,-7.86279428828744,2.70875998630908,-7.75596783102378,-2.53538281268525,-3.09370164624141,11.881375181886,3.14812526764556,8.37520514166396,6.26957806604956,2.1579284681433,-4.20070625463471,4.6087044625804,-6.08099018422152,6.68872769237662,6.10457457247008,NA,-6.35425485591384,0.313407537387533,-1.0878203016212,-5.14607546961561,-8.58481247273126,2.1695773451368,0.579018504402086,-3.25319303217232,4.08850573193164,4.27325155591527,-2.61505354921997,-5.82369587555592,1.07111906125627,-6.97755252451553,-6.13030192771241,-9.79317261250265,-10.3223812123612,6.63989706125915,-4.79309959900307
"2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences",1.53736045007394,-5.13790901572375,-0.852453802614834,-7.08387669477881,1.54034980449419,-6.32341555750383,-0.359903767365965,-3.1491310934498,-5.62264494343911,-6.75810140281823,3.39711603245621,-0.242065233207666,1.62931221082967,0.914500542343701,-0.756065291467062,-5.26024594625081,0.505839575143074,-4.46013659387646,0.901073664487943,1.14194289945431,-6.35425485591384,NA,-0.945553593917519,-2.44419443252701,-5.28637566241749,-5.06918658266464,-0.175071139735651,-0.6716608192133,-6.34949596057808,1.78324900382349,-0.0740459811522862,-6.62221511781484,-5.14418725262209,-0.635899762745339,-4.57675425597637,-3.57039408658211,-5.32504114199677,-4.58079756744408,1.01579047385143,-5.86113517874849
"1642.MS00338",-1.12620161872775,-0.795963824218597,-1.78872372390812,-1.83931169349646,-1.36689471420394,0.0733355166676735,-3.05815225539662,-0.673656424830685,-1.31590263726975,-0.369836872743468,-2.26004185658543,-4.51031751737869,-0.4171991486899,-0.438802240016507,-1.68190321225253,-0.870747634266139,-2.55651104754869,-1.67601972066178,-2.77509496736423,-0.327988489230182,0.313407537387533,-0.945553593917519,NA,-3.07188641821056,-1.50148429090067,-0.539987859680146,-3.01555136801799,-3.13700480263085,-1.72680577884125,-2.58327734187726,-5.21570727580816,-0.760748116876053,-1.31519400863491,-2.73293324879949,1.89307126112316,2.14495494992711,-0.344264155685817,-0.167494434303184,-1.48360146358894,-1.06498783541064
"1642.MS00370",0.404624808522787,-2.1682402999748,-2.15259919527147,-3.56419444203533,0.0862859210104324,-1.1451632172945,-3.03682334016927,-2.06161506272074,-2.57698225717986,-1.3096813898944,-0.06523435030078,-2.47842973444514,-1.23824610850257,-0.883733329785673,-1.16201054381684,-2.21511475777031,-1.48710001392149,-2.57216696787997,-1.12905900061705,-0.446085086513575,-1.0878203016212,-2.44419443252701,-3.07188641821056,NA,-3.25091448665489,-1.10492116470785,-0.699812251619965,-1.03191342363731,-2.66709935122726,-0.85388495007031,-1.53795969180528,-2.11358790969704,-2.0708390032996,-0.935308083271562,0.510051003790804,0.901260394248101,-1.14070622943459,-1.19700401002218,-0.35576215827271,-2.04427391186247
"2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences",2.33726512304643,-4.06336172680081,-0.00627241891189788,-5.26882143819196,1.69889740216519,-4.98576766408142,-0.400039774063926,-5.26800925973383,-4.80375653849341,-3.0802664851739,3.7606052102558,0.0701424924616715,2.56002590901145,1.75850373763531,-0.0842843362962939,-4.59404881977665,0.937884324702288,-4.20155048727606,1.9518080665293,2.07792893409497,-5.14607546961561,-5.28637566241749,-1.50148429090067,-3.25091448665489,NA,-4.70802834675383,0.061745554738446,-0.641207187212822,-6.40191677630562,2.05271220874613,0.0735720366649734,-7.08107006877065,-6.07283441307208,-0.637650703359952,-4.40713737155813,-2.77167045586147,-5.10805680980978,-5.31338561383005,2.32973458918575,-5.07270596157133
"2382.DPOO1.C1.HA.5.447.rhizo.4.12.lane7.NoIndex.L007.sequences",4.58501217297332,-4.16551162603953,0.838854749399079,-5.20263362748551,3.96961337388368,-8.38548584635213,1.7578303128662,-3.69705382526719,-3.02392293532234,-2.63850286275214,8.88478198796591,0.378594573448485,5.42160935620599,3.59330778503993,1.22206329248942,-3.40825467750504,2.62106253219832,-4.93649361665566,4.07142087474936,3.33402290418019,-8.58481247273126,-5.06918658266464,-0.539987859680146,-1.10492116470785,-4.70802834675383,NA,0.822990493243514,0.382793493235846,-3.25801844966586,3.37940335297455,2.15179229367342,-2.77457784850624,-3.43539712232695,0.355917360850147,-5.51908354547588,-6.01875046946904,-7.83541284219182,-8.37856162025401,4.2948928302061,-3.08217360063019
"1642.MS00527",-1.92038250471128,0.507326501112189,-0.83720716848413,-0.534838260716635,-3.76120043035695,1.24569129041729,-1.90384517082362,0.0167074654926519,-0.198145607561452,0.428364476545983,-4.62663578429067,-2.086776751929,-1.84462220012733,-1.59094285778392,-1.33095897398454,-0.324603156857532,-2.45479134994302,-0.33633611891564,-2.35645192453408,-1.55921542536696,2.1695773451368,-0.175071139735651,-3.01555136801799,-0.699812251619965,0.061745554738446,0.822990493243514,NA,-4.16551276087954,-0.497803817124875,-2.86206258023934,-2.81425195724828,0.0743315655403863,-0.593117719525622,-2.49396073908358,5.59439079189574,3.20998104084647,0.754994639780679,1.72998545243049,-2.61131248913158,0.0154951855638959
"1642.MS00520",-3.50502278351212,-0.423663663755733,-3.58717321611385,-1.12562583637667,-3.24450148168552,0.301747405359223,-2.45849051297986,-0.63732177700086,-0.557093898996127,0.153858913599552,-3.41244519768333,-5.38963663333454,-4.04831560595713,-3.74876216202813,-2.73808714372155,-0.852351075505963,-4.23281214414269,-0.922424026740751,-4.43433360075714,-4.13888310808995,0.579018504402086,-0.6716608192133,-3.13700480263085,-1.03191342363731,-0.641207187212822,0.382793493235846,-4.16551276087954,NA,-0.920334085031559,-1.17904811020181,-5.26535135869158,-0.459047211155595,-0.805951127782309,-4.47947025303576,6.41920024201992,2.20755044086253,0.0269180056249306,0.44234250966103,-4.94437324569109,-0.82037212899078
"2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences",0.570712654028294,-2.52363249324624,-0.667398847529874,-6.19525917670221,0.428754051498242,-3.0693211060663,-0.816428636723203,-1.76115370179905,-6.72622936979808,-3.8347230084887,1.50310218124772,-0.659928768523349,0.610586918407348,0.153710900182579,-0.578556730290731,-5.85179499578512,0.0509532262480391,-3.44120396775901,0.399209870027014,0.125530143455658,-3.25319303217232,-6.34949596057808,-1.72680577884125,-2.66709935122726,-6.40191677630562,-3.25801844966586,-0.497803817124875,-0.920334085031559,NA,1.30159424787986,-0.587743670296381,-7.36073776183299,-5.58068041420597,-0.768002454889902,-2.79105792156912,-2.87848033846358,-3.30046089062063,-3.08842552837377,0.211478875967929,-4.2355319644403
"1642.MS00486",-3.90368613341001,0.739877740172776,-2.62060403971291,0.818636154872294,-3.51144721502702,3.59397701883266,-2.0979644661004,1.51872397517372,0.113976267890937,1.25563982531032,-3.9609028930082,-3.85243635469937,-4.64749396688698,-3.0982963380662,-2.39696820115685,1.13607959950624,-5.05046144665845,1.35478662355631,-3.8427993715106,-2.85683483083203,4.08850573193164,1.78324900382349,-2.58327734187726,-0.85388495007031,2.05271220874613,3.37940335297455,-2.86206258023934,-1.17904811020181,1.30159424787986,NA,-3.60020434408518,1.95084489442255,0.918434638846728,-2.91021496564715,4.27248189217795,4.50012831680034,1.12312024599503,3.41728958513375,-0.823168134789392,1.37041786653507
