"","1642.MS00636","1642.MS00566","1642.MS00527","1642.MS00507","1642.MS00347","2382.SH008.C6.HA.2.732.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00389","1642.MS00332","1642.MS00398","2382.SH008.C6.HA.5.748.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00611","2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00447","1642.MS00614","1642.MS00558","2382.SH008.C6.HA.4.742.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.298.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00461","2382.GM.181.R3.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00459","1642.MS00403","1642.MS00448","2382.MU002.C3.HA.1.478.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00594","1642.MS00489","2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00600","2382.RU006.C181.RH.5.598.root.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.1.603.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.4.75.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00569","1642.MS00622","1642.MS00467","2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.682.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00438","1642.MS00500","2382.SH004.C1.RH.5.223.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00526","1642.MS00465"
"1642.MS00403",-1.77225624918239,-3.33109982293053,-1.08852852057284,-5.52812387998258,-2.98623374763082,2.39281726646198,-4.54191707508338,-4.0694764952194,-2.34352652654608,-1.13269890377819,-1.44030285831259,3.83200947468703,-0.989349773771938,1.42173206386868,-2.4826393438862,2.26342435014672,0.198026207147912,-2.66123280062707,-1.49939428464637,-3.7001872704459,NA,-0.891325130449813,-1.18794902783439,-1.25491749537848,-2.93240465892737,-0.364268592691057,-3.29845361696322,-0.680397610783326,-0.0309157126936618,-0.33169260916563,-1.79478348250724,-1.80918185470966,-6.46685220208458,-0.889386207939359,4.00296504031613,-3.28283926118902,-4.4365342310963,0.894817034132225,-3.79767645345513,-3.90459397884517
"1642.MS00448",-3.77616391969284,-3.8950922446532,-4.93148401922455,-5.66919960620022,-1.39680364339731,6.78423590042082,-3.06704545243762,-2.63269333874678,-2.99813748438031,0.818154922184196,-3.41727273875966,9.1939738521156,-3.92916120330813,-1.28724298795458,-4.17616140770186,6.72583588631526,3.04253961747928,-2.96444105301062,0.206175803189961,-4.40666969471362,-0.891325130449813,NA,1.53971643145895,-1.30689623089497,-4.63214742469107,2.3827845024536,-5.62709582652843,0.937569437733772,2.25052334088696,1.42587032170298,-2.23877278574791,-1.80691647453301,-5.09457205071788,0.345198034947133,7.66645145278814,-5.86369451254209,-3.11146901010823,3.63502854792933,-4.3848006603659,-4.82788614055161
"2382.MU002.C3.HA.1.478.root.4.12.lane7.NoIndex.L007.sequences",0.684387532244484,-0.0700633040800519,-0.458900970518766,-0.846373123250593,-1.00619203369936,-5.02347138212615,-1.67178358923888,-1.49747989432376,-1.79393086660527,-5.32543220922839,0.370224683058642,-4.06744676710029,1.72287161936311,0.985034241996405,0.0864849539885777,-5.71813658652193,-5.70387275935209,-0.344898692720325,-4.74643421514627,0.799969745551516,-1.18794902783439,1.53971643145895,NA,0.160870782476781,1.7949987466134,-5.02028951106971,1.32581834678382,-3.96999105517338,-5.54332135299216,-6.23653974999742,0.284130296149916,0.723277045286393,0.375787406477866,-5.19027921221063,-4.89585094166534,-0.653379136578588,-0.622615964420285,-5.69515586739999,0.517614566840573,-0.343522107387175
"1642.MS00594",-2.81292999816536,-2.6342998645857,-1.38881924516682,-1.3285875410466,-1.48444798136278,-0.860095562628303,-1.58049112277914,-1.60021932183187,-0.471938526813067,-0.198505638239608,-2.5308980732126,-0.176653391133869,-1.23570026925921,-1.6814225380563,-1.00746402466985,-0.820231632350714,-1.00491210918563,-1.36017404012273,-1.96400941776842,-3.40660898564892,-1.25491749537848,-1.30689623089497,0.160870782476781,NA,-1.2277811659195,-1.70372287049187,-1.08103254388,-1.83132237312719,-1.37062289289419,-1.35728689937684,-1.23377175128273,-1.26822153827017,-1.05482168574592,-0.379808193186047,-0.4214582816952,-1.22894494532772,-1.27827598325252,-1.55155697963499,-1.36653625600562,-1.51212060171361
"1642.MS00489",-2.43309463012538,-3.09466598175249,-3.31951145394692,-5.26205245058572,-1.47479659649166,8.024997032955,-2.6779448602196,-2.69342897165456,-2.75649024511098,1.41489811817784,-2.43691749670358,9.36858073430471,-3.1847029520156,-1.3548452633371,-4.66839333417451,7.4567778814588,2.83511332466705,-2.75628581040843,-0.449455790857141,-3.47300290258242,-2.93240465892737,-4.63214742469107,1.7949987466134,-1.2277811659195,NA,2.68922863053511,-4.51589186919019,1.12057300432872,2.34295680998542,2.00383562967296,-2.46011745550216,-2.35929209052946,-4.74049900515859,0.966094381254192,5.26600952410229,-2.23097124638802,-5.17931214113744,3.95912405980713,-4.86443907299923,-5.03066454545044
"2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences",1.39164682129572,0.339927814755425,0.0450174207917806,-0.238317756850829,-0.764775607227735,-4.03637813293454,-1.60705601289729,-1.438346473054,-1.11218805080852,-6.23112359211102,0.97296816410918,-2.93389432462893,3.28550368276398,2.80684941679076,0.56014479168063,-4.12310312313741,-5.30139243842358,0.759595606142131,-4.79481168781003,0.768617870134945,-0.364268592691057,2.3827845024536,-5.02028951106971,-1.70372287049187,2.68922863053511,NA,2.69639173710673,-8.26176838510934,-4.13671207911093,-4.51751136573229,0.891869669614994,2.21824028355138,1.13614423451256,-4.7262173102411,-4.33362198087448,-0.324445803276404,-0.195113636557655,-6.56938819248245,0.827747389998559,0.117265872270272
"1642.MS00600",-3.71095782820773,-3.64892689685194,-3.54235700714774,-5.44978603107715,-1.85319501045868,9.16612025782446,-2.82550275284414,-2.93769803454041,-2.59374051120366,1.18882293523767,-4.12452962537536,11.5628918446078,-5.13497960502679,-2.24727413293102,-5.21120623583463,9.67619161183714,4.48998146142496,-3.04946364382412,0.937923060148476,-4.1623066548125,-3.29845361696322,-5.62709582652843,1.32581834678382,-1.08103254388,-4.51589186919019,2.69639173710673,NA,1.2302034774423,1.73582568393702,2.44773127662041,-3.54953203901415,-4.73896135019345,-3.9259319538619,0.53534997116267,9.97191452806109,-6.48219422258198,-4.38216625428125,4.0579205503521,-4.51669578376345,-2.94638746022937
"2382.RU006.C181.RH.5.598.root.4.12.lane7.NoIndex.L007.sequences",0.383100729022299,-0.255047709802359,-0.34726952183072,-0.585282719762882,-1.43912721414101,-3.48222602525124,-1.67375847001688,-1.82058808225843,-1.44459966456159,-5.82498548435711,0.312341765773891,-2.71993141269037,1.38542252372941,2.06309531050544,0.0140433189795649,-3.58975121135286,-3.95228451860374,-0.112325006592677,-3.6570130654503,0.210171045012268,-0.680397610783326,0.937569437733772,-3.96999105517338,-1.83132237312719,1.12057300432872,-8.26176838510934,1.2302034774423,NA,-3.62722486802853,-3.82820021318544,0.405884849451376,0.903479438772673,0.211576287327734,-3.31523185519222,-3.34058235730367,-0.789928352014876,-0.642795346973592,-6.58209854781878,0.200041256881991,-0.467250446768257
"2382.SH004.C1.RH.1.603.root.9.12.lane7.NoIndex.L007.sequences",1.52968848521494,0.558646589038016,0.52425285944359,-0.0117182718252067,0.0979206292067994,-4.72984767398295,-0.69707544594517,-0.972011656612546,-0.801084238852719,-4.71407096635407,1.09741925400083,-2.00097321408571,2.61895248572022,2.23986001503911,1.38336416202572,-2.90832804999994,-6.11772621911097,0.94785350528077,-6.98928651081769,1.5553222269825,-0.0309157126936618,2.25052334088696,-5.54332135299216,-1.37062289289419,2.34295680998542,-4.13671207911093,1.73582568393702,-3.62722486802853,NA,-7.72190301483837,1.62723166928015,1.2379866343056,1.17654373238521,-6.86543515725976,-2.70454321450054,0.400164498656678,0.35454226182276,-8.71503797434985,1.52957906929226,0.60787462033195
"2382.MU002.C3.HA.4.75.root.6.11.lane1.NoIndex.L001.sequences",0.970174978863553,0.383494179426699,-0.18811419112988,-0.186831364719583,-0.294050443045772,-0.147742824677156,-1.41885713895473,-1.2063699207221,-1.1886247677263,-6.3867738838151,0.617558952515588,-0.235911370687798,1.88272867412422,1.49217151059539,0.41250174467026,-2.0624307586005,-6.97995327668799,0.663718764845414,-6.43656718896015,0.654208821434653,-0.33169260916563,1.42587032170298,-6.23653974999742,-1.35728689937684,2.00383562967296,-4.51751136573229,2.44773127662041,-3.82820021318544,-7.72190301483837,NA,0.881126024433532,1.14187825693229,0.818773352306168,-5.15790207731929,-8.15775420934463,-0.419090770773685,-0.321462154573885,-7.18671322492467,0.452895606545067,0.175733063344428
"1642.MS00569",-3.19204549402876,-1.97802866288602,-1.55298159349384,-4.58242470138488,-0.157147823177272,5.74851101217579,-2.19167832518056,-0.393609420458016,-1.31521888981049,0.284099778245924,-2.28080232763774,8.06927188199062,1.68215636337863,-1.01839921848779,-2.80277967175608,5.5307427522925,2.31202631858276,-2.66263528140943,0.331977901751019,-4.69720946247117,-1.79478348250724,-2.23877278574791,0.284130296149916,-1.23377175128273,-2.46011745550216,0.891869669614994,-3.54953203901415,0.405884849451376,1.62723166928015,0.881126024433532,NA,-1.81538891958541,-4.00812878949355,0.315020323866607,5.23782353979461,-0.944074320027708,-4.28348610520244,2.66934120037577,-1.53073027415287,-3.29914517765319
"1642.MS00622",-1.65846516523105,-3.1467015704966,-2.52252279701231,-3.3612012278834,-0.613502864164153,5.96402299611786,-3.75939989395651,-2.53369959449443,-2.1224451240139,0.224200221975684,-2.64924175232914,7.17540033327723,-0.806530762516993,-1.15394688427418,-3.27532998202308,5.93552782139729,2.68360645345131,-2.41214226026704,0.329780546180488,-2.2025841507826,-1.80918185470966,-1.80691647453301,0.723277045286393,-1.26822153827017,-2.35929209052946,2.21824028355138,-4.73896135019345,0.903479438772673,1.2379866343056,1.14187825693229,-1.81538891958541,NA,-3.25008053705376,0.0628485913812746,6.8971005703826,-2.64946388324774,-3.61120556014035,3.23454894310272,-2.31656815417039,-2.75023996472899
