"","2382.MU002.C3.HA.2.482.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00508","2382.DPOO1.C1.HA.5.448.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00385","1642.MS00527","2382.RU006.C181.RH.2.782.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.5.773.root.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.4.135.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00555","2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.5.273.root.9.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.1.278.root.9.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.1.503.root.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.4.442.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","1642.MS00417","2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.4.668.root.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00611","2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00596","1642.MS00409","2382.DPOO1.C1.HA.1.428.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00530","2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00504","2382.DPOO1.C1.HA.4.642.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00589","2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.4.243.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00453","2382.SH004.C1.RH.4.418.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00377","2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00464","2382.SH004.C1.RH.2.608.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00548"
"2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences",-3.3520523915705,-0.703581625569275,-5.14403977095995,-0.963777110675857,0.515272934170131,-3.00307731099781,-6.10086462924229,-6.34403875841366,2.69324648693145,-3.19296651134397,-5.48858462228363,-5.17056326589241,-6.33329678992249,-3.62281379520159,-0.191067472810738,-5.86464306586743,-4.68992558770005,-5.82849019464394,-6.73096487417572,2.08845745958637,NA,1.37438300780774,-0.910134132338923,-6.66369954451029,1.24466634542694,-5.13288630085126,-1.27046827109046,-2.65435331440362,3.27414533369972,-2.63904808713447,-2.8426601832898,-5.25956628415457,-5.22831082146109,1.20512239153266,-5.52415562126798,-0.375694381974869,-3.80521365458581,0.488938899359208,-4.74304071572487,0.385895254781332
"1642.MS00596",7.23530782944671,-5.77319043983333,0.489547101450769,-3.00920594808946,-2.16010516420434,11.9113786603573,0.221613755617852,0.333507278982413,-3.30902724226396,5.80953755734963,1.36870821498052,0.469887775075434,0.554508245578081,6.58592188045682,-3.1609188671244,0.947488255637891,0.763080680015027,1.36573348419026,0.620608510796572,-1.70368139068904,1.37438300780774,NA,-3.39662314812699,0.387135550944609,-3.57934843996144,2.12032994375997,-2.11089730100413,8.97722838847261,-4.85606142197686,8.52895613315009,6.93546430196126,1.20529499345302,0.138413668580997,-3.26067576633943,0.356911102101811,-3.61962246347831,7.00909767471864,-3.26327410190043,0.156503309013779,-3.43651515073961
"1642.MS00409",0.490954098950139,-6.88115842639079,-0.547465396678603,-5.66972934615849,-2.44357633673228,6.35240448433376,-0.695635844565735,-0.854156377587385,-2.99713796138128,-0.429703038352485,-0.87414445767275,-0.731544914789838,-0.740456246637673,0.168820219475186,-5.31879864556565,-0.932841700694195,-0.748397830709343,-1.12732942589604,-0.991939362917212,-3.22178616943531,-0.910134132338923,-3.39662314812699,NA,-0.875002463531088,-3.55206623649564,-0.820451387980143,-5.1309295027562,0.632895315371524,-5.30332383061114,0.926929837123142,2.50023024803313,-0.394270088929654,-0.632492395165702,-2.87984754728135,-0.403593925160146,-4.12409451314489,-0.0317925828082763,-5.52462864217973,-0.85016429465426,-5.22601989401847
"2382.DPOO1.C1.HA.1.428.root.4.12.lane7.NoIndex.L007.sequences",-5.47993596204151,-0.882471404779207,-5.41993941143932,-0.623916733815776,-0.212486825686971,-1.35729380578429,-5.88880907046661,-5.86981130917775,0.691997552037827,-2.36027275533221,-6.8321382028956,-6.52460537475234,-4.85524829647078,-5.05895531437643,-0.200581070541302,-5.4727400858802,-3.97266985204708,-6.46821024489282,-5.85570331675008,0.0960445049069737,-6.66369954451029,0.387135550944609,-0.875002463531088,NA,0.173433840905928,-6.39547356142843,-1.18215879565801,-1.89610828374074,1.24933724359917,-3.80018173191381,-2.18144403002025,-6.08588186180939,-4.73905818238602,0.0396795427915916,-4.31898320116864,-0.384654740094741,-6.81763698287847,-0.0197302289693962,-6.34643980098898,0.0486924997809803
"1642.MS00530",6.10814778048177,-5.34399467082683,0.282549188165027,-2.90336076182363,-2.01019299241136,9.49712131087016,0.0487954534696926,0.134766400341521,-3.05895029258978,3.09053201671738,0.486254296230977,0.303835658828812,0.291749183526442,4.87038666686385,-3.56017624920687,0.885198385080401,0.417871309921707,0.899090104304334,0.285677687309899,-2.00290153419891,1.24466634542694,-3.57934843996144,-3.55206623649564,0.173433840905928,NA,1.68113653449361,-3.61645162114371,6.75729959198946,-5.39981941639201,7.29180453719805,4.65574776915668,0.906403026982394,-0.159808577267835,-3.29730207491746,0.202697664405494,-2.85980869035271,5.13998351651972,-3.89671666520322,-0.202246673728396,-4.06399671540261
"2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences",-4.0784038638624,-0.619829900463186,-5.77662399516035,-1.02857632850812,0.510059183441219,-3.73357819655126,-6.14857554020154,-4.92923402852189,3.64468707986517,-4.06944598240774,-4.81491344498541,-5.5996361130637,-5.61750754434014,-3.21811790707305,-0.155214249151943,-5.56669720230309,-3.6650560742775,-5.47168896945107,-4.72652141703825,1.83545983103038,-5.13288630085126,2.12032994375997,-0.820451387980143,-6.39547356142843,1.68113653449361,NA,-0.915097111336135,-4.38676301692748,4.74798597562218,-2.94392994253039,-3.06868414390385,-5.74346462632766,-3.7131134643453,2.23054573880288,-5.12948514218093,0.453747269150586,-4.76569989607502,0.457681136741197,-5.84725437187879,0.58295355810465
"1642.MS00504",-0.186729606726353,-5.57396818985877,-0.836473410371529,-3.78526389226943,-1.06660882556566,4.67944017945388,-1.05988462322806,-1.13238107346066,-0.938874830509584,-0.896831692623244,-0.867429829384408,-1.04058487755527,-1.00795058271705,-0.327357924628262,-3.8864591861187,-1.36279632587149,-1.08390440984321,-1.49855721494375,-1.21919928784814,-1.84413930624876,-1.27046827109046,-2.11089730100413,-5.1309295027562,-1.18215879565801,-3.61645162114371,-0.915097111336135,NA,-0.106749395354676,-1.98974996070996,0.357841289549607,1.98770180525622,-0.82722779008506,-0.715657292145768,-2.85762645111342,-0.666268773963196,-3.24281396452732,-0.47072286597238,-4.57893984311562,-0.979629780074647,-4.4314045556888
"2382.DPOO1.C1.HA.4.642.rhizo.9.12.lane7.NoIndex.L007.sequences",-7.92034388053833,0.379223610284364,-1.74269899069054,2.46234929525182,2.61829237164629,-7.8471871369241,-1.58027692696953,-1.82015829275009,9.26310787588653,-6.94157069285599,-5.13829320528558,-1.73400820103891,-1.7674422667718,-7.59498722356848,5.34685395894789,-2.86981387952817,-1.92980071499866,-4.00502864980704,-3.63832924050069,7.63340353983601,-2.65435331440362,8.97722838847261,0.632895315371524,-1.89610828374074,6.75729959198946,-4.38676301692748,-0.106749395354676,NA,12.5609522964717,-7.84654343060637,-7.27088102820468,-1.84268461119735,-0.92916107468729,6.8100584893323,-0.967053768463895,4.09692267375519,-6.63732268541308,3.30798462826003,-1.87476335099362,3.29123602391041
"1642.MS00589",11.8364961479534,-6.29338162456891,1.14665488744183,-1.59218498257971,-4.54312995032379,15.3650849179551,0.88864112040613,1.29379519383577,-3.25868577131024,8.09167980276368,2.53143530135918,1.37230160663068,1.16119785146191,10.4590375621346,-4.07143495613717,2.51637141534866,1.76545116134962,3.34097192861874,2.18209213739634,-3.95505347351045,3.27414533369972,-4.85606142197686,-5.30332383061114,1.24933724359917,-5.39981941639201,4.74798597562218,-1.98974996070996,12.5609522964717,NA,12.3227920593461,8.04962015612294,2.53410790963625,0.431823030732967,-4.07082254724268,0.788871366983756,-2.61969718652036,12.2337103611873,-4.78041512976179,0.835959064390054,-4.67362395638532
"2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences",-2.91409318415461,0.451752272635463,-4.11766706550151,3.54442107448726,2.71414949093107,-6.4290782704156,-4.78069738810283,-3.82627362267671,9.3607287686975,-5.2357932405544,-2.26682971435856,-3.15235107731556,-3.26838858623759,-5.83646791657501,5.32509034298673,-4.13612935195171,-3.38440010989058,-4.00103344645274,-4.21027901152348,7.35099397353201,-2.63904808713447,8.52895613315009,0.926929837123142,-3.80018173191381,7.29180453719805,-2.94392994253039,0.357841289549607,-7.84654343060637,12.3227920593461,NA,-3.66743727803137,-3.47822823733146,-3.95834465389269,7.01191842008029,-2.69920625747594,4.36499132939777,-4.77180258220006,4.04942316374444,-4.08251507478986,3.76774761211202
"2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences",-6.80971846513493,2.56979713587303,-1.86216011265387,2.62682478026405,3.87363739448623,-7.2834742179855,-1.7109787322796,-1.45880796797578,7.84822631626199,-6.44790467065367,0.1703703759956,-2.07700317688015,-1.91940947495572,-5.83530307188928,3.91429433497287,-3.29335774431014,-1.14501818393348,-4.11955283693167,-2.34741686927098,6.5684923677567,-2.8426601832898,6.93546430196126,2.50023024803313,-2.18144403002025,4.65574776915668,-3.06868414390385,1.98770180525622,-7.27088102820468,8.04962015612294,-3.66743727803137,NA,-1.88223248240536,-0.956043641911168,4.79888630343697,-1.16808098450369,2.30289996631513,-6.40559469401185,3.92622607188821,-1.74000976869518,4.37859450700374
"2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences",-6.77286761401691,-0.516195000659992,-5.9269823355675,0.0776030485562127,0.275072272255556,-1.83242418834519,-6.61031215492445,-7.88511444756648,1.91153762514334,-2.65312820137588,-7.00799562710006,-8.09821652909278,-5.13608088197321,-5.3713901601559,0.416327491022918,-5.19745005495268,-3.57086759700042,-5.96072867667611,-6.28528530807685,0.867701612044573,-5.25956628415457,1.20529499345302,-0.394270088929654,-6.08588186180939,0.906403026982394,-5.74346462632766,-0.82722779008506,-1.84268461119735,2.53410790963625,-3.47822823733146,-1.88223248240536,NA,-6.71192659760176,0.71727544333437,-4.03626865754167,0.704253156387852,-6.37922128806609,0.35497552550257,-6.56139382643201,0.693751072270867
"2382.DPOO1.C1.HA.4.243.root.9.11.lane1.NoIndex.L001.sequences",-5.33497067436367,-0.686937429456951,-4.68745175876451,-0.534938991815075,-0.186591649744194,-1.04970730616218,-6.6464379892176,-5.3631437741802,0.199678467984751,-1.36904876381184,-6.15133544822401,-6.25276911023649,-3.33457017322784,-5.43806801423041,-0.245891201490667,-5.33493262912396,-2.92319783843078,-4.31520303832369,-5.1893669212673,-0.0295897335358597,-5.22831082146109,0.138413668580997,-0.632492395165702,-4.73905818238602,-0.159808577267835,-3.7131134643453,-0.715657292145768,-0.92916107468729,0.431823030732967,-3.95834465389269,-0.956043641911168,-6.71192659760176,NA,-0.130087480243367,-3.55894523258952,-0.409441850618446,-6.3881080948801,-0.170494205459987,-2.56069474602424,-0.059499992007697
"1642.MS00453",5.97106287937538,-4.08863275361583,0.0845440014999394,-1.97206015121576,-1.89249612490358,9.25723621471487,-0.0524946652684529,-0.0705454811902501,-2.74642214620446,4.19441170905774,0.87953682328799,0.174872126750922,0.0475978760336806,4.91430931942736,-2.57121388099073,0.33986229010773,0.432741945275802,0.647140391616891,0.0313846150947622,-2.5239956877833,1.20512239153266,-3.26067576633943,-2.87984754728135,0.0396795427915916,-3.29730207491746,2.23054573880288,-2.85762645111342,6.8100584893323,-4.07082254724268,7.01191842008029,4.79888630343697,0.71727544333437,-0.130087480243367,NA,0.0245404298142571,-3.12376692440461,5.94620755754555,-2.9750306196345,-0.140086928894964,-3.34507454105581
"2382.SH004.C1.RH.4.418.root.4.12.lane7.NoIndex.L007.sequences",-4.36654878880752,-0.455954608053941,-4.47142534380074,-0.251834027720761,0.0551600505933245,-0.82312672601689,-5.57426428407873,-5.09675758036954,0.416614393386087,-1.23797413203246,-5.16494483292148,-4.97749082481272,-4.82145988324902,-4.29071564761456,-0.0264660084934835,-5.47922656144958,-3.17887318004575,-5.58658459546994,-5.00629778139692,0.18475491080975,-5.52415562126798,0.356911102101811,-0.403593925160146,-4.31898320116864,0.202697664405494,-5.12948514218093,-0.666268773963196,-0.967053768463895,0.788871366983756,-2.69920625747594,-1.16808098450369,-4.03626865754167,-3.55894523258952,0.0245404298142571,NA,-0.0458487026692007,-5.20253078882361,0.0179634737551073,-3.87938214885326,0.0800235677938117
"1642.MS00377",3.79403157750213,-3.56171625889021,-0.194034381720013,-4.23483298564937,-2.9297959403051,5.30583673070767,-0.0769063016112301,-0.0711591310962177,-2.94055768233698,0.659750369800444,-0.308946011848074,-0.113814778015078,-0.330121550909795,3.05470464939092,-4.53024042249139,-0.26508345598963,0.128712920848843,-0.217282025202508,-0.150784054878025,-1.71612804918623,-0.375694381974869,-3.61962246347831,-4.12409451314489,-0.384654740094741,-2.85980869035271,0.453747269150586,-3.24281396452732,4.09692267375519,-2.61969718652036,4.36499132939777,2.30289996631513,0.704253156387852,-0.409441850618446,-3.12376692440461,-0.0458487026692007,NA,1.7630124200585,-3.02727066849626,-0.485226583429628,-2.86403712662128
"2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences",-6.25059894791934,-0.136479230698617,-6.73356721091018,1.24363937577603,1.85967750097276,-4.49653762233199,-6.70766881518627,-5.64999558973732,9.8880560937443,-6.93980383802486,-5.01449623565538,-6.66933504357483,-5.70342978431016,-5.65739518837928,2.69708428188169,-6.05021663795134,-5.22229745902812,-6.88504882480882,-6.49897418432459,6.11142626540578,-3.80521365458581,7.00909767471864,-0.0317925828082763,-6.81763698287847,5.13998351651972,-4.76569989607502,-0.47072286597238,-6.63732268541308,12.2337103611873,-4.77180258220006,-6.40559469401185,-6.37922128806609,-6.3881080948801,5.94620755754555,-5.20253078882361,1.7630124200585,NA,2.90660944352769,-5.83596092779527,3.02649942397883
"1642.MS00464",3.047479548268,-5.0712462762298,-0.0227321021203738,-3.11024628579289,-2.00315439097718,8.8448007160017,-0.261786686076215,-0.195786768356634,-3.49620230085629,0.908797644012498,0.132604294655045,0.136123930800501,-0.0194796061598786,2.82345392799673,-4.04800303321246,0.269690546241808,0.00674030095333872,0.131033923352958,-0.147661204688983,-2.53022109959888,0.488938899359208,-3.26327410190043,-5.52462864217973,-0.0197302289693962,-3.89671666520322,0.457681136741197,-4.57893984311562,3.30798462826003,-4.78041512976179,4.04942316374444,3.92622607188821,0.35497552550257,-0.170494205459987,-2.9750306196345,0.0179634737551073,-3.02727066849626,2.90660944352769,NA,-0.371605275044014,-4.87121530990368
"2382.SH004.C1.RH.2.608.root.9.12.lane7.NoIndex.L007.sequences",-4.69416666671647,-0.829377935929828,-6.42647820218309,-0.763371555832353,-0.270839044127169,-1.26766981383062,-6.98837555331941,-5.17709598454029,0.268489986289459,-2.007962511613,-5.77331505798358,-7.06626139789117,-6.08210986803358,-4.26025295137793,-0.377971908078395,-5.37772789951799,-3.85529543750513,-4.73360922699262,-4.89078862718378,0.0553481966743255,-4.74304071572487,0.156503309013779,-0.85016429465426,-6.34643980098898,-0.202246673728396,-5.84725437187879,-0.979629780074647,-1.87476335099362,0.835959064390054,-4.08251507478986,-1.74000976869518,-6.56139382643201,-2.56069474602424,-0.140086928894964,-3.87938214885326,-0.485226583429628,-5.83596092779527,-0.371605275044014,NA,-0.298397181397475
"1642.MS00548",3.54483838657743,-4.58443534984798,0.164465853885814,-2.87299470150163,-3.25387526545833,12.2039546238751,-0.125430480613247,0.0154756959760662,-3.41363091448975,1.50794445423164,0.170238363347401,0.0909255325096314,0.0348917548663404,2.77029633369566,-4.14188508536091,0.25992025765179,0.231050406220318,0.136956167344783,0.10126258256702,-2.02780219235652,0.385895254781332,-3.43651515073961,-5.22601989401847,0.0486924997809803,-4.06399671540261,0.58295355810465,-4.4314045556888,3.29123602391041,-4.67362395638532,3.76774761211202,4.37859450700374,0.693751072270867,-0.059499992007697,-3.34507454105581,0.0800235677938117,-2.86403712662128,3.02649942397883,-4.87121530990368,-0.298397181397475,NA
