"","2382.MU002.C3.HA.2.482.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00508","2382.DPOO1.C1.HA.5.448.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00385","1642.MS00527","2382.RU006.C181.RH.2.782.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.5.773.root.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.4.135.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00555","2382.GM.181.R4.rhizo.10.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.5.273.root.9.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.1.278.root.9.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.1.503.root.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.4.442.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","1642.MS00417","2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.4.668.root.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00611","2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00596","1642.MS00409","2382.DPOO1.C1.HA.1.428.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00530","2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00504","2382.DPOO1.C1.HA.4.642.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00589","2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.4.243.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00453","2382.SH004.C1.RH.4.418.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00377","2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00464","2382.SH004.C1.RH.2.608.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00548"
"2382.SH005.C3.RH.5.273.root.9.11.lane1.NoIndex.L001.sequences",0.0324737564125,0.0795950571138,0.0311382710868,0.0785217719827,0.0909714781419,0.0554939538636,0.0296508535723,0.026964990375,0.1016938761861,0.0410633776317,0,0.0240299433477,0.032322118792,0.0363271946941,0.0828377287506,0.0380645351981,0.0236253239728,0.0292006167164,0.0282985499999,0.0906833590441,0.0400532211225,0.0940986257662,0.0761008825974,0.0345308181356,0.0910641211344,0.0234948368521,0.0772135392217,0.0368950127959,0.110063332545,0.0374085247515,0.0714875850495,0.0272317084546,0.0243316767895,0.0910373964749,0.0311293658314,0.0879624582086,0.0294163943967,0.0840618934559,0.0341511051915,0.089550230787
"2382.MU002.C3.HA.1.278.root.9.11.lane1.NoIndex.L001.sequences",0.0400117285363,0.0873591932958,0.0167838354783,0.0862480948524,0.0998376864945,0.0633458635678,0.017876400795,0.0206029203289,0.1165507815086,0.0502203262251,0.0240299433477,0,0.0205820401199,0.0437328602643,0.092586500929,0.0331394402009,0.0196006454277,0.0174372608653,0.0280494325791,0.1011946563469,0.0324229341795,0.1018969272059,0.0857582418818,0.0188611600918,0.1012278533758,0.0243516165038,0.0819118077857,0.0489168939716,0.1203900682774,0.0490435701138,0.0513717761516,0.0221754821685,0.0186341811415,0.0984559406807,0.0193143311853,0.0998926502427,0.0431816060879,0.0990297079051,0.0188390055626,0.1001570819081
"2382.SH007.C6.RH.1.503.root.4.12.lane7.NoIndex.L007.sequences",0.055460433858,0.0970598206672,0.017172001666,0.0977694099895,0.11520716819,0.0804860151943,0.017281201785,0.0184469509318,0.1296969008062,0.0600232873671,0.032322118792,0.0205820401199,0,0.057417654091,0.1043314355705,0.0288144287327,0.0245151382544,0.0131662123612,0.0242303423422,0.11735169715,0.0320244838857,0.1225209217212,0.0947405082361,0.0167035020908,0.1189743456772,0.0273959555453,0.0913338057039,0.0580786811175,0.1419679915388,0.0625539876809,0.0588521123214,0.031565475546,0.0273527937252,0.1136173003328,0.0122404016898,0.1110051432444,0.0443173351051,0.1103689416896,0.0139135645977,0.114410224525
"2382.DPOO1.C1.HA.4.442.rhizo.4.12.r1.lane7.NoIndex.L007.sequences",0.0267928028395,0.0846380393919,0.0405654099852,0.0813161288654,0.0907679989124,0.0526567521337,0.045211618458,0.0418237363143,0.0976041179946,0.0412481245635,0.0363271946941,0.0437328602643,0.057417654091,0,0.0811867768224,0.0512395230277,0.0330792317274,0.0557783099243,0.0381701397622,0.0869226647794,0.0748464017826,0.0893835058139,0.0792470326147,0.0514556339067,0.0932766008189,0.0607316504124,0.0805199693751,0.0258514649937,0.1147802706678,0.0301909469435,0.0426449546213,0.0299027019231,0.0325799841652,0.0893216384418,0.050176599474,0.0975485670188,0.0392034672756,0.0847239562874,0.0573890191095,0.0935826729742
"1642.MS00417",0.0835676236547,0.0218518668432,0.0994032436596,0.020249448213,0.0265630505663,0.0850798399727,0.0935123152612,0.0890678799241,0.0264307034206,0.0705535261365,0.0828377287506,0.092586500929,0.1043314355705,0.0811867768224,0,0.0868626515311,0.0852163833452,0.1023504110514,0.0854262831948,0.0265140984334,0.1072445349937,0.0244790744123,0.0186130166781,0.1036332338612,0.0221891355762,0.1002474515252,0.0231361071188,0.084079001207,0.0286202188037,0.0845324164151,0.0776332963938,0.0840329673593,0.0847847064211,0.0224995872029,0.1034328839278,0.0249482126885,0.0851697404856,0.0229252418871,0.1111306363145,0.0223962907942
"2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences",0.0486471955683,0.0827997765026,0.0330886886019,0.0819083297241,0.0977129562119,0.0403078909824,0.0239180213001,0.0255750624733,0.1118562100726,0.0420994048832,0.0380645351981,0.0331394402009,0.0288144287327,0.0512395230277,0.0868626515311,0,0.0336702590546,0.0303002557655,0.0269669931577,0.0968320444463,0.0259366845868,0.1010868755738,0.07922711336,0.0297935395827,0.0995673805209,0.0370438954148,0.0728619958252,0.050744414944,0.1234180074012,0.0537556366877,0.0420626174641,0.0363384717918,0.0334557222591,0.0944372603495,0.0272887349336,0.0952748900693,0.0487927749372,0.0924145854953,0.0370286297422,0.0969790936983
"2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences",0.0346013402417,0.0831887456436,0.0180567814948,0.0803769214,0.0937597667362,0.0569901806779,0.0223347038934,0.0252092417451,0.1045942207117,0.0437152125011,0.0236253239728,0.0196006454277,0.0245151382544,0.0330792317274,0.0852163833452,0.0336702590546,0,0.0214801289157,0.0272458346498,0.0949371769086,0.0410907356811,0.0966035365005,0.0796001940283,0.0218533306763,0.0954638936224,0.0235091957516,0.076908308519,0.033604696307,0.1135852325453,0.0426198080595,0.0609104878144,0.0189882396397,0.017650450958,0.0936595010341,0.0218923632443,0.0969481217231,0.0354464511424,0.0883247560165,0.0219316009958,0.0932823997381
"2382.SH005.C3.RH.4.668.root.9.12.lane7.NoIndex.L007.sequences",0.0548113452569,0.0953011978798,0.0165480615564,0.0958312597398,0.1120166609419,0.073645120552,0.0174290199638,0.0220800844041,0.122865900985,0.0564227855279,0.0292006167164,0.0174372608653,0.0131662123612,0.0557783099243,0.1023504110514,0.0303002557655,0.0214801289157,0,0.0279000151471,0.1128260429179,0.0270826574169,0.1153007278686,0.0939271856901,0.0158737278683,0.1135266052675,0.0226388057997,0.0854552099261,0.0563741147513,0.1357217044224,0.0603461281559,0.0578334866915,0.0285435256241,0.0227663205615,0.1110634393373,0.0125305365223,0.1113116772548,0.0460286839519,0.1066470711438,0.0134103981603,0.109367388621
"2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences",0.0401203179077,0.0841932999865,0.0297914563924,0.0801723741997,0.0956268535816,0.0509579451803,0.0177521349696,0.0135155056973,0.1078357590534,0.0414645183613,0.0282985499999,0.0280494325791,0.0242303423422,0.0381701397622,0.0854262831948,0.0269669931577,0.0272458346498,0.0279000151471,0,0.0945148100476,0.034727667725,0.0962150231534,0.0794354583118,0.0278029241522,0.0941359973,0.0362167284396,0.0757495474054,0.0421378193403,0.1168133935333,0.0445728844645,0.053912824095,0.0274347351863,0.0271530637767,0.0936684980004,0.0247354089503,0.0954193857454,0.0417523582103,0.0901928511134,0.0331932050283,0.0950003195869
"1642.MS00611",0.0908586836763,0.025937061808,0.1097915012134,0.0323815273274,0.0284544599797,0.0948030138672,0.1019350287571,0.0972217021822,0.0273679190134,0.0799991943749,0.0906833590441,0.1011946563469,0.11735169715,0.0869226647794,0.0265140984334,0.0968320444463,0.0949371769086,0.1128260429179,0.0945148100476,0,0.1262798485128,0.0244135491199,0.0244555489333,0.1122894153578,0.0241997582142,0.1145617440925,0.0312497226136,0.0908000347986,0.0263407046292,0.0897838147071,0.0847533826965,0.0902511857982,0.0939032852289,0.0228038710021,0.1125708798764,0.0423255819719,0.0954945168461,0.025489452103,0.1212927427345,0.0263627046204
"2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences",0.0682564854951,0.1002982331074,0.0445743594406,0.0958556362774,0.122181305072,0.0672039021707,0.0350490435586,0.0332994848061,0.1317509686491,0.0549673347284,0.0400532211225,0.0324229341795,0.0320244838857,0.0748464017826,0.1072445349937,0.0259366845868,0.0410907356811,0.0270826574169,0.034727667725,0.1262798485128,0,0.1242284327816,0.095237664077,0.0335029551855,0.124090988678,0.0267520010003,0.0866570031527,0.0705915685369,0.1426860369372,0.0707955020205,0.0508663891536,0.047115635289,0.0420105605876,0.1188561564246,0.0336668734838,0.1024109876941,0.0555306173419,0.1110600860821,0.0418613843049,0.1163734426429
"1642.MS00596",0.0911104779999,0.022964089794,0.1113155418805,0.0287048736639,0.0251988470148,0.098413525115,0.1039129399731,0.1002120522865,0.0255297280342,0.0808597578665,0.0940986257662,0.1018969272059,0.1225209217212,0.0893835058139,0.0244790744123,0.1010868755738,0.0966035365005,0.1153007278686,0.0962150231534,0.0244135491199,0.1242284327816,0,0.024316254137,0.1154565630427,0.0230964878965,0.115416515353,0.0285750192553,0.0924119804127,0.0263973057007,0.092754189522,0.0852889822012,0.0915793815653,0.097197271979,0.0242590306968,0.1171801575086,0.0368920187983,0.0976214121657,0.0252116633936,0.1213906608552,0.0236189686264
"1642.MS00409",0.0809350159111,0.0178972073419,0.0936962538263,0.0200591240256,0.0240373215794,0.0800775262982,0.087631201509,0.0825257455169,0.0270803981969,0.0667795452678,0.0761008825974,0.0857582418818,0.0947405082361,0.0792470326147,0.0186130166781,0.07922711336,0.0796001940283,0.0939271856901,0.0794354583118,0.0244555489333,0.095237664077,0.024316254137,0,0.0943608116911,0.0193289779774,0.0922547746325,0.0207227004899,0.0817295990392,0.0252995706732,0.0845902763274,0.0991289238117,0.0789943182946,0.0785505934914,0.0217645716941,0.0965299395862,0.0258452508973,0.0809776314861,0.0216331045408,0.102816918898,0.019009943371
