"","1642.MS00405","2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00473","1642.MS00463","1642.MS00380","2382.SH008.C6.HA.5.748.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00550","2382.SH007.C6.RH.4.518.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00568","1642.MS00490","1642.MS00545","1642.MS00599","2382.SH005.C3.RH.5.473.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00503","2382.SH008.C6.HA.3.538.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00376","2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00574","2382.SH008.C6.HA.2.733.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00399","1642.MS00338","1642.MS00468","1642.MS00364","2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00522","2382.DPOO1.C1.HA.4.35.root.6.11.lane1.NoIndex.L001.sequences","2382.SH008.C6.HA.4.742.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.2.632.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00538","2382.MU002.C3.HA.3.288.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00609","2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00504","2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00506","1642.MS00586","1642.MS00500","2382.SH008.C6.HA.3.111.r1.root.6.11.lane7.NoIndex.L007.sequences","1642.MS00367","2382.SH007.C6.RH.4.517.rhizo.4.12.lane7.NoIndex.L007.sequences"
"1642.MS00338",-4.23207691626004,3.51998390906164,-2.31099698300487,-3.70795071994093,-4.93573881346526,-1.77389638453071,-2.49631839327206,-0.878648223854368,-0.973940583823946,-2.95773051264304,-3.53943620259889,-0.97240312701955,-1.51122682163816,-1.89252607410024,-1.69935257250115,-3.95674938054121,-1.48971787095076,-2.7298157880721,-1.73461299357149,-5.63594355041278,NA,-3.4047143083489,-4.01038765728672,0.0380188829876682,-1.741385640439,-1.6039417424287,2.21229289001078,1.9787431200021,-2.41782895236519,-1.56994148935576,-2.66922904304224,-1.94811728352519,-4.71901513182279,-2.12657555683233,-2.71570676444712,-1.81356525569426,-2.78066730524167,-2.13520864384826,-4.34377933064053,-0.153540327785542
"1642.MS00468",-4.03396579749379,8.14322061828082,-3.16560558111875,-3.69450889444015,-3.03753825763158,0.928883622980883,-4.88367018563695,3.09313009178999,-3.2913205992986,-4.54817708739499,-4.81697452892499,-1.40405396650084,2.27221030891997,-3.6686766853793,1.50933296785008,-3.05677949970842,0.800698813865766,-3.83341686335273,1.31629317403023,-3.8985698006806,-3.4047143083489,NA,-3.48600318610265,2.77114845331585,-3.18703028737409,-0.0693077073016765,5.63595299560055,4.31469159242997,-4.25024160546358,0.702090583861384,-3.22189872537611,-0.0862996696523916,-5.03160648144426,0.650788080301084,-4.12294762397748,-3.29220419342268,-4.09821018670171,-0.363374788871028,-4.07029695171254,3.25389972959179
"1642.MS00364",-4.68945505708602,3.55947709050881,-2.42620841075445,-3.29137137623151,-3.69204599991528,-2.04574919796483,-3.18015916710269,-0.588646136847758,-2.68008036899792,-2.55800523987757,-2.90046473607093,-2.84037060623483,-1.71492275628726,-2.79019471979158,-0.828387565789415,-5.42582434548203,-2.09146508544018,-3.28737930927891,-2.02312435176022,-3.61544929347382,-4.01038765728672,-3.48600318610265,NA,-0.360074282111504,-2.6729752627277,-1.99479458781376,0.874589452990936,0.769566585666861,-2.75153016043514,-1.82098486768973,-2.65293736385098,-1.96614853923271,-3.73123718359506,-2.30481511231778,-2.88469060862614,-2.53800704320063,-3.77027282149901,-2.46765677882894,-6.89956589158461,0.336064284836896
"2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences",3.61848384238685,-6.35107403009384,2.88598990818562,3.7667418561436,1.49207382147087,-7.75477489172622,8.39071218349899,-10.1343412223162,3.04567165683105,4.0651511378871,2.40543575423906,0.0896789046956552,-4.4604753583589,1.07101286985483,-8.4337884891966,0.402416734813364,-7.81047985726386,5.32355623389864,-7.71821419937999,1.96870331747526,0.0380188829876682,2.77114845331585,-0.360074282111504,NA,6.19976742311961,-9.70160554117914,-8.79295745540873,-11.0577127376525,4.79960351004509,-7.8657740870796,8.53282162236029,-8.03849504565459,-0.332351297834915,-7.34656989187715,1.36068571762506,10.5207959698487,1.47720253837047,-7.03089687472829,-0.604200293623069,-8.78112076827049
"1642.MS00522",-3.05634130978476,10.1486868272242,-3.58626446071395,-3.20704671831002,-2.32462683892995,0.99844067963423,-2.47379806253534,3.75649226675855,-2.56582301854923,-4.81341709659935,-3.1313673829805,-0.20900314690168,2.6381688618179,-2.9636638045247,3.44513279205947,-2.78218387951536,1.30217226680372,-3.10709011780945,1.68521982206886,-3.41422900802793,-1.741385640439,-3.18703028737409,-2.6729752627277,6.19976742311961,NA,1.55868223241153,7.62676627719943,7.62833411880574,-2.5762235731833,0.975083835589657,-4.81339122818607,0.775103097695131,-1.26248086262673,1.0630784505516,-2.84007089196627,-4.58390013007045,-3.37012488297515,1.03330450391675,-2.8987650022339,4.4805546632606
"2382.DPOO1.C1.HA.4.35.root.6.11.lane1.NoIndex.L001.sequences",-0.136846479307052,-2.3925859044415,-0.323482401560368,0.419492663170117,-0.523224768178959,-7.43145492885049,1.14223835601439,-8.4063122081516,0.507088151707722,0.741250777519468,0.0751064300269577,-0.743838629589094,-3.77677706324414,-0.59452704183817,-7.00446550416655,-1.34878395291021,-5.46691108752075,0.886033872424307,-8.0920229615889,-0.209465235411423,-1.6039417424287,-0.0693077073016765,-1.99479458781376,-9.70160554117914,1.55868223241153,NA,-3.45617261554014,-3.31381736521763,0.533874538012189,-7.22319464804207,2.0046868411825,-7.33934098753543,-1.41675318700855,-8.74953369956174,-0.271945932141431,2.7003498179639,-0.449454799912296,-5.53014615587343,-1.74226195021376,-4.35049750960767
"2382.SH008.C6.HA.4.742.rhizo.9.12.lane7.NoIndex.L007.sequences",5.67645388483371,-7.25441254798728,4.32171343480192,6.09530053888167,1.40637081147031,-5.98753656408334,8.46820608786433,-4.56099113251851,4.56396126640253,7.32499016373905,4.95738689406405,0.0919471524106179,-1.44041168907656,3.47856383106903,-4.843297013816,0.931633742647892,-6.99803148707555,6.04628902545533,-4.75153003100615,3.97992785304551,2.21229289001078,5.63595299560055,0.874589452990936,-8.79295745540873,7.62676627719943,-3.45617261554014,NA,-9.57158501043664,6.24657788579529,-5.85405451573045,7.68695209423607,-0.536918264941508,2.09147414346462,-5.93845905887581,3.79392513950612,9.33682976271655,3.84336956688643,-5.57574723973447,1.9188684179144,-8.04496841881697
"2382.DPOO1.C1.HA.2.632.rhizo.9.12.lane7.NoIndex.L007.sequences",4.09591312874839,-9.31073208445406,3.01614871806682,4.88744087097253,1.96268680169181,-4.26299317344704,8.75819866640758,-3.78292008693565,4.77782249846399,5.65537270826191,4.21970128166493,0.287071779303504,-1.7974624946734,3.11492127926176,-4.42247239548877,0.682938162128676,-4.42325864669049,5.24586284644733,-3.98555744005774,3.86485964562284,1.9787431200021,4.31469159242997,0.769566585666861,-11.0577127376525,7.62833411880574,-3.31381736521763,-9.57158501043664,NA,5.64582595617084,-3.28347188692668,7.6294467232344,-1.37627562423553,1.85327365049093,-4.36510471558694,3.28471204029221,9.85499105566882,3.15848353542561,-3.31328631208915,1.70454541998692,-9.28497166988687
"1642.MS00538",-4.91933881794704,8.19106843262362,-4.7409172542703,-3.96266977214847,-2.44003501907039,0.589231739550001,-3.54727807057153,2.91990307866009,-4.44715764369991,-5.53083513559635,-4.57591244597343,-0.472732446880783,1.64141140807407,-3.81788757933771,0.49795450568366,-3.1647300114631,0.731100602260048,-4.35804072781507,1.25569484941775,-3.44580696744721,-2.41782895236519,-4.25024160546358,-2.75153016043514,4.79960351004509,-2.5762235731833,0.533874538012189,6.24657788579529,5.64582595617084,NA,0.584109199260782,-2.62408804239093,0.336676857001625,-3.53496504687079,0.823496682825077,-5.31522292570203,-2.93585897715421,-5.83076430516211,0.638135359908237,-3.41896071992471,3.07984953004393
"2382.MU002.C3.HA.3.288.root.9.11.lane1.NoIndex.L001.sequences",0.083866425514408,-3.55230254551685,0.30311137806782,0.433707306395923,-0.281243157706587,-7.23881024093396,1.07869596974994,-7.43997098683548,0.108981310909752,1.34351550237997,0.248039023326178,-0.0462234556768079,-4.00918936109126,-0.536756684062336,-2.05608758311138,-1.35869031640713,-7.9808637444068,1.07888620002769,-6.96244875516427,-0.442559140664324,-1.56994148935576,0.702090583861384,-1.82098486768973,-7.8657740870796,0.975083835589657,-7.22319464804207,-5.85405451573045,-3.28347188692668,0.584109199260782,NA,1.39518008511277,-7.21726675044449,-1.58303738946987,-8.13379295720497,-0.0332773190887029,2.32003841527487,-0.0790886772294845,-5.99113686732515,-1.52413736724289,-4.20664416448615
"1642.MS00609",-3.48716468645054,10.9406945923031,-4.1070902567411,-3.87269859588928,-2.079937573857,1.51423465942041,-3.64109104084292,4.65201200858048,-4.72291588400255,-3.50382942441807,-4.81396714082013,-0.803749730812186,3.53567600186487,-3.46034826742395,1.78267932218389,-2.53319931372664,1.46931209634271,-3.45902829969075,2.12671843111047,-4.06799228031422,-2.66922904304224,-3.22189872537611,-2.65293736385098,8.53282162236029,-4.81339122818607,2.0046868411825,7.68695209423607,7.6294467232344,-2.62408804239093,1.39518008511277,NA,1.53160183258984,-2.45349972255939,1.84258966103885,-4.25019273675069,-4.81595446205999,-5.58671722971817,2.23668758330958,-3.12618244205866,5.46179428374128
