"","2382.GM.181.R3.root.10.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.2.258.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00472","2382.HE003.C181.HA.2.358.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00600","2382.MU002.C3.HA.5.698.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00477","2382.MU002.C3.HA.2.482.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.4.518.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00568","2382.SH008.C6.HA.4.543.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.1.677.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00425","2382.SH008.C6.HA.2.333.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00513","1642.MS00561","1642.MS00355","1642.MS00546","2382.SH005.C3.RH.1.652.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00633","1642.MS00333","2382.DPOO1.C1.HA.3.637.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00419","2382.SH008.C6.HA.1.103.root.6.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.1.553.root.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.2.208.root.9.11.lane1.NoIndex.L001.sequences","2382.SH008.C6.HA.3.338.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00595","1642.MS00421","2382.RU006.C181.RH.2.147.root.6.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.3.213.root.9.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.5.472.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00368","2382.SH008.C6.HA.4.115.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00478","1642.MS00411","1642.MS00376","1642.MS00516"
"1642.MS00333",0.0723828853031,0.0774291044883,0.0254418514743,0.0874851242935,0.0308373022142,0.0749824123898,0.0235089724962,0.0829695627308,0.0790867224305,0.0287409037805,0.071369370415,0.0858413857189,0.0204522627542,0.0816525616438,0.02557835611,0.0288461408582,0.0223592906869,0.0347392624883,0.0950991734636,0.0298955960767,0,0.0867795363254,0.0239012245122,0.0734495409532,0.0787905639348,0.073916714506,0.0822684621725,0.0730762873477,0.0805474853884,0.0295845661402,0.0225100935661,0.0796762648071,0.0745617831664,0.0792387740605,0.0204807003034,0.0676714181323,0.0266690672587,0.0231910717181,0.0222299431273,0.0303143212169
"2382.DPOO1.C1.HA.3.637.rhizo.9.12.lane7.NoIndex.L007.sequences",0.0623469005308,0.0348171337274,0.0839665022453,0.0430628448185,0.1047362963217,0.0577110281977,0.0868962887361,0.0273709876431,0.0312306424835,0.086907572706,0.0371615652334,0.0272850193273,0.079064163165,0.0366078958973,0.0889594094976,0.0898174671632,0.0866267641869,0.0815149673335,0.0282940522462,0.1037457040013,0.0867795363254,0,0.0917561311821,0.0378367543914,0.0362573777351,0.0268550359399,0.0475780224503,0.0300930118536,0.0470373416477,0.0764627084009,0.0793225586578,0.0426540649562,0.0355676480348,0.0283274319614,0.0969981076656,0.0518484310156,0.1070485844817,0.0842133264675,0.0999686951157,0.0901589780734
"1642.MS00419",0.0995350105365,0.0880071769695,0.0263739659353,0.1031548806531,0.0269075648063,0.0985517865943,0.0239034645596,0.0873457249812,0.0955233831859,0.0250965451624,0.0905968974802,0.0908202105555,0.0228170449619,0.1014938929971,0.0241743528088,0.0293753774587,0.0259659235061,0.0267624523607,0.0888686493581,0.0313044429325,0.0239012245122,0.0917561311821,0,0.0910114629727,0.0948708498654,0.0851138912514,0.1002702767071,0.0869984035906,0.1071669109388,0.0306766709712,0.0215992288054,0.0950732613555,0.0926408957961,0.0854819764617,0.0280453603027,0.0849405369083,0.0252739036278,0.0204116326432,0.0272511321562,0.0238063176441
"2382.SH008.C6.HA.1.103.root.6.11.lane1.NoIndex.L001.sequences",0.0349599419645,0.0219039624203,0.0845207833175,0.0257890092474,0.1036288199567,0.0296941583561,0.0866915418915,0.0370436338921,0.0221058945147,0.0884242312116,0.0194790928467,0.0385916199857,0.0760275197216,0.0242118838091,0.0974767156792,0.091604605148,0.0755453422883,0.0890101657746,0.0387045344583,0.1032941880241,0.0734495409532,0.0378367543914,0.0910114629727,0,0.0273322916547,0.0231525522642,0.0304868904843,0.023946084076,0.0223499920694,0.0769948821834,0.0821337068875,0.0278742996652,0.0228503999136,0.0348120080648,0.0822558984469,0.0252270621416,0.1072998040284,0.0853024261802,0.0904696862206,0.0966304997331
"2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences",0.0256042302698,0.0270250482491,0.0930287055953,0.0199496814541,0.1097580665236,0.026402815224,0.0937574178264,0.041441661414,0.0203678946929,0.0949162759445,0.0188895823222,0.0370734341276,0.0844708004593,0.0249371636057,0.1024262294122,0.0964878931011,0.0790448311546,0.0956166512129,0.0456887720544,0.1148134648747,0.0787905639348,0.0362573777351,0.0948708498654,0.0273322916547,0,0.0185192822406,0.0216278717418,0.0275775942362,0.0209235714165,0.08560860227,0.0852060503603,0.0240727500853,0.0260569618107,0.0414789526995,0.0844450576231,0.0329796732579,0.1138413755856,0.0904561525575,0.0872065129619,0.1062434986685
"2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences",0.0372889361903,0.0253356390191,0.081141666899,0.0245016403582,0.0983011203041,0.0349749197385,0.084562893758,0.0326822525259,0.0232919569511,0.0836521733389,0.023064637911,0.0290500198904,0.0771600559255,0.0238009511295,0.0942985004556,0.0887664652488,0.0814686624633,0.085415581818,0.0383191243018,0.1003523519418,0.073916714506,0.0268550359399,0.0851138912514,0.0231525522642,0.0185192822406,0,0.0294224293014,0.0249442200222,0.025008121479,0.0739541018217,0.0778985738435,0.0252882850017,0.024337041032,0.0333029226245,0.0882568815226,0.0317955824199,0.1022899532834,0.0798491645617,0.0849514555069,0.0934610184249
"2382.HE003.C181.HA.1.553.root.4.12.lane7.NoIndex.L007.sequences",0.0219049751664,0.026984365989,0.1010184584421,0.0114437974617,0.1149054911266,0.0258169805983,0.1009388389816,0.0455732604241,0.021131676593,0.1045482205726,0.0205974468841,0.043834766899,0.0935034492195,0.025284872843,0.1103010512471,0.10412715761,0.0783533214286,0.1015799920567,0.0493969755973,0.1213690955606,0.0822684621725,0.0475780224503,0.1002702767071,0.0304868904843,0.0216278717418,0.0294224293014,0,0.0248034187889,0.0181377833587,0.0905312597206,0.0904211823594,0.0232911416193,0.0248506597964,0.0400037626557,0.0846182733778,0.0307077302656,0.1182255752966,0.0971235974892,0.084923449942,0.1120767366408
"2382.SH004.C1.RH.2.208.root.9.11.lane1.NoIndex.L001.sequences",0.0315408135284,0.0184617283241,0.079947715215,0.0223673077097,0.0994118963525,0.0326898970954,0.0840775181449,0.0325898615684,0.0175919093855,0.0835962265641,0.0201350361519,0.0349977933626,0.0748825654577,0.0205924032675,0.0925043956688,0.0876098162999,0.0714229011535,0.0833835927861,0.0403084497367,0.1003440872726,0.0730762873477,0.0300930118536,0.0869984035906,0.023946084076,0.0275775942362,0.0249442200222,0.0248034187889,0,0.0207201193105,0.0719980669996,0.0743880899114,0.0253934237066,0.015099294359,0.0218929275557,0.0791734482386,0.0295312065665,0.1038434979667,0.0803341169287,0.0835328912392,0.0923010650369
"2382.SH008.C6.HA.3.338.root.9.11.lane1.NoIndex.L001.sequences",0.0203854757675,0.0213087008113,0.0957192886926,0.0167509318299,0.1155962460483,0.0205356462738,0.0984588408895,0.0463461578404,0.0181702052713,0.1004487847681,0.0149904199049,0.046550695327,0.0878890201559,0.0161621418229,0.1145510306859,0.1017487742753,0.083515716636,0.1029961717447,0.0494099694953,0.1175140154369,0.0805474853884,0.0470373416477,0.1071669109388,0.0223499920694,0.0209235714165,0.025008121479,0.0181377833587,0.0207201193105,0,0.0876319413872,0.0916135056514,0.0209212024203,0.0181482167221,0.0386481746556,0.0910811514377,0.020811552666,0.1218477970221,0.0970735881328,0.0968242471804,0.1141528257971
"1642.MS00595",0.0875496333446,0.0725922083134,0.0256041220565,0.091137439385,0.0296542452277,0.0866965375524,0.0244221863659,0.0756340969104,0.0809873340457,0.0251846843059,0.0795828729721,0.0795363037239,0.0253360073838,0.0871831511955,0.0258794517081,0.0290574440222,0.0363544934759,0.029586462461,0.0786110963312,0.0276289747127,0.0295845661402,0.0764627084009,0.0306766709712,0.0769948821834,0.08560860227,0.0739541018217,0.0905312597206,0.0719980669996,0.0876319413872,0,0.0249795433874,0.0796491645539,0.0770378625029,0.0731540634358,0.0403094666039,0.0757130915383,0.0269251277958,0.0282500706809,0.0401999198614,0.0252101425014
"1642.MS00421",0.0881793894776,0.0772330148576,0.0212283465445,0.0893360353972,0.0248098685453,0.0898470716511,0.0205350171392,0.0773574956228,0.0820668544155,0.021806129849,0.0823386006516,0.0814170586005,0.0180524159477,0.0891156377312,0.0204961934624,0.02256403732,0.0249226680327,0.0244446710841,0.0804579192197,0.0261264304799,0.0225100935661,0.0793225586578,0.0215992288054,0.0821337068875,0.0852060503603,0.0778985738435,0.0904211823594,0.0743880899114,0.0916135056514,0.0249795433874,0,0.0797017587881,0.0799258380579,0.0742733773052,0.0262392576969,0.0759726121936,0.0228871138877,0.019124787334,0.0302338979694,0.0224349070911
"2382.RU006.C181.RH.2.147.root.6.11.lane1.NoIndex.L001.sequences",0.0286350805615,0.0231210204537,0.0849332943548,0.0171181198186,0.105700689787,0.0277731799785,0.0871625649776,0.0390474870726,0.0242338669353,0.0891930596387,0.0246755943331,0.0423791063682,0.0806564325968,0.0278323592644,0.0959800625479,0.0917787815416,0.0785491735413,0.0877653780758,0.0423668927039,0.1077231801789,0.0796762648071,0.0426540649562,0.0950732613555,0.0278742996652,0.0240727500853,0.0252882850017,0.0232911416193,0.0253934237066,0.0209212024203,0.0796491645539,0.0797017587881,0,0.0269060191494,0.0363412002926,0.08582404859,0.0216566322527,0.1078476463555,0.0858013725747,0.0940599573387,0.1001691720775
