"","2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00441","1001.SKB8","2382.MU002.C3.HA.4.493.root.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.4.343.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00467","1642.MS00463","2382.HE003.C181.HA.2.758.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00606","1642.MS00423","1642.MS00585","1642.MS00343","1642.MS00335","2382.SH007.C6.RH.2.507.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00429","1642.MS00567","2382.SH004.C1.RH.3.213.root.9.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.5.572.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00578","2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00507","1642.MS00564","1642.MS00358","2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00414","2382.HE003.C181.HA.3.131.r1.root.6.11.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.5.622.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.3.288.root.9.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.4.418.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00596","2382.SH008.C6.HA.4.115.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00542","1642.MS00489","1642.MS00391","1642.MS00613","1642.MS00402","2382.MU002.C3.HA.4.692.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00630","1642.MS00437","2382.SH008.C6.HA.4.543.root.4.12.lane7.NoIndex.L007.sequences"
"1642.MS00507",3.20179898432774,-5.40938992695355,1.58754688246944,-0.291491978818115,0.133053952434087,-5.98281877061331,-4.90971499110618,-0.879496991142625,-3.96252299105726,-5.29028298140341,-5.5218803215492,-1.41157775945156,-0.262964983532586,1.04040868216752,-3.25723697119584,-6.43701196985015,-0.124701391355922,0.786373421314695,-6.08592543330762,-0.685325347810719,NA,-5.46516179533617,3.74759775842883,-0.0523791378327053,-4.29137802065312,-0.717730893916687,1.24021639308585,-0.625104160569128,0.209712281428898,-6.25734993556382,-0.127912173129996,-6.79579943212693,-5.91931767848873,-4.55469260959516,-2.20934947961257,-3.40213122995496,2.03441786503936,-4.92128880309892,-4.94728982978204,-0.148648019677803
"1642.MS00564",3.25595474165859,-5.37750145798598,0.497341563232731,-0.13215981382067,1.75953975449337,-4.55797126880123,-3.8065421552142,-0.720015091900209,-2.14410919132956,-4.82246278801568,-4.78015264739186,-3.4791511638653,-2.18352205729027,2.60683689432562,-4.39213010842467,-6.9997240708809,1.30173560635818,2.45634087928737,-5.92186021346971,-0.323671938620342,-5.46516179533617,NA,1.83595878981778,0.568647993424724,-3.92547488723849,-0.920555454986494,2.67115344796212,-0.362571666577457,-0.10942783965759,-5.33863215355896,0.146807054308747,-4.68610851241634,-3.54086612664345,-2.75415024373204,-4.30207350595092,-4.00927895890358,4.64654269286922,-5.06261277695091,-4.49839289866195,0.382196398874798
"1642.MS00358",5.29300094597305,3.21365926200923,0.4032088764099,-0.586480353687203,0.160855722874677,-0.66716694888738,-0.194864247373696,-0.339513485572679,1.59263252984181,1.69006734259407,0.905685134072607,1.19444514673414,2.08159158398321,1.86002407298425,-0.621482879055708,-0.470586443140883,1.58040037238362,2.95317641467874,0.308329647985762,-0.771559811371057,3.74759775842883,1.83595878981778,NA,2.39246143878252,-0.128451999125669,-0.360620437420423,3.20494914727815,-0.0190991354486063,0.0728936273906593,0.700692341902467,0.792933729644791,0.376187723040017,-0.495215119749743,2.44461991478699,4.91818174910023,0.113787717871748,2.65557618268066,0.990792537292584,0.525902735673288,0.472172721528704
"2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences",-4.80663723672883,0.61537597720712,-1.16378350543681,-6.72029721527895,-7.5290351861532,2.23801689960289,1.14581329162472,-7.64140050784558,2.59228454919179,0.0939076576795294,1.12718601643892,1.16724648541273,-1.06873062178693,-6.3192971807148,0.911094101837076,1.10977377110343,-7.2751365325622,-5.91107757104811,1.15463327561667,-7.10797191996619,-0.0523791378327053,0.568647993424724,2.39246143878252,NA,1.07025049331597,-5.22092275426149,-4.94793906506408,-6.94068295277794,-6.24119510880417,2.14707813964795,-6.36498984362407,1.13821488843163,3.6266775005921,0.311624926750023,1.44302119428996,0.59204872646474,-3.81460273341132,1.57558842350769,0.507204093767813,-5.74590932305914
"1642.MS00414",4.08885264530034,-4.42884192508312,0.872039146493784,-0.118885476033,1.5958309643568,-3.36265922122756,-3.60574563485984,-0.601333938758696,-2.81122330474431,-3.43879118201338,-3.54350997276166,-4.04396864850302,-0.993253105371453,3.25914669216048,-4.42154545389596,-4.71499903789121,1.1044644192301,2.85931756003715,-4.2323191492279,-0.258336904946844,-4.29137802065312,-3.92547488723849,-0.128451999125669,1.07025049331597,NA,-0.503134532313357,3.86055867257247,-0.178183844072475,0.412348700813398,-3.91854675424166,0.328817812856457,-3.93293736110477,-3.15156459472409,-3.90544103570171,-3.14733874615483,-3.26473904439277,4.95712237594558,-3.96719653171354,-4.29149944150749,0.298184394539523
"2382.HE003.C181.HA.3.131.r1.root.6.11.lane7.NoIndex.L007.sequences",-4.61694865089303,-0.169068968802492,-2.48797571385082,-4.89528714074523,-5.04905132317581,-0.14689399878959,-0.516983173701428,-5.96108787981005,0.906705232113887,-1.18767220585629,-0.0990573370348212,-1.28445958203456,-1.96357337797099,-4.9836031837268,0.178452068819976,-0.441492946225994,-4.65571014199607,-3.82611852774215,-0.0679991480911047,-5.7869525962614,-0.717730893916687,-0.920555454986494,-0.360620437420423,-5.22092275426149,-0.503134532313357,NA,-4.30390159390567,-4.38993967769374,-5.16975466824101,0.636769740538617,-5.77059189296104,-0.319141164156255,1.36797692773729,-0.972406466547754,1.78274739978616,-0.878015254087257,-2.58767452927005,-0.433179465331159,-0.101108978638903,-4.22637623036073
"2382.SH004.C1.RH.5.622.rhizo.9.12.lane7.NoIndex.L007.sequences",-9.25459695859359,1.90663403432888,-1.4920867564386,-4.11089292404526,-6.31676097344241,3.00653571296714,3.45302062832943,-3.64362894238151,8.62513527365073,1.26668399114747,4.81428503291254,1.43904196234367,0.0876653708980221,-8.61449843482476,3.36896725952628,4.24152334630906,-5.97770838250189,-8.777508777224,3.03473956419403,-6.49608636776591,1.24021639308585,2.67115344796212,3.20494914727815,-4.94793906506408,3.86055867257247,-4.30390159390567,NA,-3.42929913671899,-2.40431885464334,6.77334822021761,-5.51390035647033,4.01970163348853,4.93138143297579,1.61065205964144,3.80495661419704,4.1638158409954,-5.65062995424904,5.62223680673132,1.91802962974347,-4.52440260482907
"2382.MU002.C3.HA.3.288.root.9.11.lane1.NoIndex.L001.sequences",-5.80938077612311,0.130919749113865,-2.7799237342629,-7.03135759144234,-6.20420296576264,0.730366268695531,0.48187793000631,-5.64720749223878,1.35513454888125,-0.223316076407653,0.684685081524964,-0.380121599148272,-1.17043037499952,-5.93691369509767,-0.196346261891432,0.221436407781612,-8.30993318172267,-4.94656422334917,0.322390786106693,-7.82598998856911,-0.625104160569128,-0.362571666577457,-0.0190991354486063,-6.94068295277794,-0.178183844072475,-4.38993967769374,-3.42929913671899,NA,-5.9919651762114,1.20239772510939,-5.49142805005891,0.232294951922891,1.92914108595468,-0.396094907214868,1.2949865325936,-0.185095496260396,-2.01848355633133,0.876887970625991,0.317579900079831,-6.24502669310938
"2382.SH004.C1.RH.4.418.root.4.12.lane7.NoIndex.L007.sequences",-5.52346317194518,0.429285731949397,-2.29743527514789,-4.74643634528332,-6.39168863912893,0.741022841247969,0.569441208434438,-6.39785923281889,1.03867991513306,0.00441226833251643,0.596495733081223,0.141199307475811,-0.674415475384414,-6.86487588760479,0.082645054757331,0.511706276753758,-6.4313107009837,-5.36549205749105,0.517319866476833,-6.53610864778445,0.209712281428898,-0.10942783965759,0.0728936273906593,-6.24119510880417,0.412348700813398,-5.16975466824101,-2.40431885464334,-5.9919651762114,NA,1.03698663746864,-7.15792642808888,0.530065313325049,1.35076751017747,-0.044754473133708,0.957816595089026,-0.260487832484262,-2.60645618935735,0.685201839868104,0.497878450477744,-5.69817541049512
"1642.MS00596",7.07056336778364,-3.84042462599949,1.14517443879264,1.11848754725,4.96906749337158,-3.2073267725746,-4.54110072688493,0.472240392851581,-2.63728700102075,-3.42744265597881,-3.51543327836483,-2.69112271488087,-1.09345142208757,6.44524693850772,-3.96423779201623,-5.33342181507628,3.84903488073553,6.97978346096527,-6.60765919927453,1.1766120142571,-6.25734993556382,-5.33863215355896,0.700692341902467,2.14707813964795,-3.91854675424166,0.636769740538617,6.77334822021761,1.20239772510939,1.03698663746864,NA,2.43476940078978,-4.89253788360741,-3.35455341405685,-4.5307697192019,-2.41535549605487,-2.96491025098383,6.99785833762185,-5.05852287302297,-4.16760977847686,2.35698994034021
"2382.SH008.C6.HA.4.115.root.6.11.lane1.NoIndex.L001.sequences",-4.64637128266199,0.398731509749237,-2.05526775026333,-6.50948964292397,-7.05833930444584,1.41221843807032,0.984837412507823,-6.33225780997134,3.55697843671312,-0.0649879621168604,1.21798371380401,-1.20471740944652,-1.38772557193347,-5.66227372814417,0.819298768786746,0.914555320359169,-5.25199076969751,-5.73772649317827,0.913448268010215,-6.96799339070903,-0.127912173129996,0.146807054308747,0.792933729644791,-6.36498984362407,0.328817812856457,-5.77059189296104,-5.51390035647033,-5.49142805005891,-7.15792642808888,2.43476940078978,NA,0.967100238618879,3.19974387048197,-0.140265347826251,2.80928266670745,1.04426795677444,-3.73041599520338,1.75302335043694,0.248267758464095,-7.14579139683488
