"","2382.DPOO1.C1.HA.4.442.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00350","2382.SH008.C6.HA.4.343.root.9.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.5.698.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00531","1642.MS00412","1642.MS00410","2382.DPOO1.C1.HA.3.437.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.3.462.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00602","1642.MS00368","1642.MS00415","1642.MS00523","1642.MS00617","1642.MS00502","2382.SH008.C6.HA.1.527.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00541","2382.MU002.C3.HA.3.687.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00596","1001.SKM7","2382.MU002.C3.HA.2.482.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.5.622.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00390","2382.MU002.C3.HA.4.492.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00389","1642.MS00539","1642.MS00497","1642.MS00612","1642.MS00601","1642.MS00421","2382.MU002.C3.HA.3.688.root.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.498.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00534","1642.MS00515","1642.MS00525","1642.MS00438","1642.MS00477"
"2382.SH004.C1.RH.5.622.rhizo.9.12.lane7.NoIndex.L007.sequences",-5.87171831237002,-0.204555004466407,-6.52955470795303,-5.13617827336103,7.67169337608364,5.51644951358137,2.86087452916933,-7.60501280938037,-9.0727737918786,-9.86557717828084,7.56478185258665,-0.393521202986406,2.43959264221089,9.43199733358144,7.10482348903321,0.609566008951386,-8.91821883541017,6.12164531643652,-9.86911738242787,5.89920377125345,-1.1076703628242,-9.45735562030275,NA,1.73791783027468,-5.79886342159884,-5.36712953666786,-0.656327521460093,6.48931066563853,3.03985556940071,6.6778404612569,6.9465920952017,1.09886832284233,-5.46084732562844,-3.98238413724575,-4.76433558276175,-0.0719562835512825,5.41780493920284,2.97388615519668,0.913549064094974,2.07003142980178
"1642.MS00390",2.37861493076673,-4.14431925566756,-0.138072052102392,-2.60868593684144,-4.46401565986947,-2.86081770309694,-4.88430628681435,2.0114285613363,1.26988006722148,2.04703800825797,-3.40108783258022,-3.8506368181368,-6.8372419459809,-2.65635913821527,-0.970354859921471,-6.10426415176191,0.92301847252738,-4.02937574969368,2.30757619129254,-4.84062435738022,1.02930492968947,1.37050021080548,1.73791783027468,NA,2.3347079901712,-0.861342576869978,-6.46729004798636,-4.32246928485005,-5.34932649334034,-2.92220619313345,-4.12195719847966,-5.62949806681211,-2.17136692474063,-1.38603691732345,-0.587656200308181,-3.494688279452,-5.34325997047125,-3.75604169609825,-4.30395421380549,-5.44467760492482
"2382.MU002.C3.HA.4.492.rhizo.4.12.lane7.NoIndex.L007.sequences",-5.44967920597188,-0.234177286378304,-4.40856505269723,-2.7338166590938,6.39132938166624,4.54159434689248,2.96380256140778,-4.29214757526464,-6.22343515572176,-5.57853937590569,6.3646063925427,-0.0754843691174681,2.51961855000092,8.04338416072658,6.11692562563737,1.11153252395994,-6.12005826893211,5.48585227583198,-4.65561256071202,3.86653901146278,-0.469123499079774,-7.6991321088504,-5.79886342159884,2.3347079901712,NA,-4.60325116907039,-0.0816135819031207,4.64386920814755,3.1557331182299,6.25679769376629,5.58727117807368,1.36365685393715,-3.67666065849454,-3.5504484658473,-3.64288636130313,0.196569037775437,4.8172282763964,2.64053145742893,1.44173255197139,2.38065030889806
"2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences",-3.52127009908008,-2.47104235868236,-6.50975394382095,-4.6476681753152,1.54108425695544,0.826315956833276,0.203303069287044,-4.90830596048625,-5.18713288391674,-5.63605257007407,1.67479925069167,-1.85558492297592,0.311488546703607,2.20244104998699,1.56285881186592,-0.944019598406336,-5.03843803304957,0.791405770793137,-6.29685953163903,0.865904121749746,-3.18556992492504,-7.35047233090807,-5.36712953666786,-0.861342576869978,-4.60325116907039,NA,-1.34610007375891,0.988490483517154,0.338035245250319,1.50945119657347,0.792412913541359,-0.747476954452155,-4.13299593044229,-5.44795167858187,-4.71457877858424,-1.74041816433483,0.890121136364745,0.0544506915608375,-0.232561400573907,-0.220103682040837
"1642.MS00389",-0.0153742630180954,-3.29064467826864,-1.10112510839889,-2.18373195882888,-4.34185266982918,-4.46349760488589,-5.83271566075491,-0.190694842758824,-0.633739774414652,-0.308292144635888,-2.98900126918987,-3.15122192749701,-5.87759579518079,-2.24373380479862,-2.85163008623222,-5.64496872010538,-0.88450890608367,-4.65102640536526,-0.138034515736635,-4.56370087367197,1.55092938868393,-0.484659811275413,-0.656327521460093,-6.46729004798636,-0.0816135819031207,-1.34610007375891,NA,-4.24600675284838,-5.08771985860498,-3.12299897306232,-4.23745908417951,-5.59479684692315,-2.13889916488038,-1.48544414565179,-0.884785036028031,-4.58855092691097,-5.24864612038236,-3.72287607882427,-3.98240125979645,-5.54437844019822
"1642.MS00539",7.1990610702775,-2.77697055098718,3.29129725490115,-1.22898063306427,-5.26165883736032,-4.95670250387746,-4.11850333383347,4.6417335879238,7.03328554254582,6.11746546830021,-4.04216757673152,-2.4773870553682,-4.60195206510782,-4.8593692986264,-3.38895485047515,-3.59596495233982,5.90158001446606,-4.16991912147187,7.44664158548913,-4.85858630834765,2.05071621404149,4.6348133718221,6.48931066563853,-4.32246928485005,4.64386920814755,0.988490483517154,-4.24600675284838,NA,-6.1650380269346,-3.84960571542431,-4.81734377608717,-4.87471606205471,0.275078970404254,0.648188821385088,1.75388028246261,-2.70967048880675,-4.6220841786318,-2.76254667398883,-5.95135127071522,-3.65503827361067
"1642.MS00497",4.10321990268417,-3.42547709922812,1.9618203085854,-0.73086755014682,-5.76749948910212,-4.93803157485816,-6.11928373233667,4.55114051991168,3.45286524185037,3.35604583600719,-4.84470223805595,-2.64944667890185,-6.77076248450695,-4.74545038850381,-4.75695614271092,-5.36278150271201,3.23504468634529,-6.08950396404275,3.74692055357284,-4.89530812401908,2.12188581988273,2.77879830214395,3.03985556940071,-5.34932649334034,3.1557331182299,0.338035245250319,-5.08771985860498,-6.1650380269346,NA,-3.81227153725483,-5.30737445435997,-6.06410635574087,0.131581589244887,0.554885807401223,1.0788860921997,-3.83942984951882,-6.35252486231163,-4.46693425758937,-5.63896378628476,-5.42538091607253
"1642.MS00612",6.97628900954927,-2.06702665178196,4.22718243399712,-0.879313362048329,-3.63908055350322,-2.07652083678452,-2.71485501590251,4.98340644154035,7.58843660131409,7.06077602348213,-2.05583998145726,-2.0040317874219,-3.52941284191419,-3.04563936739425,-2.34215873893186,-3.04368600089216,6.28210835567278,-1.69684250393312,7.31208007401835,-2.75826902436634,2.29408414806628,5.13585130068288,6.6778404612569,-2.92220619313345,6.25679769376629,1.50945119657347,-3.12299897306232,-3.84960571542431,-3.81227153725483,NA,-2.63396728237741,-2.70331515779317,0.981651469368963,1.46505013071089,2.38889981615554,-0.791876164671606,-3.23516018529075,-1.72750695631583,-3.46025424188796,-3.29035149126045
"1642.MS00601",6.95091153282592,-1.41813580641829,3.79623296088863,-1.26769452115719,-5.24597364086692,-4.12795869860147,-4.74375654890288,4.95496816405378,6.79329704630484,6.56261542105898,-4.56767050795524,-1.49380999679904,-4.24594489542481,-4.04481589671852,-3.1337782197953,-5.69524760598929,5.74954163265406,-5.21430867673929,6.83506230483763,-4.5539100626913,1.8789757879438,4.81267096254876,6.9465920952017,-4.12195719847966,5.58727117807368,0.792412913541359,-4.23745908417951,-4.81734377608717,-5.30737445435997,-2.63396728237741,NA,-4.94307672264168,0.0484350270004232,0.71867098559351,1.54006462370997,-2.83776196338979,-5.5277962754134,-4.23503979027388,-4.45277586581099,-5.48766979400767
"1642.MS00421",1.45481523575421,-3.1081109274299,-0.232610122179646,-2.29852836036185,-5.90566445041126,-4.61829656014901,-5.57136861316582,2.03644464159376,0.816627511044965,0.678132529077773,-3.54666123151814,-2.51858487724207,-4.82623803026129,-3.00866775190252,-2.38085043737855,-4.34682876883079,0.463114972399646,-5.29046183099288,1.64091588632864,-4.85445786699675,1.14092685338938,0.779923463668064,1.09886832284233,-5.62949806681211,1.36365685393715,-0.747476954452155,-5.59479684692315,-4.87471606205471,-6.06410635574087,-2.70331515779317,-4.94307672264168,NA,-1.85912723314128,-1.12727130602194,-0.443324529330944,-5.32954998290199,-5.55982797794231,-4.24565107600895,-5.09872246540246,-5.3778481412382
"2382.MU002.C3.HA.3.688.root.9.12.lane7.NoIndex.L007.sequences",-3.60662475179846,-3.16291365260272,-7.53354515636735,-3.41698824130207,1.06015573419422,0.0542541031079896,-1.08903304549389,-3.91338216083215,-5.54469471777868,-5.19821821363499,1.12542248454401,-2.29537237572446,-0.839022422376159,1.65101323682835,0.954308071790519,-1.42905330943335,-5.48014081591868,-0.209860601566321,-4.28810234694974,0.147407047734281,-3.30261147946153,-4.76672010631436,-5.46084732562844,-2.17136692474063,-3.67666065849454,-4.13299593044229,-2.13889916488038,0.275078970404254,0.131581589244887,0.981651469368963,0.0484350270004232,-1.85912723314128,NA,-5.88565640600004,-3.96635504556389,-2.42186649216857,0.775346544145589,0.107254668696592,-0.942523515777475,-1.13609450735814
"2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences",-2.96111771654657,-2.53790803391364,-5.92387756000219,-5.78253015301778,1.34980465660472,0.727325282113237,-0.111907287550272,-3.64976505089967,-4.36768864719517,-3.94530950337565,1.33662628483602,-2.27295677745704,-0.170955705049748,2.11869586190413,1.11637979695204,-0.860792901196486,-4.12984748525779,0.457153131135743,-5.14262626228729,0.847531803414699,-3.5534058568186,-4.60614870109605,-3.98238413724575,-1.38603691732345,-3.5504484658473,-5.44795167858187,-1.48544414565179,0.648188821385088,0.554885807401223,1.46505013071089,0.71867098559351,-1.12727130602194,-5.88565640600004,NA,-6.08739612435009,-1.86530421566588,0.900276582367405,0.219938734879055,-0.514390840015868,-0.427298336154318
"2382.MU002.C3.HA.5.498.root.4.12.lane7.NoIndex.L007.sequences",-2.67579764319519,-1.83274755575484,-6.2751402547369,-4.00911751933912,2.19050809773268,1.91837856650129,0.77064897972028,-4.33162368443217,-5.03000411507427,-3.72723487194344,2.36774096558653,-1.50166427173896,0.776485600822672,2.63778899434723,2.31341722609249,-0.526395036453137,-4.89430171163809,1.33316908029488,-4.54868725234221,1.46842388597218,-3.02813636700738,-5.20366996849099,-4.76433558276175,-0.587656200308181,-3.64288636130313,-4.71457877858424,-0.884785036028031,1.75388028246261,1.0788860921997,2.38889981615554,1.54006462370997,-0.443324529330944,-3.96635504556389,-6.08739612435009,NA,-1.26729678812544,1.61022192098235,0.675409584546137,0.0269037853143371,-0.132976370427974
"1642.MS00534",0.652627854639265,-2.75667368775132,-0.449386651391863,-2.43866968565924,-3.801856455341,-1.08356619723497,-3.35264311753166,1.78996335885136,0.340647752329632,0.336038400394793,-3.01441991086211,-2.74233559330208,-3.09416414499385,-1.45731811164901,-1.12657309131474,-5.08502718456217,0.199705762025234,-4.95093566799042,0.273812823277464,-3.64716219429816,1.32929437462817,-0.0147869868188345,-0.0719562835512825,-3.494688279452,0.196569037775437,-1.74041816433483,-4.58855092691097,-2.70967048880675,-3.83942984951882,-0.791876164671606,-2.83776196338979,-5.32954998290199,-2.42186649216857,-1.86530421566588,-1.26729678812544,NA,-5.05829056322146,-3.58991903885305,-2.96308468833563,-4.73980575476973
"1642.MS00515",6.39021921455806,-2.92274376909771,3.4179451025888,-0.453636110206581,-5.19508584605347,-3.56335990663957,-3.86869833437099,4.69921743668339,6.00955349606459,5.49020963520875,-4.49146940251673,-2.85189381161285,-4.61889641875002,-2.56931140104495,-4.68156645577511,-6.05736005145256,4.96043722333529,-7.07624524393586,6.05575376467815,-5.5361520182247,2.03123736432278,4.7697769097157,5.41780493920284,-5.34325997047125,4.8172282763964,0.890121136364745,-5.24864612038236,-4.6220841786318,-6.35252486231163,-3.23516018529075,-5.5277962754134,-5.55982797794231,0.775346544145589,0.900276582367405,1.61022192098235,-5.05829056322146,NA,-4.61908250285445,-6.09535844194848,-5.07205377374897
"1642.MS00525",3.44467083607567,-1.95768949872463,1.74615795435933,-1.36402530861979,-4.2880961316571,-1.55943706629129,-3.76218310484767,3.81493746920046,3.68787835387782,2.218687363011,-2.50700777712351,-2.58641329955544,-3.22604758002616,-2.02487107766042,-2.98612225805433,-4.60502648218407,3.05662921774904,-5.163322614865,3.32698523861702,-4.94711979242868,2.10794936904744,2.60251651069003,2.97388615519668,-3.75604169609825,2.64053145742893,0.0544506915608375,-3.72287607882427,-2.76254667398883,-4.46693425758937,-1.72750695631583,-4.23503979027388,-4.24565107600895,0.107254668696592,0.219938734879055,0.675409584546137,-3.58991903885305,-4.61908250285445,NA,-3.59915677438305,-4.52828610255291
"1642.MS00438",1.75339560550122,-2.86016846211797,0.0859347068997982,-1.65821282210525,-5.58526929072842,-4.05193049598606,-6.06256325554538,2.63752302538183,0.975083118739929,1.15993940361174,-3.11478554284861,-2.87584142946295,-6.55491436194715,-5.64475316520168,-2.65265569947648,-5.13747050953447,0.596064728567607,-4.58562453986508,1.55509421976816,-5.24707480176456,2.21238808487594,0.539100702871087,0.913549064094974,-4.30395421380549,1.44173255197139,-0.232561400573907,-3.98240125979645,-5.95135127071522,-5.63896378628476,-3.46025424188796,-4.45277586581099,-5.09872246540246,-0.942523515777475,-0.514390840015868,0.0269037853143371,-2.96308468833563,-6.09535844194848,-3.59915677438305,NA,-4.29601518691772
"1642.MS00477",2.44940843025474,-2.68075664519725,0.245384555819243,-1.95549376428911,-4.74343154484923,-4.56004621259168,-5.00683563497346,3.63485533966202,1.82646814165259,1.80283535741773,-3.70435724005935,-2.49089583431272,-5.53103309938891,-2.53256332954854,-3.82859674971582,-5.09025005365548,1.76597183614651,-5.01860540217049,2.28673971168143,-5.10387329225572,2.1573498503963,1.77994443842828,2.07003142980178,-5.44467760492482,2.38065030889806,-0.220103682040837,-5.54437844019822,-3.65503827361067,-5.42538091607253,-3.29035149126045,-5.48766979400767,-5.3778481412382,-1.13609450735814,-0.427298336154318,-0.132976370427974,-4.73980575476973,-5.07205377374897,-4.52828610255291,-4.29601518691772,NA
