"","1642.MS00441","1642.MS00414","1642.MS00562","2382.MU002.C3.HA.2.482.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","1642.MS00498","1642.MS00533","1642.MS00584","1642.MS00447","1642.MS00418","1642.MS00397","2382.SH008.C6.HA.2.533.root.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.2.7.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00396","1642.MS00408","2382.DPOO1.C1.HA.4.442.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00423","1642.MS00360","1642.MS00409","2382.SH005.C3.RH.4.467.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.3.563.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00622","1642.MS00474","2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.4.593.root.4.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.5.522.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00548","2382.SH008.C6.HA.5.348.root.9.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.4.568.root.4.12.lane7.NoIndex.L007.sequences","2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00510","2382.SH004.C1.RH.3.11.r1.root.6.11.lane7.NoIndex.L007.sequences","1642.MS00391","1642.MS00402","2382.SH008.C6.HA.3.338.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00572","2382.SH007.C6.RH.5.723.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00387","1642.MS00552"
"1642.MS00622",-3.0718048391428,-3.03868819821199,-3.00022690052749,8.16863468343947,-3.4910000089982,-4.12777640409684,-2.79617868221372,-0.752426294448997,-3.58501512309004,-2.23388179901519,1.47045489754015,0.813013356836959,-2.86449644756177,-3.09178790544899,10.3226959137233,-2.20180389828494,-1.64905747948388,-3.00468634836356,10.1337554518399,1.31950255309806,NA,-3.06767904933475,0.626334880339575,0.942125011576955,9.39296567621439,2.17817292011513,3.33042916706725,-2.4367835755377,1.26839162047141,0.0613897012421041,2.09269704569698,-3.2075042890891,0.926495005138996,-3.25907160183373,-1.04518371028772,3.0083031550728,-2.35450265707779,2.32940566707878,-1.01299179635187,-4.16747604849413
"1642.MS00474",-4.16129277327812,-3.78535879710397,-5.10392508870425,6.94830417106292,-4.54148495520981,-4.70681311794343,-3.9724115551615,-1.92076175604009,-3.49865626429464,-4.89728506100286,1.03924650365628,0.317942461675501,-3.65143160459317,-4.50482446038748,8.49298199779307,-3.69331790479052,-2.3299167957996,-6.50772962677535,6.68745763905738,1.16114139828487,-3.06767904933475,NA,0.591254760343645,0.632360801184426,7.24331621325439,1.22674382825608,2.17407115800036,-5.04196215445038,0.438873402411872,0.097379435641337,1.76988270448087,-5.71535061473917,0.62303379674799,-3.82554283580043,-3.31963613024927,2.10757245628104,-5.54614829182813,1.63069140235008,-1.86658540397844,-5.11604555202981
"2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences",0.129069164079528,0.113835556666667,-0.195498916646317,-5.21673824378524,0.0759426561596745,1.50223816715199,1.79084661235626,1.35140378620366,0.616508633646644,-0.582152546506505,-3.75388207646412,-5.77346512891632,0.689656903171465,-0.38997234542825,-2.36854784857294,-0.303542310132555,-0.781361284400983,-0.922448527579892,-7.41379482587534,-5.93568641560693,0.626334880339575,0.591254760343645,NA,-2.48509720267629,-6.49367590294046,-4.11341813259181,-5.74321198567705,0.213998657541996,-3.35221399034431,-5.61592571141582,-6.36765139886575,0.467841610377182,-4.78175096567326,-0.187807047471677,-0.108670475423338,-6.5967507044824,0.0916445160453831,-4.85700480268422,-0.109406906214419,1.57757996718146
"2382.RU006.C181.RH.4.593.root.4.12.lane7.NoIndex.L007.sequences",0.483842594240674,0.156133404930618,0.384806075125635,-2.02592900687917,0.419437298669964,1.47623452507676,1.50492034429844,1.67394028321894,0.592787468252759,-0.166918034988765,-2.64072415546599,-2.62965627403277,0.605651342665423,-0.0174302648827598,-1.29420930339888,-0.160294151380163,-0.00390096160780778,-0.320555489179222,-2.67476210295764,-2.45559517249047,0.942125011576955,0.632360801184426,-2.48509720267629,NA,-2.34615120988654,-2.74877359039945,-2.89319647761683,0.840539457372825,-3.16011198470573,-2.4625667179477,-5.74400447409878,0.901690520729217,-2.26916229795044,0.1895812148218,0.234702155432358,-2.47647409544402,0.794415360030117,-2.46898265830564,-0.096337683646433,1.4753609676542
"2382.SH007.C6.RH.5.522.rhizo.4.12.lane7.NoIndex.L007.sequences",2.70430234391459,4.63753165821863,2.41346611857004,-7.73513231123622,3.18892979224016,12.4315520596571,9.99335192176158,10.0066608304535,8.20700336450322,1.00943217791727,-8.01233109175344,-5.47714471865916,7.02830438777483,1.55742675364216,-3.82406472278111,3.05337217213237,1.679752774939,0.239752177774693,-9.04821129268169,-6.41252321934263,9.39296567621439,7.24331621325439,-6.49367590294046,-2.34615120988654,NA,-4.61184393159398,-4.93680419329834,3.89393548542713,-5.30030720404659,-6.6381101941696,-1.91721355308014,3.79363912281676,-5.51334402275,2.20373042485257,6.23453571124342,-3.48133949100664,5.32374274636776,-3.69185148858518,3.39277231459518,9.66943495012977
"2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences",0.265212620716246,0.649916069981069,0.459036739779687,-4.24766889300196,0.383502021929349,3.29516554718305,2.61040867954508,2.52024688511792,1.28876773022604,-0.730083500960733,-3.60408012688313,-3.58212716072469,1.63463649146696,-0.796620227985517,-3.3419093426439,-0.256788486926913,-0.788170685020022,-0.816399992353592,-5.81988020141876,-5.2210749137689,2.17817292011513,1.22674382825608,-4.11341813259181,-2.74877359039945,-4.61184393159398,NA,-3.82466974896521,0.555986318397058,-3.94111401281408,-5.14887301459814,-5.14979021439214,0.911568044013772,-3.8230151263226,-0.120803682622871,0.679897068654126,-3.93181619412935,0.868732280565501,-3.75362665740687,-0.10612524328648,2.62433236000614
"2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences",0.485927278988776,0.85040703174611,0.576805385979098,-3.50486841867337,1.02853711882016,4.64689486903531,3.57613762651152,3.04168480339304,2.25144471746344,-0.565541656336987,-3.57383653533184,-7.72300291723047,2.04564090735446,-0.762193147429417,-2.46270300622061,0.122822488423415,-0.963635985569354,-0.88103018726893,-5.66612949784685,-7.35401501311444,3.33042916706725,2.17407115800036,-5.74321198567705,-2.89319647761683,-4.93680419329834,-3.82466974896521,NA,0.830562966192637,-5.20678351007014,-6.97673036081532,-5.48386944642506,1.31536144843514,-6.52783712300778,-0.072023027872168,1.4646618105444,-5.22072447504908,1.84254310161053,-5.75027030853185,1.11892629544933,2.91784994214915
"1642.MS00548",-5.29483426499963,-4.21762335502786,-2.56890455184027,3.30999223344141,-3.81315482578028,-5.37031371412034,-3.5868620377489,-2.61100224457689,-4.32862882977966,-5.0148059672438,1.5423162785909,0.250992723604757,-3.37761316132175,-3.96636138576417,4.12276764816671,-4.20700898425834,-2.54533296971915,-5.45039253700075,3.16389265145081,0.308805274409008,-2.4367835755377,-5.04196215445038,0.213998657541996,0.840539457372825,3.89393548542713,0.555986318397058,0.830562966192637,NA,-0.161263167926506,-0.188840232783681,0.587335306253332,-4.63042393373575,0.196476806545361,-5.12318383590125,-3.45516780008972,1.3616069560521,-4.75873169439512,0.824384818018257,-1.97000334375196,-4.95278758929369
"2382.SH008.C6.HA.5.348.root.9.11.lane1.NoIndex.L001.sequences",-0.387244037156497,-0.48469890867475,-0.173055230754818,-4.88665647310296,-0.297526657898949,2.19015551681078,2.04748076851451,1.17639286881507,0.338985505086504,-1.34681365079188,-3.60885000763494,-4.79421041158915,0.564360579757469,-1.15439959465769,-4.61293378719646,-0.656327491034167,-1.88473189449365,-1.30859686494879,-5.59855026034404,-5.32172373022217,1.26839162047141,0.438873402411872,-3.35221399034431,-3.16011198470573,-5.30030720404659,-3.94111401281408,-5.20678351007014,-0.161263167926506,NA,-4.73259594940087,-5.23026219461127,0.0748676846446407,-3.96988327817065,-0.709005002828254,-0.421535213280596,-4.53438044320438,-0.0881129569428379,-3.7218938455371,-0.771250642869211,1.77425437584755
"2382.HE003.C181.HA.4.568.root.4.12.lane7.NoIndex.L007.sequences",-0.334426389855582,-0.403877714020079,-0.670411615984496,-5.25363027602511,-0.374351624126041,1.05877505196285,1.16883338642574,0.828348216811001,0.312353924863455,-1.08042545584916,-3.62689469144807,-6.5076480748862,0.239617888975745,-0.846915227033258,-2.52644115999913,-0.758748594057134,-1.16793241622107,-1.20749494938385,-7.76197616085369,-6.42573164040282,0.0613897012421041,0.097379435641337,-5.61592571141582,-2.4625667179477,-6.6381101941696,-5.14887301459814,-6.97673036081532,-0.188840232783681,-4.73259594940087,NA,-7.06507626866476,0.0743563630985966,-7.69871978931361,-0.653701010758179,-0.676869398603423,-5.99685284359266,-0.178351126638461,-6.91762816822075,-0.693050115395167,1.15904332163872
"2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences",0.71582270781155,0.782623367337649,0.810248248095902,-2.6422166528881,0.48364029354147,2.52383232325853,2.33265695722445,2.05925153159077,1.53499116400804,-0.427656137967048,-3.5034327208391,-5.78876765294917,0.966646128880284,-0.222873639727943,-1.94473706875904,0.488587189855147,-1.26037268354957,-0.670881218066273,-5.37603755355237,-6.59156273699743,2.09269704569698,1.76988270448087,-6.36765139886575,-5.74400447409878,-1.91721355308014,-5.14979021439214,-5.48386944642506,0.587335306253332,-5.23026219461127,-7.06507626866476,NA,0.993400845767934,-5.1111082807158,-0.273136639813128,1.50100627374671,-4.85656098315715,1.54741768260345,-6.92048336451554,0.244494960896581,1.73694922670998
