"","1642.MS00354","1642.MS00611","2382.SH007.C6.RH.1.502.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.3.488.root.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.2.632.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00552","1642.MS00376","1642.MS00620","2382.SH007.C6.RH.5.323.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00493","1642.MS00569","1642.MS00429","1642.MS00437","2382.SH004.C1.RH.3.412.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00411","1642.MS00491","1642.MS00347","1642.MS00390","2382.HE003.C181.HA.1.353.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00412","2382.HE003.C181.HA.3.131.r1.root.6.11.lane7.NoIndex.L007.sequences","1642.MS00614","1642.MS00338","1642.MS00388","1642.MS00399","1642.MS00498","2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences","2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00625","2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.1.728.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00418","2382.HE003.C181.HA.3.763.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00370","1642.MS00363","2382.MU002.C3.HA.5.497.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.4.517.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.4.542.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00541"
"1642.MS00412",-0.352055506084261,0.184462898260556,6.82242652492093,2.21528709845117,0.815134961024911,7.08564732639994,-4.37284615376763,-3.92707337869405,-1.85437196631412,0.96539852969905,-3.16910675878921,-0.135774206425204,-3.79947215648215,-4.56192945712032,7.29936066862202,-2.75841012740981,-1.75068055379466,-3.2428771093086,-2.88311932618372,0.238520963349753,NA,0.519474868550209,1.35583093304032,-3.61756574928022,-3.62297375613581,-3.54330132830826,-5.01791936891313,1.05033554286178,0.904217810933338,-2.41344258501085,1.30099129539261,0.838427752829476,-3.06063405445473,0.683819971623145,-1.35526509936233,-1.94921639394791,5.92834913756174,4.72651167323797,5.93148915453088,-1.71062982152055
"2382.HE003.C181.HA.3.131.r1.root.6.11.lane7.NoIndex.L007.sequences",-1.824016167278,0.0305378522115687,-4.25943167120849,-6.35564534996168,-5.68504017815413,-3.60502673960039,0.559594188676771,-1.3317802368564,2.87946887350749,-5.50574722084773,-0.354221789473173,0.66302172954204,-0.126458888778142,-0.322961578135955,-4.74002972247216,-0.718685889577208,-0.556427998970266,-0.210192711121796,-1.42269592060816,-5.17597645530174,0.519474868550209,NA,1.08764111042443,-1.6644231449567,0.566747426206175,-0.534781683316946,-0.919638475999286,-4.98372060129612,-5.23371797787792,1.35068865271708,-3.33879827999984,-4.32640883640192,-0.0817851671872929,-5.80643588636179,-2.4872917064788,-1.54519657884041,-3.47637808736305,-3.35094390203744,-4.91283240511468,-0.758728575605855
"1642.MS00614",1.47286004435028,-2.89013516415743,6.72429954399527,1.1442019601398,0.809090734791502,3.44304649712571,-2.60336648570346,-1.07255477400197,-1.27874579081572,1.88808418955562,-1.50172006610172,-1.09517667299526,-0.0216600609938973,-0.512070908556905,5.22256369061246,0.959456907643643,-0.147145575027166,3.65143590275187,1.16523138041446,0.358067912048521,1.35583093304032,1.08764111042443,NA,2.21460201155108,2.31939065053741,-0.149264938414021,-2.3705186437205,1.99359791047846,1.77799387657116,-1.0563570786359,1.44768214176344,0.973584703715056,-1.20035793823614,0.592434926466185,0.181550257585196,-0.403337369658839,3.53963295115089,3.36327682663032,4.26659509428697,-2.45122926309924
"1642.MS00338",-4.8100360516931,0.142824717863965,0.243891754735914,-1.42765920449212,-1.15963347018899,2.80518976282443,-4.64796936745614,-3.52280600250622,0.104207291658059,-1.86825595055548,-1.25666297493104,1.22124821310454,-6.28851276337425,-3.32317735751374,0.0645972569952108,-2.77268707003156,-2.28902370784655,-3.15537085328608,-8.58739910284698,-1.33408332498529,-3.61756574928022,-1.6644231449567,2.21460201155108,NA,-3.37373518179936,-5.98863434743356,-4.1226351460464,-1.16867734249216,-1.36851932564895,-1.63645612782366,-1.10023177904308,-1.31716558647459,-4.85885264247505,-0.898341605455153,-4.31645676519526,-4.19633306416946,1.60585054885799,0.114007998253198,0.0169119350277139,-1.36839820758659
"1642.MS00388",-2.91370575920272,0.562071358823368,3.51115245454677,0.39242812239177,1.82854775180289,5.56233595628047,-4.53229584116835,-4.10055373166039,-0.900522015790695,0.488676400302192,-1.52798073392676,1.72477424366351,-4.7362006198833,-3.01357689875456,2.81911532880295,-2.52893038543557,-2.78672263857682,-3.03941846199877,-4.08791155463953,-0.0308647944266242,-3.62297375613581,0.566747426206175,2.31939065053741,-3.37373518179936,NA,-4.91873589840955,-4.00342347840698,1.40697574913087,1.22577716428406,-1.78233954470351,0.640506795324205,-0.020463430263006,-3.59128219220009,0.412320045598451,-2.73857874918323,-2.59651204433856,3.64221142144734,1.96296440761535,2.37389397500716,-1.65848814994581
"1642.MS00399",-4.1192396689787,-2.31387306744119,1.58344515227869,-0.0765416386019032,-0.00946146531337536,4.05088858189536,-6.39304853672998,-4.14536831639543,-0.165557359708059,-0.337879003656015,-3.0195111690927,-1.72496033911156,-5.17048700208898,-4.31641104892874,1.6783421429363,-5.33890857564997,-2.96363273927082,-2.22405156245528,-8.251461924032,-0.422942010310525,-3.54330132830826,-0.534781683316946,-0.149264938414021,-5.98863434743356,-4.91873589840955,NA,-5.6796633066538,-0.0587524103875379,-0.314250406509735,-4.51118088702564,-0.0957236130028055,0.617459136580898,-5.16718878133319,-0.141446680660637,-2.32702224330713,-6.05433697390048,2.75260714147743,1.24926443944882,1.22488098418327,-4.62156642223246
"1642.MS00498",-3.20343851471875,-4.35098114156013,2.68137788123218,-0.455125381510207,-0.173420029492428,3.67284411958662,-5.15994424274025,-3.34658430439401,-0.939361603673449,-0.228242610786348,-3.99077532789938,-3.91314976715277,-5.39683894817894,-5.06719942475388,2.18641656669167,-4.31265541383849,-3.06745750308358,-2.71424089550294,-5.26284084143375,-0.373289894281904,-5.01791936891313,-0.919638475999286,-2.3705186437205,-4.1226351460464,-4.00342347840698,-5.6796633066538,NA,-0.0398742497959632,-0.358677996872061,-4.57542248313522,-0.0508427551489526,0.122250198894289,-5.01229071060987,-0.112066145551725,-2.28647944513079,-4.15549076894226,3.45235900113531,1.66323506611243,1.21465467400646,-5.86847128977093
"2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences",-1.84962232244369,0.743804078237567,-5.95274746524255,-7.04104187291225,-5.41163649186419,-4.64425920942524,2.08229013825922,-1.59052822403705,3.91511416248064,-5.07109650963863,0.697246395969106,0.891029622195264,0.198607277656005,-0.316655883075521,-5.43040661058516,-0.177859529694794,-0.028620650068109,-0.554544943579968,-0.401251174253168,-4.99458930359296,1.05033554286178,-4.98372060129612,1.99359791047846,-1.16867734249216,1.40697574913087,-0.0587524103875379,-0.0398742497959632,NA,-10.9690922614379,2.15882578840138,-4.74222815523812,-4.94515847100643,1.42567165451404,-4.74340007379633,-2.66172823068501,-1.75827425763627,-3.84437385211461,-4.78416821032408,-5.59146618696509,1.42757341389023
"2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences",-2.09552839818508,0.270309795485313,-6.04037114407251,-7.43785590791164,-5.82535411258563,-4.89533474070478,1.6818946457858,-1.33523330227104,3.41483173253348,-6.01020404434005,0.348082957916112,0.76445129087054,0.0455212941721411,-0.309862326852539,-6.03063662728612,-0.342877187421151,-0.32600735320575,-0.550970528755768,-0.640834583044453,-5.70466967273771,0.904217810933338,-5.23371797787792,1.77799387657116,-1.36851932564895,1.22577716428406,-0.314250406509735,-0.358677996872061,-10.9690922614379,NA,1.65473787161959,-4.87258504693063,-5.72391195627649,1.09182102378534,-5.43180547139242,-3.01389558278636,-1.96659041972697,-4.80760980004185,-4.67372380106164,-5.77623144072935,0.869907370994023
"1642.MS00625",-1.44232160996011,-1.7786082092133,7.32066666532558,1.72726752482351,1.45031123840432,5.03751404727378,-4.68974564813409,-2.33735183192876,-2.75859310815606,2.08950634841033,-5.58056138122633,-4.16930788631135,-2.93921260974656,-3.76804349278357,6.88485184716112,-3.51874341749768,-1.85145876129062,-0.838635796755734,-2.60658954989779,0.0968864047954518,-2.41344258501085,1.35068865271708,-1.0563570786359,-1.63645612782366,-1.78233954470351,-4.51118088702564,-4.57542248313522,2.15882578840138,1.65473787161959,NA,1.43989245305036,1.28721764203447,-5.10603753893846,0.283212610864925,0.652730852157814,-2.27013252150479,4.63452224387165,4.01571233085309,5.93551304383218,-4.44233697761337
"2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences",-1.77579046676842,0.526177529352177,-3.76668327243829,-6.08531540077158,-5.88475060364494,-3.41107611427662,1.57595853213736,-1.06288123817011,2.69943798994492,-5.05633916604276,0.702587323868298,1.43155799574648,-0.428259058503681,0.254615538264956,-5.32533179477395,0.0443793641539282,0.520569833882881,-0.151222094073295,-0.392341135980681,-3.61344877520726,1.30099129539261,-3.33879827999984,1.44768214176344,-1.10023177904308,0.640506795324205,-0.0957236130028055,-0.0508427551489526,-4.74222815523812,-4.87258504693063,1.43989245305036,NA,-4.10301240179352,0.901070229144682,-3.32125077738173,-2.66150113226417,-1.29318431583915,-3.69207627062026,-4.4870845743746,-4.43254352135043,0.826649792833823
