"","1642.MS00343","1642.MS00336","1642.MS00346","1642.MS00408","2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences","1024.MU002.C3.HA.2.66.rhizo.6.11.G1.L00","2382.RU006.C181.RH.4.592.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.2.782.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.1.603.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00472","1642.MS00436","1642.MS00443","1642.MS00428","2382.DPOO1.C1.HA.2.432.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.5.447.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00549","2382.SH005.C3.RH.2.657.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00430","1642.MS00392","1642.MS00617","1642.MS00440","2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00445","2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.4.55.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00573","1642.MS00335","1642.MS00592","2382.RU006.C181.RH.1.577.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00516","2382.SH007.C6.RH.4.718.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00449","1642.MS00419","2382.SH008.C6.HA.5.548.root.4.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.2.87.root.6.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.3.637.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.3.713.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00621"
"1642.MS00617",-0.326710095571578,-0.393881293310643,-0.382361448048826,-1.95167766465433,1.75212958946258,8.80085254597208,9.16395136450646,10.5401642102952,11.3905708889545,2.54320064798711,-3.19168846702832,-0.301730879754244,-0.550510795209007,-0.211302972414895,7.3656121161287,6.71740954156763,-3.66082944380922,8.79833445598573,-2.23139187820521,-3.32846148137321,NA,-1.333610732705,8.00712522769991,-1.97489157899251,2.25616543792727,2.27227366783077,-1.4953460370563,-0.3927759191238,-4.26775879837223,8.90118751599312,-4.27573610557385,2.96162081271338,-0.782711753295317,-0.925999892133675,1.78722834975615,2.62645487935113,8.61457312764187,8.05639311017097,1.19508734387314,-2.99898674524908
"1642.MS00440",-3.58897831543519,-4.82831008684149,-2.64830403549767,-4.35434838911969,0.0582733570150178,3.52406600188214,3.85903789407648,8.02036489753083,8.12899710771023,0.769551143989307,-4.79347904380017,-5.07500926330373,-4.01383579568083,-4.16589172860393,5.09847440939021,2.57136625773645,-4.11677060800638,4.03480777076908,-4.27205537584983,-5.67189629932019,-1.333610732705,NA,2.6856506050894,-4.10411195489758,0.0919422785301571,-0.295107813904415,-2.67660603838824,-3.83489298772259,-3.95980585302924,4.33336159552158,-4.17020492800062,0.75850891560546,-4.12129844604645,-4.69583792445351,0.125259333774403,-0.0983980867549426,3.83706587220885,2.33396370745187,-0.0785175747758037,-1.54509875460725
"2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences",0.252075054100511,0.615545801674828,-0.920212533134339,0.483399727052583,-4.26932860684227,-6.94819012434157,-8.57282790785317,-5.63968543637173,-6.27963076118732,-7.12336663654011,2.82134311081824,4.68771726753488,4.33321665196483,1.56715755043399,-7.6725863446298,-8.2690412700756,3.40159263066049,-4.90819175023017,3.56379772063389,0.311965990937011,8.00712522769991,2.6856506050894,NA,5.98445204751383,-7.46480058987818,-6.76597453647184,0.819390290078432,-0.144599813664151,6.32805616546505,-7.80810875799839,4.37357813763169,-7.75358254905316,5.15957728591629,3.82400783157245,-8.76037281136533,-7.16483864249879,-6.91920032748027,-8.39889245085411,-5.15973949513197,6.12430019010828
"1642.MS00445",-2.99113420220446,-2.59116788838271,-2.58986714689562,-3.07073072428475,0.998443487211469,7.27660495765647,7.84079285740319,9.49782911442705,9.70929297406698,2.11878385987668,-4.54006780643678,-4.86601747082779,-2.62559144587624,-3.51345115011674,6.20275315547186,4.94670080550346,-3.515005595254,8.28421581204348,-4.92171898323825,-5.06905586163076,-1.97489157899251,-4.10411195489758,5.98445204751383,NA,1.36111334421564,1.53642709597934,-2.6635268647148,-2.91478525742771,-2.61969918202249,7.02237226731925,-3.0067094570033,2.21973128664046,-3.91120274016164,-3.79649985602155,1.36533175318676,1.52421595506245,6.7933000753823,5.6435941571777,0.626991612795498,-2.23833947151773
"2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences",-1.07529758075878,-1.27765782311715,-1.9056331904166,-0.402645035138239,-7.24849121311009,-3.22073974304982,-6.25803702420743,-2.41497431748935,-2.25282820896952,-7.61314386204566,0.0722263944929546,0.71843086457432,1.10857442446381,-0.461151498128426,-0.781432008111593,-3.18082245699483,0.554291063545624,-4.09415165932429,-0.208449430511755,-0.605680661458,2.25616543792727,0.0919422785301571,-7.46480058987818,1.36111334421564,NA,-4.83758691401824,-0.0254905513466469,-1.4891971363024,2.08603417263139,-4.21643244823782,1.35045172258061,-8.10252895900583,1.21260509732802,0.504060918945506,-7.84211103180591,-5.69585859824977,-3.93845534180815,-7.24175602468592,-5.50017666979697,1.47475147985708
"2382.SH005.C3.RH.4.55.root.6.11.lane1.NoIndex.L001.sequences",-0.985991611455233,-0.99942715727341,-2.16710344951059,-1.12805794139912,-5.4405513628185,-4.46205354897484,-7.25261621176945,-4.19872653387935,-3.16843907759344,-4.95392077010353,-0.252979914904062,0.740258397848003,0.382738508449127,-0.477642016223996,-3.00124769554551,-4.90674659933825,0.265156417496861,-5.13552699663409,-0.359652649534408,-0.888864767848085,2.27227366783077,-0.295107813904415,-6.76597453647184,1.53642709597934,-4.83758691401824,NA,-0.403690016808064,-1.34404854923989,2.05569662995153,-5.7677820394285,1.36856182363003,-5.52864560836594,1.02977960940708,0.33020549355847,-4.96363673335146,-4.45409782372044,-5.61317193108087,-6.64910877595848,-5.24737120691163,1.46390356963246
"1642.MS00573",-2.12501063317386,-3.36891560664704,-2.57539701236858,-3.45422448839704,0.0414632206255828,1.33699098656481,1.99114154895126,5.03212093945851,5.55817655565333,0.313394162891257,-4.21930699562344,-2.4938030032979,-2.7343883281625,-2.7319375288876,3.75802470859316,0.974038259131873,-3.27941771426989,1.62518532532413,-3.15781973784365,-3.48558629491741,-1.4953460370563,-2.67660603838824,0.819390290078432,-2.6635268647148,-0.0254905513466469,-0.403690016808064,NA,-3.30924267427787,-2.2887307816693,1.52457900560964,-2.42175698729029,0.562126686806626,-2.68380997936432,-2.14705175898483,-0.192923125335412,0.058498202633277,1.78448268426099,0.63602595559595,-0.782345925991748,-2.59515802873737
"1642.MS00335",-2.11690826784524,-5.13379669145855,-2.37527487189943,-3.57777512335257,-1.45509505327092,0.667911319310096,0.0313407256249283,2.2926690676507,2.35654592541173,-0.820383487126507,-2.50139858279156,-2.89654440085786,-2.1531415793712,-5.17272844457586,2.45391811137951,-0.387545758546597,-3.14032553925367,1.1096779249864,-5.43934145920364,-4.23833393824717,-0.3927759191238,-3.83489298772259,-0.144599813664151,-2.91478525742771,-1.4891971363024,-1.34404854923989,-3.30924267427787,NA,-1.72560953818267,-0.0352699133745187,-1.70714538846766,-1.10392847403113,-2.21036477336334,-2.90538900907502,-1.65418468822137,-1.84287165922284,0.810752342280811,-1.09054718387641,-1.08740982717905,-1.23349447634234
"1642.MS00592",-0.842492386405357,-2.01452683953053,-1.02358101367644,-3.22248009753469,1.6973568242926,8.2599033356514,9.31369607098372,8.7361183686313,11.4913292279254,2.68689985364627,-5.15203587913817,-2.50345740723974,-3.67359991461288,-1.86835320328074,7.8765214928075,6.39068263819535,-4.58232327412081,8.76139218020792,-3.65336715408735,-3.82171886322448,-4.26775879837223,-3.95980585302924,6.32805616546505,-2.61969918202249,2.08603417263139,2.05569662995153,-2.2887307816693,-1.72560953818267,NA,7.97537774005515,-4.49018553867402,2.91108624462156,-3.20551888117373,-2.48696934643969,1.76022865952843,2.37823355771947,8.17061038098265,5.76332493690175,0.724203205572966,-4.17493505722406
"2382.RU006.C181.RH.1.577.rhizo.4.12.lane7.NoIndex.L007.sequences",1.11333648447802,0.323899386124294,-0.474489027661543,1.55456855676911,-3.53099435216135,-7.46782667428868,-7.37939981369282,-8.35097740447826,-4.09132862396148,-2.98776523038086,4.01475600189085,6.44044740959014,6.26377522423811,2.44162558894824,-5.93872475248073,-6.65133630365692,4.76508065868866,-6.43537868152778,5.00075167173425,0.710797430165371,8.90118751599312,4.33336159552158,-7.80810875799839,7.02237226731925,-4.21643244823782,-5.7677820394285,1.52457900560964,-0.0352699133745187,7.97537774005515,NA,4.94436448953502,-3.34270720043857,7.87900955744399,5.52695794923383,-3.4342887293801,-4.4122307841395,-4.57058077178184,-5.38588564998737,-3.0024713479089,8.18708030002851
