"","1642.MS00549","1642.MS00607","1642.MS00371","1642.MS00365","2382.SH008.C6.HA.4.115.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00406","1642.MS00476","2382.SH004.C1.RH.5.422.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00384","2382.SH004.C1.RH.2.407.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00383","1642.MS00503","2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.597.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.5.373.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00438","2382.SH005.C3.RH.4.667.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00388","1642.MS00445","2382.SH008.C6.HA.3.538.root.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.5.348.root.9.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.2.557.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00413","2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00496","1642.MS00488","2382.DPOO1.C1.HA.1.23.root.6.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.3.712.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00358","1642.MS00405","1642.MS00532","1642.MS00543","1642.MS00467","1642.MS00633","2382.DPOO1.C1.HA.3.438.root.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.2.408.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.498.root.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00548"
"1642.MS00383",-3.50491006214272,-0.350412388842608,-4.15355976757981,-2.69369831960086,-0.501917063033535,-7.67864150083115,-4.52344623988775,3.43993447735864,-5.66403573104487,1.24257226130799,NA,-2.32182398299643,-0.282158950724918,3.33001966723828,-0.22489155649204,-3.03639468074952,2.78535624132467,-3.61640647437507,-4.04608367156284,-0.425000714301479,-0.64043096671801,2.79375489908634,-2.82353887673647,1.63133517934068,-4.0901810288432,-3.43886639183839,0.178036404210476,2.9271047781102,-0.191341624894878,-3.42967133371113,-3.39068352318487,-5.63421397770113,-5.23829931565044,-2.51064216682696,-0.558754470269001,-0.339446755889678,0.0546025728386869,0.429630459675804,6.66001471533345,-3.69134130825833
"1642.MS00503",-6.05141982823419,-0.855078584422722,-2.45971889344153,-1.72046758898927,-0.720930340585008,-4.87677860634727,-4.62406111622359,0.556896595945846,-4.17207736173275,0.271058857056088,-2.32182398299643,NA,-0.723856089080892,0.89475901530182,-0.583639411312572,-2.64395179677784,1.10038043487147,-0.784443147635158,-3.96058962161602,-0.402800469798481,-0.949645576311147,0.94471617866689,-3.63345909727645,0.195434894022507,-5.82597828867662,-3.94586793438317,-0.55448746732661,1.2127735027444,0.819076186171331,-3.96727007747853,-3.30690762237607,-6.00991524931565,-3.59731169490423,-2.10664570778684,-0.650898062916837,-0.344749543333818,-0.546613945267196,-0.481850374115319,2.08973513870306,-5.41836839373107
"2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences",0.162537135751656,0.831278086950888,-0.993856314550502,-1.42890540734446,-6.84334140677991,-1.22872639541855,-0.00706202883287704,-6.83781330621849,-1.07288914048715,-6.6809450008937,-0.282158950724918,-0.723856089080892,NA,-5.07450372206319,-6.68305081461691,-0.125124255575517,-6.5526439221057,0.616258111320084,1.26355061206273,-7.20292496175564,-3.43218732915044,-5.47585790713158,0.094872690751792,-8.66779131678442,0.0835131523198132,2.47449357876226,-6.21095649040449,-4.5832432946875,0.657570911429857,-0.252469410440269,0.457669342762361,-0.27698595213824,0.66467938642461,3.1435083895533,-5.8442873967965,-6.0833167955301,-6.73648806249812,-6.19472959661453,-4.11013283451449,0.15156028553493
"2382.RU006.C181.RH.5.597.rhizo.4.12.lane7.NoIndex.L007.sequences",5.65135470661882,5.57172883376806,0.788347155829186,0.841806795733892,-7.28873019187649,1.79669968188372,3.59055762950215,-7.63419890112293,0.201723384644065,-8.55041292145272,3.33001966723828,0.89475901530182,-5.07450372206319,NA,-4.37976981174559,1.40365712461311,-9.14374413822861,3.06104064986,8.22452128591806,-6.01895485484806,-5.53991034999392,-8.17013345897167,3.26667741264005,-5.01466199382613,4.91784335951164,9.66015604805213,-5.28002693060075,-8.25061334124827,1.48543283384382,4.20472223363148,5.53441104603143,4.30819646757991,5.48093465626751,9.34506382583377,-4.77828499848393,-4.46834888335571,-5.2218410201667,-3.58281791921646,-5.65476380177862,3.69972552349667
"2382.HE003.C181.HA.5.373.root.9.11.lane1.NoIndex.L001.sequences",0.477577628080909,1.10153911229945,-0.649568558905825,-1.28291481536663,-5.6885998838501,-1.10702736098203,0.326365340646597,-5.55810504100306,-0.785691985809912,-5.79117859700098,-0.22489155649204,-0.583639411312572,-6.68305081461691,-4.37976981174559,NA,-0.386607428768743,-5.39974125981581,0.677021887917,1.32122566920571,-5.180357785101,-4.36347398313957,-4.88081511185973,-0.108476624964751,-6.17487035105284,0.338281031954352,2.00272087580066,-6.83528109969904,-3.58289736884597,-1.7750383121769,0.290311634210618,0.714615905949026,0.00410159577044646,0.798573335477031,3.18500599431241,-5.91263644297576,-5.09139641661825,-5.16097632364338,-5.57301855352568,-3.97619736194065,0.403115613104355
"1642.MS00438",-4.30160865782689,-1.46016291802941,-2.39022496824948,-2.24766191615312,-0.508493638958731,-4.58390203418193,-4.85505590100346,0.952953897898465,-4.06793385979655,0.573706053768093,-3.03639468074952,-2.64395179677784,-0.125124255575517,1.40365712461311,-0.386607428768743,NA,1.64983293608237,-1.46803512865674,-5.03742000619147,0.182982866558022,-0.645412759778752,0.803548607312321,-5.22235317415977,0.551251070122256,-3.97932980617133,-3.56361486925128,-0.333671689313691,1.94222146368914,5.86361128080258,-3.33648650224078,-3.21949054369286,-4.2777861478275,-2.53572409924528,-3.26257872684571,-0.31535026983975,0.199619452511062,0.0922666806677245,0.00357223613280714,2.75380628142827,-2.9238531919625
"2382.SH005.C3.RH.4.667.rhizo.9.12.lane7.NoIndex.L007.sequences",4.75576322208652,4.11202741214956,1.20438942575544,0.627066546700952,-5.95450987653472,1.42795174000505,3.57895479221818,-6.79897731883922,0.159874613451267,-8.24708298882643,2.78535624132467,1.10038043487147,-6.5526439221057,-9.14374413822861,-5.39974125981581,1.64983293608237,NA,3.08261353324676,8.3077498617338,-7.13959236623965,-5.34861016672942,-8.16198996575162,3.73215714936583,-4.45839106599903,3.93353809181902,10.0648517941942,-6.44691775487365,-8.26001481691423,2.33410982351977,3.89722369538959,4.76142144475961,4.22250186518535,5.39607824123393,9.82916740663262,-6.53244114045139,-4.79065203765959,-6.74945779683841,-6.49972392840532,-5.66491616219717,3.36574751238576
"1642.MS00388",-2.55341835647773,-1.20480785152935,-3.58363283934349,-2.43211961382286,0.996886659789083,-4.72197678480738,-3.68323402471067,3.0302042707774,-3.47002851408911,1.71513333489171,-3.61640647437507,-0.784443147635158,0.616258111320084,3.06104064986,0.677021887917,-1.46803512865674,3.08261353324676,NA,-3.84859007875381,0.753694605178791,-0.00353260066683514,2.46923383248712,-2.61407121682104,2.17064231679089,-0.564688423938815,-1.64691368029569,1.07994253788995,3.31070869214835,0.476430031268946,-2.19072315999473,-3.07032985553195,-3.36912027636264,-3.65469204897693,-2.36371205292156,-0.00893222474726998,0.97579166612955,1.05638430956088,1.31612782932546,5.60699583794962,-2.00425457511259
"1642.MS00445",-3.85662365183639,-1.33070041258993,-3.1464609443367,-2.01477368707251,1.80476124988858,-5.63707707996594,-3.64172735867343,6.75610342229451,-4.33847934581592,5.61544294168907,-4.04608367156284,-3.96058962161602,1.26355061206273,8.22452128591806,1.32122566920571,-5.03742000619147,8.3077498617338,-3.84859007875381,NA,2.94469974861998,0.803526079018755,6.50698116904848,-3.37523213203069,3.47651469025301,-4.31610843120014,-3.02557435964757,1.88776219263459,8.31198677670561,3.37257662753583,-3.35800118474825,-3.98129660893598,-5.74112667736652,-5.21747380462161,-4.18581147282953,1.46930475454755,2.19555054964146,2.09011292453702,1.18814616459409,9.71014387471947,-4.65475476676661
"2382.SH008.C6.HA.3.538.root.4.12.lane7.NoIndex.L007.sequences",1.03151922910932,2.78413560736882,-0.321100040936104,-0.976800653040513,-4.88058911835718,-0.764353076743764,0.861319397380065,-6.98646596260596,-1.17705785280312,-7.54450695252032,-0.425000714301479,-0.402800469798481,-7.20292496175564,-6.01895485484806,-5.180357785101,0.182982866558022,-7.13959236623965,0.753694605178791,2.94469974861998,NA,-3.77868617781002,-5.93792336449767,-0.171841201841544,-6.57812142931889,0.79828847012695,5.05587549856945,-5.68670848647842,-6.844458210045,0.800612106746987,0.872270919219989,1.8821830778756,0.111147124764833,0.155019266401323,1.87740686034618,-6.15594191763669,-5.77384535727102,-0.684186977686376,-5.84838167189314,-3.80681620116631,1.08732331577172
