"","2382.SH007.C6.RH.5.522.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.4.467.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00550","1642.MS00592","1642.MS00363","1642.MS00489","1642.MS00578","1642.MS00459","1642.MS00458","2382.SH008.C6.HA.1.328.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00390","2382.SH007.C6.RH.2.87.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00531","1642.MS00487","1642.MS00600","1642.MS00331","1642.MS00425","2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00505","2382.GM.181.R5.rhizo.10.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.497.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00617","1642.MS00595","1642.MS00480","1642.MS00490","1642.MS00599","2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00404","1642.MS00604","1642.MS00335","2382.HE003.C181.HA.3.763.root.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.5.548.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00556","1642.MS00533","1642.MS00443","2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.3.537.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00465","1642.MS00421","2382.SH004.C1.RH.2.607.rhizo.9.12.lane7.NoIndex.L007.sequences"
"2382.MU002.C3.HA.5.497.rhizo.4.12.lane7.NoIndex.L007.sequences",0.0329703927124,0.0334395575769,0.1065385030963,0.1019406146022,0.0921911565033,0.1197614671679,0.1255744277486,0.0965943942156,0.0892293997803,0.0568650997623,0.1074965329652,0.0757345754726,0.1084584895554,0.1167400067126,0.1146832561382,0.0977625992973,0.0978059308876,0.0657668776742,0.1055106303841,0.0399841418424,0,0.1010125831033,0.0896617036286,0.108489539274,0.1239773212204,0.1057528425398,0.0646446020898,0.0856210137369,0.0952872935318,0.0996138111829,0.0865439896945,0.0705395344459,0.0998050102953,0.111706162283,0.0966215066746,0.0785360225742,0.0353664028718,0.1050886939258,0.0914379516304,0.0323564156241
"1642.MS00617",0.1083155018721,0.1033078002077,0.0266131442589,0.0218683930276,0.0306842336193,0.0273779956034,0.0295651708294,0.0234334883745,0.0241851560578,0.1127425002293,0.0408036485259,0.1230420856766,0.0263507680584,0.0261959469397,0.0271240978363,0.0342462891247,0.0289975184743,0.1082927999848,0.0253968147459,0.0932788653298,0.1010125831033,0,0.0352708152932,0.0297600601444,0.024583524379,0.0486800926147,0.1214757488849,0.02822503765,0.0239995164342,0.0370328622126,0.1388765463638,0.1225618248804,0.0262783921213,0.0274284985632,0.0261191515407,0.1371509492678,0.1090709487483,0.0312343232628,0.0285092990494,0.1005286447425
"1642.MS00595",0.0864717707882,0.0830531641416,0.0309457382093,0.0310499304114,0.0305926867238,0.0299045394677,0.0329613211433,0.029175496184,0.0329677854096,0.0923487007006,0.0385368244601,0.0956019174939,0.0337778451692,0.0305384453276,0.0341201758726,0.0330321415725,0.0300590507132,0.0866203128999,0.0303337985946,0.0753402483701,0.0896617036286,0.0352708152932,0,0.0271419423699,0.0323409069534,0.0325447508212,0.0976202743561,0.0331235236313,0.0330358812071,0.0347292876254,0.1141301920022,0.0982166678453,0.0311772727629,0.0311696535337,0.034276441899,0.1133345149885,0.0846494765758,0.0313476390247,0.0283081749135,0.085339319148
"1642.MS00480",0.0918735828078,0.0876956448858,0.02303945045,0.0271536357613,0.0241916361112,0.0230919823966,0.023300511972,0.0264153567447,0.0294805092592,0.0988861126665,0.029523304277,0.1046664699628,0.0280887976467,0.0251252622223,0.0294632979003,0.0257140451403,0.0229671826863,0.0908186791082,0.0225420384314,0.0799459900756,0.108489539274,0.0297600601444,0.0271419423699,0,0.0232859439563,0.0320983250719,0.1013367407339,0.0273495150048,0.0294098404409,0.0282834210019,0.1180452126993,0.1056738598407,0.0256659774114,0.0245233684497,0.0289399212581,0.1186848400199,0.0901730869939,0.0208456168413,0.0260198599272,0.0876543612137
"1642.MS00490",0.1195977721924,0.1111766796305,0.0212958282199,0.0213815911574,0.0248663511032,0.0184596456711,0.0225288194964,0.022998592667,0.0245887289593,0.1158084037892,0.0306916884614,0.1259319063242,0.0215691569604,0.0190343621652,0.0214629228079,0.0256852474144,0.0210868644525,0.1101113892182,0.0188860080152,0.0814429516589,0.1239773212204,0.024583524379,0.0323409069534,0.0232859439563,0,0.0570845211042,0.1274048713523,0.0259525568734,0.0240055846158,0.0286706994153,0.1393539249694,0.1304186447966,0.0241346448711,0.0223105380323,0.0231429208107,0.1407069470325,0.116124949918,0.0212321437698,0.0237105601779,0.1153204505484
"1642.MS00599",0.1101242549435,0.1041002606637,0.0572084466368,0.0533885220935,0.051668659311,0.0496602516251,0.0589369574887,0.0300432875873,0.0513309112049,0.1251181609531,0.0559764226142,0.12666733015,0.0553023717022,0.0317971285924,0.0492810943211,0.0518183538368,0.0553313601597,0.1137638402512,0.0460679795979,0.086020584695,0.1057528425398,0.0486800926147,0.0325447508212,0.0320983250719,0.0570845211042,0,0.1258067602363,0.0606551532004,0.0592331678307,0.0555326602987,0.1467883857431,0.1341373562268,0.0476461208266,0.0487413554514,0.0500199889724,0.1414401309074,0.1093205943292,0.0506891443348,0.0305382409939,0.10143284631
"2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences",0.0462928297156,0.0477173978208,0.1146898779876,0.1188141482195,0.08672834263,0.1317096687463,0.1179212204207,0.1151389179703,0.1070065579116,0.0245040807475,0.1021312131772,0.0265875730131,0.1197383638464,0.1304562767942,0.1250803442019,0.0880633054722,0.0931796365531,0.025818474263,0.098717915392,0.0511721688247,0.0646446020898,0.1214757488849,0.0976202743561,0.1013367407339,0.1274048713523,0.1258067602363,0,0.1008399744244,0.1148596891147,0.0900088873915,0.0216381304134,0.0203895677176,0.1151961281524,0.1232699887941,0.1204344861347,0.0163673849432,0.0518278444061,0.1078190140627,0.0976025317143,0.061592153614
"1642.MS00404",0.0853664054761,0.0824609083483,0.027733874286,0.025640456948,0.0245473578273,0.0282206040056,0.0317337916249,0.0228604079452,0.0230290331866,0.0963709876813,0.0315429709585,0.099638442351,0.0271601034076,0.0285928742173,0.0302665646084,0.0264094230369,0.0229446898669,0.0909971639748,0.0222678367617,0.0694145378401,0.0856210137369,0.02822503765,0.0331235236313,0.0273495150048,0.0259525568734,0.0606551532004,0.1008399744244,0,0.0273717327509,0.0284822264248,0.1154047716761,0.1030159234273,0.0266815312003,0.0252037333362,0.0269972430077,0.1183339359432,0.0851428477397,0.0279210175557,0.0224151754215,0.0838743845357
"1642.MS00604",0.1018801181417,0.0973460834294,0.0244302260172,0.0217216173702,0.0301414312658,0.0258178209276,0.0280807667861,0.0253617102508,0.02488512521,0.1098001434497,0.0372302699494,0.1157367842977,0.0243658598377,0.0256568479607,0.0235981478353,0.0325121542521,0.0276208897525,0.10190235221,0.0238784678186,0.0835951542749,0.0952872935318,0.0239995164342,0.0330358812071,0.0294098404409,0.0240055846158,0.0592331678307,0.1148596891147,0.0273717327509,0,0.0346412904549,0.1307798685625,0.1177875445612,0.0248883545192,0.0247358946235,0.0284231733852,0.129258891719,0.0988090393969,0.0292787852564,0.027096229479,0.0934757416758
"1642.MS00335",0.084376946895,0.0808809048202,0.0320194350783,0.033289617523,0.0211656323124,0.029317306265,0.0335560599183,0.0299001939458,0.0316967602076,0.086585463197,0.0211060730562,0.0836735893669,0.0344486347981,0.0315947005279,0.0359938661171,0.0213823651461,0.02220751964,0.080793709248,0.0263072194736,0.069697431956,0.0996138111829,0.0370328622126,0.0347292876254,0.0282834210019,0.0286706994153,0.0555326602987,0.0900088873915,0.0284822264248,0.0346412904549,0,0.1058595838899,0.0906151746329,0.0306463579991,0.031472287534,0.0290419876773,0.1074392152781,0.0831501313905,0.0303336233337,0.0242918925932,0.0854877451597
"2382.HE003.C181.HA.3.763.root.9.12.lane7.NoIndex.L007.sequences",0.0541256875097,0.0569733362174,0.1324756775135,0.1347310041245,0.1028764570217,0.1468020717191,0.1331367017719,0.1296738554772,0.1211119024895,0.0324511668095,0.1191409312422,0.0243497495539,0.1360439712335,0.1464513461896,0.1385660930823,0.100858752512,0.10719802559,0.0252868135256,0.1131446315362,0.0693036706334,0.0865439896945,0.1388765463638,0.1141301920022,0.1180452126993,0.1393539249694,0.1467883857431,0.0216381304134,0.1154047716761,0.1307798685625,0.1058595838899,0,0.0268465304215,0.1300655855167,0.1396133045861,0.1318599195723,0.0182384165753,0.0612344383114,0.1250505488786,0.1112814063835,0.0669597155331
"2382.SH008.C6.HA.5.548.root.4.12.lane7.NoIndex.L007.sequences",0.0451953163281,0.0412000162999,0.118048211855,0.1256413392593,0.0869161743698,0.1328917994353,0.1204832369777,0.1192622617051,0.1112740716431,0.0173357369761,0.104246457351,0.0154728403213,0.1230129006042,0.1369911432662,0.1268394013456,0.0871933279086,0.093578076502,0.0282089473459,0.1003859222137,0.0562203864417,0.0705395344459,0.1225618248804,0.0982166678453,0.1056738598407,0.1304186447966,0.1341373562268,0.0203895677176,0.1030159234273,0.1177875445612,0.0906151746329,0.0268465304215,0,0.1181861248418,0.1247895085699,0.1203882829844,0.0199461665823,0.0446810061509,0.1093232691546,0.1001190814588,0.0591835647985
"1642.MS00556",0.1029068746859,0.0986290394706,0.0261060279646,0.0249307751857,0.0283051072865,0.0268358790439,0.0296862378046,0.0247560033856,0.0252446610945,0.1085042192916,0.0339460825403,0.1128654889308,0.0279216912112,0.0276056251556,0.0286052987015,0.0296374653602,0.0253580680562,0.1022172373214,0.0238414574778,0.0869049390594,0.0998050102953,0.0262783921213,0.0311772727629,0.0256659774114,0.0241346448711,0.0476461208266,0.1151961281524,0.0266815312003,0.0248883545192,0.0306463579991,0.1300655855167,0.1181861248418,0,0.0262431930783,0.027449666963,0.1313327669112,0.1017681516012,0.0256204246975,0.026804470601,0.0973639453726
"1642.MS00533",0.114678860868,0.1070533581902,0.0221453453332,0.0232953200084,0.0282525924013,0.0219482801591,0.0232925750196,0.0232687569003,0.026210103875,0.1157185395894,0.0336268242677,0.1213894891751,0.0226925978876,0.0233375617209,0.0240146329483,0.028008073613,0.0228914508575,0.1114397814846,0.0213957210888,0.0955120010039,0.111706162283,0.0274284985632,0.0311696535337,0.0245233684497,0.0223105380323,0.0487413554514,0.1232699887941,0.0252037333362,0.0247358946235,0.031472287534,0.1396133045861,0.1247895085699,0.0262431930783,0,0.029218072214,0.1403081040184,0.1109892636995,0.0224317158109,0.0252015736253,0.1099289860719
