"","2382.SH004.C1.RH.5.623.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.3.463.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.4.293.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00470","1642.MS00447","1642.MS00525","2382.RU006.C181.RH.1.577.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00577","2382.MU002.C3.HA.3.487.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.4.243.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00429","2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00398","1642.MS00349","2382.RU006.C181.RH.2.782.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.5.522.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.79.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00493","1642.MS00532","1642.MS00489","2382.SH007.C6.RH.4.318.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00379","2382.RU006.C181.RH.5.598.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00485","1642.MS00442","2382.SH008.C6.HA.2.533.root.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.3.588.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00520","2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00413","2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.GM.181.R3.root.10.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.4.518.root.4.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.1.503.root.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.4.742.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.498.root.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00553"
"2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences",0.024654847938,0.0245007972205,0.0259302863114,0.0214125853462,0.084878942315,0.1002115416921,0.08822388148,0.036617302369,0.0852228203113,0.0504630200197,0.0227865825396,0.0865249183626,0.0233083920401,0.0845834194444,0.0805510564136,0.0464443018371,0.0218299417559,0.0224407423572,0.022602768829,0.083595825638,0.0847817046634,0.1059229539009,0.020084703726,0.0834331417335,0.0374689474516,0.101691645062,0.0903175887657,0.0304566606843,0.0290713108395,0.0853923363902,0,0.0813871990085,0.0355703208909,0.0335814410044,0.0185178428479,0.0255346769371,0.0367952044274,0.0319139572131,0.0248195198442,0.0953075425175
"1642.MS00413",0.0949039006197,0.0863806592206,0.0951441843256,0.0786220940249,0.0204745430512,0.0244461072016,0.0225633656504,0.0782044052655,0.022911718556,0.0892224465061,0.084659141961,0.0239111157204,0.0852964172345,0.0261132026753,0.029680221558,0.0840623497177,0.0975978802752,0.0790131107801,0.0814572118868,0.021588866557,0.0213593280122,0.022426323816,0.0924353855398,0.0212375264701,0.0920241625316,0.0252823296887,0.0204334522814,0.0804724620565,0.0900894312936,0.0245100985735,0.0813871990085,0,0.081969015502,0.0996762778582,0.0869134493538,0.1063768524431,0.086256675118,0.0988187886944,0.0907378836746,0.0304333555746
"2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences",0.0564452501635,0.047183322813,0.0518475221892,0.0379584072384,0.084148474338,0.1049096350063,0.0851721021899,0.0397227681739,0.0896131353544,0.0289057991208,0.0409518828777,0.0875976346083,0.0449041329929,0.0928032543033,0.0891984052686,0.0420023632119,0.0574253252432,0.0290095558191,0.0399754344798,0.0848898160854,0.084905417347,0.1077985216514,0.052201124175,0.0864978788943,0.0683241375492,0.1049222928716,0.0895951491963,0.0433764204282,0.0545787186507,0.0944702189272,0.0355703208909,0.081969015502,0,0.0686541746156,0.0403417899097,0.0604632475693,0.0310509104615,0.0575642003479,0.0478770630451,0.0933874362987
"2382.GM.181.R3.root.10.12.lane7.NoIndex.L007.sequences",0.0219040602114,0.0308394419471,0.0260382197283,0.0265249273013,0.0992943121495,0.1142795133943,0.1032242342644,0.0737709845449,0.0924838262093,0.0824029367781,0.03079070452,0.0919677444913,0.0259549605636,0.0793037782419,0.0832472386026,0.0697431423807,0.0195359217719,0.0656833568326,0.0273069069195,0.1096489237483,0.100076566954,0.1003135899537,0.0213753201551,0.0897596672795,0.0295635457169,0.1181546903051,0.1095922687561,0.0376908159338,0.025611473969,0.0958904307031,0.0335814410044,0.0996762778582,0.0686541746156,0,0.029733813238,0.0209501197571,0.0579643033204,0.0293792236105,0.0249548230152,0.1217581013507
"2382.SH007.C6.RH.4.518.root.4.12.lane7.NoIndex.L007.sequences",0.0214012348807,0.0236580958943,0.0246473482894,0.0232265937082,0.0891195272337,0.1043890412377,0.0927114428534,0.044149764947,0.0875849001481,0.0466882022332,0.0226267178639,0.0855488773621,0.0225295110354,0.0826009337624,0.0831881782306,0.0532004486605,0.0191964987135,0.0222266148247,0.0220151490453,0.0885203212581,0.0893084747298,0.1108063397864,0.021774789243,0.0846300793814,0.0397004636781,0.1057282585355,0.0953819759341,0.0242540251836,0.0302532353735,0.0887638523424,0.0185178428479,0.0869134493538,0.0403417899097,0.029733813238,0,0.0211104822251,0.0281835683762,0.027581492475,0.020462552409,0.1043967452962
"2382.SH007.C6.RH.1.503.root.4.12.lane7.NoIndex.L007.sequences",0.0201267201441,0.0230074892872,0.0134434413367,0.0206849926316,0.1087701999782,0.1229614452912,0.1099617334992,0.0609673011384,0.1057419644526,0.0685351683596,0.0251075270694,0.1029341067982,0.0181512692777,0.0967827907149,0.098455806683,0.0766405551193,0.0151712515256,0.0437416173256,0.023069795318,0.1071398184314,0.1087024694884,0.1250676692675,0.0183318982021,0.1048985675464,0.0368078499392,0.1231736315408,0.1133831600598,0.0316892758863,0.0254489322339,0.1001792458299,0.0255346769371,0.1063768524431,0.0604632475693,0.0209501197571,0.0211104822251,0,0.0456454197502,0.0174586330608,0.017718056182,0.1213382334331
"2382.SH008.C6.HA.4.742.rhizo.9.12.lane7.NoIndex.L007.sequences",0.046188396227,0.0450245471411,0.0428002867393,0.0325899797625,0.0853025517531,0.1005966964201,0.0904211515063,0.0403541145313,0.0992514700262,0.0274015326518,0.0361407354325,0.084444045167,0.0437198429858,0.1035158821605,0.0986988896057,0.0469621709011,0.0474647600557,0.0220714272351,0.0359239009067,0.0850325923576,0.0852270531445,0.1077908427585,0.0414585148032,0.0827912584175,0.0583639810311,0.1036648143465,0.0879781247458,0.0482525846739,0.0481631851262,0.1211086828918,0.0367952044274,0.086256675118,0.0310509104615,0.0579643033204,0.0281835683762,0.0456454197502,0,0.0484707190792,0.0368617013309,0.1001999280548
"2382.MU002.C3.HA.5.498.root.4.12.lane7.NoIndex.L007.sequences",0.0205935755069,0.0241108270606,0.0160615571539,0.0200680796992,0.1035683407941,0.1186862731747,0.1050689087624,0.0561513471169,0.0996951802503,0.0638093011505,0.024645641182,0.0996277514005,0.0167072504292,0.0940297852244,0.1008937654519,0.0657871738427,0.0169702932466,0.0462947622577,0.0253241233465,0.0998663258592,0.1015594394496,0.1213341017987,0.0202789409666,0.1006584108497,0.0337330454167,0.1162168866204,0.108628019386,0.0465413677367,0.0255832864844,0.0965903350306,0.0319139572131,0.0988187886944,0.0575642003479,0.0293792236105,0.027581492475,0.0174586330608,0.0484707190792,0,0.0168169232011,0.1157037063054
"2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences",0.0180513755288,0.0189520964789,0.0165170250724,0.0202322890526,0.0971834621569,0.1123355069652,0.0966859604399,0.0513915626922,0.0933123839907,0.0527790092948,0.0170046878554,0.0910695569825,0.0164728463491,0.0884491822185,0.0926270651648,0.0614957156009,0.0154694321963,0.0354855937531,0.0224023830671,0.0956979723379,0.094842480941,0.1148759418152,0.0212099936376,0.0938994552859,0.0368292006031,0.1102619869453,0.1022007794032,0.0314146776196,0.0257797358803,0.0902012580364,0.0248195198442,0.0907378836746,0.0478770630451,0.0249548230152,0.020462552409,0.017718056182,0.0368617013309,0.0168169232011,0,0.1074694585718
"1642.MS00553",0.1161798086144,0.0998933405487,0.1100601529456,0.0931317805793,0.0300983198945,0.0292356510156,0.030164374846,0.091640343982,0.0304258730658,0.1005690770219,0.0987228003443,0.0343137515498,0.1016366280203,0.0410936276844,0.0524818492316,0.1012219962388,0.117618129464,0.0928512223936,0.0975495323001,0.0286801379318,0.0297470556092,0.0297599835082,0.1097826382235,0.0367795838605,0.1093446181441,0.0313076732561,0.0293868047942,0.1085208111724,0.1069475628866,0.0319226401524,0.0953075425175,0.0304333555746,0.0933874362987,0.1217581013507,0.1043967452962,0.1213382334331,0.1001999280548,0.1157037063054,0.1074694585718,0
