"","1642.MS00606","1642.MS00433","1642.MS00633","2382.SH004.C1.RH.2.608.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00361","1642.MS00413","2382.MU002.C3.HA.3.288.root.9.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.3.488.root.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.5.623.root.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.1.552.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00442","1642.MS00505","1642.MS00524","2382.SH007.C6.RH.3.713.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.1.477.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00482","2382.RU006.C181.RH.4.792.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00461","2382.HE003.C181.HA.3.762.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00612","1642.MS00522","2382.HE003.C181.HA.2.358.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00431","2382.RU006.C181.RH.3.388.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00601","1642.MS00516","1642.MS00541","1642.MS00530","1642.MS00621","1642.MS00559","2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00602","2382.SH007.C6.RH.2.707.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.5.673.root.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.2.147.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00430","2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00341","2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences"
"1642.MS00559",-1.6686508676347,-1.24991396016635,-2.12186308274808,0.101049322255707,-1.49205169850986,-2.56104953383898,0.206508916266076,-0.166392217508558,0.702126140212732,1.22697918779073,-0.247151232111554,-1.10119507539407,-1.287970471994,-2.2002364227836,0.188894992381465,3.47738127268056,-1.47562821261326,2.0946979510988,-1.61794279329855,1.93609514013478,-2.23876889077479,-1.49488732839394,0.242568831864762,-2.89363966121699,0.991348301154126,-1.74589286212105,-3.4693626780655,-4.44062394748626,-4.70478157418613,-3.62086890852135,NA,0.800080064395524,-2.67051667896147,2.16024358730723,0.701402101955186,0.826659905307465,-1.32291659037716,-0.102407872383972,-1.89809542982198,0.164713357448309
"2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences",2.10295863553728,0.184666816296716,3.95083999356495,-6.16267776635489,-0.625922879569098,0.0675131620907272,-5.18356471991955,-6.5572356447771,-6.91476388526366,-6.87669289504113,-4.76165865064914,1.52712277555483,-0.514432170262807,2.19077016848427,-5.86034595285423,-4.181051875652,3.07882425277338,-5.30571212879827,1.98968475164628,-4.73866081061686,2.23904271355773,2.08226952323125,-7.61124393609915,-0.999546349395998,-4.77242947826621,2.11135402530523,2.18559721613253,1.80679152910237,0.798790151692413,2.61329666985609,0.800080064395524,NA,4.47003066939055,-3.87276617967536,-5.76485335221907,-6.66806616759482,-0.228063088142312,-7.0104601366912,-1.49752807940705,-6.00245640687542
"1642.MS00602",-2.8200874159224,0.0575341648728029,-3.10579398959402,0.637915096890419,-3.39699292554954,-2.10827864535862,1.51155185216464,2.94953726111345,1.27782738465994,5.97969983407321,1.59036769743279,-2.55693854015184,-2.10879199511411,-0.977165690799364,1.00519997261169,8.93659785765741,-1.98875405856081,6.7921328840738,-2.36304238710142,5.549415041579,-1.78365705356263,-2.18294371564487,1.16478200103253,-0.857155879165886,2.89680125736416,-3.46643635580474,-4.67954005003098,-4.19204532441653,-4.54331640910443,-2.26114375040673,-2.67051667896147,4.47003066939055,NA,7.12198418018055,2.327608526186,2.5212781884605,-3.04416221831616,3.13724486283701,-2.47127647628849,1.28435041199887
"2382.SH007.C6.RH.2.707.rhizo.9.12.lane7.NoIndex.L007.sequences",7.08346885634552,1.09113028798147,7.67035330323156,-3.80002030329189,0.80792016056889,1.56490435785593,-3.70706051443631,-6.17370603709117,-4.81984742987553,-7.85691326885146,-4.20216559393451,4.79861350451354,-0.0338030087640195,5.42852326782176,-3.38409935114236,-4.87000981260684,6.1107105819535,-5.99397750947797,3.65396641072688,-7.71439526508806,5.58954750812655,4.82845825217454,-2.49842581809179,-0.639136977066709,-4.79196012921502,6.72999272091503,4.34636603020175,5.52130494194565,2.49685042537163,6.31268140946461,2.16024358730723,-3.87276617967536,7.12198418018055,NA,-5.57795302702739,-4.4412808627833,3.18819581882556,-3.13269118773937,-0.869229120290581,-5.51518038365809
"2382.SH005.C3.RH.5.673.root.9.12.lane7.NoIndex.L007.sequences",1.18864184787998,-1.14430709849898,3.00098605733857,-5.17101298493471,-2.06539521130232,-0.615157270549807,-5.65350274285498,-7.14635638186677,-5.40703034533236,-5.34795047018357,-4.19192575511059,0.68981132646776,-1.18088977392425,1.19163987199591,-5.53309669145001,-5.69275103872551,2.13153897639987,-4.98365963295676,-0.0572628562132681,-6.29371722403653,1.86843171080716,0.750996973686659,-5.73280074909115,-1.47783548851862,-4.74037470800853,0.874597218494456,1.18525413673645,0.159359759404345,0.171403655892422,2.05990128320482,0.701402101955186,-5.76485335221907,2.327608526186,-5.57795302702739,NA,-5.96392760749287,-1.5930918786755,-6.76182875695634,-2.29041489434437,-7.51876765470476
"2382.RU006.C181.RH.2.147.root.6.11.lane1.NoIndex.L001.sequences",1.67593691859641,-0.178169729966524,3.64818733154125,-4.72086934266818,-0.89110684417713,0.0578024241622646,-6.15926917577898,-6.53095909546514,-7.36853184006092,-6.49788553093251,-7.33344860782075,1.39123861745492,-0.555010551682071,2.11085353332829,-5.2338777763044,-4.17454434772816,1.99270419211831,-5.93524118443052,0.834928926892224,-4.53378257661408,2.21746223312674,1.55891553784456,-7.77257574910747,-0.983645622822706,-7.97104829617594,1.70296341036278,1.90280903600893,1.09724319628576,0.801079753797454,2.52130044187306,0.826659905307465,-6.66806616759482,2.5212781884605,-4.4412808627833,-5.96392760749287,NA,-0.437488656484491,-6.30097591605002,-1.26924731454434,-5.92509976740519
"1642.MS00430",-2.08136350858239,-3.74979882131409,-2.80962505506736,-1.45571927949982,-5.41441898838559,-4.20475855771537,-1.5375051739065,-1.68178609027909,-1.52867003096502,2.05130953669218,-0.84348533078364,-3.55280757613995,-4.21500387751306,-2.29954224874443,-1.14433407871378,4.72241342258084,-2.97045374467113,2.49002441528134,-3.81387321737853,2.83273979144622,-1.69099145437984,-3.37222455570099,-1.11097282461022,-5.44127210440272,-0.33024152007536,-3.56166176269389,-3.24646215327762,-3.49339636286905,-1.99968854739823,-1.86398619138889,-1.32291659037716,-0.228063088142312,-3.04416221831616,3.18819581882556,-1.5930918786755,-0.437488656484491,NA,-1.25422751777589,-3.34557853165611,-2.15063174178474
"2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences",0.571663721802105,-0.91027171608973,1.69620372558836,-5.81688088480693,-1.79178306878758,-0.75907761640933,-5.80896409445598,-6.84836001251606,-6.58646453604501,-4.12523911011234,-4.51055660500581,-0.0458137570829832,-1.04718802481204,0.759387433100181,-5.86458249208593,-3.10011722719183,0.16991927134208,-4.59115131657724,0.529354907544331,-3.59124886053024,0.776438565398588,0.0686471501856697,-6.85063911642993,-1.46040711072163,-5.20394319076377,0.381892012628338,0.555140632193139,-0.139746319050963,-0.289741583924792,1.29952093736191,-0.102407872383972,-7.0104601366912,3.13724486283701,-3.13269118773937,-6.76182875695634,-6.30097591605002,-1.25422751777589,NA,-1.98229160374224,-6.80144627218549
"1642.MS00341",0.0991828194374738,-2.9212435571809,-3.26781481777155,-1.54416234526901,-4.84194649604595,-3.92916817793911,-1.34717390827803,-2.36582887621471,-2.23756277467565,-0.982011301563172,-2.21326449824477,-2.42649115536392,-3.11042511197423,-1.18048002303589,-0.669447705002,0.430200543106219,-2.77856973793557,1.35160085750302,-2.39636431741113,-2.14689901766043,-2.18769507393449,-2.58682686294215,-0.886959724325753,-3.2387323726891,-1.42016172765165,-2.04664263731145,-2.48781998183963,-1.97299226356132,-2.9981591185841,-1.53068642046768,-1.89809542982198,-1.49752807940705,-2.47127647628849,-0.869229120290581,-2.29041489434437,-1.26924731454434,-3.34557853165611,-1.98229160374224,NA,-2.72528394911826
"2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences",0.350749209699539,-1.93251310663435,2.30366024203808,-6.52808467634847,-2.56260110544149,-1.1596240838316,-6.0884123702958,-7.8698483349216,-5.17895859883902,-5.37664195432037,-4.79753002090386,-0.27292602013018,-1.4483572041739,0.553561226495806,-4.94835571223329,-5.61737805011504,1.08865415447092,-4.92086275186048,-0.807452266091731,-5.98029681764992,0.722876596253071,-0.214955089483124,-6.30638327472684,-1.79311996800625,-5.33261332572662,0.0401328918043807,0.690902690923236,-0.521353833017641,-0.531449221726529,1.2724940247717,0.164713357448309,-6.00245640687542,1.28435041199887,-5.51518038365809,-7.51876765470476,-5.92509976740519,-2.15063174178474,-6.80144627218549,-2.72528394911826,NA
