#OTU-ID	Description	Env	SourceSink	Study	Details
A956	Host-associated	Animal-distal-gut	source	EMP	EMP
A966	Host-associated	Animal-distal-gut	source	EMP	EMP
A1001	Host-associated	Animal-distal-gut	source	EMP	EMP
A1027	Host-associated	Animal-distal-gut	source	EMP	EMP
A1033	Host-associated	Animal-distal-gut	source	EMP	EMP
A1034	Host-associated	Animal-distal-gut	source	EMP	EMP
A1042	Host-associated	Animal-distal-gut	source	EMP	EMP
A1044	Host-associated	Animal-distal-gut	source	EMP	EMP
A1050	Host-associated	Animal-distal-gut	source	EMP	EMP
A1054	Host-associated	Animal-distal-gut	source	EMP	EMP
A1071	Host-associated	Animal-distal-gut	source	EMP	EMP
A1076	Host-associated	Animal-distal-gut	source	EMP	EMP
A1079	Host-associated	Animal-distal-gut	source	EMP	EMP
A1080	Host-associated	Animal-distal-gut	source	EMP	EMP
A1082	Host-associated	Animal-distal-gut	source	EMP	EMP
A1087	Host-associated	Animal-distal-gut	source	EMP	EMP
A1094	Host-associated	Animal-distal-gut	source	EMP	EMP
A1100	Host-associated	Animal-distal-gut	source	EMP	EMP
A1121	Host-associated	Animal-distal-gut	source	EMP	EMP
A1127	Host-associated	Animal-distal-gut	source	EMP	EMP
A1151	Host-associated	Animal-distal-gut	source	EMP	EMP
A1165	Host-associated	Animal-distal-gut	source	EMP	EMP
A1186	Host-associated	Animal-distal-gut	source	EMP	EMP
A1208	Host-associated	Animal-distal-gut	source	EMP	EMP
A1238	Host-associated	Animal-distal-gut	source	EMP	EMP
A1253	Host-associated	Animal-distal-gut	source	EMP	EMP
A1285	Host-associated	Animal-distal-gut	source	EMP	EMP
A1292	Host-associated	Animal-distal-gut	source	EMP	EMP
A1297	Host-associated	Animal-distal-gut	source	EMP	EMP
A1298	Host-associated	Animal-distal-gut	source	EMP	EMP
A1302	Host-associated	Animal-distal-gut	source	EMP	EMP
A1321	Host-associated	Animal-distal-gut	source	EMP	EMP
A1336	Host-associated	Animal-distal-gut	source	EMP	EMP
A1360	Host-associated	Animal-distal-gut	source	EMP	EMP
A1375	Host-associated	Animal-distal-gut	source	EMP	EMP
A1399	Host-associated	Animal-distal-gut	source	EMP	EMP
A1400	Host-associated	Animal-distal-gut	source	EMP	EMP
A1417	Host-associated	Animal-distal-gut	source	EMP	EMP
A1453	Host-associated	Animal-distal-gut	source	EMP	EMP
A1469	Host-associated	Animal-distal-gut	source	EMP	EMP
A1474	Host-associated	Animal-distal-gut	source	EMP	EMP
A1476	Host-associated	Animal-distal-gut	source	EMP	EMP
A1482	Host-associated	Animal-distal-gut	source	EMP	EMP
A1485	Host-associated	Animal-distal-gut	source	EMP	EMP
A1492	Host-associated	Animal-distal-gut	source	EMP	EMP
A1495	Host-associated	Animal-distal-gut	source	EMP	EMP
A1502	Host-associated	Animal-distal-gut	source	EMP	EMP
A1513	Host-associated	Animal-distal-gut	source	EMP	EMP
A1524	Host-associated	Animal-distal-gut	source	EMP	EMP
A1533	Host-associated	Animal-distal-gut	source	EMP	EMP
A1536	Host-associated	Animal-distal-gut	source	EMP	EMP
A1538	Host-associated	Animal-distal-gut	source	EMP	EMP
A1552	Host-associated	Animal-distal-gut	source	EMP	EMP
A1559	Host-associated	Animal-distal-gut	source	EMP	EMP
A1561	Host-associated	Animal-distal-gut	source	EMP	EMP
A1567	Host-associated	Animal-distal-gut	source	EMP	EMP
A1573	Host-associated	Animal-distal-gut	source	EMP	EMP
A1576	Host-associated	Animal-distal-gut	source	EMP	EMP
A1580	Host-associated	Animal-distal-gut	source	EMP	EMP
A1615	Host-associated	Animal-distal-gut	source	EMP	EMP
A1622	Host-associated	Animal-distal-gut	source	EMP	EMP
A1649	Host-associated	Animal-distal-gut	source	EMP	EMP
A1667	Host-associated	Animal-distal-gut	source	EMP	EMP
A1680	Host-associated	Animal-distal-gut	source	EMP	EMP
A1684	Host-associated	Animal-distal-gut	source	EMP	EMP
A1699	Host-associated	Animal-distal-gut	source	EMP	EMP
A1708	Host-associated	Animal-distal-gut	source	EMP	EMP
A1712	Host-associated	Animal-distal-gut	source	EMP	EMP
A1716	Host-associated	Animal-distal-gut	source	EMP	EMP
A1723	Host-associated	Animal-distal-gut	source	EMP	EMP
A1726	Host-associated	Animal-distal-gut	source	EMP	EMP
A1730	Host-associated	Animal-distal-gut	source	EMP	EMP
A1743	Host-associated	Animal-distal-gut	source	EMP	EMP
A1764	Host-associated	Animal-distal-gut	source	EMP	EMP
A1772	Host-associated	Animal-distal-gut	source	EMP	EMP
A1792	Host-associated	Animal-distal-gut	source	EMP	EMP
A1794	Host-associated	Animal-distal-gut	source	EMP	EMP
A1808	Host-associated	Animal-distal-gut	source	EMP	EMP
A1812	Host-associated	Animal-distal-gut	source	EMP	EMP
A1816	Host-associated	Animal-distal-gut	source	EMP	EMP
A1831	Host-associated	Animal-distal-gut	source	EMP	EMP
A1847	Host-associated	Animal-distal-gut	source	EMP	EMP
A1853	Host-associated	Animal-distal-gut	source	EMP	EMP
A1873	Host-associated	Animal-distal-gut	source	EMP	EMP
A1878	Host-associated	Animal-distal-gut	source	EMP	EMP
A1889	Host-associated	Animal-distal-gut	source	EMP	EMP
A1900	Host-associated	Animal-distal-gut	source	EMP	EMP
A1912	Host-associated	Animal-distal-gut	source	EMP	EMP
A1914	Host-associated	Animal-distal-gut	source	EMP	EMP
A1918	Host-associated	Animal-distal-gut	source	EMP	EMP
A1921	Host-associated	Animal-distal-gut	source	EMP	EMP
A1930	Host-associated	Animal-distal-gut	source	EMP	EMP
A1934	Host-associated	Animal-distal-gut	source	EMP	EMP
A1948	Host-associated	Animal-distal-gut	source	EMP	EMP
A1971	Host-associated	Animal-distal-gut	source	EMP	EMP
A1972	Host-associated	Animal-distal-gut	source	EMP	EMP
A1988	Host-associated	Animal-distal-gut	source	EMP	EMP
A1996	Host-associated	Animal-distal-gut	source	EMP	EMP
A2009	Host-associated	Animal-distal-gut	source	EMP	EMP
A2020	Host-associated	Animal-distal-gut	source	EMP	EMP
A2024	Host-associated	Animal-distal-gut	source	EMP	EMP
A2025	Host-associated	Animal-distal-gut	source	EMP	EMP
A2037	Host-associated	Animal-distal-gut	source	EMP	EMP
A2040	Host-associated	Animal-distal-gut	source	EMP	EMP
A2047	Host-associated	Animal-distal-gut	source	EMP	EMP
A2053	Host-associated	Animal-distal-gut	source	EMP	EMP
A2055	Host-associated	Animal-distal-gut	source	EMP	EMP
A2067	Host-associated	Animal-distal-gut	source	EMP	EMP
A2070	Host-associated	Animal-distal-gut	source	EMP	EMP
A2080	Host-associated	Animal-distal-gut	source	EMP	EMP
A2091	Host-associated	Animal-distal-gut	source	EMP	EMP
A2120	Host-associated	Animal-distal-gut	source	EMP	EMP
A2131	Host-associated	Animal-distal-gut	source	EMP	EMP
A2145	Host-associated	Animal-distal-gut	source	EMP	EMP
A2176	Host-associated	Animal-distal-gut	source	EMP	EMP
A2192	Host-associated	Animal-distal-gut	source	EMP	EMP
A2194	Host-associated	Animal-distal-gut	source	EMP	EMP
A2202	Host-associated	Animal-distal-gut	source	EMP	EMP
A2209	Host-associated	Animal-distal-gut	source	EMP	EMP
A2214	Host-associated	Animal-distal-gut	source	EMP	EMP
A2217	Host-associated	Animal-distal-gut	source	EMP	EMP
A2221	Host-associated	Animal-distal-gut	source	EMP	EMP
A2227	Host-associated	Animal-distal-gut	source	EMP	EMP
A2252	Host-associated	Animal-distal-gut	source	EMP	EMP
A2271	Host-associated	Animal-distal-gut	source	EMP	EMP
A2272	Host-associated	Animal-distal-gut	source	EMP	EMP
A2277	Host-associated	Animal-distal-gut	source	EMP	EMP
A2281	Host-associated	Animal-distal-gut	source	EMP	EMP
A2292	Host-associated	Animal-distal-gut	source	EMP	EMP
A2302	Host-associated	Animal-distal-gut	source	EMP	EMP
A2308	Host-associated	Animal-distal-gut	source	EMP	EMP
A2311	Host-associated	Animal-distal-gut	source	EMP	EMP
A2333	Host-associated	Animal-distal-gut	source	EMP	EMP
A2341	Host-associated	Animal-distal-gut	source	EMP	EMP
A2343	Host-associated	Animal-distal-gut	source	EMP	EMP
A2367	Host-associated	Animal-distal-gut	source	EMP	EMP
A2383	Host-associated	Animal-distal-gut	source	EMP	EMP
A2400	Host-associated	Animal-distal-gut	source	EMP	EMP
A2417	Host-associated	Animal-distal-gut	source	EMP	EMP
A2426	Host-associated	Animal-distal-gut	source	EMP	EMP
A2434	Host-associated	Animal-distal-gut	source	EMP	EMP
A2441	Host-associated	Animal-distal-gut	source	EMP	EMP
A2449	Host-associated	Animal-distal-gut	source	EMP	EMP
A2471	Host-associated	Animal-distal-gut	source	EMP	EMP
A2476	Host-associated	Animal-distal-gut	source	EMP	EMP
A2478	Host-associated	Animal-distal-gut	source	EMP	EMP
A2510	Host-associated	Animal-distal-gut	source	EMP	EMP
A2520	Host-associated	Animal-distal-gut	source	EMP	EMP
A2524	Host-associated	Animal-distal-gut	source	EMP	EMP
A2534	Host-associated	Animal-distal-gut	source	EMP	EMP
A2550	Host-associated	Animal-distal-gut	source	EMP	EMP
A2582	Host-associated	Animal-distal-gut	source	EMP	EMP
A2604	Host-associated	Animal-distal-gut	source	EMP	EMP
A2607	Host-associated	Animal-distal-gut	source	EMP	EMP
A2617	Host-associated	Animal-distal-gut	source	EMP	EMP
A2622	Host-associated	Animal-distal-gut	source	EMP	EMP
A2630	Host-associated	Animal-distal-gut	source	EMP	EMP
A2633	Host-associated	Animal-distal-gut	source	EMP	EMP
A2652	Host-associated	Animal-distal-gut	source	EMP	EMP
A2661	Host-associated	Animal-distal-gut	source	EMP	EMP
A2669	Host-associated	Animal-distal-gut	source	EMP	EMP
A2675	Host-associated	Animal-distal-gut	source	EMP	EMP
A2684	Host-associated	Animal-distal-gut	source	EMP	EMP
A2694	Host-associated	Animal-distal-gut	source	EMP	EMP
A2695	Host-associated	Animal-distal-gut	source	EMP	EMP
A2701	Host-associated	Animal-distal-gut	source	EMP	EMP
A2708	Host-associated	Animal-distal-gut	source	EMP	EMP
A2731	Host-associated	Animal-distal-gut	source	EMP	EMP
A2742	Host-associated	Animal-distal-gut	source	EMP	EMP
A2758	Host-associated	Animal-distal-gut	source	EMP	EMP
A2761	Host-associated	Animal-distal-gut	source	EMP	EMP
A2770	Host-associated	Animal-distal-gut	source	EMP	EMP
A2772	Host-associated	Animal-distal-gut	source	EMP	EMP
A2778	Host-associated	Animal-distal-gut	source	EMP	EMP
A2779	Host-associated	Animal-distal-gut	source	EMP	EMP
A2792	Host-associated	Animal-distal-gut	source	EMP	EMP
A2796	Host-associated	Animal-distal-gut	source	EMP	EMP
A2797	Host-associated	Animal-distal-gut	source	EMP	EMP
A2807	Host-associated	Animal-distal-gut	source	EMP	EMP
A2818	Host-associated	Animal-distal-gut	source	EMP	EMP
A2830	Host-associated	Animal-distal-gut	source	EMP	EMP
A2842	Host-associated	Animal-distal-gut	source	EMP	EMP
A2852	Host-associated	Animal-distal-gut	source	EMP	EMP
A2857	Host-associated	Animal-distal-gut	source	EMP	EMP
A2869	Host-associated	Animal-distal-gut	source	EMP	EMP
A2875	Host-associated	Animal-distal-gut	source	EMP	EMP
A2882	Host-associated	Animal-distal-gut	source	EMP	EMP
A2886	Host-associated	Animal-distal-gut	source	EMP	EMP
A2911	Host-associated	Animal-distal-gut	source	EMP	EMP
A2919	Host-associated	Animal-distal-gut	source	EMP	EMP
A2923	Host-associated	Animal-distal-gut	source	EMP	EMP
A2928	Host-associated	Animal-distal-gut	source	EMP	EMP
A2930	Host-associated	Animal-distal-gut	source	EMP	EMP
A2937	Host-associated	Animal-distal-gut	source	EMP	EMP
A2949	Host-associated	Animal-distal-gut	source	EMP	EMP
A2968	Host-associated	Animal-distal-gut	source	EMP	EMP
A2978	Host-associated	Animal-distal-gut	source	EMP	EMP
A3003	Host-associated	Animal-distal-gut	source	EMP	EMP
A3028	Host-associated	Animal-distal-gut	source	EMP	EMP
A3052	Host-associated	Animal-distal-gut	source	EMP	EMP
A3057	Host-associated	Animal-distal-gut	source	EMP	EMP
A3066	Host-associated	Animal-distal-gut	source	EMP	EMP
A3080	Host-associated	Animal-distal-gut	source	EMP	EMP
A3097	Host-associated	Animal-distal-gut	source	EMP	EMP
A3118	Host-associated	Animal-distal-gut	source	EMP	EMP
A3127	Host-associated	Animal-distal-gut	source	EMP	EMP
A3132	Host-associated	Animal-distal-gut	source	EMP	EMP
A3133	Host-associated	Animal-distal-gut	source	EMP	EMP
A3137	Host-associated	Animal-distal-gut	source	EMP	EMP
A3143	Host-associated	Animal-distal-gut	source	EMP	EMP
A3152	Host-associated	Animal-distal-gut	source	EMP	EMP
A3153	Host-associated	Animal-distal-gut	source	EMP	EMP
A3156	Host-associated	Animal-distal-gut	source	EMP	EMP
A3171	Host-associated	Animal-distal-gut	source	EMP	EMP
A3185	Host-associated	Animal-distal-gut	source	EMP	EMP
A3196	Host-associated	Animal-distal-gut	source	EMP	EMP
A3199	Host-associated	Animal-distal-gut	source	EMP	EMP
A3200	Host-associated	Animal-distal-gut	source	EMP	EMP
A3201	Host-associated	Animal-distal-gut	source	EMP	EMP
A3215	Host-associated	Animal-distal-gut	source	EMP	EMP
A3217	Host-associated	Animal-distal-gut	source	EMP	EMP
A3226	Host-associated	Animal-distal-gut	source	EMP	EMP
A3233	Host-associated	Animal-distal-gut	source	EMP	EMP
A3241	Host-associated	Animal-distal-gut	source	EMP	EMP
A3295	Host-associated	Animal-distal-gut	source	EMP	EMP
A3300	Host-associated	Animal-distal-gut	source	EMP	EMP
A3301	Host-associated	Animal-distal-gut	source	EMP	EMP
A3313	Host-associated	Animal-distal-gut	source	EMP	EMP
A3323	Host-associated	Animal-distal-gut	source	EMP	EMP
A3362	Host-associated	Animal-distal-gut	source	EMP	EMP
A3366	Host-associated	Animal-distal-gut	source	EMP	EMP
A3375	Host-associated	Animal-distal-gut	source	EMP	EMP
A3398	Host-associated	Animal-distal-gut	source	EMP	EMP
A3400	Host-associated	Animal-distal-gut	source	EMP	EMP
A3421	Host-associated	Animal-distal-gut	source	EMP	EMP
A3426	Host-associated	Animal-distal-gut	source	EMP	EMP
A3437	Host-associated	Animal-distal-gut	source	EMP	EMP
A3448	Host-associated	Animal-distal-gut	source	EMP	EMP
A3487	Host-associated	Animal-distal-gut	source	EMP	EMP
A3490	Host-associated	Animal-distal-gut	source	EMP	EMP
A3492	Host-associated	Animal-distal-gut	source	EMP	EMP
A3496	Host-associated	Animal-distal-gut	source	EMP	EMP
A3499	Host-associated	Animal-distal-gut	source	EMP	EMP
A3502	Host-associated	Animal-distal-gut	source	EMP	EMP
A3519	Host-associated	Animal-distal-gut	source	EMP	EMP
A3538	Host-associated	Animal-distal-gut	source	EMP	EMP
A3542	Host-associated	Animal-distal-gut	source	EMP	EMP
A3549	Host-associated	Animal-distal-gut	source	EMP	EMP
A3557	Host-associated	Animal-distal-gut	source	EMP	EMP
A3572	Host-associated	Animal-distal-gut	source	EMP	EMP
A3589	Host-associated	Animal-distal-gut	source	EMP	EMP
A3590	Host-associated	Animal-distal-gut	source	EMP	EMP
A3601	Host-associated	Animal-distal-gut	source	EMP	EMP
A3621	Host-associated	Animal-distal-gut	source	EMP	EMP
A3625	Host-associated	Animal-distal-gut	source	EMP	EMP
A3626	Host-associated	Animal-distal-gut	source	EMP	EMP
A3633	Host-associated	Animal-distal-gut	source	EMP	EMP
A3648	Host-associated	Animal-distal-gut	source	EMP	EMP
A3650	Host-associated	Animal-distal-gut	source	EMP	EMP
A3657	Host-associated	Animal-distal-gut	source	EMP	EMP
A3660	Host-associated	Animal-distal-gut	source	EMP	EMP
A3667	Host-associated	Animal-distal-gut	source	EMP	EMP
A3678	Host-associated	Animal-distal-gut	source	EMP	EMP
A3690	Host-associated	Animal-distal-gut	source	EMP	EMP
A3694	Host-associated	Animal-distal-gut	source	EMP	EMP
A3703	Host-associated	Animal-distal-gut	source	EMP	EMP
A3719	Host-associated	Animal-distal-gut	source	EMP	EMP
A3720	Host-associated	Animal-distal-gut	source	EMP	EMP
A3727	Host-associated	Animal-distal-gut	source	EMP	EMP
A3753	Host-associated	Animal-distal-gut	source	EMP	EMP
A3762	Host-associated	Animal-distal-gut	source	EMP	EMP
A3767	Host-associated	Animal-distal-gut	source	EMP	EMP
A3774	Host-associated	Animal-distal-gut	source	EMP	EMP
A3779	Host-associated	Animal-distal-gut	source	EMP	EMP
A3797	Host-associated	Animal-distal-gut	source	EMP	EMP
A3805	Host-associated	Animal-distal-gut	source	EMP	EMP
A3837	Host-associated	Animal-distal-gut	source	EMP	EMP
A3840	Host-associated	Animal-distal-gut	source	EMP	EMP
A3851	Host-associated	Animal-distal-gut	source	EMP	EMP
A3853	Host-associated	Animal-distal-gut	source	EMP	EMP
A3860	Host-associated	Animal-distal-gut	source	EMP	EMP
A3869	Host-associated	Animal-distal-gut	source	EMP	EMP
A3874	Host-associated	Animal-distal-gut	source	EMP	EMP
A3888	Host-associated	Animal-distal-gut	source	EMP	EMP
A3900	Host-associated	Animal-distal-gut	source	EMP	EMP
A3919	Host-associated	Animal-distal-gut	source	EMP	EMP
A3920	Host-associated	Animal-distal-gut	source	EMP	EMP
A3925	Host-associated	Animal-distal-gut	source	EMP	EMP
A3934	Host-associated	Animal-distal-gut	source	EMP	EMP
A3947	Host-associated	Animal-distal-gut	source	EMP	EMP
A3955	Host-associated	Animal-distal-gut	source	EMP	EMP
A3961	Host-associated	Animal-distal-gut	source	EMP	EMP
A3963	Host-associated	Animal-distal-gut	source	EMP	EMP
A3967	Host-associated	Animal-distal-gut	source	EMP	EMP
A3969	Host-associated	Animal-distal-gut	source	EMP	EMP
A3972	Host-associated	Animal-distal-gut	source	EMP	EMP
A3978	Host-associated	Animal-distal-gut	source	EMP	EMP
A3979	Host-associated	Animal-distal-gut	source	EMP	EMP
A4007	Host-associated	Animal-distal-gut	source	EMP	EMP
A4009	Host-associated	Animal-distal-gut	source	EMP	EMP
A4010	Host-associated	Animal-distal-gut	source	EMP	EMP
A4013	Host-associated	Animal-distal-gut	source	EMP	EMP
A4040	Host-associated	Animal-distal-gut	source	EMP	EMP
A4041	Host-associated	Animal-distal-gut	source	EMP	EMP
A4042	Host-associated	Animal-distal-gut	source	EMP	EMP
A4043	Host-associated	Animal-distal-gut	source	EMP	EMP
A4057	Host-associated	Animal-distal-gut	source	EMP	EMP
A4074	Host-associated	Animal-distal-gut	source	EMP	EMP
A4090	Host-associated	Animal-distal-gut	source	EMP	EMP
A4106	Host-associated	Animal-distal-gut	source	EMP	EMP
A4119	Host-associated	Animal-distal-gut	source	EMP	EMP
A4123	Host-associated	Animal-distal-gut	source	EMP	EMP
A4125	Host-associated	Animal-distal-gut	source	EMP	EMP
A4136	Host-associated	Animal-distal-gut	source	EMP	EMP
A4148	Host-associated	Animal-distal-gut	source	EMP	EMP
A4168	Host-associated	Animal-distal-gut	source	EMP	EMP
A4176	Host-associated	Animal-distal-gut	source	EMP	EMP
A4187	Host-associated	Animal-distal-gut	source	EMP	EMP
A4196	Host-associated	Animal-distal-gut	source	EMP	EMP
A4199	Host-associated	Animal-distal-gut	source	EMP	EMP
A4210	Host-associated	Animal-distal-gut	source	EMP	EMP
A4216	Host-associated	Animal-distal-gut	source	EMP	EMP
A4223	Host-associated	Animal-distal-gut	source	EMP	EMP
A4226	Host-associated	Animal-distal-gut	source	EMP	EMP
A4228	Host-associated	Animal-distal-gut	source	EMP	EMP
A4247	Host-associated	Animal-distal-gut	source	EMP	EMP
A4248	Host-associated	Animal-distal-gut	source	EMP	EMP
A4266	Host-associated	Animal-distal-gut	source	EMP	EMP
A4275	Host-associated	Animal-distal-gut	source	EMP	EMP
A4277	Host-associated	Animal-distal-gut	source	EMP	EMP
A4278	Host-associated	Animal-distal-gut	source	EMP	EMP
A4298	Host-associated	Animal-distal-gut	source	EMP	EMP
A4304	Host-associated	Animal-distal-gut	source	EMP	EMP
A4310	Host-associated	Animal-distal-gut	source	EMP	EMP
A4335	Host-associated	Animal-distal-gut	source	EMP	EMP
A4346	Host-associated	Animal-distal-gut	source	EMP	EMP
A4347	Host-associated	Animal-distal-gut	source	EMP	EMP
A4369	Host-associated	Animal-distal-gut	source	EMP	EMP
A4370	Host-associated	Animal-distal-gut	source	EMP	EMP
A4381	Host-associated	Animal-distal-gut	source	EMP	EMP
A4408	Host-associated	Animal-distal-gut	source	EMP	EMP
A4412	Host-associated	Animal-distal-gut	source	EMP	EMP
A4413	Host-associated	Animal-distal-gut	source	EMP	EMP
A4429	Host-associated	Animal-distal-gut	source	EMP	EMP
A4439	Host-associated	Animal-distal-gut	source	EMP	EMP
A4463	Host-associated	Animal-distal-gut	source	EMP	EMP
A4474	Host-associated	Animal-distal-gut	source	EMP	EMP
A4500	Host-associated	Animal-distal-gut	source	EMP	EMP
A4530	Host-associated	Animal-distal-gut	source	EMP	EMP
A4537	Host-associated	Animal-distal-gut	source	EMP	EMP
A4538	Host-associated	Animal-distal-gut	source	EMP	EMP
A4569	Host-associated	Animal-distal-gut	source	EMP	EMP
A4570	Host-associated	Animal-distal-gut	source	EMP	EMP
A4581	Host-associated	Animal-distal-gut	source	EMP	EMP
A4582	Host-associated	Animal-distal-gut	source	EMP	EMP
A4584	Host-associated	Animal-distal-gut	source	EMP	EMP
A4611	Host-associated	Animal-distal-gut	source	EMP	EMP
A4615	Host-associated	Animal-distal-gut	source	EMP	EMP
A4636	Host-associated	Animal-distal-gut	source	EMP	EMP
A4662	Host-associated	Animal-distal-gut	source	EMP	EMP
A4691	Host-associated	Animal-distal-gut	source	EMP	EMP
