"","1642.MS00349","2382.SH004.C1.RH.3.413.root.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.798.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00545","1001.SKD8","1642.MS00599","1642.MS00370","1642.MS00398","1642.MS00356","2382.DPOO1.C1.HA.5.647.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.482.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.2.407.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.5.572.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00555","1642.MS00413","1642.MS00419","2382.SH008.C6.HA.1.SH008.rhizo.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00360","2382.SH007.C6.RH.1.503.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00559","1642.MS00606","1642.MS00461","2382.HE003.C181.HA.4.768.root.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00558","1642.MS00500","1001.SKM9","2382.SH007.C6.RH.2.707.rhizo.9.12.lane7.NoIndex.L007.sequences","1024.MU002.C3.HA.2.66.rhizo.6.11.G1.L00","2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.2.507.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00340","2382.SH007.C6.RH.2.308.root.9.11.lane1.NoIndex.L001.sequences","2382.SH008.C6.HA.5.748.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00388","1642.MS00637","1642.MS00609"
"1024.MU002.C3.HA.2.66.rhizo.6.11.G1.L00",1.96656069463695,-5.38742462392132,-2.76952236960986,3.1902891252705,-3.64752565435737,0.219017873900458,-0.492621450454032,0.828463610484081,0.409123426385406,-7.18505934386655,-5.81052550670016,-6.43983823235415,-4.50204244474347,-8.4873957246757,-5.20309804069843,9.72647539786453,3.40295677919315,6.08247623738447,-7.64073652460627,1.9816632447935,-4.26103195936938,5.563028552819,9.88927981713602,5.39493959004457,-5.34387649480338,-7.86333335239253,3.90277746100493,2.14942770075563,-1.71011284845107,-6.87716702988153,NA,-5.64986476763739,-7.78786268565191,-5.43377557424624,-0.053348108866483,-6.30823246917995,-5.50154469973522,4.28121486044041,4.05534623317398,8.94381459341509
"2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences",-0.288733967192256,-6.88104866607311,-3.66041233792864,0.414806360706675,-4.94940132373722,-0.934207973515393,-2.75726349480768,-1.34787792829874,-1.60482984071673,-4.74793452161335,-4.31575734103046,-4.15504337296227,-4.63982160857794,-5.81658401674361,-4.86227913595632,2.50475650976258,0.328829802752009,1.02514200517607,-6.49142964492525,-0.74333595200064,-7.20215796220852,1.05677766456485,1.87056402111879,0.999811962162407,-5.09043627461124,-7.01015760680752,0.795134270759418,-0.100811898891006,-3.77016161759872,-5.14530840931993,-5.64986476763739,NA,-5.69869530579029,-4.7214624304729,-1.30615992265719,-7.97226123313694,-8.03295214697202,0.608350490503029,0.41707612117963,1.63649780578965
"2382.SH007.C6.RH.2.507.rhizo.4.12.lane7.NoIndex.L007.sequences",0.491217228456771,-6.05719820422079,-3.86296076199311,1.82764369447918,-2.90527763762098,0.211124505439908,-1.3029175159288,0.154842070268365,-0.741363885518469,-7.14933712909962,-6.29271769671339,-7.4649842042411,-5.27702127058202,-9.18801402137937,-8.94075543171468,7.13162480761098,2.13945137368193,3.38229893675718,-5.53638881032498,0.317497378433264,-5.70693202807804,3.97420934634678,7.53211920876952,2.73500035293823,-7.13881739646723,-2.57179736543806,2.69886451806659,1.22889287391192,-2.67062079529737,-8.12385965576328,-7.78786268565191,-5.69869530579029,NA,-6.53181787903271,-0.59738633096329,-2.95054960366262,-6.15779725881873,2.44973346798546,3.34967262619831,6.03689179439495
"2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences",-0.755121800833088,-4.75165516451668,-3.21098157640847,0.16290571607501,-4.73051261536929,-1.48579985412959,-2.82691009027573,-1.28753982246991,-1.81926487058893,-4.28295033377078,-4.57128528565248,-5.04602374029992,-3.96643762400277,-7.04135926189274,-5.87578348119216,1.52494135666074,-0.0608527610651498,0.53931015400245,-6.27820552526039,-0.93364693163695,-5.09955217916557,0.512064942109431,1.2895112527145,0.534391915222578,-4.55128085811166,-4.81566656215003,0.162736318058019,-0.273252517220024,-2.57872332050732,-5.11767278467519,-5.43377557424624,-4.7214624304729,-6.53181787903271,NA,-1.34114348146692,-4.60928949903649,-3.24242486700394,0.0741324944057113,-0.412382858240532,1.09162792438416
"1642.MS00340",-3.63967420973945,-1.11179487169918,-0.866015828406151,-4.10298030114587,-1.21233951474965,-1.02839840401546,-4.1111259521434,-5.56720819311267,-4.26541423211642,0.078679946290248,0.291328445172375,-0.0524175117441561,-1.1141441949999,-1.0491360920469,-0.437889127338785,-1.92853897674403,-4.68262649271484,-4.13480907202434,-0.1030099956536,-4.48611215321364,-1.28225583834052,-2.08523698935431,-2.41033333525818,-3.92765726004159,-0.77831291584581,-1.33253768670729,-3.80143709782575,-2.74779152422368,1.82950388224683,-0.322809142442766,-0.053348108866483,-1.30615992265719,-0.59738633096329,-1.34114348146692,NA,-1.40939506852324,-1.44460400701922,-3.97881890454933,-3.71149996278763,-2.29396568997802
"2382.SH007.C6.RH.2.308.root.9.11.lane1.NoIndex.L001.sequences",-0.735366305069876,-7.55027292819483,-5.37906979522534,0.230377509986101,-4.58307074313326,-0.994559817560825,-2.50023574096971,-0.996711562054986,-1.5131175818622,-4.49917803741494,-2.52198893720408,-5.33655273126586,-7.2972802369136,-6.65848239019846,-6.77277312382583,2.15097748542877,-0.00222699839275972,0.299657516126491,-6.36139351310114,-0.887377467270516,-6.96384611021216,0.73158260439812,1.24609467945325,1.41196413077129,-7.81917860446723,-7.8831818755182,0.335895256200072,-0.149239640665732,-1.52620625188317,-2.9724485862101,-6.30823246917995,-7.97226123313694,-2.95054960366262,-4.60928949903649,-1.40939506852324,NA,-7.72408905176724,1.17105594118365,0.150705462847533,1.12080894539697
"2382.SH008.C6.HA.5.748.root.9.12.lane7.NoIndex.L007.sequences",-0.429128955361666,-7.18555267761005,-5.45579975822145,0.0225287699422206,-4.87269015047416,-0.918876771578788,-2.86497505531924,-1.32268420650415,-1.68242225494622,-4.19112322064299,-4.18038798106387,-5.06501821432697,-6.15676504816454,-5.52687026847331,-5.00954405866467,1.78026932755608,-0.379184149464552,0.174119076355721,-5.88855013579249,-0.790279445456976,-5.55488668524115,0.392481691231473,0.573576622067499,0.108996191028681,-4.37181972035114,-5.2487494648945,-0.239991992192356,-0.612438562979914,-3.80289554000772,-4.83169796938161,-5.50154469973522,-8.03295214697202,-6.15779725881873,-3.24242486700394,-1.44460400701922,-7.72408905176724,NA,0.230202610357536,-0.366772438012619,0.574363668690632
"1642.MS00388",-2.72684424367288,0.367647607746407,1.29899293544613,-2.80041476824203,0.16884946412805,-0.467067792372409,-2.51885230426879,-3.32743735773707,-3.94466031647591,4.2155872959053,4.56001636681799,3.71276536473604,1.08115809008283,1.676206755769,2.83102733810016,-2.32734075522395,-2.90316373796176,-1.78871523742012,3.94688555944077,-2.9035142033327,-0.0867883623749615,-2.65575429360242,-2.66135750375451,-2.90816463162651,0.790185067109459,1.40511738269699,-2.31246885587555,-1.27630442474169,2.20657407767819,2.81427505204856,4.28121486044041,0.608350490503029,2.44973346798546,0.0741324944057113,-3.97881890454933,1.17105594118365,0.230202610357536,NA,-1.78936271627645,-1.59207686448739
"1642.MS00637",-2.55848922268264,-0.0667789388717472,0.963402958207195,-3.7316553225886,0.0586702159604278,-3.97800653419053,-2.70430998963839,-2.66277521023989,-2.19718792107156,4.12624915357557,5.08524992957835,4.75303779342105,0.747579747295871,3.28753951978901,3.4190109106272,-2.04139897047856,-2.97050450305571,-3.00811223351226,4.30341555122086,-2.9516417564839,0.325244849264912,-2.66696919555781,-1.67915607916828,-2.99770940940456,0.328189109613993,-0.248808822348445,-1.91818225421427,-3.5672822423063,0.29884118758389,3.72555752489399,4.05534623317398,0.41707612117963,3.34967262619831,-0.412382858240532,-3.71149996278763,0.150705462847533,-0.366772438012619,-1.78936271627645,NA,-3.30199705422578
"1642.MS00609",-2.38401989653654,0.600636972362899,3.18121266405203,-4.8025217737701,2.78043770625846,-0.494945038134291,-1.46930439691821,-2.13900869289798,-2.28845658006353,7.81858651113435,9.24105398908446,8.75203463288264,2.95425354284785,6.44960210809092,7.1976197981413,-2.55520766333133,-3.69922137519035,-3.04574250689839,7.40549160780618,-2.16914448030462,0.45714960330387,-3.58194845276361,-2.90449691819577,-2.8337392509819,0.668784004390698,1.0006748000431,-3.9394873648443,-4.99715747625753,2.27173866446962,7.0293072861946,8.94381459341509,1.63649780578965,6.03689179439495,1.09162792438416,-2.29396568997802,1.12080894539697,0.574363668690632,-1.59207686448739,-3.30199705422578,NA
