"","1642.MS00349","2382.SH004.C1.RH.3.413.root.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.798.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00545","1001.SKD8","1642.MS00599","1642.MS00370","1642.MS00398","1642.MS00356","2382.DPOO1.C1.HA.5.647.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.482.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.2.407.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.5.572.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00555","1642.MS00413","1642.MS00419","2382.SH008.C6.HA.1.SH008.rhizo.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00360","2382.SH007.C6.RH.1.503.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00559","1642.MS00606","1642.MS00461","2382.HE003.C181.HA.4.768.root.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00558","1642.MS00500","1001.SKM9","2382.SH007.C6.RH.2.707.rhizo.9.12.lane7.NoIndex.L007.sequences","1024.MU002.C3.HA.2.66.rhizo.6.11.G1.L00","2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.2.507.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.2.633.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00340","2382.SH007.C6.RH.2.308.root.9.11.lane1.NoIndex.L001.sequences","2382.SH008.C6.HA.5.748.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00388","1642.MS00637","1642.MS00609"
"2382.SH007.C6.RH.1.503.root.4.12.lane7.NoIndex.L007.sequences",-1.12208921244646,-5.95492561930588,-3.54406905545764,0.255619212313692,-4.62464835912581,-1.2255217034404,-2.19466765048372,-1.10913479124117,-1.90742989446175,-3.11155862970177,-3.66384313953571,-4.01386375391085,-4.31663706924733,-5.69985821603126,-4.77548210131498,1.56578952530616,0.16196664984646,0.294966996213108,-6.35519209026248,-1.26295463420475,NA,0.664132726659874,0.877995800850972,0.582464952832984,-3.56844372995103,-7.28255859571762,0.32226210899131,-0.022764816168556,-4.1679667893848,-3.72843251757501,-4.26103195936938,-7.20215796220852,-5.70693202807804,-5.09955217916557,-1.28225583834052,-6.96384611021216,-5.55488668524115,-0.0867883623749615,0.325244849264912,0.45714960330387
"1642.MS00559",-1.98389620386548,0.555982598339136,1.62939485216158,-4.4840142518345,2.14998089969102,-0.381416858975079,-0.999513555166747,-2.41847249815936,-1.98833229776405,4.35789571563378,5.71954713829617,4.51437521114956,1.11432802230772,3.84575159803481,3.80143252351123,-2.1118383224311,-2.816325613366,-2.65241943943571,4.43058706423127,-2.1010675534193,0.664132726659874,NA,-3.24869008156494,-2.87405852034755,0.974590558957596,0.434373067115938,-2.29191382248968,-3.95075473794768,1.69890510633587,3.71401228196584,5.563028552819,1.05677766456485,3.97420934634678,0.512064942109431,-2.08523698935431,0.73158260439812,0.392481691231473,-2.65575429360242,-2.66696919555781,-3.58194845276361
"1642.MS00606",-0.571194080514113,0.881601205597315,2.96076964152607,-3.8082234073373,3.83269886632745,-0.325915814105501,-0.437250070058712,-2.1185353397745,-0.413091080101261,9.17687021216877,9.51644470140064,9.0268666186306,2.81310549228552,8.46983012553402,8.10357889665591,-2.6847108656003,-4.15771506228531,-1.53722407812744,8.86475501979213,-0.267189610013531,0.877995800850972,-3.24869008156494,NA,-2.74372874528908,0.896136759292977,1.10445012842802,-3.41268594620443,-4.07919930415146,2.13776403768746,8.52723106223184,9.88927981713602,1.87056402111879,7.53211920876952,1.2895112527145,-2.41033333525818,1.24609467945325,0.573576622067499,-2.66135750375451,-1.67915607916828,-2.90449691819577
"1642.MS00461",-2.42654791529476,0.333572586806295,1.49531387191314,-3.07211010728439,1.85465559770886,-0.732522952147076,-2.05049139427313,-2.95418611978042,-2.67485966986416,5.10492862427547,5.50393927360714,4.30638094338135,1.10319995209015,2.2709916753326,3.77045590318858,-1.52815771308203,-3.40289733287143,-3.36428613875248,4.41128503730685,-3.50112514827279,0.582464952832984,-2.87405852034755,-2.74372874528908,NA,0.892623099159111,1.2464268896037,-3.32516223195476,-2.93310983055865,2.23037370820817,4.26300848828994,5.39493959004457,0.999811962162407,2.73500035293823,0.534391915222578,-3.92765726004159,1.41196413077129,0.108996191028681,-2.90816463162651,-2.99770940940456,-2.8337392509819
"2382.HE003.C181.HA.4.768.root.9.12.lane7.NoIndex.L007.sequences",-0.401798005532006,-5.10618920560016,-8.61865560524537,0.609038928344239,-3.64739550982,-0.633462511357097,-1.9833680386371,-0.43791674471815,-1.48239128712203,-2.36796827063206,-4.3694702132119,-4.2083290557403,-7.19992344839414,-7.06238158707968,-4.13829089427282,1.48503733233755,0.559241994758188,0.561607980360191,-5.73760856308137,-0.249394574104015,-3.56844372995103,0.974590558957596,0.896136759292977,0.892623099159111,NA,-6.39242458057838,0.666748242013406,0.179184139206891,-2.89797563432538,-2.89383722240883,-5.34387649480338,-5.09043627461124,-7.13881739646723,-4.55128085811166,-0.77831291584581,-7.81917860446723,-4.37181972035114,0.790185067109459,0.328189109613993,0.668784004390698
"2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences",-0.242657339609139,-6.63797382796645,-3.63197318254985,0.113321847246726,-4.06664310372154,-1.03441748161172,-2.40006052298508,-0.931219738526348,-1.20540824311699,-5.86403086017161,-2.35992804324853,-4.464521119412,-5.30268894275354,-5.38822809973571,-5.7746574557068,1.5466745800864,-0.0620907807946567,0.265843044059878,-5.90440178070711,-0.70639785301558,-7.28255859571762,0.434373067115938,1.10445012842802,1.2464268896037,-6.39242458057838,NA,0.332936512088955,-0.348292897447974,-0.715976558655338,-2.58234850200739,-7.86333335239253,-7.01015760680752,-2.57179736543806,-4.81566656215003,-1.33253768670729,-7.8831818755182,-5.2487494648945,1.40511738269699,-0.248808822348445,1.0006748000431
"1642.MS00558",-0.0986616461967481,0.422639258049328,1.30425814937746,-4.26485364760073,1.26898529219394,-0.284615470198174,1.52105888665806,-2.24900599141453,-0.991793097206025,3.45357647929413,3.74205242733841,3.00411329698415,1.07615622669563,2.81601120545758,2.26510763513947,-2.40075267437904,-3.14878069406702,-4.50103715834723,3.08488829770831,-0.597684761113335,0.32226210899131,-2.29191382248968,-3.41268594620443,-3.32516223195476,0.666748242013406,0.332936512088955,NA,-3.27842218380917,2.45029519728642,2.6806063053241,3.90277746100493,0.795134270759418,2.69886451806659,0.162736318058019,-3.80143709782575,0.335895256200072,-0.239991992192356,-2.31246885587555,-1.91818225421427,-3.9394873648443
"1642.MS00500",-0.619593400847956,-0.202212174649768,0.433449601976731,-5.77765022118198,-0.0492409845378229,-0.66445370541055,-1.56127933240279,-2.54141297969573,-2.47347441618121,1.99560786880019,2.28415120445528,1.67841075392897,0.229353313642512,0.931924619034805,1.16579417173285,-4.02572883084327,-5.46424771681576,-3.6062649376216,1.37235350719243,-1.97242784864147,-0.022764816168556,-3.95075473794768,-4.07919930415146,-2.93310983055865,0.179184139206891,-0.348292897447974,-3.27842218380917,NA,2.70121654856238,1.34546059592642,2.14942770075563,-0.100811898891006,1.22889287391192,-0.273252517220024,-2.74779152422368,-0.149239640665732,-0.612438562979914,-1.27630442474169,-3.5672822423063,-4.99715747625753
"1001.SKM9",1.11046248392628,-4.10002733671857,-2.78086794167044,2.38160212621895,-3.36504809210881,-1.19146133297786,-0.243219118655409,1.15352919142381,0.924893821854189,-1.09445197996945,-0.336844131598814,-1.09978996561828,-2.18798800705539,-2.51436419040843,-1.08480016285407,2.97240672236718,1.75720806393489,1.86265156351695,-1.21850283032819,0.356838344938848,-4.1679667893848,1.69890510633587,2.13776403768746,2.23037370820817,-2.89797563432538,-0.715976558655338,2.45029519728642,2.70121654856238,NA,-1.48663875489411,-1.71011284845107,-3.77016161759872,-2.67062079529737,-2.57872332050732,1.82950388224683,-1.52620625188317,-3.80289554000772,2.20657407767819,0.29884118758389,2.27173866446962
"2382.SH007.C6.RH.2.707.rhizo.9.12.lane7.NoIndex.L007.sequences",1.91684380869115,-3.61230257195713,-3.72818074809865,2.13064773081053,-2.42633197630738,-0.128958541762907,-0.932695444957817,0.363156637445453,0.23414854378455,-6.71294680209463,-5.33065635621625,-6.82369681720689,-5.17409903120013,-6.91031951688996,-8.95613918690056,5.94604712669595,2.23262834908622,4.63256283013959,-6.80331328782096,1.38934844846721,-3.72843251757501,3.71401228196584,8.52723106223184,4.26300848828994,-2.89383722240883,-2.58234850200739,2.6806063053241,1.34546059592642,-1.48663875489411,NA,-6.87716702988153,-5.14530840931993,-8.12385965576328,-5.11767278467519,-0.322809142442766,-2.9724485862101,-4.83169796938161,2.81427505204856,3.72555752489399,7.0293072861946
