"","2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00601","2382.MU002.C3.HA.5.498.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00545","1642.MS00401","1642.MS00636","1001.SKM9","2382.SH007.C6.RH.1.502.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00613","2382.DPOO1.C1.HA.3.31.root.6.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.4.418.root.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.2.657.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00403","1642.MS00358","1642.MS00438","2382.SH005.C3.RH.3.51.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00387","1642.MS00414","1642.MS00463","2382.SH008.C6.HA.1.SH008.rhizo.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.797.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.5.323.root.9.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences","1001.SKD7","2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences","1001.SKB9","2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.1.603.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00355","2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00588","1642.MS00419","1642.MS00580","1642.MS00462","1642.MS00379","2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00562","1642.MS00360"
"2382.SH008.C6.HA.1.SH008.rhizo.rhizo.9.12.lane7.NoIndex.L007.sequences",-4.22313448468729,7.0778001752311,-5.18613429029586,1.12935712690853,1.90920703727759,7.92594455946728,-0.251348309157418,-4.82834847073042,5.73625237228778,-6.59844216102856,-6.04932182036868,-7.65212154480091,3.83905784145337,1.39436820421439,0.509256415548923,-4.83574797451164,-6.76615172667913,2.28300647913334,3.04223518842105,2.64113195866014,NA,-4.95767348534141,-4.55387031399777,-5.15450254249082,-2.16049928277194,-5.31890931492819,-2.04779751596677,-6.71658878442331,-5.98723167602275,-0.335356006816429,-5.66033413261834,-4.57535033874687,5.20997320093599,5.35371602885222,2.57140858257315,6.92213091030649,4.30268676604633,-5.22711778846331,0.826400264634075,0.333545053328547
"2382.RU006.C181.RH.5.797.rhizo.9.12.lane7.NoIndex.L007.sequences",-3.96562174935117,7.69833864653466,-4.18794467542988,1.19728811024135,2.94845866501321,7.82091116785508,-0.702634099469007,-3.62895015443322,9.62813097272686,-4.91152150902034,-5.1783619105359,-4.77029225140063,4.75593081917471,1.5002351501971,0.862921936769322,-4.39667055353012,-5.3904061846237,3.30623365516176,4.37063088452264,3.09666040662466,-4.95767348534141,NA,-3.72416573776009,-4.61721064625939,-0.908121417175745,-5.49389605582547,-1.8133507915271,-4.37376193989077,-2.59422257043104,-0.205569862043624,-5.47173179005484,-3.85365462173672,5.82618699453449,7.47693725552323,3.03040169997853,8.26781117799566,5.47282679329275,-5.3128377700879,1.08141586938868,0.799884287831353
"2382.SH007.C6.RH.5.323.root.9.11.lane1.NoIndex.L001.sequences",-4.95197286743863,0.82946715788937,-5.15161402833515,-0.256865387238053,-0.687965535312063,0.965623355731325,-1.71687817029819,-4.01248890257392,1.80844785151137,-6.21011617430337,-4.70423256536095,-3.09992733667887,-0.606456928131987,-0.726951430634798,-0.489871923144102,-5.78112930530333,-5.13801779312432,-0.630424419881289,-0.64813995214342,-0.374947150442826,-4.55387031399777,-3.72416573776009,NA,-5.0395810628757,-4.94455091547989,-5.76765012017534,-4.86257554078088,-2.44255306224961,-5.90775810731083,-1.93276013372295,-4.97884862338379,-3.66148853290751,1.43009502733339,-0.457734186142549,0.487809633094222,0.636966013695358,-1.45417586197505,-4.41407448990797,-0.185581266364362,-1.49045984913321
"2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences",-3.91439314743231,1.04764521138416,-5.58868993597937,0.235228222781211,-0.272320400988102,1.03824024304962,-2.57412399256962,-3.60266280343153,1.32553786203372,-6.67643014918028,-5.72377093314026,-3.96317748683222,-0.497538846882164,-0.221955756093266,-0.0361400367306342,-4.66903332056446,-5.74704136576007,0.0751880318787884,0.0976092887040246,0.498513554269194,-5.15450254249082,-4.61721064625939,-5.0395810628757,NA,-4.19986028296105,-5.18055608224495,-4.49459283633292,-3.79111488382023,-6.88049862685975,-1.07963769996809,-7.59903665829538,-4.23537631362268,1.64761795581685,0.863484249749934,0.810108230716932,1.00406834366329,0.189931051295649,-5.94081796661795,0.00204572073753337,-0.614394665236787
"1001.SKD7",-3.38577073227562,3.06223350090472,-4.57493674692857,0.66087862017383,1.12066808133435,2.72429995766536,-3.57172540260287,-3.64138371874742,4.27696903857558,-4.27442354355771,-2.85481893245595,-2.02916307262978,1.11125176911864,-1.12442416013927,0.268392306265347,-5.60976043966115,-4.61207537313408,1.24451610569431,1.42815547224282,1.36645340552642,-2.16049928277194,-0.908121417175745,-4.94455091547989,-4.19986028296105,NA,-5.13066025477702,-4.88236018366631,-1.22212350630457,-4.72769983254262,-1.93956964617623,-6.02441939718567,-4.23855654471277,1.7060913472547,2.21654735534997,2.40369820707119,2.64920131424377,0.777691575231373,-3.59167378235554,0.531231978564945,-1.52770289275562
"2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences",-6.72754083043153,0.603055891410035,-5.55685636108883,-0.153276848720193,-1.01472354059896,1.11526895312625,-3.00969244118288,-6.11759644949323,2.16399457352091,-5.90495516979192,-5.96093754567634,-4.53418494923661,-1.10496743407778,-1.05143669884002,-0.345018193822209,-5.77880683332302,-5.79087558169836,-0.766978272776356,-0.50770553058838,-0.15857618978077,-5.31890931492819,-5.49389605582547,-5.76765012017534,-5.18055608224495,-5.13066025477702,NA,-4.49570540238485,-3.87563539133115,-3.72598608229923,-2.14290897725019,-5.45871096644019,-5.44027102897861,1.3347985807061,0.550725651655653,0.775458319838724,0.306993408293594,-0.84949563680839,-5.81079764031366,-0.278519917408682,-1.06977123180625
"1001.SKB9",-2.6362719771493,1.76857903860078,-3.88946750560506,0.331372201825131,0.410460148972599,1.25456766330726,-2.8591235719961,-3.95337080437423,2.78759380763821,-4.54628401879663,-3.59230924039173,-2.3944722997543,0.462337056808451,-1.58793074030547,0.175891184165664,-4.7366021736325,-3.42462537567058,0.521003940779938,0.645822751687515,0.886299931219384,-2.04779751596677,-1.8133507915271,-4.86257554078088,-4.49459283633292,-4.88236018366631,-4.49570540238485,NA,-1.57301673389919,-4.54205290388627,-2.06339018015427,-5.29526884462607,-4.3047396107448,0.927988821638176,1.7967431677845,1.2317649669327,1.41155849688706,0.312733346100855,-4.08719976430128,-0.035821279489794,-1.53600700789785
"2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences",-3.09088425047734,6.2763176708011,-3.19976954397969,0.906351566179066,1.72963796642591,7.29115802439568,0.152519961366875,-2.94244307622357,6.58837663529119,-5.27179244212651,-3.75221919194593,-7.13920884241502,3.71230108645435,3.00560000167802,0.703577376436139,-2.42125626289407,-4.41036508959204,2.89145535332045,3.68154264664704,2.78186721297489,-6.71658878442331,-4.37376193989077,-2.44255306224961,-3.79111488382023,-1.22212350630457,-3.87563539133115,-1.57301673389919,NA,-3.03691771390867,0.0928758759647185,-4.40050506915411,-3.77170237099681,5.25340303212664,5.15840536475859,2.97423104062578,5.90623420128341,5.25864146595492,-4.23364790475296,0.872850259097123,0.430488069584033
"2382.SH004.C1.RH.1.603.root.9.12.lane7.NoIndex.L007.sequences",-3.43258346692327,1.24097229971247,-6.20437171933787,0.273276609338409,-0.200669811325868,1.44742425401716,-3.12247147177052,-3.56572836542551,2.09499325864902,-6.73605964625774,-6.06125034526399,-2.18065050350569,-0.351082016716634,-0.6622832137916,0.00145630499758312,-6.75627659741556,-5.46648620119992,0.0916625309035233,0.20184959727315,0.335338173312544,-5.98723167602275,-2.59422257043104,-5.90775810731083,-6.88049862685975,-4.72769983254262,-3.72598608229923,-4.54205290388627,-3.03691771390867,NA,-1.14858433546409,-5.55835948535214,-3.70099905205679,1.46430766328429,0.976984390963323,0.999233113612306,1.17398962699391,0.172882213043079,-6.79825762752174,0.0367518817212559,-0.798373969271029
"1642.MS00355",-2.11019296739464,-1.90587052762771,-1.18145411229104,-2.24149150123492,-2.04257275430652,-1.62873552418754,-0.0451362610677248,-0.724725731799589,-1.46816522528235,-1.44484562886456,-0.641430664318183,-0.297131555802702,-2.79503650301874,-0.73112109473806,-2.2974590368449,-1.47848351814643,-1.41134591475931,-2.69554772941639,-3.0283589371069,-2.40694122409212,-0.335356006816429,-0.205569862043624,-1.93276013372295,-1.07963769996809,-1.93956964617623,-2.14290897725019,-2.06339018015427,0.0928758759647185,-1.14858433546409,NA,-1.8854320587766,-1.39601238851746,-2.44761055015578,-3.67092545977566,-1.83558082000479,-1.83921152525734,-2.94826262458614,-1.50124610577893,-1.87109823062639,-3.84843106764574
