"","2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00601","2382.MU002.C3.HA.5.498.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00545","1642.MS00401","1642.MS00636","1001.SKM9","2382.SH007.C6.RH.1.502.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00613","2382.DPOO1.C1.HA.3.31.root.6.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.4.418.root.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.2.657.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00403","1642.MS00358","1642.MS00438","2382.SH005.C3.RH.3.51.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00387","1642.MS00414","1642.MS00463","2382.SH008.C6.HA.1.SH008.rhizo.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.797.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.5.323.root.9.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences","1001.SKD7","2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences","1001.SKB9","2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.1.603.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00355","2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00588","1642.MS00419","1642.MS00580","1642.MS00462","1642.MS00379","2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00562","1642.MS00360"
"2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences",-4.81911504613286,0.673161891775482,-4.92935753204505,-0.259906334531097,-0.964451090043786,0.636061341915494,-4.02209031037196,-6.03264203177621,1.50254812474735,-7.3439138632756,-7.00221255700948,-5.79093667780407,-1.17351316374936,-0.509507326159878,-0.384384237434727,-5.46113166690341,-5.49417520981235,-0.664877211968649,-0.706092137414521,-0.638562188152435,-5.66033413261834,-5.47173179005484,-4.97884862338379,-7.59903665829538,-6.02441939718567,-5.45871096644019,-5.29526884462607,-4.40050506915411,-5.55835948535214,-1.8854320587766,NA,-3.76518465819089,0.905081005295863,0.210438634742616,0.506324248214168,0.885306290709141,-0.994439416969423,-5.69791760179981,-0.347562407043062,-1.48655884870643
"2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences",-4.132661151107,0.927856348482824,-4.31685633974971,0.00241790549015859,-0.664094457092541,1.46985942524191,-1.47369108171014,-4.6021059324707,1.30218465507438,-3.46384682008153,-3.43303270176191,-4.32426747541671,-0.482566058057331,-0.323719958976052,-0.164505021073218,-3.95715533198998,-3.49810540482934,-0.499823222360693,0.0341219369196138,-0.132193512728334,-4.57535033874687,-3.85365462173672,-3.66148853290751,-4.23537631362268,-4.23855654471277,-5.44027102897861,-4.3047396107448,-3.77170237099681,-3.70099905205679,-1.39601238851746,-3.76518465819089,NA,1.16660567407658,0.557705013440099,0.595788287090244,0.975041138347558,-0.396586050293686,-4.93072718421035,0.0168585659979848,-0.919651099144312
"1642.MS00588",1.24852786419261,-3.61399854576784,1.57517027763593,-3.13772981229182,-4.2672384196134,-4.36765732061626,1.61051804589045,4.09233932682173,-2.59315328934905,1.24360553236505,1.45946886352151,5.71231714369503,-2.67952613215408,0.388442918427994,-4.80269235795054,2.32273256193932,2.7446171019205,-3.91056960869399,-4.00624643255483,-3.57753937613452,5.20997320093599,5.82618699453449,1.43009502733339,1.64761795581685,1.7060913472547,1.3347985807061,0.927988821638176,5.25340303212664,1.46430766328429,-2.44761055015578,0.905081005295863,1.16660567407658,NA,-4.68360496586535,-2.51787221530427,-2.42470784897794,-4.99447800189038,0.580064017462747,-1.69310894592655,-4.03484166259442
"1642.MS00419",0.0550363331561921,-3.63564431609882,1.66804815564438,-4.95295575631413,-4.49887049342133,-1.16849463571901,2.31511044951141,4.85594147068423,-3.32691170316423,-0.0167661661507823,0.989999234250569,5.16066120562634,-1.44069059429954,1.5392539301198,-4.44040186898677,0.707730447273322,0.248819207024934,-3.56279538892472,-5.90759501645619,-4.62498558298759,5.35371602885222,7.47693725552323,-0.457734186142549,0.863484249749934,2.21654735534997,0.550725651655653,1.7967431677845,5.15840536475859,0.976984390963323,-3.67092545977566,0.210438634742616,0.557705013440099,-4.68360496586535,NA,-3.25579428534549,-2.89338889750485,-4.364947648279,-0.33716222371389,-3.59023720497727,-2.7690718017821
"1642.MS00580",0.687410692518009,-3.48411597930094,1.08519038983718,-3.69415578699158,-3.24069164724221,-2.34301184745464,2.65194838338518,2.64305564268864,-3.61293669162006,0.193747283602698,0.847172492254021,2.66989079068299,-2.21954690472826,1.29827318491835,-3.59830445505708,0.946119277505114,0.589501218220809,-3.15363081480449,-3.12317784904858,-2.78775474532104,2.57140858257315,3.03040169997853,0.487809633094222,0.810108230716932,2.40369820707119,0.775458319838724,1.2317649669327,2.97423104062578,0.999233113612306,-1.83558082000479,0.506324248214168,0.595788287090244,-2.51787221530427,-3.25579428534549,NA,-2.73664044543289,-3.40434026997668,-0.0552764001060148,-3.63985254359139,-2.416466617657
"1642.MS00462",0.180248275589362,-4.80931787006223,1.24043339650626,-4.54476333333984,-4.49472111513909,-2.2552338792959,2.36027714092482,5.7064908972231,-3.91827723945146,0.478831128315387,0.905194370037321,6.15517874012901,-3.55280089194517,2.63673912447076,-2.9614260509518,1.40987634056426,0.510315949486006,-2.74626223255041,-3.46397364377174,-3.73661338859637,6.92213091030649,8.26781117799566,0.636966013695358,1.00406834366329,2.64920131424377,0.306993408293594,1.41155849688706,5.90623420128341,1.17398962699391,-1.83921152525734,0.885306290709141,0.975041138347558,-2.42470784897794,-2.89338889750485,-2.73664044543289,NA,-3.31867829663219,0.0608325833518749,-4.20898822629288,-2.21201966340722
"1642.MS00379",-0.808794579624495,-3.38264219733109,0.198878254501343,-4.62180203675047,-5.31694076036273,-3.69241466044169,0.655280798350353,2.46223584376841,-3.08565207414349,-0.601722162438294,0.356196154262799,4.75875313984085,-3.69749267236405,1.93027122551801,-4.79260072937345,-0.596888743055346,-0.530356283499064,-3.45450144075536,-5.5933263238189,-4.23315705680038,4.30268676604633,5.47282679329275,-1.45417586197505,0.189931051295649,0.777691575231373,-0.84949563680839,0.312733346100855,5.25864146595492,0.172882213043079,-2.94826262458614,-0.994439416969423,-0.396586050293686,-4.99447800189038,-4.364947648279,-3.40434026997668,-3.31867829663219,NA,-0.631530245698161,-2.456621749037,-3.6220304451265
"2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences",-4.15444653063349,0.30467586386866,-5.4537106509513,-0.368057976769871,-1.00300290469113,0.169455761795266,-2.72481948744837,-3.55286028482201,0.387141919973837,-6.62187286579958,-6.28176210787426,-4.46443856957656,-1.09419873106349,-0.593871183803703,-0.625455100583292,-6.0968234979764,-6.11100135300426,-0.891070789171786,-0.780410939569393,-0.382060274757906,-5.22711778846331,-5.3128377700879,-4.41407448990797,-5.94081796661795,-3.59167378235554,-5.81079764031366,-4.08719976430128,-4.23364790475296,-6.79825762752174,-1.50124610577893,-5.69791760179981,-4.93072718421035,0.580064017462747,-0.33716222371389,-0.0552764001060148,0.0608325833518749,-0.631530245698161,NA,-0.559839957743666,-1.3773828981642
"1642.MS00562",-0.369818856668318,-4.62958434127369,0.0994034093364345,-5.11702064533145,-4.08218988503641,-1.80888041979594,2.07344146282586,0.962305103261232,-2.78049823219143,-0.416467898953417,0.195464732635656,0.961013129007477,-2.58002714692088,0.882171157295793,-1.56648161046141,0.0480071058373619,-0.0648211350207888,-1.88588289663528,-2.94320327731565,-3.28504809905202,0.826400264634075,1.08141586938868,-0.185581266364362,0.00204572073753337,0.531231978564945,-0.278519917408682,-0.035821279489794,0.872850259097123,0.0367518817212559,-1.87109823062639,-0.347562407043062,0.0168585659979848,-1.69310894592655,-3.59023720497727,-3.63985254359139,-4.20898822629288,-2.456621749037,-0.559839957743666,NA,-1.98360182862186
"1642.MS00360",-0.799691959635488,-2.19742560499129,-0.734543954984222,-2.56106141444595,-2.73558503129329,-1.9147486084493,0.28738272707629,-0.0276937767884441,-1.44197233862198,-1.14274859078817,-0.312336968649759,0.302462346549912,-3.94103507925238,-0.0757524431889756,-2.71393075214099,-0.892104703405489,-0.897756887052377,-3.1057381461852,-4.24614835888188,-2.73930604454498,0.333545053328547,0.799884287831353,-1.49045984913321,-0.614394665236787,-1.52770289275562,-1.06977123180625,-1.53600700789785,0.430488069584033,-0.798373969271029,-3.84843106764574,-1.48655884870643,-0.919651099144312,-4.03484166259442,-2.7690718017821,-2.416466617657,-2.21201966340722,-3.6220304451265,-1.3773828981642,-1.98360182862186,NA
