"","1642.MS00505","2382.DPOO1.C1.HA.4.35.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00577","1642.MS00396","2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.4.492.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.4.768.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.79.root.6.11.lane1.NoIndex.L001.sequences","2382.RU006.C181.RH.5.597.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00469","2382.SH004.C1.RH.5.422.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.3.788.root.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.4.793.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.1.627.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.2.757.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00427","2382.SH004.C1.RH.2.7.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00492","2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00629","1642.MS00339","1642.MS00387","1642.MS00344","1642.MS00588","2382.DPOO1.C1.HA.3.438.root.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.3.762.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00430","2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.2.458.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00476","2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences","2382.SH008.C6.HA.3.338.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00347","1642.MS00384","2382.SH008.C6.HA.4.542.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00575","1642.MS00544","2382.SH005.C3.RH.4.667.rhizo.9.12.lane7.NoIndex.L007.sequences"
"1642.MS00387",0.0194873945314,0.0710211931044,0.021331169433,0.018464386611,0.0726802431865,0.0710309082387,0.0865918281113,0.0692212971285,0.0669160961659,0.0239876386303,0.0692291984496,0.0777568646095,0.0723236595109,0.0740746016354,0.0652554340926,0.070565040096,0.0203720948363,0.0785981291562,0.0202609335765,0.0757374700761,0.02339990978,0.0214739078769,0,0.0211172387198,0.0273135048502,0.0762541557183,0.0700935433528,0.0179518130728,0.0710368932217,0.0722624514494,0.0725241422476,0.0198765672073,0.0680792556715,0.082621761518,0.0274885507839,0.0171914219192,0.0663406594358,0.0257585434527,0.0179676205529,0.0663948736122
"1642.MS00344",0.0247751689603,0.0682430883964,0.0267726622993,0.0198957512222,0.0705132523282,0.0740155087423,0.0768967458623,0.0654826256223,0.0670126468214,0.0302768300436,0.0722458993018,0.0738589643944,0.0845779341265,0.0683294292514,0.0706156281645,0.0736753433124,0.021046744177,0.0717668427041,0.0286510380047,0.0715386698933,0.0316882532077,0.0186051812432,0.0211172387198,0,0.0354259859781,0.070741290727,0.0696255990763,0.0217576198349,0.0691382813599,0.0636339393697,0.0777025558404,0.0247038767068,0.0676767462042,0.0751223794966,0.0154190119966,0.0178337880398,0.070919160238,0.0308588618333,0.0255247133228,0.0689838333731
"1642.MS00588",0.0248474740045,0.0882128828891,0.022569574391,0.0260706868108,0.0845072151784,0.0913375620147,0.1055576308069,0.0837582774989,0.0858353383086,0.0221381529569,0.0872741201315,0.0942828856716,0.0948618956353,0.0887184888676,0.0838403764942,0.093647920696,0.0253091317389,0.0924658447814,0.0262249199492,0.0893842485889,0.0312864464892,0.0268789837789,0.0273135048502,0.0354259859781,0,0.0904255853297,0.0939253604338,0.024177448659,0.0902379758465,0.0826412789961,0.0915932569766,0.0247782131576,0.086683005045,0.0936428947261,0.0391906900217,0.0273904051856,0.0864585683591,0.019979636535,0.0259069166976,0.0871691777795
"2382.DPOO1.C1.HA.3.438.root.4.12.lane7.NoIndex.L007.sequences",0.0765535559078,0.0151237996497,0.0835934483024,0.0880150315879,0.0141911693441,0.038414458252,0.0211910156481,0.0177806025647,0.0413312690557,0.0911536502404,0.0332170790145,0.0273028578285,0.03710887058,0.0276959598151,0.0324889722381,0.0394094348886,0.0804006069639,0.0260373676781,0.0916080258296,0.0162287391686,0.0763630729395,0.0673315949296,0.0762541557183,0.070741290727,0.0904255853297,0,0.0356763791623,0.0759309443845,0.0219747625758,0.0197850116103,0.0385248795169,0.0861635495265,0.022576339825,0.0180933183696,0.0812334212971,0.0729420716692,0.0319499453109,0.0830046914164,0.0747927372461,0.0330416092374
"2382.HE003.C181.HA.3.762.rhizo.9.12.lane7.NoIndex.L007.sequences",0.0719466092202,0.0331708211738,0.0808439379888,0.0816608654297,0.0341284027688,0.0308418045761,0.0338956725614,0.0337233441752,0.0316794264448,0.0820583048455,0.0287899184492,0.0357211663947,0.028795744755,0.0373101890655,0.0299539796389,0.0190393884583,0.0762009454848,0.0370183302782,0.0829179898172,0.0344749890996,0.0693472869495,0.0741367988923,0.0700935433528,0.0696255990763,0.0939253604338,0.0356763791623,0,0.0772475528971,0.0279142889622,0.03962044007,0.0297994932404,0.0792413528173,0.024280238221,0.0379524676588,0.07636447538,0.0664534566941,0.0270056359275,0.0854328850189,0.0685022667806,0.0225168533626
"1642.MS00430",0.0186189661521,0.0740908811718,0.019651781475,0.0186239541596,0.0741502252532,0.0745319509429,0.0862238994248,0.072556023002,0.0708704603272,0.0207877566495,0.0762099794942,0.0787604838783,0.0797662621578,0.075759468827,0.0729717796658,0.080026380111,0.0178687953297,0.0841759004582,0.0196265159827,0.0783297661056,0.0249951003813,0.0188410092498,0.0179518130728,0.0217576198349,0.024177448659,0.0759309443845,0.0772475528971,0,0.0761683834094,0.0742705789196,0.0798757295067,0.0188523335975,0.073721571097,0.0831025843393,0.0271850177071,0.0185301249068,0.0721572852822,0.0219251862429,0.0199396963446,0.0736797605363
"2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences",0.0742913026249,0.0200421385409,0.0836355190892,0.083507403064,0.0238423796463,0.0455198567215,0.0150295254847,0.0217506117669,0.0353042043263,0.0895929378119,0.0352909961772,0.0255829576195,0.0455910192938,0.0264440250496,0.040251414654,0.0257851721184,0.0781371285093,0.0212962032816,0.086059289398,0.0219878771129,0.0732830375602,0.069653382467,0.0710368932217,0.0691382813599,0.0902379758465,0.0219747625758,0.0279142889622,0.0761683834094,0,0.0193435802236,0.039175940502,0.0869182822053,0.0180308310043,0.0202972954302,0.0796815498073,0.0742056714063,0.0316379916323,0.088925813268,0.0743175805527,0.0316846786671
"2382.SH005.C3.RH.2.458.root.4.12.lane7.NoIndex.L007.sequences",0.072059289247,0.0176577226052,0.0774492017467,0.0814437408663,0.0223750285115,0.0482700389779,0.0178004360073,0.0189092189145,0.0449431155546,0.0828248086862,0.0361367375272,0.0279314767554,0.0422985298218,0.026432975069,0.0454645327284,0.045411661042,0.0747959070327,0.0109306654675,0.0899214876801,0.0373492098918,0.0772176607687,0.0596408910784,0.0722624514494,0.0636339393697,0.0826412789961,0.0197850116103,0.03962044007,0.0742705789196,0.0193435802236,0,0.048866386791,0.0811594517475,0.0237421375867,0.0149907634962,0.0700950423409,0.0682267631012,0.0332773614418,0.0835674244986,0.074515300832,0.0362006786557
"2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences",0.0742388064643,0.037923529931,0.0840813751631,0.086445462273,0.0376236014749,0.022545912583,0.0462069984114,0.0351513163261,0.0393191181754,0.0881685205648,0.0315953699964,0.048369945299,0.0265363974676,0.0497600477368,0.0255692031984,0.0310776805516,0.0807447885406,0.0527066152557,0.0828885312084,0.0386775690151,0.0702626933157,0.0799544863947,0.0725241422476,0.0777025558404,0.0915932569766,0.0385248795169,0.0297994932404,0.0798757295067,0.039175940502,0.048866386791,0,0.0816423768277,0.0318727652025,0.0470426981557,0.0881746860114,0.0699464606697,0.0276260110386,0.0877399409397,0.0730005201551,0.0255341583222
"1642.MS00476",0.0175349829598,0.0831162886092,0.0187272907925,0.0202113657383,0.081954705222,0.0782671897846,0.0981692986294,0.0834642998751,0.0749731447532,0.0185164167457,0.075356471689,0.0885223717137,0.0850599228169,0.0878993121171,0.0726354818458,0.0791376132601,0.0215441534797,0.0897211729493,0.0182000071685,0.0891588430488,0.0232914819743,0.024466630804,0.0198765672073,0.0247038767068,0.0247782131576,0.0861635495265,0.0792413528173,0.0188523335975,0.0869182822053,0.0811594517475,0.0816423768277,0,0.0803153658846,0.099885550036,0.0302806740965,0.0187755322855,0.0734044262747,0.0208444363381,0.0177222683046,0.0745165134343
"2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences",0.0726902122329,0.0199401168291,0.0797058011028,0.0807244739756,0.0209839755762,0.0379840209772,0.0197383469653,0.0204259201452,0.0341104371324,0.0862073436918,0.0260140542257,0.0268375592211,0.0368128603456,0.0277295015743,0.0317717259601,0.0233093786955,0.0760585690284,0.0210628184683,0.0835818548577,0.0206452111264,0.0715241986093,0.0687677624866,0.0680792556715,0.0676767462042,0.086683005045,0.022576339825,0.024280238221,0.073721571097,0.0180308310043,0.0237421375867,0.0318727652025,0.0803153658846,0,0.0192541797215,0.0763691205235,0.0695501109715,0.0267574829125,0.0831977345176,0.070959991537,0.0245392811944
"2382.SH008.C6.HA.3.338.root.9.11.lane1.NoIndex.L001.sequences",0.081824619583,0.0169568227419,0.0871066945721,0.0936456274014,0.0205395607012,0.0546510042496,0.0189569684839,0.017670846247,0.0402831789637,0.0956253178683,0.0365854673002,0.023016460299,0.0503395951464,0.0246317058514,0.0511469091853,0.0429634322682,0.0858215874313,0.0160064913227,0.0994619212481,0.0154522075889,0.0849986150809,0.0732490280099,0.082621761518,0.0751223794966,0.0936428947261,0.0180933183696,0.0379524676588,0.0831025843393,0.0202972954302,0.0149907634962,0.0470426981557,0.099885550036,0.0192541797215,0,0.0869989300365,0.0853793489581,0.0333719310964,0.093722754633,0.0831643944136,0.0379010627167
"1642.MS00347",0.0313586348128,0.077688403096,0.0328058202775,0.0235543805834,0.0835364900428,0.0835991536248,0.0935423133127,0.0741881762448,0.0770339877278,0.0374004972136,0.0819088057959,0.0850370709235,0.0914172075784,0.0786364577587,0.0782750322619,0.0813983732729,0.0242114297431,0.0791897966676,0.0378659420587,0.0802178881541,0.0395702887743,0.0214717954952,0.0274885507839,0.0154190119966,0.0391906900217,0.0812334212971,0.07636447538,0.0271850177071,0.0796815498073,0.0700950423409,0.0881746860114,0.0302806740965,0.0763691205235,0.0869989300365,0,0.0213896642273,0.0805237238431,0.0367993886592,0.0332585299335,0.0774363933437
"1642.MS00384",0.0183960275064,0.0719702780571,0.0199045146316,0.0175938053421,0.0701457453766,0.0704017233607,0.0844852664151,0.0708251081686,0.0638703411838,0.0208109921298,0.0675580677947,0.0745058576656,0.0879991696195,0.0729086733631,0.0650697744136,0.0692185703729,0.0182674543647,0.077374268768,0.0198335086993,0.0774858084372,0.0242799075554,0.0177254530991,0.0171914219192,0.0178337880398,0.0273904051856,0.0729420716692,0.0664534566941,0.0185301249068,0.0742056714063,0.0682267631012,0.0699464606697,0.0187755322855,0.0695501109715,0.0853793489581,0.0213896642273,0,0.0642767627322,0.0216730685872,0.0187817362155,0.0655344590396
"2382.SH008.C6.HA.4.542.rhizo.4.12.lane7.NoIndex.L007.sequences",0.0684091447046,0.0291982300196,0.0779031673694,0.0797691923512,0.0281419749138,0.0275162980066,0.0422705384411,0.0314495661123,0.0346907245978,0.079880966504,0.0173980737143,0.0444870468006,0.023500025754,0.0412642822889,0.0209310038447,0.0276753058125,0.0728437533497,0.0319302032828,0.0793642851432,0.0354091679535,0.0658760410399,0.0683358386511,0.0663406594358,0.070919160238,0.0864585683591,0.0319499453109,0.0270056359275,0.0721572852822,0.0316379916323,0.0332773614418,0.0276260110386,0.0734044262747,0.0267574829125,0.0333719310964,0.0805237238431,0.0642767627322,0,0.0803034682108,0.0648067164681,0.0181702057012
"1642.MS00575",0.0192626255532,0.0837560783151,0.0188169216768,0.0234591171577,0.0805085474507,0.0873624273462,0.0972398469634,0.0809604118718,0.0799748993285,0.0192051535665,0.0822825351865,0.0861587440981,0.1082095170948,0.0835864750526,0.0787518481836,0.0868798663984,0.0222928236181,0.0910325649479,0.0214044504341,0.0859447083131,0.0274346926546,0.0247597334406,0.0257585434527,0.0308588618333,0.019979636535,0.0830046914164,0.0854328850189,0.0219251862429,0.088925813268,0.0835674244986,0.0877399409397,0.0208444363381,0.0831977345176,0.093722754633,0.0367993886592,0.0216730685872,0.0803034682108,0,0.0200767589911,0.0802956388392
"1642.MS00544",0.0151543112483,0.0718826215497,0.0171057403807,0.0206196722043,0.0735504461427,0.0723212814824,0.0862019370865,0.0691199168512,0.0689970661906,0.0186202830016,0.0681380778044,0.0762876556415,0.0871589516369,0.0730161455551,0.0666224961492,0.0704937748615,0.0208308753346,0.082426618426,0.0169069682514,0.0755245848893,0.019521842229,0.0243479593325,0.0179676205529,0.0255247133228,0.0259069166976,0.0747927372461,0.0685022667806,0.0199396963446,0.0743175805527,0.074515300832,0.0730005201551,0.0177222683046,0.070959991537,0.0831643944136,0.0332585299335,0.0187817362155,0.0648067164681,0.0200767589911,0,0.0662043058574
"2382.SH005.C3.RH.4.667.rhizo.9.12.lane7.NoIndex.L007.sequences",0.0698206123194,0.0308872814029,0.0784110787092,0.0798501107582,0.0306455467593,0.0275087698572,0.0388767132911,0.0306513092604,0.0321595988288,0.0823484079915,0.0202435606741,0.039263885318,0.0171386981386,0.039098141497,0.0232034972152,0.0257730490741,0.0752909072761,0.0329312569316,0.0805346989264,0.0360446550954,0.0655907479955,0.0705846082922,0.0663948736122,0.0689838333731,0.0871691777795,0.0330416092374,0.0225168533626,0.0736797605363,0.0316846786671,0.0362006786557,0.0255341583222,0.0745165134343,0.0245392811944,0.0379010627167,0.0774363933437,0.0655344590396,0.0181702057012,0.0802956388392,0.0662043058574,0
