"","1642.MS00505","2382.DPOO1.C1.HA.4.35.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00577","1642.MS00396","2382.DPOO1.C1.HA.3.638.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.4.492.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.4.768.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.79.root.6.11.lane1.NoIndex.L001.sequences","2382.RU006.C181.RH.5.597.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00469","2382.SH004.C1.RH.5.422.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.3.788.root.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.4.793.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.1.627.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.2.757.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00427","2382.SH004.C1.RH.2.7.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00492","2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00629","1642.MS00339","1642.MS00387","1642.MS00344","1642.MS00588","2382.DPOO1.C1.HA.3.438.root.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.3.762.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00430","2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.2.458.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00476","2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences","2382.SH008.C6.HA.3.338.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00347","1642.MS00384","2382.SH008.C6.HA.4.542.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00575","1642.MS00544","2382.SH005.C3.RH.4.667.rhizo.9.12.lane7.NoIndex.L007.sequences"
"1642.MS00629",-3.20515388476506,-0.11407565372551,-3.72728263070788,-3.01674496429919,-0.297316245715874,3.11618394831832,-0.120507719277237,0.741117321371362,4.27212246047604,-2.5766327022639,3.3244779423104,0.567686282146481,5.33214724250258,0.14333844105782,2.56549400275661,0.447635242495624,-1.89305078006415,-0.100632087197303,-2.32683138382117,-0.033318307943282,NA,-2.8336113087566,-2.39825986869455,-2.27087223804398,-2.37042066850821,0.499750847444713,2.00028206865845,-4.11006630428885,-0.668229393671491,-1.19536239041057,4.92106242104995,-2.73495164014101,0.336444976914926,1.26313306274016,-1.53959881636227,-3.78993444466932,1.92661005009781,-2.81980817346371,-3.49764206674273,2.27580795748117
"1642.MS00339",-3.55641579938767,-1.21432506456585,-3.76759334217231,-5.19056221557996,-1.40886157587663,0.928608682465254,-0.925888100686935,-1.29223026081442,0.107531925068028,-3.82968898594315,0.193626647810901,-0.725686231168967,4.27957147089001,-0.591418289952497,3.0831982710233,-0.0634051917953449,-2.35544619978617,-1.19297817214161,-2.59637992491554,-1.32677483052105,-2.8336113087566,NA,-3.74794252651352,-3.57770797725217,-3.36019297217843,-1.39684485423835,0.1751648231679,-5.14249879749416,-1.26387361341158,-1.94862846531708,1.58360218070109,-4.16595789334524,-0.834123599398422,-1.024208669072,-2.92851635752677,-4.94950977543467,-0.409803696556055,-4.44556424251999,-3.86330494482345,0.118334366691384
"1642.MS00387",-2.42272470417335,0.289235013415155,-2.9754653734224,-3.85697579649093,-0.00188152460296981,3.00741459778641,0.0900001338678609,0.917620528625916,4.63939660196584,-1.1741338078483,3.55538551663209,1.11241385174467,5.92709146023429,0.32040854792269,3.878958050509,0.307895373758705,-1.82745952614117,2.42050599067003,-2.11821671129975,0.371582631177658,-2.39825986869455,-3.74794252651352,NA,-2.62596996896801,-3.47544594999383,0.775935421170006,2.18758714116643,-3.82925703254523,-0.307488642083882,-0.904695318461882,5.91571438613701,-3.64640184193783,0.917984093284099,1.44771699363835,-2.00555957297701,-3.31967208100187,2.2701456567946,-3.42791704568175,-3.33809398254538,2.86852112046288
"1642.MS00344",-2.83474005220186,-1.69879931424075,-2.62543975655202,-4.21047147513659,-1.22645648379872,0.998136596810716,-1.1756931554345,-1.02515770789808,0.757659501448964,-2.27168131728137,0.622191471162224,-0.899985936920929,3.82013407750801,-0.982614859197276,1.46112951743685,0.160146312945349,-2.45046525194315,-1.14621378036978,-1.86664799691777,-1.43157535486564,-2.27087223804398,-3.57770797725217,-2.62596996896801,NA,-2.5079325986114,-1.6486695375734,-0.399671116173202,-2.27239146755514,-1.66812864067031,-3.27229267547225,2.502156398268,-3.87799420761043,-0.920052521015152,-0.828195955756584,-5.34323893158232,-3.28003930639329,0.395021187678834,-3.48580796748796,-2.67673438530955,0.101656079051495
"1642.MS00588",-2.2749446165409,2.04079758277414,-3.38872436313921,-3.6149124760014,1.07975577256854,6.05139664467043,1.47461920115113,3.42029370495653,6.872008649858,-2.38163692198176,7.04077784210449,2.19216218102567,11.2883518731283,0.95032402829741,8.54441400188694,3.17162901255422,-3.05576255855829,4.8957868660605,-2.03629188928823,1.92078116811715,-2.37042066850821,-3.36019297217843,-3.47544594999383,-2.5079325986114,NA,1.90210113360338,7.42032302543616,-4.71230102405,2.74905620940877,-0.925871633443832,9.30083015889118,-4.04557298431351,3.81663479984967,2.64090177159418,-2.14522963241318,-3.30295294493204,6.59597693945218,-3.20113133372575,-3.23501607108792,7.40205126527035
"2382.DPOO1.C1.HA.3.438.root.4.12.lane7.NoIndex.L007.sequences",-0.299020336949698,-6.5029758536932,0.590015298488647,1.94896453441755,-3.37980731465785,-3.89333559130504,-5.47700871712812,-7.21709814947967,-4.67961088500006,2.16184579131743,-5.52385348979043,-4.40555629748694,-4.07809292533194,-2.61991711111439,-3.40089014797747,-3.91830862681753,0.331794705560439,-4.22825895000649,2.73065391236764,-5.79605479825223,0.499750847444713,-1.39684485423835,0.775935421170006,-1.6486695375734,1.90210113360338,NA,-4.7525737906809,-0.0787065346946254,-5.26250022362125,-6.11941817640764,-3.76782131771939,1.17355857089152,-4.54483900501309,-6.40570194230143,-0.582676105994559,-0.778429936090783,-4.16390842190791,-0.331758492121285,-0.228320105247647,-5.04800002693981
"2382.HE003.C181.HA.3.762.rhizo.9.12.lane7.NoIndex.L007.sequences",0.292579008385394,-4.84547695878297,2.1620093478222,4.93027983214141,-4.51627719527421,-4.52027168633606,-2.80051412642308,-6.15080105054894,-9.01380161506354,3.5114427985826,-7.77186412825455,-4.4741336710327,-5.13735831861839,-3.01835316786256,-6.59515762472126,-4.69044936460288,1.88028042378044,-2.41165242394689,6.13051008772204,-5.36288614181456,2.00028206865845,0.1751648231679,2.18758714116643,-0.399671116173202,7.42032302543616,-4.7525737906809,NA,4.07590781757713,-4.52828427542474,-2.80651926223724,-5.36432738873236,3.45335785311419,-4.53177753469499,-4.1654432695064,0.371116736428254,-0.322108016424096,-8.45206178003858,1.54112277965186,0.551859720999998,-9.2501839104527
"1642.MS00430",-4.16719167608431,-0.382369149470671,-4.24877699917971,-4.32637821114032,-0.454532176462624,3.59606747719682,-0.293970273329708,0.362318883342984,4.64491057416645,-3.39590856952196,5.0599493274385,0.616290434627528,7.6982045488482,0.0355602446818566,5.5459009154757,1.5430686604601,-1.99239564118955,-0.266963333536175,-4.77899685623321,-0.308932410531055,-4.11006630428885,-5.14249879749416,-3.82925703254523,-2.27239146755514,-4.71230102405,-0.0787065346946254,4.07590781757713,NA,-0.639138027224626,-1.22608727047574,7.99459022607626,-4.98184165148498,0.563957122181221,0.672196595732935,-1.5594111074971,-4.11817139166816,3.37782562229405,-4.9999764063989,-4.18411728646421,5.1034460504443
"2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences",-0.623217397768308,-5.77485285540499,0.341436199203167,0.99267044689268,-4.59341983189205,-3.63333063961157,-5.9744390884507,-7.11426609459166,-5.6276513885249,1.46601924698042,-5.5950245803144,-4.4634977791759,-2.43479725649778,-2.56949901973837,-4.32219438484338,-4.57002684106102,-0.429230328409271,-5.30060527261212,1.4859250329959,-4.73970352968255,-0.668229393671491,-1.26387361341158,-0.307488642083882,-1.66812864067031,2.74905620940877,-5.26250022362125,-4.52828427542474,-0.639138027224626,NA,-2.54537990096016,-4.17480249657159,1.0958946880604,-5.60872181629948,-5.51787148532859,-0.482923707985302,-0.742578616894018,-5.74466425400698,0.0544881747417369,-0.458477862534011,-6.41969428137852
"2382.SH005.C3.RH.2.458.root.4.12.lane7.NoIndex.L007.sequences",-0.962571463059908,-5.29819641427048,-1.27499739811808,-0.961893806449948,-2.36835879886878,-2.37899061388031,-2.48498988378535,-6.84272285570322,-6.62244434542245,0.448977668944878,-7.96096395902283,-5.04489690809996,-4.93211614022828,-3.50011933052594,-5.54966751969571,-2.26183435758647,-1.06122616533429,-7.62864998467469,2.71788554857836,-1.58985244826259,-1.19536239041057,-1.94862846531708,-0.904695318461882,-3.27229267547225,-0.925871633443832,-6.11941817640764,-2.80651926223724,-1.22608727047574,-2.54537990096016,NA,-4.51651002946708,0.148339891132483,-6.20800893786803,-5.04912651799247,-2.03199903904926,-1.73760231907977,-8.0856989155428,-1.08095866904166,-0.697381826548397,-7.15084944833304
"2382.MU002.C3.HA.5.697.rhizo.9.12.lane7.NoIndex.L007.sequences",1.1629853716862,-3.65474083271903,3.96786532391655,9.55659785452389,-3.38147196719174,-5.78126948136917,-4.66359343618446,-4.41955094422754,-5.57493556635673,7.05141430541491,-4.16732758778709,-2.31968725851091,-2.69232838543958,-1.40697058670292,-5.54700164151205,-3.83925345144632,4.16046555260183,-1.40310446725649,9.3599277136012,-3.70948057451254,4.92106242104995,1.58360218070109,5.91571438613701,2.502156398268,9.30083015889118,-3.76782131771939,-5.36432738873236,7.99459022607626,-4.17480249657159,-4.51651002946708,NA,6.31796743452286,-3.7236642832394,-2.33639020899295,3.6494625058348,1.00984612152942,-6.19382212485627,2.68755108841035,2.18556899986706,-5.57094654708036
"1642.MS00476",-3.46608487724759,0.765037954601234,-4.35923336334847,-4.18408104738532,0.476665917463115,3.52875245931969,0.697420763511496,2.65307605093412,3.84897626832945,-4.30029470174509,3.43215449589675,1.55130102488435,6.58307447780566,1.17704053518669,5.09140154514975,1.07617649767006,-2.49222762635323,0.0873045266285903,-3.35315445661345,0.695219160468864,-2.73495164014101,-4.16595789334524,-3.64640184193783,-3.87799420761043,-4.04557298431351,1.17355857089152,3.45335785311419,-4.98184165148498,1.0958946880604,0.148339891132483,6.31796743452286,NA,1.44593864806098,2.42329808168119,-2.77784785129716,-4.63813293572318,2.48842095213042,-4.098713624578,-4.39660762768468,3.30262449218033
"2382.SH007.C6.RH.1.303.root.9.11.lane1.NoIndex.L001.sequences",-0.201856740092685,-4.5468386848388,0.958466204010357,1.91387722624437,-3.73035247859566,-3.48329844442102,-7.35315287280893,-6.28453036367112,-4.90814890071534,2.61049036804128,-5.11912662542517,-4.29397740939437,-0.937894460307868,-2.47707877636995,-4.3748246164165,-6.13223112625798,0.518027661216253,-6.84041301543885,2.68014311076453,-4.54529141208741,0.336444976914926,-0.834123599398422,0.917984093284099,-0.920052521015152,3.81663479984967,-4.54483900501309,-4.53177753469499,0.563957122181221,-5.60872181629948,-6.20800893786803,-3.7236642832394,1.44593864806098,NA,-4.9142451175742,-0.0540203071203688,-0.528224097796439,-4.59673153242643,0.352515194967401,-0.0359044300017088,-6.48011534004181
"2382.SH008.C6.HA.3.338.root.9.11.lane1.NoIndex.L001.sequences",-0.0423422815309778,-5.71823401755825,0.662214955581975,2.1777276531094,-3.95009838993247,-2.63421105344237,-3.15662561287899,-6.28351143840293,-4.50955528670462,2.15833505073854,-4.12155286809427,-3.87643294559209,-1.24974036714467,-2.51805368630368,-2.15056287293751,-2.92068150294349,0.659935018008,-4.62561507521083,3.26837254163061,-6.14489969464335,1.26313306274016,-1.024208669072,1.44771699363835,-0.828195955756584,2.64090177159418,-6.40570194230143,-4.1654432695064,0.672196595732935,-5.51787148532859,-5.04912651799247,-2.33639020899295,2.42329808168119,-4.9142451175742,NA,0.376646116224255,0.254519409281496,-4.41983679167115,0.465748714447939,0.541073541433137,-3.4373408120232
"1642.MS00347",-2.05726934633914,-0.626788378071854,-1.94194708939713,-2.34112305655344,0.289117675225993,1.94652397354583,0.0475167668021294,0.0314114914932288,1.58383777630486,-1.54173002683928,1.60583761880473,0.175544314390072,3.83660912242664,-0.230879132713348,2.07113602785106,0.786448339471315,-2.10152843306961,-0.784159777621509,-0.831193578811529,-0.688293820181835,-1.53959881636227,-2.92851635752677,-2.00555957297701,-5.34323893158232,-2.14522963241318,-0.582676105994559,0.371116736428254,-1.5594111074971,-0.482923707985302,-2.03199903904926,3.6494625058348,-2.77784785129716,-0.0540203071203688,0.376646116224255,NA,-2.4599659315134,1.38848762346171,-1.76649516879708,-1.78428068892726,0.968833979457773
"1642.MS00384",-4.07786819031009,-0.890657289748627,-3.987829611269,-4.63671708241605,-0.971292921583321,0.628899345493314,-0.519785195860719,0.877388299077921,0.231299334261073,-4.10380664387417,0.218167854701414,-0.417248813915309,3.73494754041589,0.358828963694657,3.25029595324132,-0.435165813585479,-2.34352675332895,-0.802228470761971,-3.74850114656546,-0.716449813903062,-3.78993444466932,-4.94950977543467,-3.31967208100187,-3.28003930639329,-3.30295294493204,-0.778429936090783,-0.322108016424096,-4.11817139166816,-0.742578616894018,-1.73760231907977,1.00984612152942,-4.63813293572318,-0.528224097796439,0.254519409281496,-2.4599659315134,NA,-0.25817778002703,-5.03243285143273,-4.54430966514275,0.0703074628906854
"2382.SH008.C6.HA.4.542.rhizo.4.12.lane7.NoIndex.L007.sequences",0.0859599672153565,-4.41629916483062,2.08653057619249,5.63308603160251,-4.15084720885641,-6.2792558547649,-3.10185966320382,-6.22332759475933,-7.6417558707951,3.63083132634583,-6.21779943108151,-4.23332854043329,-6.8745179985472,-3.13601102266182,-8.58395442735726,-7.29605021917232,1.64205693437825,-2.21210614706141,5.95717994937007,-4.70886342866218,1.92661005009781,-0.409803696556055,2.2701456567946,0.395021187678834,6.59597693945218,-4.16390842190791,-8.45206178003858,3.37782562229405,-5.74466425400698,-8.0856989155428,-6.19382212485627,2.48842095213042,-4.59673153242643,-4.41983679167115,1.38848762346171,-0.25817778002703,NA,1.10173698007701,0.359197209681832,-7.25644315581487
"1642.MS00575",-3.60750500971932,-0.136382218054244,-3.56676252484276,-4.09625299595963,-0.433002357250968,1.949242992121,0.129440330019403,2.20168145490624,1.43334105161853,-3.42630741846571,1.4751606896841,0.192112642032133,5.40250296608301,0.964885162243692,6.10501147552689,0.898839733508116,-2.69751718409219,-0.293467413470966,-3.70870451872225,-0.335094633028415,-2.81980817346371,-4.44556424251999,-3.42791704568175,-3.48580796748796,-3.20113133372575,-0.331758492121285,1.54112277965186,-4.9999764063989,0.0544881747417369,-1.08095866904166,2.68755108841035,-4.098713624578,0.352515194967401,0.465748714447939,-1.76649516879708,-5.03243285143273,1.10173698007701,NA,-5.21376376116231,1.36537488715022
"1642.MS00544",-4.58525659436396,-0.634313309753879,-5.00156325417085,-3.67630021611731,-0.434299941783868,1.52061545754681,-0.239913918358244,1.10812222822324,1.39011354039699,-4.57007731361231,0.923643734878749,0.043502635965711,4.86842902377463,0.401744413782964,5.61251508571073,-0.0276054173034594,-2.52991990630684,-0.396739240299791,-3.97665944366083,-0.544426746325711,-3.49764206674273,-3.86330494482345,-3.33809398254538,-2.67673438530955,-3.23501607108792,-0.228320105247647,0.551859720999998,-4.18411728646421,-0.458477862534011,-0.697381826548397,2.18556899986706,-4.39660762768468,-0.0359044300017088,0.541073541433137,-1.78428068892726,-4.54430966514275,0.359197209681832,-5.21376376116231,NA,0.708678223929582
"2382.SH005.C3.RH.4.667.rhizo.9.12.lane7.NoIndex.L007.sequences",0.494957844985221,-4.95238390456162,2.60604976489065,6.36442048519877,-4.67229994723888,-5.0120503751759,-6.07829576460921,-6.72124362394648,-9.01323243240401,4.76041669285867,-6.77715850297049,-4.36727759401493,-7.1513842334081,-2.98577740280867,-8.18355703059697,-6.90026342040669,2.48218710424232,-5.74756539312716,7.39741080565517,-4.94814868111544,2.27580795748117,0.118334366691384,2.86852112046288,0.101656079051495,7.40205126527035,-5.04800002693981,-9.2501839104527,5.1034460504443,-6.41969428137852,-7.15084944833304,-5.57094654708036,3.30262449218033,-6.48011534004181,-3.4373408120232,0.968833979457773,0.0703074628906854,-7.25644315581487,1.36537488715022,0.708678223929582,NA
