"","2382.DPOO1.C1.HA.2.632.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.1.652.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00606","2382.SH008.C6.HA.1.SH008.rhizo.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00475","2382.DPOO1.C1.HA.3.238.root.9.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.3.487.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.5.323.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00628","2382.RU006.C181.RH.3.388.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00431","1642.MS00588","1642.MS00519","1642.MS00609","2382.MU002.C3.HA.4.493.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00449","2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00427","1642.MS00483","2382.SH007.C6.RH.5.723.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00362","2382.MU002.C3.HA.1.477.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00591","2382.MU002.C3.HA.2.682.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00367","1642.MS00527","2382.DPOO1.C1.HA.4.35.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00405","2382.MU002.C3.HA.5.79.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00604","1642.MS00394","1642.MS00507","1642.MS00550","1642.MS00383","1642.MS00441","1642.MS00351","2382.SH008.C6.HA.1.528.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00347","1642.MS00426"
"2382.SH007.C6.RH.5.723.root.9.12.lane7.NoIndex.L007.sequences",0.051535780374,0.0493667747431,0.1054426145763,0.03970185613,0.0867380352441,0.0237488173154,0.0635362051731,0.0345123193943,0.0144744427768,0.1095205681376,0.0307586299118,0.0829909340931,0.1066481959482,0.1009384720183,0.1148005157569,0.022019572307,0.1090205787105,0.0375443805008,0.0895036231771,0.1107905759444,0,0.0804600873837,0.0534294275874,0.0881596654942,0.0469435384452,0.0763809259867,0.1012085376574,0.0171814715541,0.088842319549,0.0184327970695,0.1026984298813,0.1008246294476,0.0938794152465,0.0993550414898,0.0867406404138,0.09477769894,0.094934851125,0.012437800817,0.0872271484715,0.0868630082136
"1642.MS00362",0.0754238988208,0.0740720603195,0.0313806338573,0.0681772219239,0.0243270013911,0.066368979376,0.0782642867366,0.0678367979773,0.0707258687872,0.0276176350774,0.0712026464507,0.0207180862385,0.0341834914719,0.0297292779011,0.0262992648755,0.0745730679593,0.0250974980913,0.0625875276769,0.0191265716091,0.0266480671886,0.0804600873837,0,0.0708470022456,0.0320382179671,0.0719892875768,0.0168896685607,0.0296097758431,0.0680893288342,0.02015158529,0.0659190393493,0.0282130952148,0.020829520517,0.0279419988423,0.0276421318229,0.0203861676577,0.0245580062581,0.0181991971292,0.0781815791815,0.0218838962463,0.0185019405414
"2382.MU002.C3.HA.1.477.rhizo.4.12.lane7.NoIndex.L007.sequences",0.0231747663717,0.0220323563641,0.0860378437338,0.0241902728557,0.0784530719436,0.0395619831492,0.0198657158126,0.0272879628565,0.0467866851469,0.0802130737358,0.0528658544826,0.070429759278,0.0905029709861,0.0907890106284,0.0838637750668,0.0445684372024,0.0823993368562,0.0517820231118,0.0807980043731,0.08573784696,0.0534294275874,0.0708470022456,0,0.0763644437291,0.0201446507238,0.0700655750123,0.0821072449795,0.0390527973246,0.0731312725403,0.0342882818394,0.0803335749683,0.0752834570273,0.0865367663792,0.0887537754076,0.0748314535844,0.0791536270551,0.0762067554021,0.0506413585215,0.0819000657477,0.0726140963318
"1642.MS00591",0.075647111548,0.0746323106208,0.0291958955693,0.0737450707011,0.0267108782919,0.0781814747643,0.0785983448818,0.0752169539529,0.078629798588,0.0287721739991,0.0852096027348,0.026767918177,0.0264011365256,0.0238150976301,0.0271712082483,0.089465177594,0.0298225774827,0.0773558207751,0.0285291414451,0.0279955560019,0.0881596654942,0.0320382179671,0.0763644437291,0,0.0742511079505,0.0310743736057,0.0271516639233,0.0755663540436,0.0284788001822,0.0758227585016,0.0243074868962,0.0303891338364,0.0249410186795,0.0237930982892,0.0290755170977,0.0269912062239,0.0336335901427,0.0863252766188,0.0399301139373,0.0296838282238
"2382.MU002.C3.HA.2.682.rhizo.9.12.lane7.NoIndex.L007.sequences",0.0230275520474,0.0237999116605,0.0849792087459,0.02276497694,0.076286728869,0.0370942881469,0.0223158530195,0.0251938702016,0.0411597935695,0.0792294798646,0.0528440086406,0.071129864846,0.088986777828,0.0903666841946,0.0824810508613,0.0391361175278,0.0830534829291,0.0512029180246,0.079370601156,0.0840225314113,0.0469435384452,0.0719892875768,0.0201446507238,0.0742511079505,0,0.0713176027115,0.0815769829446,0.0311179293207,0.0738491452623,0.0308242296744,0.0794869226177,0.0758236604476,0.0874116895725,0.0855387321184,0.0750036587458,0.0793130471484,0.0757274639311,0.0484164224951,0.0834489169251,0.0747039643103
"1642.MS00367",0.0939467561297,0.0842697430126,0.033073707649,0.068018203819,0.0234071069929,0.0654073646283,0.0976999683615,0.0675766329434,0.0676133028251,0.0291141619153,0.0654631932489,0.0195401680979,0.0302070733298,0.0269853608711,0.0280031971154,0.0751221823582,0.0244077888442,0.0592583290272,0.0184577499694,0.0267064351444,0.0763809259867,0.0168896685607,0.0700655750123,0.0310743736057,0.0713176027115,0,0.0282702712037,0.0673698101366,0.0209443839416,0.0633638340529,0.0290466587742,0.0217246598448,0.0274901607972,0.0269273785817,0.0183879736626,0.0240601241009,0.0176100685748,0.0723516899264,0.0195452575676,0.0192422242716
"1642.MS00527",0.0904697990603,0.0885206517341,0.0247694765795,0.0807233357181,0.0239609586988,0.0854376627642,0.0953600110943,0.083161934285,0.0869779810836,0.0234587773431,0.0902852119137,0.0214704010158,0.0223441049513,0.0189819946695,0.0245560695341,0.093053298471,0.022263153607,0.0817560524302,0.0247779513176,0.0213435473481,0.1012085376574,0.0296097758431,0.0821072449795,0.0271516639233,0.0815769829446,0.0282702712037,0,0.0846330549383,0.0242101797575,0.0826467505069,0.0228529750253,0.026082873035,0.0216012917147,0.0230597776779,0.0253288850122,0.0219035826233,0.0296304960161,0.0942006685162,0.0365938728135,0.0273678501091
"2382.DPOO1.C1.HA.4.35.root.6.11.lane1.NoIndex.L001.sequences",0.038319257935,0.0425725893197,0.0873950944151,0.0295095482574,0.0736380408847,0.0190255511618,0.0486284217205,0.0247868270529,0.0201047690619,0.0863809335409,0.0290552423275,0.0703131775345,0.0925838931372,0.0873740589036,0.0898966253078,0.0219446684253,0.0871626827968,0.0335207489799,0.0778376059801,0.0873742842191,0.0171814715541,0.0680893288342,0.0390527973246,0.0755663540436,0.0311179293207,0.0673698101366,0.0846330549383,0,0.0752802272598,0.0167052776738,0.0854311003133,0.0824281845402,0.0823139481312,0.0854253790746,0.0749017132016,0.080203939594,0.0805238215632,0.0189964559006,0.0786905115281,0.0730742955193
"1642.MS00405",0.0719808282306,0.0734259293018,0.0211173226332,0.0710627686384,0.0206897734468,0.0774965101995,0.0774812349882,0.0717197870243,0.0787452322788,0.0219645569023,0.0797996783295,0.0183073004344,0.0290181254444,0.023899342247,0.0208179489901,0.0855667693428,0.0190476177252,0.0701395535961,0.0191845101624,0.0214203209242,0.088842319549,0.02015158529,0.0731312725403,0.0284788001822,0.0738491452623,0.0209443839416,0.0242101797575,0.0752802272598,0,0.072997455294,0.0214887635278,0.0185115334182,0.021408543835,0.0221736503891,0.0184958690812,0.0185034139963,0.0220007989434,0.0840616883291,0.0277659705468,0.0199219741515
"2382.MU002.C3.HA.5.79.root.6.11.lane1.NoIndex.L001.sequences",0.0375127617088,0.0357099216906,0.0887603171835,0.030627581449,0.0728682488092,0.0224106293711,0.0446853605455,0.0297488994482,0.0209488535838,0.0852563701908,0.0283556287594,0.0676037584245,0.0876351130532,0.0860793701151,0.0951661861609,0.0213810832519,0.086488939473,0.0328249130306,0.0751709095966,0.0865923314597,0.0184327970695,0.0659190393493,0.0342882818394,0.0758227585016,0.0308242296744,0.0633638340529,0.0826467505069,0.0167052776738,0.072997455294,0,0.0848038286773,0.0857034342857,0.0780510543716,0.0854968465734,0.0727995296277,0.0782282614745,0.0795409538812,0.0181603417463,0.0753509075796,0.0717569292474
"1642.MS00604",0.0765603301832,0.0795554454699,0.0205427513455,0.0783104011907,0.0234073048066,0.0870809513939,0.0817205487182,0.080477137937,0.0907100969978,0.0188937981033,0.0954226750825,0.0211479140104,0.0279174558027,0.0232297136299,0.0186465289442,0.0948008299913,0.0214969857024,0.0840108692493,0.0243283523277,0.0214132992593,0.1026984298813,0.0282130952148,0.0803335749683,0.0243074868962,0.0794869226177,0.0290466587742,0.0228529750253,0.0854311003133,0.0214887635278,0.0848038286773,0,0.0235718473268,0.0208245902931,0.0208360016627,0.0250662301153,0.0207065746648,0.030484624357,0.0994663366056,0.0380675040084,0.0244405899396
"1642.MS00394",0.0746756114879,0.0774298981403,0.0230979774102,0.0731427281351,0.0218317809049,0.0816103145635,0.0818860333031,0.0741146445829,0.0881023734603,0.0231650144957,0.0947353312581,0.0190920732857,0.0320202376386,0.0263296499418,0.022087034551,0.0938836719396,0.0206958215866,0.0890979498461,0.0199095002331,0.0235363558314,0.1008246294476,0.020829520517,0.0752834570273,0.0303891338364,0.0758236604476,0.0217246598448,0.026082873035,0.0824281845402,0.0185115334182,0.0857034342857,0.0235718473268,0,0.0250458675678,0.025039153181,0.0192526258656,0.0206940032558,0.021046160622,0.1023221384301,0.0272012154544,0.0209041230146
"1642.MS00507",0.1037879237928,0.0976137927269,0.0218326113804,0.0838721738218,0.0211136976467,0.0856037202875,0.1112343901926,0.0867713371236,0.081179544183,0.0226726365315,0.0847137878372,0.0195258910284,0.0224554913224,0.0179119946876,0.0207920241048,0.0940234906187,0.0219959297146,0.0773639768903,0.0220446529833,0.0200459919825,0.0938794152465,0.0279419988423,0.0865367663792,0.0249410186795,0.0874116895725,0.0274901607972,0.0216012917147,0.0823139481312,0.021408543835,0.0780510543716,0.0208245902931,0.0250458675678,0,0.0179714818951,0.023112378382,0.0193639843572,0.030998694255,0.0867170107401,0.0364551292755,0.0250909548714
"1642.MS00550",0.0845406559727,0.0857539658035,0.0216886680848,0.0828165964794,0.0199684732324,0.087694465136,0.0926198849011,0.0852521641847,0.0872298031849,0.0221054592416,0.0928550466462,0.0204453849131,0.0240461415181,0.0194213251095,0.0215863193624,0.0965019690976,0.0221110628024,0.0796464551877,0.022023357803,0.0216435272547,0.0993550414898,0.0276421318229,0.0887537754076,0.0237930982892,0.0855387321184,0.0269273785817,0.0230597776779,0.0854253790746,0.0221736503891,0.0854968465734,0.0208360016627,0.025039153181,0.0179714818951,0,0.0228441078647,0.0205971357392,0.0323301939028,0.0939765038613,0.0391790845504,0.0242341191121
