"","2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.4.218.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00454","1642.MS00355","1642.MS00452","2382.HE003.C181.HA.2.358.root.9.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.4.442.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","1642.MS00340","1642.MS00519","2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00620","2382.RU006.C181.RH.1.143.root.6.11.lane1.NoIndex.L001.sequences","2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.4.15.root.6.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00511","1642.MS00504","2382.DPOO1.C1.HA.1.228.root.9.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00551","1642.MS00521","1642.MS00586","1642.MS00439","1642.MS00410","2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.2.258.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00366","2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00609","2382.GM.181.R3.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00353","2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.79.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00332","1642.MS00518","2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00408","1642.MS00583","1642.MS00449"
"2382.GM.181.R3.rhizo.10.12.lane7.NoIndex.L007.sequences",-4.45782269108565,-4.67640386562857,-4.86792458487054,0.274072384353718,-1.80946737629239,0.781687315113034,-2.53880316511894,-8.35767226450579,-0.842798276860692,1.1390953542671,-4.42274487854143,3.62187177770729,-4.11612569018072,-9.00390989295056,-4.50902597440639,-3.46501761994776,0.110728356815422,-1.08711446866479,-4.12473432022189,-4.63908374511867,0.190510280675953,3.0321492750419,3.68256398233365,1.32853744785468,0.168084497090958,-3.94701318654872,-3.67902211554596,-1.3118192048105,-5.57560179118064,2.70364490166886,NA,-1.7768983216429,-9.69622376732914,-5.18899942392654,-0.540489208208485,0.402389773444816,-4.45280223404439,-0.843788679564002,3.92906606798828,1.53277636767074
"1642.MS00353",-1.02001953579197,-2.16902642884829,-1.98610994681388,-2.57367082936405,-5.72563638751527,-3.67411356444179,-0.592440372428199,-0.218068797774019,-4.37044621866779,-3.51061946235008,-0.880977436313601,-0.243604510813994,-1.77598998050039,0.123331302292442,-0.726611257938655,-0.593765239948203,-2.65283776930005,-3.75834629951843,-1.45309369841434,0.61087919966466,-3.05844134257133,-2.48993948147098,-1.834991481618,-3.29456819293262,-3.8781958078519,-1.913998335991,-0.83621052065394,-4.28893357804577,-1.5604133944666,-1.85615645705396,-1.7768983216429,NA,1.5697557706484,-1.48932907680996,-6.80937948925733,-2.48432799178968,3.37093037111589,-3.3390784643038,-1.9647354140243,-2.78081128678072
"2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences",-4.44847656572742,-4.3058734629463,-2.88556751551002,3.62850881004029,1.02539714779047,3.53790731277492,-5.60344501749055,-7.8670515546776,1.80721734224147,5.15300795030834,-5.09409052186302,8.25211029423938,-3.40321553486126,-7.09037701075702,-1.73317788770583,-7.05156556292535,2.94872266459594,1.40244131459788,-2.23882777978066,-6.79086914734061,2.06334477332462,7.45961497553241,7.3336254689245,5.4350790976475,2.69413588337879,-3.0875545669143,-0.758633538813954,1.75339741065041,-8.5234910370641,6.58396723847017,-9.69622376732914,1.5697557706484,NA,-5.56940025765119,2.21615010725668,3.9124275414307,-4.73856163942382,2.01785038820874,8.62077909395746,5.69758767433146
"2382.MU002.C3.HA.5.79.root.6.11.lane1.NoIndex.L001.sequences",-7.17040315579819,-5.37693187245853,-8.38366586688506,1.64357415991039,-1.69736998361126,0.698942430276623,-7.2934997336536,-6.24856133983534,-1.37642480894434,2.85751642641065,-4.8230182864374,5.80741745272792,-6.67455334645584,-4.19285213825719,-7.5726051912486,-5.74438168789247,2.10899091210862,-1.09523489604778,-3.77624030419705,-5.57852463783194,0.518464498241979,3.47093960518387,3.43466427380644,1.77268964015269,0.860579597521385,-4.70204809077474,-8.43923084998572,-1.50527016408673,-6.62521239159203,2.91578505795328,-5.18899942392654,-1.48932907680996,-5.56940025765119,NA,-1.31270935807721,1.92630760330052,-4.85643940250818,-0.109144397600887,5.70731917142877,2.57238160623712
"1642.MS00332",-1.16882023888535,-1.43699165215328,-1.64568099906744,-1.54222686279759,-6.59393948494357,-4.06966734583341,-0.692268182744117,0.243817922557596,-7.18817890662448,-4.74652932435832,-1.24016363076029,0.428050764506868,-1.27021468615067,1.49149239642496,-0.589332822917034,-0.69067253073368,-2.81104060850116,-3.26806502240223,-1.27779135590964,1.08445134604234,-2.64925027389647,-2.57086612010017,-1.67424110490396,-4.90904181875278,-4.16778663931937,-1.45704891111386,-0.571952551030562,-4.66721266059465,-0.383241640201602,-1.33948567837458,-0.540489208208485,-6.80937948925733,2.21615010725668,-1.31270935807721,NA,-2.15031871118439,4.08624381578339,-4.11778967651319,-1.71229039029161,-3.77589632481599
"1642.MS00518",0.581977887566353,0.544749138861408,0.126635853696678,-4.2175211089474,-2.32178930059287,-4.21568092379673,0.49703815421126,2.40425066047482,-3.17052126139433,-3.44081356085842,0.743174984877538,-1.54629099992009,0.297196578827621,3.22176500237574,2.12770712934178,0.775959252878085,-4.55192866994972,-3.30998910353158,-0.0174741485322773,3.85213530544448,-2.08682996962978,-4.38619308657343,-3.27059727840347,-3.19710269606637,-3.52888895855224,0.0591990897780443,0.652568647748768,-3.21966291294484,2.02054651566203,-3.58830293564121,0.402389773444816,-2.48432799178968,3.9124275414307,1.92630760330052,-2.15031871118439,NA,6.87530468842179,-3.37007094393829,-2.24751689290853,-3.98225924020113
"2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences",-2.86061131217416,-2.82612007377105,-1.12375675949336,5.89553970544237,3.22912013436668,7.7196388020949,-3.11179858555547,-8.097107930111,2.70036892536709,7.41362570475734,-2.96593514472742,12.3922394510962,-1.13680678368946,-3.65513675795799,-0.0101283750319815,-3.9915975422409,4.44494060129868,2.53934690709645,-1.33139214681141,-6.57221129464551,3.71924327195745,10.51161311009,11.309093743489,8.45083812981946,6.21450997318901,-1.84092690230883,-0.0323547983991833,3.00685449851408,-6.49716326615539,10.5062813650101,-4.45280223404439,3.37093037111589,-4.73856163942382,-4.85643940250818,4.08624381578339,6.87530468842179,NA,4.96383013708279,12.9895576952559,10.3711607579845
"1642.MS00408",-0.241599027161176,-0.821669669872253,-1.23839473909379,-4.68307225787799,-2.06177644563755,-4.70196804285688,-0.0434497297884224,0.361793198792609,-3.17559283268622,-3.6303320691759,-0.102970422851339,-0.347735616379588,-0.885627157379177,1.41929164746239,0.383112258691029,0.0552188073177117,-5.04877887542317,-3.73951167789768,-0.892821297191305,1.53457313857514,-2.36808946966124,-4.32965167806109,-4.51786851600519,-3.31592552839835,-5.52698052001877,-0.851217543807624,-0.328851371752581,-3.32297038309564,-0.367265513954963,-2.62330315193903,-0.843788679564002,-3.3390784643038,2.01785038820874,-0.109144397600887,-4.11778967651319,-3.37007094393829,4.96383013708279,NA,-3.22321956766389,-3.74750380239182
"1642.MS00583",3.6790891959349,4.26648069718643,3.51981688986141,-3.99283450396825,-1.94333747767548,-2.63747996169839,2.6750312442522,8.64050815954183,-1.19084995172712,-3.98625470420945,4.80514217533759,-3.51681041663789,3.41638656861601,5.12575433131211,5.67817296302735,3.2001338151753,-4.565325341359,-0.833907622269224,2.72033888889787,10.9463488301063,-1.5690271182034,-3.50147672839534,-3.02392082431778,-3.90967536206989,-3.05270204799445,3.54184621732663,2.68819089341529,-3.12905547729677,8.64297138854325,-2.98498050374036,3.92906606798828,-1.9647354140243,8.62077909395746,5.70731917142877,-1.71229039029161,-2.24751689290853,12.9895576952559,-3.22321956766389,NA,-3.94646830787794
"1642.MS00449",1.33275809727759,1.37402111056996,1.01287002296551,-5.13428452656248,-2.11281193628893,-3.85797758475538,0.838002926390435,5.40319666077908,-3.22035032238771,-4.92099863423905,1.89856095877384,-3.03144488961575,0.924976260647588,2.73890513945741,3.10371440771942,1.21463453437471,-5.78978008589822,-3.6212987350349,0.679619230171546,7.51324511708756,-1.71068161831078,-4.31791300821827,-5.26292146824927,-3.56311448282413,-5.33096066451745,0.90589241934683,1.11970764286303,-3.98817931643736,4.6236840622632,-3.54402834273997,1.53277636767074,-2.78081128678072,5.69758767433146,2.57238160623712,-3.77589632481599,-3.98225924020113,10.3711607579845,-3.74750380239182,-3.94646830787794,NA
