"","2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.4.218.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00454","1642.MS00355","1642.MS00452","2382.HE003.C181.HA.2.358.root.9.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.4.442.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","1642.MS00340","1642.MS00519","2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00620","2382.RU006.C181.RH.1.143.root.6.11.lane1.NoIndex.L001.sequences","2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.4.15.root.6.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00511","1642.MS00504","2382.DPOO1.C1.HA.1.228.root.9.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00551","1642.MS00521","1642.MS00586","1642.MS00439","1642.MS00410","2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.2.258.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00366","2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00609","2382.GM.181.R3.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00353","2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.79.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00332","1642.MS00518","2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00408","1642.MS00583","1642.MS00449"
"1642.MS00551",0.00525753573861121,0.0278950005403598,-0.356215254879564,-2.16318629785617,-2.80414333837519,-4.12229983340392,-0.00431109347318236,0.738698494064824,-2.35256081060371,-2.3955952577144,0.0215581623793042,-1.22650389635472,-0.280349355737377,2.05935571085607,1.59676640661005,-0.208886779899779,-1.51502779070346,-2.20952380171147,-0.39057951126407,1.40251705143351,NA,-2.460796971251,-1.70377854506484,-2.48456736713355,-2.56647192478996,-0.457138635163865,0.056108211411022,-3.12743311631942,0.308092480046811,-0.918507718430973,0.190510280675953,-3.05844134257133,2.06334477332462,0.518464498241979,-2.64925027389647,-2.08682996962978,3.71924327195745,-2.36808946966124,-1.5690271182034,-1.71068161831078
"1642.MS00521",1.76325500209754,1.96085568810718,1.50780399449656,-4.43521638435014,-2.63645921607557,-4.59136493441705,1.33876858962194,6.69670274146245,-2.64119263796908,-5.13433036648243,2.82857979871624,-3.88813748898554,1.47097729878364,4.95512212658231,4.50449562014539,1.78062473326334,-3.81406398302296,-2.36104720791598,1.17210028165682,8.12138225350438,-2.460796971251,NA,-4.23569945646114,-3.29289518803324,-3.96798485873656,1.10263812571648,2.04856971067023,-3.57696241757747,5.20269661760147,-4.18086721116483,3.0321492750419,-2.48993948147098,7.45961497553241,3.47093960518387,-2.57086612010017,-4.38619308657343,10.51161311009,-4.32965167806109,-3.50147672839534,-4.31791300821827
"1642.MS00586",1.75621705986186,2.98381857634158,2.13224407395279,-4.20175240732621,-2.24045073929099,-3.74943696128848,1.09695571159924,6.98412314499103,-1.59165003048202,-4.14425973938736,2.92299498661324,-4.61862611558931,1.70085499303405,5.82586536808768,4.63015648254894,1.59384537432993,-4.09769357190328,-2.37861304753154,1.27306867612814,9.0490298501108,-1.70377854506484,-4.23569945646114,NA,-3.45406265380801,-4.35143782865541,2.10632433921073,2.13746847678682,-2.68421008939827,6.2307465536806,-4.19925105724866,3.68256398233365,-1.834991481618,7.3336254689245,3.43466427380644,-1.67424110490396,-3.27059727840347,11.309093743489,-4.51786851600519,-3.02392082431778,-5.26292146824927
"1642.MS00439",0.859589658900633,0.937185050451448,0.353712351791731,-3.96790501109487,-2.47343891241709,-3.10553315483221,0.642169594287483,4.93767559587164,-4.22869676022358,-3.73918989982599,1.21280838661172,-2.39678749790948,0.577131466671701,2.43669657855357,2.58092963228209,0.997296178315278,-4.93218763348411,-2.27626893026297,0.355428597891422,5.97990380836432,-2.48456736713355,-3.29289518803324,-3.45406265380801,NA,-4.64981410216399,0.4107115973679,0.781312486115309,-3.71538279502282,3.59284625982839,-2.91709989881582,1.32853744785468,-3.29456819293262,5.4350790976475,1.77268964015269,-4.90904181875278,-3.19710269606637,8.45083812981946,-3.31592552839835,-3.90967536206989,-3.56311448282413
"1642.MS00410",0.492720340269058,0.355250607658098,-0.129589546312038,-5.45667025061887,-2.83697132008758,-3.68915482499145,0.305343378200044,2.73866804341322,-4.01555902352091,-4.40656978256806,0.647091088754554,-3.33075270554579,-0.00558666024716362,1.11012995719678,2.0026949982806,0.741466211061465,-4.22981875635241,-3.78728304606499,0.0402114298235121,3.39365599716984,-2.56647192478996,-3.96798485873656,-4.35143782865541,-4.64981410216399,NA,0.148208919233576,0.349948211935166,-4.36970006485059,1.71749939965638,-3.37129025446427,0.168084497090958,-3.8781958078519,2.69413588337879,0.860579597521385,-4.16778663931937,-3.52888895855224,6.21450997318901,-5.52698052001877,-3.05270204799445,-5.33096066451745
"2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences",-4.49946063243072,-9.57585506923573,-6.76526303884547,-0.355381420767659,-2.1476774724477,0.198251748555419,-6.45537960981798,-5.02496901096183,-1.48430859872316,0.294861815291243,-4.78727912901226,4.13087536025258,-5.22114515058663,-2.97593724018358,-4.96298678034002,-4.2120466918131,-0.560516357103649,-1.55665375929839,-3.7725252635773,-3.36961599900325,-0.457138635163865,1.10263812571648,2.10632433921073,0.4107115973679,0.148208919233576,NA,-5.18276711781865,-1.86393183974434,-4.33317349504382,2.02156588638563,-3.94701318654872,-1.913998335991,-3.0875545669143,-4.70204809077474,-1.45704891111386,0.0591990897780443,-1.84092690230883,-0.851217543807624,3.54184621732663,0.90589241934683
"2382.SH005.C3.RH.2.258.root.9.11.lane1.NoIndex.L001.sequences",-4.68686157233282,-5.32373886817207,-7.72014092740327,0.843779661360258,-1.06919230035266,0.370690667232096,-6.43700379563863,-3.89193219826001,-0.754171699948838,1.05562130711558,-5.41585219226795,3.68376996308558,-5.77391198154938,-0.70031525446579,-6.51817597621265,-5.81406934350833,0.28610885252633,-0.8421940261497,-3.27163038120723,-2.9648803258927,0.056108211411022,2.04856971067023,2.13746847678682,0.781312486115309,0.349948211935166,-5.18276711781865,NA,-1.07503268023925,-4.5036810104983,1.37909227638275,-3.67902211554596,-0.83621052065394,-0.758633538813954,-8.43923084998572,-0.571952551030562,0.652568647748768,-0.0323547983991833,-0.328851371752581,2.68819089341529,1.11970764286303
"1642.MS00366",-1.55659048830567,-1.85030602811387,-1.89620680577188,-3.44575431898531,-2.93294957403517,-3.89484283874668,-1.158179048712,-0.463491856322917,-4.32960069296117,-3.93618276305273,-1.58229192541044,-0.340967903133784,-1.71283635473432,1.06165676594638,-1.0322245071776,-1.23181193489035,-3.20307674083418,-3.38316553914995,-1.67791698161571,0.0300868123647898,-3.12743311631942,-3.57696241757747,-2.68421008939827,-3.71538279502282,-4.36970006485059,-1.86393183974434,-1.07503268023925,NA,-0.961339482742077,-2.78127093257308,-1.3118192048105,-4.28893357804577,1.75339741065041,-1.50527016408673,-4.66721266059465,-3.21966291294484,3.00685449851408,-3.32297038309564,-3.12905547729677,-3.98817931643736
"2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences",-5.02022824578365,-5.35225552254805,-5.84305106188593,0.886434868977837,-1.40096808452485,2.26146840112485,-5.8537972396552,-7.78608229881651,-0.730085874568881,3.05541556732302,-5.23704173945412,6.98596521943054,-5.64781138322545,-6.24917762043916,-5.88760055106639,-6.6226034933446,0.754644854307637,-1.03568572231744,-4.15276765315302,-5.75751702581148,0.308092480046811,5.20269661760147,6.2307465536806,3.59284625982839,1.71749939965638,-4.33317349504382,-4.5036810104983,-0.961339482742077,NA,4.97734096686911,-5.57560179118064,-1.5604133944666,-8.5234910370641,-6.62521239159203,-0.383241640201602,2.02054651566203,-6.49716326615539,-0.367265513954963,8.64297138854325,4.6236840622632
"1642.MS00609",0.919651590938805,2.45299812220826,1.62614606837402,-4.6711669813955,-1.9716678312073,-2.97188173116819,0.582836594528455,6.50197850731178,-1.1968615186001,-4.70507615852989,1.66657037955799,-3.81539773401078,1.14481827124151,4.24714686709638,3.46540103685957,0.823589873362801,-4.17871974535345,-2.55212086990042,0.51722885507813,8.46272352831235,-0.918507718430973,-4.18086721116483,-4.19925105724866,-2.91709989881582,-3.37129025446427,2.02156588638563,1.37909227638275,-2.78127093257308,4.97734096686911,NA,2.70364490166886,-1.85615645705396,6.58396723847017,2.91578505795328,-1.33948567837458,-3.58830293564121,10.5062813650101,-2.62330315193903,-2.98498050374036,-3.54402834273997
