"","2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.5.223.root.9.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00415","2382.SH005.C3.RH.3.462.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.1.678.root.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.4.95.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00429","1642.MS00348","1642.MS00468","1642.MS00411","1642.MS00366","2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00640","2382.SH004.C1.RH.2.407.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.4.668.root.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.2.732.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.1.478.root.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.5.623.root.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.5.547.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.3.388.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00441","2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.1.427.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00583","2382.DPOO1.C1.HA.5.648.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00582","1642.MS00502","1642.MS00554","1642.MS00387","1642.MS00517","2382.HE003.C181.HA.4.135.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00462","1642.MS00520","2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00578","1642.MS00443","1642.MS00361","2382.MU002.C3.HA.3.687.rhizo.9.12.lane7.NoIndex.L007.sequences"
"2382.RU006.C181.RH.3.388.root.9.11.lane1.NoIndex.L001.sequences",0.0425538933388,0.0307874895816,0.0296158657282,0.098426259369,0.0505736797586,0.045453776372,0.0288768627388,0.098010267507,0.0910651538327,0.0979298000129,0.0911215732518,0.0792185641816,0.0327364089833,0.1094696624679,0.0570602904733,0.0415562883579,0.0597049755427,0.047033201402,0.0378799811804,0.0508194093822,0,0.095600900122,0.0478781630853,0.0587733211255,0.1227076668525,0.0449528096574,0.1145627740953,0.090162234561,0.1058711664117,0.0875283377964,0.0905458865101,0.0272299519331,0.0970465601504,0.088483352983,0.0129748464132,0.0483738089793,0.1076446941968,0.1042004821927,0.0894359190826,0.059280610002
"1642.MS00441",0.1113232693634,0.1022034064183,0.1018575360353,0.0195146032305,0.0877097965945,0.0995539824891,0.0975341959554,0.0252311666314,0.0315178242292,0.0210195827614,0.020055719161,0.0318991113468,0.093384328508,0.0251420457905,0.0866797191197,0.1148964100753,0.0971670049049,0.1040217460796,0.1027193081365,0.0842811768507,0.095600900122,0,0.0905550940542,0.0811023186292,0.0236031573572,0.1108860697143,0.0240305846619,0.0219124137955,0.0236936146398,0.022191380991,0.0206782638238,0.0952046159773,0.0215182649415,0.0223954950116,0.0875377121639,0.0874159302639,0.0247977678477,0.02139948917,0.0264627260459,0.0896563477108
"2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences",0.0575713848308,0.0575483272624,0.0534699518429,0.0813323911136,0.0384172492075,0.0579019228439,0.0608206117409,0.0803000058556,0.0802209075625,0.0846581908143,0.0837470843291,0.0969716318963,0.0549229543327,0.0934904750646,0.0360559075237,0.0611483883869,0.0389324241946,0.0584666335776,0.0553975408702,0.0353600822117,0.0478781630853,0.0905550940542,0,0.0354715414109,0.0992648615867,0.0605342394197,0.0952354060891,0.0995526327489,0.0945506282446,0.0718959399526,0.0841391382926,0.0522331632968,0.0774615442944,0.1183810239218,0.0431044117534,0.0335928737492,0.1100360680911,0.0867781287761,0.0760979070153,0.0399291258993
"2382.DPOO1.C1.HA.1.427.rhizo.4.12.lane7.NoIndex.L007.sequences",0.0552754386001,0.051453282896,0.0519017024304,0.0840560931456,0.0268751961994,0.0479693269385,0.0502237897854,0.0830395599987,0.085385311272,0.0850407399414,0.0792424525693,0.0842565939674,0.0402314938736,0.096602601574,0.0258394955546,0.0608262264511,0.0231744982949,0.0501598332898,0.0546017444961,0.0213007904038,0.0587733211255,0.0811023186292,0.0354715414109,0,0.0980444291415,0.0528561263644,0.0949607646552,0.083612230324,0.0959004857419,0.0719928846123,0.0752204763688,0.04420262711,0.0820296108123,0.089500762283,0.0542719637983,0.0326447041234,0.1008928449398,0.0862853181551,0.0852152249351,0.0266147071355
"1642.MS00583",0.1307967755201,0.1263834402332,0.1246085317906,0.0252253929787,0.1059635210068,0.1173049906032,0.1166948742109,0.0345228035611,0.0470164413135,0.0239227914371,0.0262308615715,0.0435270934971,0.1157100327325,0.0242736273025,0.1052569116294,0.136037554777,0.1053233991802,0.1219218072234,0.1212014830401,0.1014652896173,0.1227076668525,0.0236031573572,0.0992648615867,0.0980444291415,0,0.129219159196,0.020251539526,0.0232979207939,0.0251574391302,0.0297050848543,0.0235442611615,0.118144129816,0.0262328562564,0.0221231536836,0.1104609349052,0.1071807467281,0.0239602579308,0.0235208935065,0.0372550300832,0.1057171633352
"2382.DPOO1.C1.HA.5.648.root.9.12.lane7.NoIndex.L007.sequences",0.0156220547624,0.0257256262975,0.0184807560676,0.1164388885315,0.0544892078769,0.0201104075366,0.0321577020346,0.1099677584535,0.117258705946,0.1137170024931,0.1066043605034,0.1053785091943,0.018931474129,0.1225359080523,0.0469506585562,0.0142111982241,0.0493626590887,0.0169840456197,0.0227210866682,0.053597911223,0.0449528096574,0.1108860697143,0.0605342394197,0.0528561263644,0.129219159196,0,0.1264769579466,0.1063143851486,0.1216879252001,0.1045962176039,0.1047740140664,0.0252082852714,0.1117935602737,0.1061417823572,0.058780916906,0.0515732241135,0.1232284785639,0.1183175019467,0.1070777445142,0.0509573197553
"1642.MS00582",0.1274736848301,0.1197325709557,0.1193042855952,0.0258831300329,0.1022774984629,0.1160336703234,0.109906559842,0.0336006194679,0.0471881613339,0.024772671692,0.0262280406483,0.0447362252255,0.1092510066833,0.0244937732229,0.1023502548706,0.1340412477032,0.1006062516582,0.1201321074021,0.1190711235829,0.0981303694255,0.1145627740953,0.0240305846619,0.0952354060891,0.0949607646552,0.020251539526,0.1264769579466,0,0.0225089589214,0.0250662882378,0.0290660253731,0.025432897773,0.111723907349,0.0241343051752,0.022841130406,0.1030624805501,0.1066058661516,0.0253400485793,0.0215975825769,0.0371429502634,0.100141988804
"1642.MS00502",0.1051616470998,0.0979928140612,0.0979349034749,0.0253151708452,0.0873729748364,0.0943531542488,0.0935333654001,0.0276512654321,0.0402753470432,0.0201009838647,0.0227380980169,0.0375041371282,0.0907952005632,0.0222789117213,0.0854819134269,0.1073442547498,0.1077792734285,0.0987964135547,0.0959841473592,0.0865155102032,0.090162234561,0.0219124137955,0.0995526327489,0.083612230324,0.0232979207939,0.1063143851486,0.0225089589214,0,0.0215626520641,0.0245062846009,0.0208460271901,0.0946864082407,0.0235847335694,0.0176233471191,0.0838276667152,0.0876373754754,0.019819636517,0.0241875354005,0.0298375889432,0.0909957784419
"1642.MS00554",0.1214105506051,0.112821972764,0.1114218458123,0.025439331537,0.0981918814295,0.1097823708138,0.1074776028665,0.0261200587897,0.0401416644379,0.0217924930231,0.025211886061,0.0381477584406,0.1073978329591,0.0221326342288,0.0983787157536,0.1232566899021,0.1074279332143,0.1136207085113,0.1105458699521,0.1001398056528,0.1058711664117,0.0236936146398,0.0945506282446,0.0959004857419,0.0251574391302,0.1216879252001,0.0250662882378,0.0215626520641,0,0.0275412902014,0.021554848872,0.1072275568757,0.026234805918,0.019076142995,0.0984625300311,0.1010872937382,0.0200626174379,0.0261067348026,0.0319798352565,0.1018591138211
"1642.MS00387",0.1020607206748,0.0930541621734,0.0920888537842,0.0218431214743,0.0751547325254,0.0909099515164,0.08596200063,0.0246553190508,0.02799614577,0.0239660978943,0.0199050083005,0.0295504258528,0.0859884910739,0.0296042502801,0.0775114273208,0.1059213261157,0.0817096362468,0.0968210245337,0.0914123234232,0.0750412884664,0.0875283377964,0.022191380991,0.0718959399526,0.0719928846123,0.0297050848543,0.1045962176039,0.0290660253731,0.0245062846009,0.0275412902014,0,0.0225080562737,0.0870951323355,0.0229026828436,0.0277087854126,0.0777828214842,0.0775715837384,0.0284811560835,0.0233157318504,0.0235575716712,0.0795573519428
"1642.MS00517",0.1039238149522,0.0980403726951,0.0950081041477,0.0232904609327,0.0797372468174,0.0928123141391,0.0921205640821,0.0248578195497,0.0345499910156,0.0205276626196,0.0215973936547,0.0337507626299,0.0900115015774,0.0231043302233,0.0800382985228,0.1085182982003,0.0958550364498,0.0974205489944,0.0961160147908,0.0806220597888,0.0905458865101,0.0206782638238,0.0841391382926,0.0752204763688,0.0235442611615,0.1047740140664,0.025432897773,0.0208460271901,0.021554848872,0.0225080562737,0,0.0912419239599,0.0216944166515,0.0198395540399,0.083184285875,0.0818096979108,0.0215520757234,0.0240432641717,0.0278110649945,0.0836256188856
"2382.HE003.C181.HA.4.135.root.6.11.lane1.NoIndex.L001.sequences",0.0262716456847,0.0188789656658,0.0179755207398,0.098810595536,0.0408255355033,0.0265528965658,0.0217268919399,0.0998131631422,0.0938436520703,0.0992049868632,0.0919685417822,0.0849497975944,0.0210631645567,0.1085380066752,0.0398593525195,0.0241566637171,0.0495953217751,0.0280448257399,0.0234160527518,0.0404790177467,0.0272299519331,0.0952046159773,0.0522331632968,0.04420262711,0.118144129816,0.0252082852714,0.111723907349,0.0946864082407,0.1072275568757,0.0870951323355,0.0912419239599,0,0.0967395792584,0.0930795922348,0.0326523248777,0.0329704073471,0.1089766015436,0.1034251789166,0.0930314385693,0.0472350957655
