"","2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.5.223.root.9.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00415","2382.SH005.C3.RH.3.462.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.1.678.root.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.4.95.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00429","1642.MS00348","1642.MS00468","1642.MS00411","1642.MS00366","2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00640","2382.SH004.C1.RH.2.407.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.4.668.root.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.2.732.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.1.478.root.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.5.623.root.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.5.547.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.3.388.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00441","2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.1.427.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00583","2382.DPOO1.C1.HA.5.648.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00582","1642.MS00502","1642.MS00554","1642.MS00387","1642.MS00517","2382.HE003.C181.HA.4.135.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00462","1642.MS00520","2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00578","1642.MS00443","1642.MS00361","2382.MU002.C3.HA.3.687.rhizo.9.12.lane7.NoIndex.L007.sequences"
"2382.RU006.C181.RH.3.388.root.9.11.lane1.NoIndex.L001.sequences",-4.92503061819561,-6.83073278599034,-5.24261841802516,1.47654505319754,-5.31992709415666,-4.36636500110196,-7.39874874462585,1.50057537850824,0.426623499385065,2.2924923961161,1.50514646464108,-1.65033429937602,-7.27482362316893,3.78818329049979,-4.64350961359728,-4.58988894048131,-3.61334407021336,-4.59408461523568,-6.16457274012377,-4.3148974238159,NA,2.2534730662139,-4.25187494842908,-3.94735284100714,5.63476929763212,-4.97409017656799,4.48418445657611,1.41518577634528,2.81820724857088,1.13167858376181,1.47044358477506,-7.84665310746252,2.41159741406049,1.39081531894144,-7.48866799064481,-5.12786135878149,3.64376398934356,2.45424612461915,-0.144154544976033,-2.67093134614662
"1642.MS00441",0.598253924108037,1.27290594179413,0.0429728135287636,-5.19513367274538,2.5736589730262,0.0756765795244207,0.436805260696914,-3.34165790338911,-2.70554077355005,-4.74150995001285,-3.71254968385869,-3.71204424250056,-0.198774430950577,-5.19695564956271,1.61665507518176,0.918285819833552,3.84429881183904,0.106619257103512,0.465383168427826,2.02505374355336,2.2534730662139,NA,3.63630015375108,1.51578674113466,-3.85542501869261,-0.408488431002807,-3.84236190892422,-5.13260838659014,-4.80917738033127,-4.10733573881518,-4.78780235355097,-0.0430299693471609,-5.09828751709816,-5.7894280962008,0.352750570257328,1.36399751766872,-4.77303547540674,-4.76579983055374,-4.67423567472746,2.42539457872549
"2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences",-4.56884016435289,-3.3138710179953,-4.30143179101833,3.03399676537155,-6.6763816100169,-4.47775571219795,-2.48289742596199,2.58280011769899,1.52770428622331,2.81259197568457,3.88726552707596,0.825066514797899,-3.50323823599542,6.11189918760517,-7.87867602149108,-4.82982079772555,-5.82385790847037,-4.45700790236707,-3.71185433909229,-6.73541212544866,-4.25187494842908,3.63630015375108,NA,-7.53985201108305,6.45517361944486,-4.61433844015703,7.63371568598711,2.64406862175633,4.93573267068763,2.28196183008409,2.35388553288598,-2.95240710985633,5.0961950520435,2.43257177797761,-4.5006213351764,-8.21766236173869,4.24012463581682,3.69923058656571,-0.0247289556749283,-3.53491818859284
"2382.DPOO1.C1.HA.1.427.rhizo.4.12.lane7.NoIndex.L007.sequences",-4.56069582743499,-4.10454562672874,-4.69788218924808,3.58303599588038,-9.37384287091077,-5.68438717957198,-4.35651906074793,3.20558710934654,1.63569002844801,1.75838693919852,1.91155370723157,-0.68524842331078,-6.30432224991693,6.89226786479813,-9.48878582658708,-4.87859276442765,-8.32004604040512,-5.01688432020861,-3.98624039786698,-10.1143587256284,-3.94735284100714,1.51578674113466,-7.53985201108305,NA,9.28999501503486,-4.85634620565871,7.57099733349144,0.39145313671545,4.65822057691426,1.89685550352929,0.200844186115112,-4.29266224729655,5.31616078419479,0.303896295834308,-4.15247753680291,-8.27898066183102,2.59384232684824,4.65598443834555,1.95239456003927,-4.29146584818309
"1642.MS00583",3.29205431682423,4.72234741069554,3.01622943392862,-3.66405401697213,11.0068042883821,3.2230238148087,3.0079685944429,-2.11120105713791,-0.748988528810357,-3.64285199266727,-2.27631324020919,-2.85216731231985,3.02107693894287,-3.33441189932756,9.30025786322622,4.04902696934589,9.68909374583576,2.61377584865275,3.04938296483793,9.94349251898469,5.63476929763212,-3.85542501869261,6.45517361944486,9.28999501503486,NA,1.54621662265324,-4.8153613471593,-2.97385239909095,-3.78168405256795,-1.19288830596323,-3.41918594175176,2.64946707293439,-1.8678237039421,-4.73582680607893,4.41953174632871,8.70204485936855,-4.78226337500416,-3.74102822015755,-3.30767550138259,7.77831366402368
"2382.DPOO1.C1.HA.5.648.root.9.12.lane7.NoIndex.L007.sequences",-5.65985235785926,-7.0861646014632,-7.19446069783738,-0.000943008796612316,-4.59873634437844,-5.29774600694082,-5.47065784789665,-0.70697179554597,0.0112398929389979,-0.288506359200689,-0.854803418719547,-1.43560663933383,-6.94098538376081,0.80653670650487,-7.49691621317689,-4.60268489806858,-5.89537867797793,-5.53350499043356,-5.84741991558838,-6.01176660942106,-4.97409017656799,-0.408488431002807,-4.61433844015703,-4.85634620565871,1.54621662265324,NA,1.30255932381732,-1.06333205718456,0.381978804772909,-0.59895556702209,-0.974508607519037,-5.18261072438198,0.0916158290145698,-0.931020817712866,-4.25346289004679,-6.40471872766796,0.0604317378961845,0.297368284912124,-1.15274817065333,-5.34947290547217
"1642.MS00582",3.10875949041573,5.13958907977972,3.05427921991319,-2.8402117079267,10.4446537642521,3.25873843844042,4.17044026018445,-2.17791460554125,-0.535372140142358,-2.68184064074162,-1.68966025000185,-1.98349294019985,4.00136623291662,-3.30306313970056,8.80780760578423,4.29714224442238,7.93660261227776,2.38913468403044,3.50023696626896,8.71410976909103,4.48418445657611,-3.84236190892422,7.63371568598711,7.57099733349144,-4.8153613471593,1.30255932381732,NA,-2.71184362353135,-3.81089551384916,-0.58328887764343,-1.78430613418247,2.76198060596703,-1.94320499051969,-5.5090073309913,3.71230525288419,8.81442283368124,-5.1404784697902,-3.03971477027102,-2.61167555454998,6.42013155655343
"1642.MS00502",-0.50051714523859,0.0169096062019062,-0.810133797333736,-4.10521125845172,0.987135851604541,-0.781803041771493,-0.469254811711632,-3.83440615992656,-0.984789666943413,-4.86866100630015,-4.26295339986704,-1.69624309760452,-0.737386083511226,-3.88716271110659,0.348132196900227,-0.491915099205102,2.92052739457772,-0.80138196736881,-0.674099239970511,0.819685608937547,1.41518577634528,-5.13260838659014,2.64406862175633,0.39145313671545,-2.97385239909095,-1.06333205718456,-2.71184362353135,NA,-2.67360211718576,-4.28983677703926,-5.2923863459945,-0.57453847885626,-4.71352244584822,-3.28429245357775,-0.498682303118291,0.300716497658375,-4.63878429625484,-4.60265059283895,-3.7858906249753,1.22620173268981
"1642.MS00554",1.78574866134717,2.70527673566866,1.11561535840032,-3.47086473242177,5.65855549544539,1.49101024114863,1.5463773474843,-3.12847033458406,-1.96725716134624,-4.76621530490392,-2.6835367956432,-2.71967499471362,1.72089076099904,-2.19636346488064,4.53899250036978,1.93547153553589,7.28901642804743,1.14156592439112,1.51267428698746,6.03226997354164,2.81820724857088,-4.80917738033127,4.93573267068763,4.65822057691426,-3.78168405256795,0.381978804772909,-3.81089551384916,-2.67360211718576,NA,-3.08709518952289,-2.86913025717585,1.14654158908442,-2.47090985773464,-5.6152405141301,1.7345932949648,4.59790246080018,-4.79210249053627,-2.60255364740076,-3.56656649383732,4.81452194983388
"1642.MS00387",0.186109867576838,1.49102213985683,-0.301170029566629,-3.64536091739772,2.69329371275818,-0.257185314086116,0.589578925510064,-4.41690293814882,-2.66406727433902,-1.94427320299297,-3.89201269820428,-4.25336334178978,0.13693745348174,-2.46302550689516,2.05993899432343,0.858698298239854,3.72295866551515,-0.276276210665407,-0.17762102195009,2.98103011136237,1.13167858376181,-4.10733573881518,2.28196183008409,1.89685550352929,-1.19288830596323,-0.59895556702209,-0.58328887764343,-4.28983677703926,-3.08709518952289,NA,-3.73383332569742,-0.222816286768531,-1.73003474642947,-3.12201214993649,0.195015396787887,0.709908278081062,-4.91461988096274,-2.11078409775831,-5.34745373764236,2.51085994811377
"1642.MS00517",-0.189414487011457,0.593326138902627,-0.63530173034956,-4.23766701309011,0.900862810794366,-0.821194548887804,-0.219397185561529,-4.43319134184533,-2.92299815466965,-4.34033199186975,-4.59159945958306,-4.43103793279115,-0.624432172776373,-4.67212888884261,0.300323006997859,0.132625937445228,3.25121323595789,-0.666028291928108,-0.313312095088714,0.989191106011697,1.47044358477506,-4.78780235355097,2.35388553288598,0.200844186115112,-3.41918594175176,-0.974508607519037,-1.78430613418247,-5.2923863459945,-2.86913025717585,-3.73383332569742,NA,-0.563782570104727,-4.33111901142208,-3.98179053242314,-0.266177102232718,0.318969270222136,-6.59226368776526,-3.41121966884638,-5.71035612231214,1.31129275589194
"2382.HE003.C181.HA.4.135.root.6.11.lane1.NoIndex.L001.sequences",-5.47989875786611,-7.41016150543754,-6.56851506872663,0.273236240037107,-4.34275656696108,-6.03979173027558,-6.02335191823526,0.149600052625053,-0.416466452240079,0.242989690526267,-0.325788870691902,-1.80326105715747,-6.73199871425276,1.59329379144701,-6.60043646440737,-4.9266892729584,-3.2446077761716,-5.01093527980592,-6.48236346475182,-5.72706847446852,-7.84665310746252,-0.0430299693471609,-2.95240710985633,-4.29266224729655,2.64946707293439,-5.18261072438198,2.76198060596703,-0.57453847885626,1.14654158908442,-0.222816286768531,-0.563782570104727,NA,0.602261005148899,-0.693416087962711,-7.6179058344209,-5.85334613513786,0.555530061560999,0.902907414287934,-0.80659551152471,-3.46233985916058
"1642.MS00462",1.60950239719668,3.00496000874746,1.18233969611867,-3.9757689279565,7.19179411896085,1.01617317774737,1.39654388573021,-2.57369811513323,-1.74460476013895,-3.89217453853656,-3.24620387233467,-3.20869163708473,1.22338303217727,-3.9934144957879,6.00463632997825,2.70855354227073,6.09860781736628,1.29474435699837,1.78524952659154,6.3369528685784,2.41159741406049,-5.09828751709816,5.0961950520435,5.31616078419479,-1.8678237039421,0.0916158290145698,-1.94320499051969,-4.71352244584822,-2.47090985773464,-1.73003474642947,-4.33111901142208,0.602261005148899,NA,-3.18576773071554,1.17414084689414,3.88900961330903,-4.98323210709022,-2.41863348177134,-3.25884998023581,4.93733845517707
"1642.MS00520",-0.615955451504398,-0.301574206767661,-0.732810476540886,-3.83387650154299,0.635906746949651,-0.846015960760159,-0.548290746047801,-3.0474820453523,-2.07661955935242,-4.11645912105385,-3.34394963271342,-1.94084259075742,-0.788061577649956,-3.35288037261658,0.323310542128704,-0.5599389795615,2.60643842269688,-0.675596206021176,-0.64346893327588,0.4556922480269,1.39081531894144,-5.7894280962008,2.43257177797761,0.303896295834308,-4.73582680607893,-0.931020817712866,-5.5090073309913,-3.28429245357775,-5.6152405141301,-3.12201214993649,-3.98179053242314,-0.693416087962711,-3.18576773071554,NA,-0.585836068963304,0.202660173342104,-6.49568391022863,-3.67560892036718,-3.55760692275993,0.877506855824862
"2382.RU006.C181.RH.5.398.root.9.11.lane1.NoIndex.L001.sequences",-4.5152635384974,-5.37841226891197,-5.45341163231479,0.523581769206196,-5.18682076505482,-4.44744649930336,-7.3858785659291,0.646014991416045,-0.845837433736045,0.824297607985044,-0.0981300813395651,-2.05728426682026,-5.75838826524075,2.40534413479272,-4.65468684544159,-3.7050035503761,-3.98289902750038,-4.22316092164335,-5.89504777405626,-4.28375283960746,-7.48866799064481,0.352750570257328,-4.5006213351764,-4.15247753680291,4.41953174632871,-4.25346289004679,3.71230525288419,-0.498682303118291,1.7345932949648,0.195015396787887,-0.266177102232718,-7.6179058344209,1.17414084689414,-0.585836068963304,NA,-5.48700310488616,0.957760252478375,1.72537184134634,-1.15107092869218,-3.2807955849571
"2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences",-7.05133795185906,-5.29049804050995,-7.40764006941516,2.82979458720299,-9.32679193485859,-6.07427540059668,-5.88318159518418,2.46300246298953,1.04881367483709,1.10858109327092,1.75712962562033,-1.0195662119112,-7.49913623217311,6.13266024866445,-8.34879119313804,-5.10693501550549,-7.02925477690845,-5.98203355375389,-5.94315956720289,-7.10229393594054,-5.12786135878149,1.36399751766872,-8.21766236173869,-8.27898066183102,8.70204485936855,-6.40471872766796,8.81442283368124,0.300716497658375,4.59790246080018,0.709908278081062,0.318969270222136,-5.85334613513786,3.88900961330903,0.202660173342104,-5.48700310488616,NA,2.26063933992708,4.63539015919649,0.567180242198569,-3.3042622903946
"1642.MS00578",0.54362876724477,1.48393658691867,0.551578254990927,-5.83304759718211,3.42831267363323,0.32498048075308,0.854540921718838,-4.80633569038538,-2.89512393073613,-4.40785239931579,-4.63994820577356,-3.77787570888736,0.512063216918753,-4.52924442589042,2.47725558784046,0.972843780317493,4.80567154736062,0.51355378092196,0.644636975506732,2.96248275061342,3.64376398934356,-4.77303547540674,4.24012463581682,2.59384232684824,-4.78226337500416,0.0604317378961845,-5.1404784697902,-4.63878429625484,-4.79210249053627,-4.91461988096274,-6.59226368776526,0.555530061560999,-4.98323210709022,-6.49568391022863,0.957760252478375,2.26063933992708,NA,-5.75673533942898,-5.05738164766966,3.41705085814445
"1642.MS00443",1.91013164027909,3.1246693312286,1.61825133716513,-3.66089055986619,7.27466614834291,1.67622758191776,1.63724546424021,-2.46505981957446,-2.11829165082522,-3.41951350751068,-2.87739809762249,-3.09993735413975,1.59755820954152,-4.71405009529184,5.58718268570047,3.17359629017923,5.87191107452906,1.2885356335066,2.2670061119185,5.92593705423204,2.45424612461915,-4.76579983055374,3.69923058656571,4.65598443834555,-3.74102822015755,0.297368284912124,-3.03971477027102,-4.60265059283895,-2.60255364740076,-2.11078409775831,-3.41121966884638,0.902907414287934,-2.41863348177134,-3.67560892036718,1.72537184134634,4.63539015919649,-5.75673533942898,NA,-4.16479874629484,5.05054228453143
"1642.MS00361",-0.722923966691079,-0.538269172592374,-1.42597604943717,-6.18235528419764,1.72279181679771,-1.31778504747759,-0.860334095126124,-6.31562213136888,-4.08614239468208,-4.57306541401168,-5.48185574332294,-6.75257747767262,-1.26126001441034,-3.85487386941961,0.643723484819664,-0.837311426766657,3.55559856427899,-1.38936911928605,-1.00911313466677,2.19671321416537,-0.144154544976033,-4.67423567472746,-0.0247289556749283,1.95239456003927,-3.30767550138259,-1.15274817065333,-2.61167555454998,-3.7858906249753,-3.56656649383732,-5.34745373764236,-5.71035612231214,-0.80659551152471,-3.25884998023581,-3.55760692275993,-1.15107092869218,0.567180242198569,-5.05738164766966,-4.16479874629484,NA,2.40826867608931
"2382.MU002.C3.HA.3.687.rhizo.9.12.lane7.NoIndex.L007.sequences",-5.90098238087598,-2.05854453787298,-3.72044496109261,4.25940016928825,-3.4947524028189,-5.31247399210321,-3.05367534129623,3.60095912501043,2.48287925828504,2.17245788507126,2.97509235074229,-0.0856233427996366,-5.8324531336183,6.09774768480302,-4.11514469056785,-3.35928510941574,-5.8798135518336,-5.61050634602562,-2.99736196461991,-3.94558635670262,-2.67093134614662,2.42539457872549,-3.53491818859284,-4.29146584818309,7.77831366402368,-5.34947290547217,6.42013155655343,1.22620173268981,4.81452194983388,2.51085994811377,1.31129275589194,-3.46233985916058,4.93733845517707,0.877506855824862,-3.2807955849571,-3.3042622903946,3.41705085814445,5.05054228453143,2.40826867608931,NA
