"","1642.MS00588","2382.HE003.C181.HA.1.123.root.6.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.5.223.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00510","2382.MU002.C3.HA.2.482.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.498.root.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00556","2382.SH007.C6.RH.3.712.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00495","1642.MS00355","1642.MS00590","1642.MS00374","2382.DPOO1.C1.HA.4.442.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00571","2382.MU002.C3.HA.2.67.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.4.468.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00492","1642.MS00546","2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00454","2382.SH008.C6.HA.2.732.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00445","1642.MS00444","1642.MS00441","1642.MS00469","2382.SH004.C1.RH.5.422.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00412","2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences","1642.MS00471","1642.MS00503","1642.MS00404","1642.MS00505","1642.MS00613","1642.MS00452","2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00430","1642.MS00544","1642.MS00428","2382.GM.181.R5.rhizo.10.12.lane7.NoIndex.L007.sequences"
"1642.MS00454",-3.11040826981208,0.683947135292643,1.70218262520878,-5.85966353607727,3.26846624696692,0.388108136462744,0.977940055160839,-3.96636925480566,3.64297508198172,-6.48478679482488,-2.35090604574869,-4.16306663383756,-0.363553389898451,4.5637161550528,-6.51173425333704,-0.141396430571203,3.26985777864251,-6.38101979037672,-6.25464098064255,0.0480542834369695,NA,5.48338536782009,-4.35392032555731,-1.44397950424206,-5.2664314974568,-5.61487530991329,2.46434435939863,-3.63138422744427,-0.106397160916208,-6.29202184335987,-6.07529147912972,-5.74450883948485,-6.81654355469781,-2.05540772134292,-2.57731187122614,3.07755673511781,-4.42349105163085,-7.00008528286968,-5.05248121260899,1.33173422184602
"2382.SH008.C6.HA.2.732.rhizo.9.12.lane7.NoIndex.L007.sequences",8.4786071085548,-2.83960389154068,-3.1846967476116,6.01626683524249,-7.50111577202636,-6.29269030876772,-5.19282836777828,7.38035082306359,-6.10868633410454,6.06322477412453,1.53374136315774,7.97102132966211,5.17325970507632,-2.22294220496607,3.7881655689081,-1.65309640289263,-3.17831703048883,8.43129460763362,4.37093241715158,-2.9952422842692,5.48338536782009,NA,6.56321446351308,5.46812512234776,4.52212733878235,5.65470757695623,-5.15824258425925,6.73496544061143,-5.74674668010042,4.14505848967555,3.75056663518082,4.25463211041118,3.10035397316156,4.61688278418019,5.05559303423037,-6.88730431526128,4.42275368510655,3.40104356336693,4.44763778664132,-5.94454840803185
"1642.MS00445",-3.64532180515441,1.08578638040505,2.96090068151974,-4.392219591803,6.78752150718891,1.58524675614163,1.90857200723825,-3.60541476670273,8.43227775604252,-3.92950869429894,-2.76332285481304,-4.50109463860627,1.83457914347199,7.64204684327342,-5.81710864501861,0.69431077634586,5.36215261853993,-2.3085731247695,-3.33455093102945,1.01213984883155,-4.35392032555731,6.56321446351308,NA,-4.2692693287663,-4.98058204912428,-4.49942186333197,6.36270498436165,-4.2486879275094,0.515294060958419,-3.90964903458639,-3.77330263765728,-3.43820954844786,-3.84274558216021,-2.77004329185719,-1.92723169941038,6.99256688819145,-5.67804111168334,-4.36596163204845,-4.5625740963522,3.87191926426886
"1642.MS00444",-2.60379335840278,0.905082424728488,2.1663315375257,-4.85598407444715,3.91899902000776,1.30368055950908,1.50999121880942,0.224685223598295,4.60827791888642,-4.11677112902251,-2.01738637768473,-5.11921607339731,3.37435155101482,5.18606649699747,-1.94940009260125,0.238434788125664,2.64042715861229,-1.67341294111261,-0.297241948847909,0.710546119415505,-1.44397950424206,5.46812512234776,-4.2692693287663,NA,-5.86441521122247,-1.87098268123384,3.12397681348107,-3.79164647897939,0.547328037712404,-5.72276817896238,-5.89327482352271,-0.356404403367103,-4.11817469121659,-0.0907984828426651,-0.0749227202339162,3.8031361318339,-6.37502032150373,0.0878988130914849,-3.07946391883724,2.27788315919656
"1642.MS00441",-3.79470791659947,0.23000214392877,1.4369628432627,-5.03218887188697,2.47426424585732,0.660375412804404,0.873631279072193,-3.54904529913406,3.02615196466725,-4.78411399155633,-2.22050918249711,-5.02429090013232,2.83980837618647,3.34813742159366,-5.04628396198823,-0.322897978928832,1.88838363625711,-5.37415367822321,-5.46027875219597,-0.425404288280749,-5.2664314974568,4.52212733878235,-4.98058204912428,-5.86441521122247,NA,-3.95698244261019,2.22287115132311,-2.22843373469297,-0.205540038970379,-4.86124787300959,-4.83749252307493,-3.36881197114344,-3.15324479802128,-4.24880604361828,-1.90952006149656,2.26461467367993,-4.89504460725835,-4.55013252290699,-4.10829095313849,1.03155770901096
"1642.MS00469",-1.5178731720702,1.59417365579424,2.40503603642745,-2.14096353124054,4.17825935391057,1.42555739038237,2.13945019046363,-3.17310120953208,4.70907136638843,-3.94856935909773,-2.70490341862232,-1.80906527088353,-0.77004130364423,5.30458264631269,-4.74938868159038,0.333872480258508,3.73562875869494,-3.57664420281514,-4.54957259422124,0.812883924878952,-5.61487530991329,5.65470757695623,-4.49942186333197,-1.87098268123384,-3.95698244261019,NA,2.61072810196258,-1.7871465429405,1.2592938863948,-4.07926906473246,-1.78363542403202,-3.31477265920307,-3.55065205084595,-2.93429709630271,-2.04693512455872,3.40540825319411,-2.14928379737383,-5.19715332868789,-5.20208223583043,2.02060509391838
"2382.SH004.C1.RH.5.422.rhizo.4.12.lane7.NoIndex.L007.sequences",6.7020269476684,-4.89425733250022,-5.39803543646339,3.53795042616621,-7.75977379094022,-7.4566066394019,-6.35326791134619,6.60355242723534,-7.02875392494011,4.01116106807521,-0.627599059462397,6.37805745125659,4.90881585586018,-2.98505295211325,0.84984413163298,-4.47020240751346,-6.06282155852629,7.18354696084917,1.45167084457853,-5.28260399131786,2.46434435939863,-5.15824258425925,6.36270498436165,3.12397681348107,2.22287115132311,2.61072810196258,NA,5.3475179086127,-6.8533976774562,1.14212789864599,0.740383512808799,4.06014639055563,0.226402159273516,4.53470817904885,4.80537401299068,-8.4428027259605,4.15304457864776,0.503455455144166,2.0910010418834,-8.75709675843248
"1642.MS00412",-2.376038634659,1.30705232531938,3.16124827796349,-2.48676874719904,5.76130044819656,2.26507638173946,2.14131096364896,-1.84957839343679,7.86472363586137,-3.50637124333298,-3.46609620455247,-2.95183590464014,0.903912600365168,7.24797663736466,-3.73918328749786,0.682152072299079,4.49415056166418,-1.63111917792982,-1.76834680726892,1.06098587532711,-3.63138422744427,6.73496544061143,-4.2486879275094,-3.79164647897939,-2.22843373469297,-1.7871465429405,5.3475179086127,NA,1.02385555338937,-2.70275957539724,-1.81617977374129,-2.10352976921344,-2.51940932464819,-1.72755637060969,-1.94060496491359,6.06893364376344,-2.90232997860773,-1.99810027164833,-1.81292994530301,3.99676084672741
"2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences",1.55954044668563,-6.11790960588257,-6.07741274912601,0.551670752636861,-7.48405158920773,-6.22973343087632,-5.73700382749313,0.247830246923867,-5.00076136579979,0.717659868805856,-2.09962425410243,1.61124270478831,0.765966354562976,-3.04786630628188,-0.401564684476425,-6.17764704888028,-6.14950541065682,0.952497592560183,-0.61943283135648,-5.36931278403333,-0.106397160916208,-5.74674668010042,0.515294060958419,0.547328037712404,-0.205540038970379,1.2592938863948,-6.8533976774562,1.02385555338937,NA,-0.563805307328467,-0.575450625883201,-0.467080710980446,-0.95078327418505,0.525310768861225,-0.363755429994935,-7.87569775702196,-0.713502025128936,-0.978381220173211,-0.471026745177951,-4.70400626822929
"1642.MS00471",-2.86537672283337,0.0324884519165672,0.900554774095589,-3.8673008294339,1.65320690984234,-0.224935246883871,0.541027743898804,-2.69454286771854,1.80153342039613,-3.26543171155202,-2.57571918268778,-3.45066540741883,-0.347486572888372,1.95425678965384,-5.01072099310523,-0.565384908865678,1.27623962154035,-4.96715009336328,-3.06481529452072,-0.630405399213967,-6.29202184335987,4.14505848967555,-3.90964903458639,-5.72276817896238,-4.86124787300959,-4.07926906473246,1.14212789864599,-2.70275957539724,-0.563805307328467,NA,-3.97743418865767,-4.1206289615705,-4.34066532978397,-1.85514925357457,-2.28179566701043,1.35883849624055,-3.84657235015098,-4.66235339962802,-4.71638440458939,0.0793432823880966
"1642.MS00503",-2.58517821715883,-0.12916453682693,0.387648811679668,-5.49801646475101,1.10184633073659,-0.571550195331147,0.341192115616422,-2.05738638576458,1.32484754860334,-4.03856928710306,-1.99967235957789,-4.19257063547026,0.628016332886328,1.69550044015456,-5.08150581830648,-0.845562213193414,1.33012502416579,-5.21925971806659,-4.77543621420103,-0.849967198502762,-6.07529147912972,3.75056663518082,-3.77330263765728,-5.89327482352271,-4.83749252307493,-1.78363542403202,0.740383512808799,-1.81617977374129,-0.575450625883201,-3.97743418865767,NA,-2.78103480089493,-4.15713936253058,-3.14921159056331,-2.51602598698037,0.916754608903951,-3.63460605541176,-4.67898902601943,-4.05836997412782,0.0234903792439545
