"","1642.MS00625","2382.DPOO1.C1.HA.4.442.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00438","2382.RU006.C181.RH.2.582.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.2.358.root.9.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.1.627.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.4.642.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.3.111.r1.root.6.11.lane7.NoIndex.L007.sequences","1642.MS00399","2382.DPOO1.C1.HA.4.643.root.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.1.328.root.9.11.lane1.NoIndex.L001.sequences","2382.RU006.C181.RH.3.151.root.6.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.2.308.root.9.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.2.682.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00570","1642.MS00391","2382.SH005.C3.RH.1.253.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00411","2382.SH007.C6.RH.5.523.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00531","1642.MS00587","1642.MS00408","2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00612","2382.SH007.C6.RH.3.512.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.3.738.root.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.3.713.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00608","2382.DPOO1.C1.HA.5.648.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00550","1642.MS00475","1642.MS00605","2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.4.467.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00474","2382.HE003.C181.HA.2.758.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00598","2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00549"
"1642.MS00587",-3.68497849296743,9.32009589009899,-3.56108834071466,11.626622514141,1.21055729044169,8.81643243193605,8.45554244437748,2.36124118634022,-3.9292410307773,2.63239572591879,3.87701434054803,4.36696862613761,2.11410142524034,9.75811010802377,-5.25168701337277,-4.33276501559149,2.45149879183398,-1.61939969691734,4.27322970176388,-3.8563122072587,NA,-3.3714782160984,2.60887180052936,-3.60481803590937,10.4089696666204,3.73905949132195,11.7523358019673,1.57520237712736,-2.0537629143591,1.82831526445812,-1.92787582185791,-4.01746848398273,-2.26449873308936,2.35010104570487,10.836609114731,-3.98606323716209,1.2185030453234,-2.76563455507315,2.72018435990544,-3.84716354057204
"1642.MS00408",-5.53751265134959,2.18402990562825,-4.7999683880903,2.00470119119284,-0.328443419140952,3.90259614025645,1.74315218428664,-0.828093593929917,-4.11525324640547,-0.565763540928317,-0.121177704005028,0.360110823391747,-0.686743975061774,2.18464054184115,-5.4957804047051,-4.30915814165093,-0.350343231883967,-3.10493761806861,-0.264621009741637,-4.45986826420863,-3.3714782160984,NA,-1.13820515459549,-2.77211332459707,1.03324000003647,0.0256198233443979,1.34925075250395,-0.303301430070969,-2.74017605924771,-0.642195401076508,-4.4558542206593,-4.82698337053712,-2.87047987316033,-0.30405055606414,1.68660877989928,-4.13075638239599,-0.820580871517795,-3.11137300055909,-1.21407393454037,-5.84590474674136
"2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences",1.57305671593754,-4.14100691695061,-0.622968174825889,-5.9563983060368,-7.00735552546327,-5.12465380403452,-5.83611456790078,-6.24826583905907,-0.478516196248963,-6.50327434744593,-7.1017044779544,-5.76361610119316,-7.54847087889631,-6.94796719645042,-0.554863763502379,-0.53578222595283,-7.32249526200924,-0.442829302088866,-7.20730066294011,2.00461481372268,2.60887180052936,-1.13820515459549,NA,2.01062318892999,-5.07167873063707,-6.6952434705766,-8.57298365490317,-6.69159297613334,1.8217710494361,-6.46747850990867,1.45831170547103,-1.32021358167073,2.2107418367316,-6.85176206169923,-5.97453264951605,0.567387760812159,-6.74045312318686,0.818376789221573,-5.84299281395501,-0.0301437513654688
"1642.MS00612",-2.35217129343865,7.76129651455523,-2.50602395610595,10.2825331567207,0.965393699084778,6.97849386933854,6.84909146497059,2.03042221209178,-2.55012250417494,2.16232422482718,3.12699004892733,3.45734873132934,1.67795371283164,7.06513370310314,-2.98366472463408,-2.87086182952447,2.02663300304216,-0.0847923703642876,3.27887757089508,-3.27359807765506,-3.60481803590937,-2.77211332459707,2.01062318892999,NA,8.1394980129569,3.52036882063579,9.33338459107926,1.17633143684235,-2.89515863459087,1.34076110078003,-0.750264370430901,-2.36355955669982,-2.11356829673951,1.51981410616667,9.08976194885949,-3.3904995276504,0.994099563359514,-2.489366662296,1.7328812236042,-2.25755976355956
"2382.SH007.C6.RH.3.512.rhizo.4.12.lane7.NoIndex.L007.sequences",6.84769267573982,-6.30190158278707,1.18649141703505,-10.8324627115947,-2.69159828270716,-7.88254914576607,-8.74061388403918,-4.09188701520449,1.92622749847477,-4.70159659155211,-4.16640339527185,-4.78182496535226,-3.09991920458467,-4.60962791391117,0.367460954666102,1.97381657995303,-3.29140325810805,2.49268240707319,-3.82442574413214,7.60894868092412,10.4089696666204,1.03324000003647,-5.07167873063707,8.1394980129569,NA,-5.27006544273382,-8.61336778378213,-3.35612181291978,7.6601047066844,-4.70096607692284,7.40239137601242,1.70672717762665,8.10460945159394,-4.84408480248844,-8.93827923978201,5.53957839282283,-3.55425478153112,4.92649673022579,-5.37102776963716,4.55026176020657
"2382.SH008.C6.HA.3.738.root.9.12.lane7.NoIndex.L007.sequences",3.65854388840053,-3.72966061203702,0.15615988791919,-5.19395536489404,-6.53060261636872,-3.64371392286246,-4.25366274652003,-6.09364199033173,-0.0457702842322571,-5.27098120022837,-5.08894728493369,-5.12020247620634,-7.14602936711761,-3.82503467772955,-0.469402259869368,-0.186924439703796,-5.42723596715873,0.408739825781952,-5.8941353573005,2.92722742760546,3.73905949132195,0.0256198233443979,-6.6952434705766,3.52036882063579,-5.27006544273382,NA,-7.11766091952106,-5.83716086024068,3.04505555927525,-6.33707980232073,1.80933503325804,-0.785880247571718,3.15257597151759,-5.9184250299921,-5.98756628429391,2.35842217026269,-5.46163005992894,2.39548711848108,-5.59530306750291,1.18994107385542
"2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences",7.34977025868668,-6.364444664861,1.5591282353239,-9.96466233335263,-8.32864297325288,-8.86588680772064,-8.31973288897776,-7.22209153087389,2.19001806515789,-7.08064346417296,-7.84486162194002,-5.24219803353603,-8.73441831612542,-4.14847276373663,0.757973613105301,2.55897960685302,-6.91862194636774,2.89048829441868,-7.23426155609208,9.51802184456511,11.7523358019673,1.34925075250395,-8.57298365490317,9.33338459107926,-8.61336778378213,-7.11766091952106,NA,-7.49901811288705,8.17265915840615,-6.98540734798622,8.51282265571938,2.12547570247278,9.13533163911454,-7.52304569964836,-8.90672873535404,6.73604481112171,-7.17892826685748,6.02843229067891,-8.17237292978402,4.82850022425974
"2382.SH007.C6.RH.3.713.root.9.12.lane7.NoIndex.L007.sequences",0.849870113106422,-2.20082401288765,-0.146160954136732,-3.26031353103361,-5.2547993969308,-3.07175971100813,-3.13330685493238,-5.44951955766925,-0.206037627946849,-5.11760376226881,-5.97770002339388,-2.77484971066926,-6.86448978882684,-5.08891426798648,-0.582174143392261,-0.236753456933176,-5.45491372151404,0.0468680345432723,-4.60127961648767,0.942416119279372,1.57520237712736,-0.303301430070969,-6.69159297613334,1.17633143684235,-3.35612181291978,-5.83716086024068,-7.49901811288705,NA,1.02249097560991,-5.00483003992673,0.822274561529154,-0.903593865283175,1.09071650861702,-5.52087203126306,-6.43080545000905,0.557236853508344,-5.47810003963414,0.572157325424523,-5.828668644368,-0.0303446476260852
"1642.MS00608",-2.37183822254318,9.15602394039542,-3.0974840617565,9.30098005131357,1.07129989912645,8.49922212844925,10.1961297827847,1.8364535142979,-3.8385067664292,2.25944529003971,3.00419066801325,4.28422867210244,1.39695248602362,8.67346692380128,-3.80885132775157,-2.49289012225283,1.63944086736644,-1.48598441667364,3.50130418615381,-2.37321628577662,-2.0537629143591,-2.74017605924771,1.8217710494361,-2.89515863459087,7.6601047066844,3.04505555927525,8.17265915840615,1.02249097560991,NA,1.23782659529808,-2.13179087191937,-3.35933351324435,-5.52749691795478,2.25434995138289,9.27059722206666,-2.53527455783087,1.15551588774574,-5.85399651583692,2.24634985989336,-2.82015723433853
"2382.DPOO1.C1.HA.5.648.root.9.12.lane7.NoIndex.L007.sequences",0.602034619806331,-3.22089348578872,-0.375426049459651,-4.72466791062061,-6.04823084895655,-4.17604568253121,-4.13576890745359,-6.10123759038225,-0.46999069418804,-5.03400798283942,-6.76301321043586,-4.3301178172388,-7.53604866017269,-5.45386748898548,-0.64842980906317,-0.407721805913384,-5.94673683519675,-0.58570394130051,-5.81369741567068,1.22983871143557,1.82831526445812,-0.642195401076508,-6.46747850990867,1.34076110078003,-4.70096607692284,-6.33707980232073,-6.98540734798622,-5.00483003992673,1.23782659529808,NA,0.82286865069683,-1.12062171349803,1.23769229351302,-5.61764943936944,-5.79865692266711,0.73364659230637,-4.9232386614495,0.452289772189547,-4.85382394206666,-0.450775119648086
"1642.MS00550",-4.73963106302135,9.39576739199055,-3.79873189344208,10.5285212752875,0.689952909486931,9.32384678295814,9.9232027982039,0.639963884398159,-4.50040748550424,1.56199001178963,1.96538254589397,2.7045151574149,0.99623747120163,9.1602805925704,-5.68249911131582,-3.598478571853,0.900832527151657,-2.56991347642381,2.79843682162238,-4.90655740090306,-1.92787582185791,-4.4558542206593,1.45831170547103,-0.750264370430901,7.40239137601242,1.80933503325804,8.51282265571938,0.822274561529154,-2.13179087191937,0.82286865069683,NA,-5.34812784529563,-2.83868253601697,1.77046840921492,8.86022622347621,-4.32380374604061,0.44693239169511,-2.40045738870585,1.06757392176006,-4.27831059098213
"1642.MS00475",-4.48385809711072,3.2456215543762,-5.15690781299663,2.53362415204742,-0.574901229387271,3.88622911963668,1.93093080496389,-1.31273181410194,-5.38072625420983,-0.943078525701182,-0.601948347157893,0.14545293217157,-0.803279303834037,2.50782742953677,-6.95679535312767,-5.33517560304287,-0.444085072373928,-4.58424855961574,-0.152928906082716,-4.55029396807537,-4.01746848398273,-4.82698337053712,-1.32021358167073,-2.36355955669982,1.70672717762665,-0.785880247571718,2.12547570247278,-0.903593865283175,-3.35933351324435,-1.12062171349803,-5.34812784529563,NA,-4.00972910723484,-0.837331593577206,2.20178878400124,-5.30013444511312,-1.1281738237883,-4.04861632981367,-1.03916443935682,-5.35526977149238
"1642.MS00605",-3.05216068085081,8.9372639729723,-3.03292480013041,11.0917021982002,1.07365265017641,8.92715157953177,10.2041090656448,2.13328194013636,-4.02120686899952,2.5860934887503,2.96510700150892,4.91411231307151,1.64218434860916,8.77594288674433,-3.41794953628327,-3.13964288857555,2.02474245702786,-1.73667460373608,3.20716787320687,-3.29730989910163,-2.26449873308936,-2.87047987316033,2.2107418367316,-2.11356829673951,8.10460945159394,3.15257597151759,9.13533163911454,1.09071650861702,-5.52749691795478,1.23769229351302,-2.83868253601697,-4.00972910723484,NA,1.99866242547237,9.25769641228108,-2.64447444070975,1.23665479123425,-5.49495724525324,1.86544536213959,-3.09408106674513
"2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences",1.81870422015022,-3.97072549587207,-0.0335405851720417,-5.17251954465644,-5.63897371499288,-4.44466708938655,-4.37466598259952,-5.5547927374922,-0.166391213234666,-5.1624857423171,-6.3855288900564,-4.09640280913076,-6.87085300551252,-6.10073627715956,-0.524304439967697,-0.224547015817217,-6.66317447400763,0.325789769955645,-5.93481541655832,1.54126638355157,2.35010104570487,-0.30405055606414,-6.85176206169923,1.51981410616667,-4.84408480248844,-5.9184250299921,-7.52304569964836,-5.52087203126306,2.25434995138289,-5.61764943936944,1.77046840921492,-0.837331593577206,1.99866242547237,NA,-7.27519387913139,1.45939671134103,-5.0791901890639,1.65636066445091,-5.22995091997791,0.553772365032678
"2382.SH005.C3.RH.4.467.rhizo.4.12.lane7.NoIndex.L007.sequences",8.04507514905813,-5.60690835272919,1.48637124412536,-9.4031849212558,-6.57229412997685,-7.91493099126593,-8.21140444080236,-6.84620627308959,2.34075689480223,-5.98076287057549,-4.15503184553107,-4.86235058364696,-2.81875844660482,-5.95691997927799,0.687607026161115,2.34097508237222,-2.70290920152101,3.34938448838725,-6.46983647929303,8.45795949273481,10.836609114731,1.68660877989928,-5.97453264951605,9.08976194885949,-8.93827923978201,-5.98756628429391,-8.90672873535404,-6.43080545000905,9.27059722206666,-5.79865692266711,8.86022622347621,2.20178878400124,9.25769641228108,-7.27519387913139,NA,6.74407168049756,-7.27427916472951,6.4414451715574,-5.57755411927008,5.615381996266
"1642.MS00474",-4.05671185451768,7.46064491123662,-4.42357273774234,8.06618089297311,0.266908987113459,8.32714466544724,7.89375980616756,1.22131138679643,-3.60491241892535,1.54195798530552,1.65960782800948,2.38259965778877,0.85552166356027,6.72912451248252,-5.47132724225686,-3.47851761283928,0.937189629218776,-3.34235175566223,1.83489229469257,-7.23770610119699,-3.98606323716209,-4.13075638239599,0.567387760812159,-3.3904995276504,5.53957839282283,2.35842217026269,6.73604481112171,0.557236853508344,-2.53527455783087,0.73364659230637,-4.32380374604061,-5.30013444511312,-2.64447444070975,1.45939671134103,6.74407168049756,NA,0.0593566327792317,-2.62789894316041,0.687878255431013,-4.47941639996026
"2382.HE003.C181.HA.2.758.root.9.12.lane7.NoIndex.L007.sequences",1.14174204707257,-2.9315768947784,-0.694183678694743,-3.33879946385753,-6.36183925118625,-2.87928175191355,-3.30427594576065,-5.5765358981977,-0.616070106968907,-5.75882177879527,-4.91827364552694,-2.93434199727475,-8.14568390770247,-5.46212087533582,-0.665251299983557,-0.824702818846641,-6.3883386156347,-0.404145580234279,-6.29423079367378,0.877188309448672,1.2185030453234,-0.820580871517795,-6.74045312318686,0.994099563359514,-3.55425478153112,-5.46163005992894,-7.17892826685748,-5.47810003963414,1.15551588774574,-4.9232386614495,0.44693239169511,-1.1281738237883,1.23665479123425,-5.0791901890639,-7.27427916472951,0.0593566327792317,NA,0.479249075509779,-3.17584472909448,-0.126927395494914
"1642.MS00598",-2.4989244906595,6.31995012111975,-3.12255440725084,7.27328408580489,0.361896376814874,6.29357134252826,7.03446563633547,0.559391656947491,-3.29334013414522,1.27385785065251,1.66618348852411,2.26905064542142,0.760370608083491,6.2361342237567,-3.79578067912237,-3.18813370286645,0.998671562887548,-1.16622214406781,2.12334896550054,-2.20326286222303,-2.76563455507315,-3.11137300055909,0.818376789221573,-2.489366662296,4.92649673022579,2.39548711848108,6.02843229067891,0.572157325424523,-5.85399651583692,0.452289772189547,-2.40045738870585,-4.04861632981367,-5.49495724525324,1.65636066445091,6.4414451715574,-2.62789894316041,0.479249075509779,NA,0.203766083552608,-3.48445837769587
"2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences",1.47766685791201,-5.09747161183315,-0.724834604164297,-5.14936255698035,-5.89912821252614,-5.11781768021726,-5.73271674191256,-6.47987003489535,-0.390672573300503,-5.3503981063819,-5.34716934345984,-4.41937597355432,-8.25684839430373,-6.02064313319674,-0.487495515599015,-0.483446037245822,-6.13784896706647,-0.506878678642355,-6.53084272581302,1.61483812961922,2.72018435990544,-1.21407393454037,-5.84299281395501,1.7328812236042,-5.37102776963716,-5.59530306750291,-8.17237292978402,-5.828668644368,2.24634985989336,-4.85382394206666,1.06757392176006,-1.03916443935682,1.86544536213959,-5.22995091997791,-5.57755411927008,0.687878255431013,-3.17584472909448,0.203766083552608,NA,-0.433826290047261
"1642.MS00549",-4.87333485841196,6.26244371457157,-5.28743230527098,7.01312176503901,0.0600276736738051,7.14432573295445,6.6877969812144,0.0472773107771814,-4.74617420705678,0.398102867298572,1.02232716411864,1.45571799820068,0.164719470674176,5.78861824327328,-5.87298254130236,-4.31995901364683,0.511211195841617,-4.08212968861553,1.31128200682316,-3.79682143117753,-3.84716354057204,-5.84590474674136,-0.0301437513654688,-2.25755976355956,4.55026176020657,1.18994107385542,4.82850022425974,-0.0303446476260852,-2.82015723433853,-0.450775119648086,-4.27831059098213,-5.35526977149238,-3.09408106674513,0.553772365032678,5.615381996266,-4.47941639996026,-0.126927395494914,-3.48445837769587,-0.433826290047261,NA
