"","2382.MU002.C3.HA.3.488.root.4.12.lane7.NoIndex.L007.sequences","2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.3.288.root.9.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.1.278.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00422","2382.DPOO1.C1.HA.3.437.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","1642.MS00360","1642.MS00461","2382.SH008.C6.HA.2.333.root.9.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.4.667.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00540","1001.SKD7","1642.MS00636","1642.MS00574","1642.MS00514","1642.MS00623","2382.SH008.C6.HA.4.742.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00630","2382.MU002.C3.HA.1.477.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.1.428.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00501","2382.DPOO1.C1.HA.2.632.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.1.677.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00357","1642.MS00369","1642.MS00517","2382.DPOO1.C1.HA.5.248.root.9.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.2.658.root.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.4.467.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00521","2382.SH008.C6.HA.3.338.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00368","1642.MS00522","1642.MS00419","1642.MS00418","1642.MS00498","2382.HE003.C181.HA.3.762.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.4.543.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00491","2382.SH007.C6.RH.5.723.root.9.12.lane7.NoIndex.L007.sequences"
"1642.MS00501",0.0885139370067,0.1134065904154,0.1038421860533,0.0956253983004,0.0204991785611,0.0866222587509,0.0296817309738,0.0278307292369,0.0992745837557,0.0862928191193,0.0211800417223,0.1322421003408,0.0217662730022,0.0198800477957,0.0190157254743,0.0216326336578,0.1050184656529,0.0223414095586,0.090946501024,0.1078597874757,0,0.1014059676583,0.0937472464671,0.0258799073873,0.0519013296951,0.0188517402466,0.0833181022155,0.1032390973132,0.0863400947679,0.0213579047853,0.0983909891522,0.0325299128085,0.0188085068235,0.0218550149476,0.0201275059313,0.0185706912175,0.0917785971861,0.0897814102852,0.031855845945,0.1049310934448
"2382.DPOO1.C1.HA.2.632.rhizo.9.12.lane7.NoIndex.L007.sequences",0.0465603613425,0.0608174788009,0.0632211591692,0.0483193857906,0.0771983750044,0.0218041459768,0.1012030527002,0.0925281947386,0.0506781115637,0.0256200366251,0.0901190339055,0.1188971531764,0.0883438455609,0.0824170962481,0.106219191443,0.0827460364558,0.0215818915241,0.0822177228234,0.0254786952536,0.0541644761146,0.1014059676583,0,0.0273735584053,0.0889048412084,0.1144484047059,0.0904889874392,0.05086991803,0.0554459634775,0.0300787064604,0.1019496872382,0.051951441575,0.1126466976154,0.105537778483,0.0856118017845,0.0864721792984,0.0943982968634,0.0320870097247,0.0463814869358,0.0817759043228,0.0577398464428
"2382.MU002.C3.HA.1.677.rhizo.9.12.lane7.NoIndex.L007.sequences",0.0324914566484,0.0585646375248,0.0459735066776,0.0355490296824,0.0827012229403,0.0328508255529,0.0862004863006,0.0924111427275,0.0459025675864,0.0278724464783,0.0968483796121,0.0967520665676,0.095305777887,0.0884460061404,0.0892112653295,0.0926712417324,0.0249070804597,0.0902425536363,0.0236940959979,0.0496030747956,0.0937472464671,0.0273735584053,0,0.084046941641,0.092761660486,0.0869395508412,0.0314352218094,0.0468767971874,0.0323384696452,0.1055200316477,0.0489033822424,0.0872283769596,0.1040280238527,0.0899196041665,0.0920662267352,0.0907860648105,0.0389219653029,0.0395751121528,0.0839312171065,0.0544026687235
"1642.MS00357",0.0797756320156,0.1009989991535,0.0922070872351,0.0842665137325,0.0231210714807,0.0802437329801,0.0165987252467,0.0283926706353,0.0880180487295,0.078271648357,0.0319893035651,0.1153303761537,0.0311634889958,0.0297208230066,0.0281253731247,0.0319735245596,0.0867537820864,0.0292727473999,0.0814381347868,0.0980930527455,0.0258799073873,0.0889048412084,0.084046941641,0,0.0311707617713,0.0268521801088,0.075121168092,0.0894355234089,0.0757899034761,0.0337975245398,0.0872337902469,0.0179818394433,0.0297167898156,0.0240701595511,0.0226088625272,0.0277682079417,0.0785168422149,0.078458957017,0.0336393295294,0.0904778151996
"1642.MS00369",0.0880647348322,0.0931489404051,0.0957162358341,0.0898732180136,0.0450997112247,0.0956268751,0.0280540090548,0.0486667285293,0.0912461586615,0.0822039809525,0.0565466359395,0.1069987298675,0.0546661439332,0.0528628319921,0.0442457388671,0.0538173029193,0.1125751999229,0.0510909688625,0.0905561972516,0.0946163758508,0.0519013296951,0.1144484047059,0.092761660486,0.0311707617713,0,0.0458476706941,0.0788082582386,0.0941475355286,0.0821002360279,0.054818103897,0.0947730176917,0.0247442094547,0.0572972192129,0.0492714799136,0.0529991813128,0.0509101269692,0.0822043991854,0.0868480824116,0.052078338719,0.0894729156862
"1642.MS00517",0.0836177916232,0.1098346738566,0.0993341345871,0.0899563488611,0.0209261446509,0.0802485413665,0.0307873385055,0.0237662765501,0.0938973013285,0.0791109475387,0.0230060453991,0.1303612509044,0.0229227969497,0.0207875108045,0.0196051230844,0.0212381525711,0.0978163556767,0.020886308251,0.0825148738609,0.1033154631759,0.0188517402466,0.0904889874392,0.0869395508412,0.0268521801088,0.0458476706941,0,0.0770882143104,0.0985338768152,0.0774313496729,0.0235313082244,0.0934554858382,0.0334369428364,0.0213946515113,0.0239579115007,0.0222596627521,0.0198047478421,0.0833506244684,0.0850995802091,0.0272630022944,0.0994651806233
"2382.DPOO1.C1.HA.5.248.root.9.11.lane1.NoIndex.L001.sequences",0.0244589509403,0.0332625806062,0.0232015670248,0.0217178677025,0.0778467643822,0.033584842755,0.0782354741534,0.0861062388498,0.0238746352642,0.032198711633,0.0921250525831,0.0718125983026,0.0896043179231,0.0860887435478,0.0789334996656,0.0876230083632,0.0514859379316,0.0841366501345,0.0377111907523,0.0245339446238,0.0833181022155,0.05086991803,0.0314352218094,0.075121168092,0.0788082582386,0.0770882143104,0,0.0271283099912,0.0316293598082,0.0950719982025,0.0260537815382,0.074332015724,0.0936259013632,0.0838515844392,0.0833446144558,0.0819220337925,0.0354960717346,0.0227173086994,0.0844598032532,0.0255575317483
"2382.SH005.C3.RH.2.658.root.9.12.lane7.NoIndex.L007.sequences",0.0214435427629,0.01787571591,0.0151096958006,0.0154676281595,0.0973782219626,0.0559537649611,0.092464219325,0.1142101322679,0.0239506712123,0.0507169776041,0.1123321909169,0.063325862823,0.1089678448585,0.1055799579292,0.0981626230241,0.1093000948698,0.0493144780113,0.1027267619313,0.0566133775464,0.0162583300348,0.1032390973132,0.0554459634775,0.0468767971874,0.0894355234089,0.0941475355286,0.0985338768152,0.0271283099912,0,0.0501452237949,0.1159992096073,0.0162321199042,0.0893572898196,0.1138135031955,0.1047975109459,0.1029401117911,0.103246474294,0.0499066924694,0.0207364452401,0.1095365388591,0.014844679582
"2382.SH005.C3.RH.4.467.rhizo.4.12.lane7.NoIndex.L007.sequences",0.0359908302636,0.0543385069327,0.0485639396332,0.0386176608057,0.0762732942528,0.0298692093396,0.0790830469399,0.0846420439888,0.0317160216404,0.0201669111393,0.091176078516,0.0919610438359,0.0900328150701,0.0835979699917,0.0809594696724,0.0876783300348,0.0260024814853,0.0850403636972,0.0272450726707,0.0511422035717,0.0863400947679,0.0300787064604,0.0323384696452,0.0757899034761,0.0821002360279,0.0774313496729,0.0316293598082,0.0501452237949,0,0.1001729666684,0.0372677408742,0.0798162102887,0.0969872872168,0.0856424008323,0.086262645042,0.0841349398163,0.0299954309857,0.031642085074,0.0847942173101,0.0402369359341
"1642.MS00521",0.0998771372505,0.1331958008513,0.1158147606507,0.1052999007514,0.0257778153079,0.1038486764789,0.0378411131359,0.0233738814218,0.1113510921523,0.0982102516642,0.0222712932716,0.1466419229969,0.0252131312901,0.0234412502665,0.0228922990451,0.0262798178078,0.1029291611159,0.0258788802278,0.1061305685113,0.1232220602492,0.0213579047853,0.1019496872382,0.1055200316477,0.0337975245398,0.054818103897,0.0235313082244,0.0950719982025,0.1159992096073,0.1001729666684,0,0.1117413876683,0.0430119423833,0.0211365199783,0.0290383695376,0.0252302023899,0.0223513388516,0.1048784770624,0.1052420344274,0.0339662454641,0.1197360432985
"2382.SH008.C6.HA.3.338.root.9.11.lane1.NoIndex.L001.sequences",0.0204691940551,0.0192911534589,0.016389911136,0.0180812793858,0.0944853193812,0.0520151406157,0.0963736421161,0.107633843708,0.0159567428502,0.0416880855033,0.1129181001717,0.053388600302,0.1054416099289,0.1063850772458,0.0931501882602,0.1059073857249,0.0437903496638,0.1013797409516,0.0533367569954,0.017497931063,0.0983909891522,0.051951441575,0.0489033822424,0.0872337902469,0.0947730176917,0.0934554858382,0.0260537815382,0.0162321199042,0.0372677408742,0.1117413876683,0,0.0866424826573,0.1104080378161,0.103302232867,0.1010954217421,0.0998841723784,0.0427082578275,0.0152792012091,0.1073701829396,0.0152108718276
"1642.MS00368",0.0814613476004,0.0946756135966,0.0911447673879,0.0853869147428,0.0324322708783,0.0815014916061,0.0184612946229,0.0373797073776,0.0886381681029,0.0793212322079,0.0410345785277,0.104291352606,0.0398083017556,0.0386534582114,0.0342898427275,0.0406400224396,0.1095976078635,0.0392584051855,0.0841542259282,0.0950015557355,0.0325299128085,0.1126466976154,0.0872283769596,0.0179818394433,0.0247442094547,0.0334369428364,0.074332015724,0.0893572898196,0.0798162102887,0.0430119423833,0.0866424826573,0,0.0372925444769,0.0287396855285,0.0294268733317,0.0361799204395,0.0798143283003,0.0770476838951,0.0408170641583,0.0862473253509
"1642.MS00522",0.0980976013384,0.1290961302543,0.1132964844804,0.1056952624973,0.0243571817519,0.0989091343132,0.033782926769,0.0301119709398,0.1092314477437,0.096858625346,0.0220085157869,0.1490535674814,0.0240896891367,0.0230090357539,0.0200390396657,0.0252180276092,0.1090488151162,0.0237902770163,0.1015433512825,0.1195207476628,0.0188085068235,0.105537778483,0.1040280238527,0.0297167898156,0.0572972192129,0.0213946515113,0.0936259013632,0.1138135031955,0.0969872872168,0.0211365199783,0.1104080378161,0.0372925444769,0,0.0225394342156,0.0216555917621,0.0200196990702,0.1031511437879,0.1013433683444,0.0346366658635,0.1171338908389
