"","1642.MS00358","2382.SH008.C6.HA.4.542.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.1.677.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00357","1642.MS00574","2382.SH007.C6.RH.1.502.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00442","2382.RU006.C181.RH.1.778.root.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.3.713.root.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.5.622.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00493","2382.HE003.C181.HA.3.131.root.6.11.lane1.NoIndex.L001.sequences","2382.GM.181.R1.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00364","2382.GM.181.R5.root.10.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.1.427.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.1.703.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00406","1642.MS00438","2382.HE003.C181.HA.3.131.r1.root.6.11.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00613","1642.MS00424","2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.2.757.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00481","1642.MS00579","2382.SH008.C6.HA.3.737.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00591","2382.MU002.C3.HA.3.487.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.4.593.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00464","2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00380","2382.SH005.C3.RH.2.258.root.9.11.lane1.NoIndex.L001.sequences","2382.RU006.C181.RH.2.783.root.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.5.447.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00444","2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences"
"2382.HE003.C181.HA.3.131.r1.root.6.11.lane7.NoIndex.L007.sequences",0.139209561632267,-4.41721880052773,-2.73182734607717,-1.69161825644518,0.26125355096027,-4.15994678887214,0.558819825450411,-7.36453226322662,-5.23750230084082,-3.96920483991147,-6.56217991657459,-0.148155476888874,-6.11779082529386,-5.25714725839402,-2.51092262770855,-5.18634357089028,-3.19043413075659,-6.07202010472551,-1.41891990578239,-0.466177727421154,NA,-5.10087791968334,1.2583311694104,-1.40660600236493,-4.59782394195562,-3.34431129404674,0.657969111891982,0.286886840304565,-3.74036011329702,-0.733846563919224,-2.1228195050746,-3.07013081577114,-0.269435697739987,-3.21185558440513,-0.701091275993299,-5.42211107354283,-4.12940832787779,-3.75396680339261,-0.0554670787021073,-4.33749790037376
"2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences",-0.878805909928258,-5.12862130389408,-4.10803060380644,-1.34438881669185,1.35110298072418,-5.53120200874166,1.4100208423402,-6.321598205766,-5.52146048990171,-4.72145837819476,-6.74444478300302,0.721861924079829,-5.60913898257239,-6.4314441013846,-2.86927697183026,-5.14024874066261,-4.18288560650456,-5.70590605228212,-1.03377838036949,-0.398866248027005,-5.10087791968334,NA,2.39376456618585,-1.2126344317138,-5.1279730631602,-4.14378873478017,1.36488813469277,1.24318702089856,-4.40625934690988,-0.33047244865183,-2.62188388930553,-6.25393587566772,0.15061959822416,-4.80933139540695,-0.917469593871103,-5.71754537401405,-5.44279152199041,-4.92012709216556,0.815068946233193,-6.18795794290916
"1642.MS00613",5.62994866710238,3.44551485589936,3.37677933705072,-1.01696506137031,-1.41100462159125,5.8587737895386,-2.3929699386117,1.5397019485317,1.46313661742905,3.90818507271499,1.91833731474872,-1.78735198852081,0.438341871896811,2.12063389423353,0.0488676705349992,1.14734058410472,2.83013901430829,1.50605146228049,-2.028757896269,-2.77752030452265,1.2583311694104,2.39376456618585,NA,-1.95526140136036,0.826253232834949,2.79840580114256,-2.79587249942608,-2.80870181325812,2.82986514489004,-1.98065169120043,3.57244521707077,1.68967400358419,-2.2926891275603,1.63526336519548,-1.22518545389881,1.37961000463333,1.65290001081037,3.16004359707459,0.339908298314169,1.34103216937649
"1642.MS00424",-0.716683080413594,-0.303064501970315,0.534766617295035,-2.31080225906277,-2.82300870518766,0.822937062723779,-2.34697882446958,-1.12449865986481,-0.848676207742118,0.452882766107775,-0.851205305041708,-4.87918544371759,-1.32074033051439,-1.37087189835744,-4.70382670010314,-1.86290345253046,0.304858953370076,-1.08047357842686,-5.63922409985268,-3.45896566888591,-1.40660600236493,-1.2126344317138,-1.95526140136036,NA,-1.20953752969326,-0.340800679418162,-4.11447305413804,-3.02674684281126,0.777071809737152,-4.11803100984857,3.82767072617001,-0.161166929561475,-5.93235694182521,-0.798677844431076,-2.45949180137555,-0.151450074405441,-0.997733000690669,-0.0568358054829217,-0.917021854086929,-0.859947098532881
"2382.DPOO1.C1.HA.2.433.root.4.12.lane7.NoIndex.L007.sequences",-1.07539600359064,-4.60978892951739,-5.06491570381756,-1.34148855534277,0.150761978547509,-4.64014267578481,0.460265040743895,-5.07148348524559,-3.61870744398334,-3.84793222512184,-5.75420425233266,0.0919330753477995,-5.89551046980203,-4.60880316945766,-1.93574959787586,-4.48476797799669,-3.28545431505863,-5.02371193269297,-1.2737162696171,-0.609323826297938,-4.59782394195562,-5.1279730631602,0.826253232834949,-1.20953752969326,NA,-5.13196785766961,-0.00794745037052725,0.318278452302373,-3.81315724674047,-1.06309206202901,-2.87509172655068,-2.63303324240527,-0.342756056087727,-4.4111765688284,-0.723256217849931,-4.85177068227468,-3.495994387877,-4.3605820834057,0.00468293036001472,-5.00957796928923
"2382.HE003.C181.HA.2.757.rhizo.9.12.lane7.NoIndex.L007.sequences",2.4526458690857,-7.18950848920315,-4.40521758695184,0.168298073807405,1.38988246350059,-3.50122432234824,3.86572114131865,-5.05051709054231,-5.0335596097896,-7.90068770886401,-3.43881127363316,1.87124968133113,-3.18609269787252,-3.75314740894063,-0.922909196164293,-3.14642857364253,-4.93057224289214,-5.00276921221458,-0.046594162665154,0.400393209073113,-3.34431129404674,-4.14378873478017,2.79840580114256,-0.340800679418162,-5.13196785766961,NA,2.15508476120284,1.71076033909139,-5.1872763268344,1.48678341837021,-2.08844360859872,-2.33385925610348,0.116301778133768,-4.1186437049711,1.56515202447392,-4.59437416367487,-3.58565247819907,-4.55278099214354,2.17441065250149,-5.89587261878019
"1642.MS00481",1.26937542830241,1.90615243938197,2.82700221703412,-1.69875132758521,-3.05328904694345,5.77878662903274,-2.74463465742434,-0.0801248854456119,0.125951432698352,3.07347527362664,1.01698982189913,-3.56066157150902,-0.215291173621687,1.51594296416801,-2.26315214952742,0.751786189450688,2.83996010594506,0.458562819816449,-4.20204443073738,-3.53508720462254,0.657969111891982,1.36488813469277,-2.79587249942608,-4.11447305413804,-0.00794745037052725,2.15508476120284,NA,-3.29145164596936,2.87120408170733,-3.09426992925376,4.23996783006672,1.29681781480095,-4.74753800699346,0.46619132949866,-1.62107259877487,1.1820885589408,1.06886357330987,3.23522665618656,-3.67247193528543,-0.00327701477779717
"1642.MS00579",4.69375741887528,3.24622599264955,3.11850403999647,-2.35090095660528,-3.37808589603204,4.22952479458657,-3.66854974018309,1.07851379053741,0.664905715212681,4.0068223889074,1.15497809703406,-3.4458454676692,0.0810360942664602,0.603766313285242,-2.8257190249573,-0.0830329577209816,3.88117943571779,0.719187531172258,-3.10935706444674,-4.39720572019986,0.286886840304565,1.24318702089856,-2.80870181325812,-3.02674684281126,0.318278452302373,1.71076033909139,-3.29145164596936,NA,3.62180099589818,-2.94337411910532,4.96801088251669,0.763326900017911,-3.59228069306052,0.902573816917891,-2.24313581002708,1.32202495248998,0.412997870153705,2.88194548567702,-0.893277702701146,0.883456107084723
"2382.SH008.C6.HA.3.737.rhizo.9.12.lane7.NoIndex.L007.sequences",5.42254787619951,-6.68177622861989,-4.85261265692107,1.78695124659208,4.50898975499786,-3.69727263373196,5.49959337657178,-4.42745347982654,-4.5770863168203,-5.58834452087475,-4.44974182020825,4.24478689781297,-4.63621014745772,-3.90577278196245,0.833052934163401,-3.42994989627103,-8.8331288118625,-4.52582214540986,1.55083105962453,1.09938348681867,-3.74036011329702,-4.40625934690988,2.82986514489004,0.777071809737152,-3.81315724674047,-5.1872763268344,2.87120408170733,3.62180099589818,NA,1.58805296747453,-6.08434931228275,-2.08623188840102,2.60326948169214,-3.91647283577606,1.28877273115913,-6.7390647396562,-3.27089992440561,-8.01450976547841,3.72289581255967,-5.99702579196239
"1642.MS00591",-1.48522927715308,1.47366926438815,0.869527955872739,-3.82674917761096,-3.12314243023808,2.77001544505538,-2.99915646057987,0.382681489177866,-0.170622604125943,1.70223077160241,-0.429179421682935,-2.78342085648204,-0.957973387260502,-1.09325572339822,-3.4226812481531,-1.68229972832906,1.91955214986359,-1.01368105559471,-3.36091859775621,-3.07252926516541,-0.733846563919224,-0.33047244865183,-1.98065169120043,-4.11803100984857,-1.06309206202901,1.48678341837021,-3.09426992925376,-2.94337411910532,1.58805296747453,NA,2.44107600294004,-0.0254790463524111,-3.42603726097954,-0.126569010899983,-2.92966244650667,1.63524904178439,-0.43357196953559,1.04868243910702,-2.80155606190206,-0.383683176755594
"2382.MU002.C3.HA.3.487.rhizo.4.12.lane7.NoIndex.L007.sequences",6.78985262316501,-4.43032252349961,-3.22279716868681,3.7122111291345,5.85162719411524,-2.5643792422864,8.57470792504771,-2.89975254092468,-2.68407433070304,-3.13243362777663,-2.59102431868221,6.32759830035844,-1.06335191628264,-2.46979381160127,1.5455272514542,-2.56492516113598,-6.28261300411614,-2.68691841240007,4.51912956938197,4.10548290815615,-2.1228195050746,-2.62188388930553,3.57244521707077,3.82767072617001,-2.87509172655068,-2.08844360859872,4.23996783006672,4.96801088251669,-6.08434931228275,2.44107600294004,NA,-0.803998438656768,5.75649032938985,-2.86801762978533,2.53674706041767,-0.201876330442775,-1.79350359245147,-7.7390304687015,7.01300649419784,-4.07847190378424
"2382.RU006.C181.RH.4.593.root.4.12.lane7.NoIndex.L007.sequences",1.51285041269373,-2.53083327968388,-1.48966718392249,-0.44724011530013,1.2150276765257,-2.8667452699761,0.840686554258627,-7.43633104117596,-2.59193258481024,-2.54080042451339,-7.61084704844075,0.491263008518536,-2.63167241181713,-6.33885863460455,-1.52996779159125,-5.51603355660062,-2.045795839937,-2.90298096641725,-0.212666023515817,0.415181421680416,-3.07013081577114,-6.25393587566772,1.68967400358419,-0.161166929561475,-2.63303324240527,-2.33385925610348,1.29681781480095,0.763326900017911,-2.08623188840102,-0.0254790463524111,-0.803998438656768,NA,0.763687759167767,-3.20073570987211,0.0353525758793431,-5.37867123978242,-4.5320910583699,-2.28322066478488,0.896604426475913,-2.94793109003142
"1642.MS00464",0.53669493173602,0.7975462568663,2.37178438440526,-2.12252457416171,-2.78475393680374,2.81962709989705,-2.83477950906174,-0.596001338017229,-0.246651807080175,1.41228363937639,0.19773572350036,-3.34913767515607,-0.732086427640319,0.0220770175206319,-3.23388777455658,-0.981575470726674,1.68835902801555,-0.0238247210269846,-4.82140495070056,-3.36735258651178,-0.269435697739987,0.15061959822416,-2.2926891275603,-5.93235694182521,-0.342756056087727,0.116301778133768,-4.74753800699346,-3.59228069306052,2.60326948169214,-3.42603726097954,5.75649032938985,0.763687759167767,NA,0.0610467933777877,-2.12915635544008,0.181953461716476,0.151060324782906,1.58644394166503,-2.95726318002168,-0.257691710031342
"2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences",0.120205446525354,-4.42644066716689,-3.59411798009709,-0.869213429301778,0.886690901941917,-3.99731764887027,1.05939101769549,-4.52616635103029,-3.81161246717192,-3.92435207801459,-5.27704251399911,0.578538542563951,-3.24980489526358,-5.65907133929171,-1.65941186489367,-4.396482616319,-3.57128817413155,-5.21086030252575,-1.32482447369077,-0.174383993647044,-3.21185558440513,-4.80933139540695,1.63526336519548,-0.798677844431076,-4.4111765688284,-4.1186437049711,0.46619132949866,0.902573816917891,-3.91647283577606,-0.126569010899983,-2.86801762978533,-3.20073570987211,0.0610467933777877,NA,-0.113582316548577,-5.12262611561566,-4.34426403802945,-3.53921001049949,0.678262565475208,-5.17778131147976
"1642.MS00380",2.24842004986602,1.21205952765161,1.73589178664615,-3.96685610692562,-1.80923443658326,0.816483784124081,-2.12528482311611,-0.0763698200636894,0.0646814195762139,1.60429582001157,-0.21236026119904,-1.53792994189084,-0.57590647540317,-1.7190182752383,-3.12124191164144,-2.80478096517178,0.737176592610732,-0.715604429966565,-2.76411330365117,-2.31613977757597,-0.701091275993299,-0.917469593871103,-1.22518545389881,-2.45949180137555,-0.723256217849931,1.56515202447392,-1.62107259877487,-2.24313581002708,1.28877273115913,-2.92966244650667,2.53674706041767,0.0353525758793431,-2.12915635544008,-0.113582316548577,NA,0.505331921367958,-0.740202961396229,0.39487688769268,-2.23114809505814,-0.830532976584408
"2382.SH005.C3.RH.2.258.root.9.11.lane1.NoIndex.L001.sequences",2.00797959870322,-2.97305332948126,-2.73357461235127,0.275416767578409,1.06222004012571,-3.31637631085892,1.29596992436869,-7.20883309900404,-5.13582715979487,-7.47955902470307,-5.31162424291575,0.723348214182374,-6.07977417505147,-5.25008159133713,-0.815109340080229,-4.23713576449667,-6.15405310783812,-6.84379623533303,-0.340311880488539,0.18427859918326,-5.42211107354283,-5.71754537401405,1.37961000463333,-0.151450074405441,-4.85177068227468,-4.59437416367487,1.1820885589408,1.32202495248998,-6.7390647396562,1.63524904178439,-0.201876330442775,-5.37867123978242,0.181953461716476,-5.12262611561566,0.505331921367958,NA,-5.44657257903318,-3.22588036023035,1.2413626657794,-7.11257065700592
"2382.RU006.C181.RH.2.783.root.9.12.lane7.NoIndex.L007.sequences",0.727658798127311,-3.85699282689237,-2.31585485203777,-1.28204064321152,0.802931004427354,-4.28761258789346,0.944434556693769,-6.30449772330353,-3.63207767687475,-3.84192476229123,-6.7392885734194,0.152571036841327,-3.62889870692559,-6.25501631945512,-2.71926846197233,-4.96937729635668,-3.06066175713861,-4.03557975742714,-0.917820237756069,-0.53466525606492,-4.12940832787779,-5.44279152199041,1.65290001081037,-0.997733000690669,-3.495994387877,-3.58565247819907,1.06886357330987,0.412997870153705,-3.27089992440561,-0.43357196953559,-1.79350359245147,-4.5320910583699,0.151060324782906,-4.34426403802945,-0.740202961396229,-5.44657257903318,NA,-3.45288891932412,0.511613810437877,-3.61206682270459
"2382.DPOO1.C1.HA.5.447.rhizo.4.12.lane7.NoIndex.L007.sequences",1.73572033131698,-7.17560285906367,-6.79514318088456,0.211347947241388,3.59437870713116,-8.09096572631533,4.50919099853107,-4.26879193279524,-3.19896014756388,-9.75189269516983,-5.18779782709837,2.90135311585547,-3.50245349726553,-4.92193840519006,0.0886121107712148,-3.89897578048991,-8.08162561676868,-4.66926730795331,0.594985331879039,0.415801345808098,-3.75396680339261,-4.92012709216556,3.16004359707459,-0.0568358054829217,-4.3605820834057,-4.55278099214354,3.23522665618656,2.88194548567702,-8.01450976547841,1.04868243910702,-7.7390304687015,-2.28322066478488,1.58644394166503,-3.53921001049949,0.39487688769268,-3.22588036023035,-3.45288891932412,NA,2.95284815768229,-4.79143577725491
"1642.MS00444",5.76754746834329,2.97032747673059,3.64930010662667,-1.90120004950202,0.266268545861103,3.95429755111921,-1.0422138881388,0.755383606928123,0.571327730789062,3.98668489162572,0.846048534875523,0.293296854871383,-0.174278887825815,0.147196544120255,-3.27370453210298,-0.450183048441151,3.34335824269094,0.489661332551261,-3.89550310686437,-3.88662098882253,-0.0554670787021073,0.815068946233193,0.339908298314169,-0.917021854086929,0.00468293036001472,2.17441065250149,-3.67247193528543,-0.893277702701146,3.72289581255967,-2.80155606190206,7.01300649419784,0.896604426475913,-2.95726318002168,0.678262565475208,-2.23114809505814,1.2413626657794,0.511613810437877,2.95284815768229,NA,0.611076307184894
"2382.MU002.C3.HA.4.693.root.9.12.lane7.NoIndex.L007.sequences",-1.51076865839423,-5.05181354332998,-6.04218494289839,-1.38474421837654,0.575170912733973,-5.02183354780423,1.16454351710916,-6.33240679577885,-5.48661635636189,-4.9078310214005,-5.81876227735511,0.216230804501698,-5.29755951929282,-5.34275624845313,-2.1345981877327,-5.09613451143327,-4.35366059885211,-5.43527020330889,-1.38089494803529,-0.322494225351716,-4.33749790037376,-6.18795794290916,1.34103216937649,-0.859947098532881,-5.00957796928923,-5.89587261878019,-0.00327701477779717,0.883456107084723,-5.99702579196239,-0.383683176755594,-4.07847190378424,-2.94793109003142,-0.257691710031342,-5.17778131147976,-0.830532976584408,-7.11257065700592,-3.61206682270459,-4.79143577725491,0.611076307184894,NA
