"","1642.MS00574","2382.GM.181.R3.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00412","1642.MS00452","2382.SH008.C6.HA.2.733.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00407","2382.HE003.C181.HA.2.557.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.3.712.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00606","2382.HE003.C181.HA.3.563.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00595","1642.MS00536","1642.MS00546","2382.SH005.C3.RH.3.463.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.482.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","1642.MS00331","2382.RU006.C181.RH.1.778.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00342","2382.SH008.C6.HA.3.738.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00453","1642.MS00537","2382.SH008.C6.HA.1.727.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00462","1642.MS00578","1642.MS00446","1642.MS00450","1642.MS00466","1642.MS00550","1642.MS00539","1642.MS00527","2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00608","1642.MS00499","2382.SH004.C1.RH.4.218.root.9.11.lane1.NoIndex.L001.sequences","2382.GM.181.R3.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00399","2382.SH007.C6.RH.5.722.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00522","2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences","2382.MU002.C3.HA.5.698.root.9.12.lane7.NoIndex.L007.sequences"
"1642.MS00537",-4.31602113417878,0.987794545803341,-2.2885543888924,-3.20643631992518,-0.571883787765589,-2.13629842967194,2.18550633930092,2.99964037214791,-1.60549334646414,0.461838944794599,-2.72320309744828,-2.12843549368138,-3.82016153020157,-0.908524462214405,2.54139086840879,-2.79152719341777,-0.182581036239031,-0.54233783578412,-0.148660350602943,-1.85789192881692,NA,3.98173984891366,-2.63625835764929,-5.06158320419107,-2.01422634778927,-2.54676479323218,-3.15551325741386,-3.91588160755384,-2.44711828724333,-1.42467093437791,-0.0579147359343019,-4.83873020918417,-4.74342803471968,-0.223740353119681,-1.22166244716419,-2.98766072768485,1.58157402086217,-1.93015053507135,-0.344651034832625,-1.88188690001778
"2382.SH008.C6.HA.1.727.rhizo.9.12.lane7.NoIndex.L007.sequences",4.85763146557849,-9.18059394012855,6.46328563619582,4.66587756849089,-4.10522727929069,1.64118065079483,-6.9459246555109,-6.6461378809135,9.05382094895015,-2.52325503720612,1.67555612860079,3.38530716282977,2.04957694950418,-3.74237949933665,-6.8234821018703,1.45266162631433,-3.90969684111084,0.912344440039791,-4.06178020707079,3.98749430133428,3.98173984891366,NA,5.76354202905626,4.44225380487042,3.9612807649364,6.83590671557885,4.17813141795691,7.49639648300289,5.53043213517241,2.64937700952131,-3.14126945050012,7.45154704890171,6.13685325254212,-2.59574050833866,-4.71460237618213,3.29393671015342,-7.56526329082962,7.37982472923056,-3.83573552745521,-2.61666949306599
"1642.MS00462",-1.58080475267769,2.89751597837644,-2.86854865982515,-2.63520014293888,0.950295680955863,-4.74962530097689,4.96296681196292,7.99410865657212,-3.53496457370184,0.920940533090353,-2.73189469435061,-3.43953707412797,-1.63176393707271,-0.345709845073659,5.05482237044538,-4.87427586996349,0.593003086252602,2.17028540863596,2.02740199590081,-1.5431727217026,-2.63625835764929,5.76354202905626,NA,-5.09497325725352,-3.17794840509489,-3.02663476278208,-5.32886572104109,-2.81667534212114,-1.6453107835376,-2.10944525281968,0.639517991819846,-2.39999269561073,-5.27982252949076,0.958031641485507,0.764949296663445,-4.17855345671068,4.3747265381702,-2.11063576451115,0.212812999900745,-0.450126323779898
"1642.MS00578",-5.9162599205241,1.45062703267332,-4.36685821883412,-4.61121539490087,0.275573073113505,-4.98944857211088,2.34231277071969,3.19814689266858,-5.09259029547914,0.834304360946292,-2.78638517734095,-2.49876017920444,-4.39857473813155,-0.458713098124428,2.86239421968986,-4.7954826876502,0.164821695051688,-0.767593586504553,0.535221498218726,-2.61851493348171,-5.06158320419107,4.44225380487042,-5.09497325725352,NA,-4.89718420023876,-5.70488012169714,-3.01845948172995,-5.45619111163289,-4.70481976717681,-3.56736293896189,0.39719905290392,-3.9644181502292,-5.24717245009505,0.473469468544517,-0.00848987408225403,-6.10616567433344,2.12954378139023,-3.93178709242986,0.226122148742196,-0.744440519434992
"1642.MS00446",-1.4926469733334,2.1121296623851,-1.30697752237031,-1.26831077896386,0.765983887943532,-4.29649983616012,4.58192988620222,6.61084586909021,-3.12201235034453,1.3096842633672,-1.46395552910751,-1.99559847387986,-1.24129706220798,-0.101610559673119,3.57715004777853,-4.16884505724914,0.714581165429624,-0.0621984670040224,1.53980174938773,-1.2660293598154,-2.01422634778927,3.9612807649364,-3.17794840509489,-4.89718420023876,NA,-4.5370978177029,-1.44060558520201,-4.40425980270901,-1.34366188446989,-1.67894084487723,1.12231837583772,-1.75243239505699,-4.50140278854067,1.56278702674792,-0.16956207215425,-3.64065101614301,3.02448548590086,-2.36290696688357,0.416185898560565,-0.90754359021798
"1642.MS00450",-1.6147672231084,4.80405288689438,-2.40365414065517,-4.35487665026007,1.30490970845239,-4.31875029044985,7.64855929077181,9.49084113499381,-3.63485437911814,1.61660564808759,-2.66996110524245,-2.02594001012612,-1.2220577694479,0.210836334596375,8.04942546219336,-4.78152920873327,1.01803972383619,-0.282285855692965,1.55810857480509,-5.03843207010075,-2.54676479323218,6.83590671557885,-3.02663476278208,-5.70488012169714,-4.5370978177029,NA,-4.95803155488731,-3.85916269254341,-1.92205044679156,-4.03228319769265,1.10306629248016,-2.39863708461645,-5.30439087408948,1.20408597144292,0.0952144047108187,-5.27204126832902,6.29372882977718,-4.07160351066197,0.745389771121464,-0.973529064454173
"1642.MS00466",-2.43180715317508,0.292589922276081,-2.54618128423057,-4.87761217793619,0.141152327027171,-7.2195940602636,3.09725206620645,3.56410202143972,-2.88644793335912,-0.196448992241698,-2.91169759211989,-2.28498136731575,-1.7144062227799,-0.678127794948788,2.31052491504677,-5.36966434377781,-0.754555225079438,-0.892187681945669,0.222309975865253,-1.93617415102175,-3.15551325741386,4.17813141795691,-5.32886572104109,-3.01845948172995,-1.44060558520201,-4.95803155488731,NA,-5.67312216338595,-1.9541939301233,-3.04882456820384,-0.753959171216413,-3.21027520786972,-5.0588419869123,0.498445762031866,-1.40755442288922,-3.5769941158408,2.35207670663874,-3.83956709857353,0.11582908388939,-1.37857858564907
"1642.MS00550",-3.84233582983661,3.89436199158317,-2.14864385673943,-3.46376916465121,0.955917333891961,-5.27286173892592,7.08494646811894,8.24889367045839,-2.36756245338765,1.34948364650399,-3.05330438983392,-2.02157043344961,-3.40816566296463,-0.24648159941575,6.37827965558538,-4.0302032162688,0.58735428691138,-0.318180650447482,0.901197531282521,-1.74163133792069,-3.91588160755384,7.49639648300289,-2.81667534212114,-5.45619111163289,-4.40425980270901,-3.85916269254341,-5.67312216338595,NA,-2.81853362043233,-3.28057956899809,0.713408253333636,-2.51627539667101,-4.65902591605884,0.85157492486203,-0.479565148278034,-4.26301318802887,4.69698964764546,-2.76140771127625,0.574671169550211,-1.32795078455474
"1642.MS00539",-3.85655642726757,3.35342927621153,-4.4213994144809,-1.77725643188065,0.842533048081917,-1.53077768795029,5.03141110802681,6.71393676407883,-1.3752569248733,1.29099786263484,-1.99248007973811,-3.67843073312956,-4.1120246592603,-0.0733030708557272,4.66008912812958,-2.75444798755527,0.884375456619344,1.75055225721285,1.39290573917169,-1.42060939534741,-2.44711828724333,5.53043213517241,-1.6453107835376,-4.70481976717681,-1.34366188446989,-1.92205044679156,-1.9541939301233,-2.81853362043233,NA,-1.52088274301573,0.973092773613894,-3.53445439106174,-4.85700906186137,1.07261086083071,0.0682194118817313,-2.53963446618172,4.14548554744931,-1.64742681937276,0.83494825221037,-0.908187953441293
"1642.MS00527",-0.987876602381573,0.438210760021768,-2.82552104841833,-3.10053750283046,-0.397438512680051,-1.36123174618278,1.70819557816322,2.25419190680951,-2.4159102299654,0.0168874263175904,-2.29965266274109,-2.04615802443148,-0.971228285517623,-0.837259029011216,1.09404543518266,-3.08457688221356,-0.188439610503634,-0.374103834011241,-0.0102834029678267,-1.33780026286663,-1.42467093437791,2.64937700952131,-2.10944525281968,-3.56736293896189,-1.67894084487723,-4.03228319769265,-3.04882456820384,-3.28057956899809,-1.52088274301573,NA,-0.0729432770324548,-3.27754280666698,-3.80879024491686,-0.127951906608832,-0.754684382264048,-4.57723990384054,0.92182346516297,-4.33106841034187,-0.337342662515219,-1.52840651819087
"2382.RU006.C181.RH.4.155.root.6.11.lane1.NoIndex.L001.sequences",1.34213031939482,-4.55153201050167,0.764896353256026,0.178608418005421,-4.57403378582996,-1.12146846514915,-4.43870366568147,-4.53574816954361,1.84979427851111,-4.60341232909188,-0.633239928145216,-0.101764526852612,-0.437189878579575,-4.74024725936735,-3.38723249375389,-1.83141762031096,-7.36641994780609,-1.1413849653404,-5.05199548157127,0.418096938230189,-0.0579147359343019,-3.14126945050012,0.639517991819846,0.39719905290392,1.12231837583772,1.10306629248016,-0.753959171216413,0.713408253333636,0.973092773613894,-0.0729432770324548,NA,2.42796014661411,-0.145572241829987,-7.19964633947722,-3.67573145233234,-0.46458265971051,-3.93732711546386,1.13356282468734,-4.67080365688483,-6.720441959844
