"","2382.SH008.C6.HA.2.733.root.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00608","2382.RU006.C181.RH.1.777.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00577","2382.GM.181.R4.root.10.12.lane7.NoIndex.L007.sequences","2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00440","2382.RU006.C181.RH.1.578.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00366","1642.MS00526","1024.MU002.C3.HA.2.66.rhizo.6.11.G1.L00","2382.RU006.C181.RH.2.582.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00445","2382.RU006.C181.RH.2.782.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00332","1642.MS00605","2382.SH008.C6.HA.4.542.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00488","2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences","1642.MS00618","2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00524","1642.MS00622","1642.MS00421","2382.SH004.C1.RH.1.602.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00625","1642.MS00574","1642.MS00341","2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00499","2382.RU006.C181.RH.3.588.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00494","1642.MS00377","1642.MS00615","2382.SH004.C1.RH.5.422.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00598","2382.HE003.C181.HA.3.763.root.9.12.lane7.NoIndex.L007.sequences"
"2382.GM.181.R2.root.10.12.lane7.NoIndex.L007.sequences",-5.71941809952923,-7.76988165773492,2.54131890584079,-5.23141788710867,-0.143161233100431,-6.56786080967812,-4.51409758636869,-0.239469068889862,-5.21638109578246,-1.9407219035738,1.35284965507802,-5.57300245440265,-4.84965161543349,0.961662653561825,-4.13165212738675,-5.60753607611884,-2.11467041187706,2.48062017379562,-5.10787584011926,3.3708641931086,NA,3.14510190056585,-6.20115365910384,2.94724405436684,0.770576341249714,-1.02677625963269,-5.68003086698726,1.85772614011278,1.12136321205771,-2.01345169190685,-6.14697158276267,-5.8724582002791,0.288682342470573,-5.18199615847126,0.696684752283949,-0.615875494726781,2.31152441414069,-5.48760312899025,1.3861487365161,-4.00743965399568
"1642.MS00618",3.21530278149036,2.05358775459592,-1.40312249729458,9.96648029052735,-1.14017897165661,3.18515805027668,8.30273315223399,-1.44274030718511,4.41168647238429,-1.63658355419159,-1.93327833787981,9.52066512089306,10.5968819283946,-2.39447027266135,14.1362216306012,5.20785211266484,-0.500573460421697,-1.4772572745733,8.28443689389473,-2.91339392031523,3.14510190056585,NA,1.71472092755704,-2.57766060038448,-0.378837758243317,-0.953724348635522,10.237444897494,-1.58865955111524,-1.18550738892546,-0.670756688943241,1.29238379265324,3.86913142233994,-1.7692703989611,3.33639912296629,-1.64395265065289,-1.34187887262545,-1.42385850300286,8.21713321616429,-2.07239888837989,1.10904319302343
"2382.SH007.C6.RH.2.708.root.9.12.lane7.NoIndex.L007.sequences",-5.39997047144534,-7.74383741801954,1.31391650207673,-6.53612735951605,0.00036817386321764,-6.38202527340456,-3.54031068085452,-0.0773561035867817,-5.06092361062322,-1.3387474671444,0.799613166220832,-7.08147226461545,-3.24979635357501,0.830188938227801,-2.45845575624834,-7.19849934788529,-1.45823481378065,1.50136353578842,-3.47696737519209,1.92004322882311,-6.20115365910384,1.71472092755704,NA,1.81079896441774,0.44511687506688,-0.88483344932806,-6.69765475838146,0.915337666813413,0.467563974292441,-0.80694768705959,-5.39896446128165,-6.41490474290305,0.399506045742628,-6.67552700961835,0.660294600951672,-0.255611501820552,1.57402557754986,-7.80055256562694,0.837750801940512,-5.38369436517427
"1642.MS00524",2.60614612327723,1.38750878830129,-2.43447663626665,8.47525188406544,-1.93294370004163,2.43829577190528,7.21587395299616,-2.92091443283192,3.27277999676217,-1.93923633223046,-3.50138239806979,9.08890438191266,8.41119110451488,-2.85068439368986,12.1055385459753,4.07143413351338,-0.591416473809324,-2.22769831173478,7.00114423178715,-3.43221050341993,2.94724405436684,-2.57766060038448,1.81079896441774,NA,-2.94860638636039,-3.51536468282211,9.29309920415464,-2.82391419302617,-2.18170163912212,-1.08356742047267,1.28055312756156,2.91387403729258,-3.40405391227248,2.78202763996513,-2.80282879113999,-1.49390343517257,-1.65404799659342,7.05400743513045,-2.28174556764478,1.214473248035
"1642.MS00622",1.20689598977609,0.896947714850369,-2.02202953114781,7.76725817174183,-2.45867621063992,1.45257918114001,6.58770408924101,-1.88825838622026,2.00407962040752,-2.98196606903486,-1.84331256979643,8.26052479955858,8.43348683331185,-2.62080836286086,11.8672326312572,3.92531976391202,-2.37829868184999,-2.05481970010159,6.21945256817601,-2.06081718933901,0.770576341249714,-0.378837758243317,0.44511687506688,-2.94860638636039,NA,-1.78264856203158,8.8332572203667,-2.41573008825781,-1.82297729258247,-1.82256902475036,-0.0447499094520279,1.90824230037626,-2.63230927815475,1.56540966657833,-2.62766941235944,-1.82871607373343,-2.32046602033687,6.89712937363907,-2.12508010028252,-0.227430911133186
"1642.MS00421",-1.25934651354587,-1.07099071095346,-3.5329113469974,2.53921325196377,-5.25372554938732,-0.831303852025243,1.3683129147353,-4.91263318255643,-1.02644710152428,-4.78290137093189,-4.14931880465351,1.38045099979278,0.625302942268487,-4.69965881717751,4.8386193232163,-0.295713600931134,-4.70180553313401,-2.91387469428079,-0.226379524354304,-2.50161744432411,-1.02677625963269,-0.953724348635522,-0.88483344932806,-3.51536468282211,-1.78264856203158,NA,2.5999764263631,-3.63062164100849,-3.63221808440704,-2.55928868743433,-1.61196008058837,-0.659631336054017,-4.89924792481646,-0.819000345575068,-3.92645694294948,-4.01302683250951,-3.42266123423435,0.574718937344574,-3.40018121285622,-1.02054880463582
"2382.SH004.C1.RH.1.602.rhizo.9.12.lane7.NoIndex.L007.sequences",-5.6335127700322,-1.87287796824446,8.19776877375168,-9.58886129041544,3.81723037900376,-4.85063508982727,-8.83012931799786,4.8225226830257,-6.07016989111658,0.795284068347949,6.42624693280402,-7.73038028720655,-8.39718840633011,6.77063399445134,-7.83437966860712,-2.56150373314485,1.29495119885336,8.62051170223868,-8.17701814636603,10.0970053624587,-5.68003086698726,10.237444897494,-6.69765475838146,9.29309920415464,8.8332572203667,2.5999764263631,NA,7.44504714186007,5.93323745036314,0.901107745885165,-5.72525608054377,-4.31934729881074,6.77083992136013,-6.59100633837618,5.63752524906925,2.99524124070282,9.85580295353599,-6.52711830211572,5.83113879738192,-6.72276169431168
"1642.MS00625",2.00213452686873,1.34358966185882,-2.66257029811792,6.83092716328019,-4.81566526731627,2.96205963826282,5.7313897491658,-4.67820139464225,2.93038582763466,-1.54565762418879,-4.04103598282641,6.4792549586998,6.5340993822432,-3.94732066789116,10.1730712696646,3.79808487706611,-2.38777947358938,-3.04562509194389,5.40550949971981,-4.12466675427606,1.85772614011278,-1.58865955111524,0.915337666813413,-2.82391419302617,-2.41573008825781,-3.63062164100849,7.44504714186007,NA,-3.07215195771442,-0.232408751876509,0.392075019473152,2.67400242656448,-5.62932274484916,2.23649838284254,-3.7016088736792,-1.84103427826822,-2.83153496831473,5.75868758993303,-2.59273291782297,0.0985336125243247
"1642.MS00574",0.762648234499089,0.559737811427143,-1.83120698445429,6.13717884281935,-4.85550622851528,1.09515611072706,3.68808618856976,-3.5146980507408,1.49754708400011,-3.25133539591133,-3.46814347928047,5.57081046840521,5.14379846435787,-3.20644540795952,8.67809789172473,2.5390633383872,-2.76459103926027,-3.39349504865867,3.48740670481246,-2.78193972898124,1.12136321205771,-1.18550738892546,0.467563974292441,-2.18170163912212,-1.82297729258247,-3.63221808440704,5.93323745036314,-3.07215195771442,NA,-2.1720945995336,-0.5912064509168,1.12857175315474,-4.75920138649921,1.41034927648204,-2.3269503997128,-2.94247163331921,-1.94080585844394,4.31479935799414,-2.72819931839076,-0.0553011567213775
"1642.MS00341",-1.83313247983855,-1.62064985309753,-2.72036762648177,0.153725770971912,-2.72323811158594,-2.29757113829978,-0.803747928650706,-2.87405672922389,-1.90161439533005,-4.30037108596765,-0.729146107630615,-0.0441684439270374,0.0593366775225667,-3.2330220251703,0.842177080797709,-0.980241488030985,-5.11203656577246,-2.86579707905824,-0.345339239429363,-2.0305403712158,-2.01345169190685,-0.670756688943241,-0.80694768705959,-1.08356742047267,-1.82256902475036,-2.55928868743433,0.901107745885165,-0.232408751876509,-2.1720945995336,NA,-2.22683304844557,-1.35301293206556,-2.80338242603124,-2.30002733737573,0.0762394573122191,-6.01118522606524,-2.30807175894996,0.148874551343653,-2.67204064130107,-1.22611719987241
