"","1642.MS00629","1642.MS00383","1642.MS00510","1642.MS00444","1642.MS00567","1642.MS00618","1642.MS00612","1642.MS00503","1642.MS00431","2382.SH005.C3.RH.5.473.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00385","1642.MS00509","1642.MS00496","1642.MS00442","1642.MS00407","2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.1.527.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00433","1642.MS00478","2382.SH004.C1.RH.2.408.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00473","2382.RU006.C181.RH.3.587.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.4.543.root.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00459","2382.SH004.C1.RH.4.15.root.6.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00338","1642.MS00465","1642.MS00626","1642.MS00633","1642.MS00516","1642.MS00620","1642.MS00464","2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences","2382.SH007.C6.RH.2.508.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.3.71.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00498","2382.SH004.C1.RH.1.402.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00438"
"1642.MS00473",-3.85976165775469,-2.89046130520169,-5.22282495818957,-4.90211000696075,-5.10696609691759,-0.787952161038694,-1.86528801642069,-5.04721080784277,-4.59485795649771,0.998944749922434,-3.28509999601071,-4.71087651312358,-5.50963856047862,-3.4351291926707,-4.33791981387962,0.0364744478477568,3.67890413367094,-3.16018445980264,-4.31653657747403,0.666956966685775,NA,3.39046607518696,0.386606023951322,1.52799247927998,-5.47096168569445,1.11882884270604,0.0218738937584077,-2.76901934631019,-4.79106263956722,-3.44046736628814,-3.21123541736883,-4.98473561073571,-1.64045946901477,-5.05861125145187,0.0986214106721686,0.246516844659808,-0.504819861895633,-4.60866193142854,2.84540083259539,-3.78760416874233
"2382.RU006.C181.RH.3.587.rhizo.4.12.lane7.NoIndex.L007.sequences",2.66574939125125,2.59243878348327,7.75242166028194,6.80044650896212,6.72875087497905,9.03991174939752,7.7538009858685,5.54739574938422,0.682835812369106,-6.88584799507982,2.23776728570939,7.45640350188709,4.76506609582101,5.55815454875486,1.08208931761112,-6.59769893870384,-9.87642127278778,0.778105600348101,11.4355013470025,-4.75395440318875,3.39046607518696,NA,-4.80953392752104,-6.62690647222393,6.78994501588511,-7.91208640580885,-6.35066817900415,0.375477395339621,5.47254152072976,7.45344035778876,9.05419218089443,7.37271603719223,8.7684790779556,4.73438571533431,-7.96366497307234,-5.37757972927939,-7.52979529733063,3.86767050080265,-11.078545846121,4.1943341526564
"2382.SH008.C6.HA.4.543.root.4.12.lane7.NoIndex.L007.sequences",0.0766756656672653,-0.41054631488753,0.624448627275552,0.479192405857581,0.210761896283391,3.56594013634509,2.45993243043994,-0.490295017281349,-1.34813668096464,-5.90104626354305,-1.49486503058336,-0.105486017740127,0.112990604423195,1.23140564481954,-1.43503307978549,-7.29335257136535,-4.28858628805855,-1.0124698984053,2.66889419342335,-6.79547569757873,0.386606023951322,-4.80953392752104,NA,-8.74091238716455,0.824937479938187,-5.89635736229201,-7.73669274469839,-1.85114790019134,0.291465788246878,1.93203833074848,3.66694115361593,1.47267772599149,4.68756485083316,1.13522752534574,-4.18183425625941,-6.49934608877405,-6.7757197213923,-0.195161608767489,-4.58089088343095,-0.374324093787638
"2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences",1.76261368920543,1.94809184258131,2.02703460614606,2.66705226859693,2.07561869485608,5.5357005630329,4.60880532869799,0.43541627692094,-0.551327629548461,-5.63545381646637,-0.0517635511121863,0.964196823032711,1.97533078978275,3.28646595657121,-0.0336186598428107,-6.03942714044164,-4.07752318288524,1.18600991606073,5.465141900371,-5.63751444454396,1.52799247927998,-6.62690647222393,-8.74091238716455,NA,3.11473443444225,-9.01961412609388,-5.56629240985237,-1.26421901839762,1.79028705136159,3.7252242665075,5.67060060775151,3.19517220896823,6.99477936283071,2.23691084514757,-6.89377619642183,-9.60680572293735,-7.48752109816554,1.49779422701139,-3.79730912383851,0.698981400081257
"1642.MS00459",-4.50695352562164,-4.7840607207152,-6.27936215886827,-1.74060258522634,-5.68271559294113,-3.03480294323,-2.58585871560246,-4.84833256658543,-6.05524179506801,1.8009359081312,-3.8087777390653,-6.13444151649841,-6.03563522491586,-3.8025341739383,-6.65420026804401,0.696297412663673,7.02851831168687,-4.89646334437666,-5.82405200445552,1.88006245643191,-5.47096168569445,6.78994501588511,0.824937479938187,3.11473443444225,NA,3.05605447382601,-0.0120420034738265,-3.37644907782015,-6.45603361649846,-4.63021705429081,-4.90935596551024,-5.59844697751423,-3.70146898562501,-6.94667665459874,0.272298007687007,1.47834768722259,0.447334995522424,-5.12288805515765,6.8083039666963,-5.65791228757183
"2382.SH004.C1.RH.4.15.root.6.11.lane1.NoIndex.L001.sequences",1.4983543207456,1.81051608890298,1.84425625727101,2.124438590654,1.95787975303502,5.41768617190411,4.42112737681955,0.475426338737679,-0.632187799101041,-3.44412187373354,-0.164973220332417,0.790406869090743,1.98397174099089,2.92584885546434,-0.447426342081844,-6.17564081833499,-4.33807349561726,0.544380053291276,5.34413780879278,-7.32409396801016,1.11882884270604,-7.91208640580885,-5.89635736229201,-9.01961412609388,3.05605447382601,NA,-4.78270576078091,-1.08493702383959,1.52059083068826,3.9652723078396,5.43577363350088,2.91733886336766,7.04062683636879,1.93978149108063,-8.74078902841533,-7.59638505662661,-7.59433521173109,1.3275211931935,-4.52566218442015,0.561351880437947
"2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences",-0.593780854616008,-0.130933980799104,0.192651474278781,-0.310532500273157,0.012723124019525,0.605212121402076,0.86154527381772,-0.465656207325057,-1.01677579208323,-4.87467455087366,-1.27212768984993,-0.350397910810804,-0.357638113452714,0.026049230140863,-0.755979650806092,-6.11606755050912,-3.37339150083813,-0.789980648516059,0.95165130977372,-4.72129389097422,0.0218738937584077,-6.35066817900415,-7.73669274469839,-5.56629240985237,-0.0120420034738265,-4.78270576078091,NA,-1.42514954100927,0.271038045152147,-0.299481128650231,1.55932704050451,0.849277883974168,1.5665033081723,-0.0703260223881296,-7.8231628278749,-8.64534051679874,-4.80993203479452,-0.545462367225555,-6.91975905377369,-0.545811264320995
"1642.MS00338",-1.98653566175449,-7.09835758533934,-3.0822872891634,-1.82319150702092,-3.74948785453109,1.16585579725663,-1.21985597562724,-2.4457415656571,-4.71611854640889,-1.82094364298732,-6.40687932460269,-3.56182159594004,-2.00284503789023,-2.16303165836608,-7.13199578192595,-1.9556174168501,-0.151376868169754,-3.61020453075533,-1.46793425899097,-1.76610441064296,-2.76901934631019,0.375477395339621,-1.85114790019134,-1.26421901839762,-3.37644907782015,-1.08493702383959,-1.42514954100927,NA,-4.43470049544199,-1.81344357134326,-2.96023205678345,-2.15844174671013,0.819102391810093,-2.67115651013788,-0.964463121043269,-1.71725623654694,-1.85123068488101,-3.98727791874615,-0.0143515741357744,-3.91752056296234
"1642.MS00465",-3.4526207250819,-5.98028140395659,-6.17465591518602,-2.95933071901127,-6.43544215344869,-2.04326833900425,-2.90672428077447,-4.90471623875943,-5.8639397497126,0.704192769190509,-5.21472573697578,-5.24578844504918,-7.20998632367726,-6.02817669215506,-6.15489680371092,0.104548546873879,4.27335266503977,-5.51904935088689,-4.91579537346551,0.378511078139313,-4.79106263956722,5.47254152072976,0.291465788246878,1.79028705136159,-6.45603361649846,1.52059083068826,0.271038045152147,-4.43470049544199,NA,-3.8020982408124,-2.32585537361733,-5.26038014777955,-0.949987513034198,-7.00153131328116,0.696496672705021,0.686039925722976,0.104250123714634,-5.70061603338419,3.87734174585573,-6.0898596522641
"1642.MS00626",-2.44836577970918,-2.4080934402896,-3.74692088178587,-0.286123231968378,-4.77321510678897,-0.429365685847916,-1.18813020961448,-3.17886776334757,-4.74595110359624,2.8764449909802,-1.55396001058685,-4.01528084827335,-5.26772770482541,-3.1235810932087,-3.42289447900428,1.03984057450018,7.55738126364602,-2.22950650857605,-2.57355001585858,2.86249050381516,-3.44046736628814,7.45344035778876,1.93203833074848,3.7252242665075,-4.63021705429081,3.9652723078396,-0.299481128650231,-1.81344357134326,-3.8020982408124,NA,-1.17375766790926,-4.69383533526419,-1.55588473628369,-3.92743783004641,0.39529184072232,1.54312351435607,0.673699863299682,-4.8124985435331,7.72813371766743,-3.68973906223329
"1642.MS00633",-1.72640298532772,-3.11179860028454,-2.38470541864351,-4.41109317552618,-2.27696115311311,-2.7125831518978,-2.97455086618462,-2.14457379026458,-3.20016337498329,3.80924958473983,-2.11050664086352,-3.25318123546058,-2.45888632615125,-4.28313658337731,-3.6687725574893,3.44415833528324,9.36299318632214,-2.64078363524081,-3.38661885843326,3.48320918685895,-3.21123541736883,9.05419218089443,3.66694115361593,5.67060060775151,-4.90935596551024,5.43577363350088,1.55932704050451,-2.96023205678345,-2.32585537361733,-1.17375766790926,NA,-3.8448693674034,-5.33504082464538,-3.6445592425995,2.44366998269026,4.1069143614398,2.55255771649818,-3.96531637265363,10.6456637065383,-3.70390942063702
"1642.MS00516",-3.74027457140056,-2.79235513353045,-5.23118595966563,-0.252174564637905,-5.70273231795239,-3.63522750859538,-2.6918591131801,-4.86242391784377,-3.31184239509063,2.17841008381904,-2.72706418944128,-4.96805446845249,-4.96204412663592,-3.79187304879962,-3.5802821839658,1.6086880652525,5.24517582675998,-3.41114319750916,-4.61845330804967,2.11055649499212,-4.98473561073571,7.37271603719223,1.47267772599149,3.19517220896823,-5.59844697751423,2.91733886336766,0.849277883974168,-2.15844174671013,-5.26038014777955,-4.69383533526419,-3.8448693674034,NA,-0.437342837127974,-4.89081172727246,1.40631385741849,2.03485769760389,1.19852120708366,-3.21976632698525,5.03712807294529,-5.21755635894779
