"","1642.MS00422","2382.HE003.C181.HA.3.562.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00579","1642.MS00499","1642.MS00402","2382.DPOO1.C1.HA.1.628.root.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.1.553.root.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.4.467.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00420","1642.MS00465","1642.MS00488","2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00399","2382.HE003.C181.HA.4.135.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00611","2382.SH007.C6.RH.4.718.root.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.4.318.root.9.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.2.27.root.6.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.3.131.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.4.55.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00640","1642.MS00397","2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00415","2382.RU006.C181.RH.5.598.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00343","1642.MS00364","1642.MS00393","1642.MS00520","2382.SH004.C1.RH.3.213.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00450","2382.RU006.C181.RH.2.583.root.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00584","1001.SKB7","1642.MS00614","1642.MS00411","1642.MS00532"
"1642.MS00640",-4.11968290068328,6.52356990187807,7.97192944069359,4.62963532762318,-3.62037774721784,-4.53918949380361,-1.78635178737103,1.00550522438924,1.36480774437606,9.03180835641893,-3.65350295490049,-5.66265672947705,-4.20456542830262,3.03311378170765,-6.05234612492982,1.32170436972094,-4.1583942351608,2.49693912108212,1.66893980696534,0.249700488037229,0.561688776557457,2.38221555255986,NA,-4.66438953217271,2.04384421103634,-4.7331292391749,0.772338822807493,-1.42128639279518,-2.82829751445683,-3.51786979543897,-5.29296438433554,4.25978964903316,-4.41809605923188,2.07092600074181,1.63468032218229,-4.52620900724061,3.1314771048856,-2.31625184058814,-3.1235859127213,-4.59358092075613
"1642.MS00397",-6.8640305548871,-0.172748656440533,0.371427168531107,0.251440361432659,-3.37903172338352,-5.79599627605524,-3.71490946687483,-1.05023123407007,-0.840823320258341,0.643735726035218,-4.57245332395434,-6.12002725906943,-4.00335243188651,-0.64112659630611,-6.70448229281766,-1.32369155695858,-2.95893059661238,-0.0376293232654144,-1.0890663333268,-1.14879722720433,-1.30807801348158,-0.917893823587426,-4.66438953217271,NA,-0.977914863377731,-6.22438388379724,-1.34622289209089,-4.49534223100862,-4.26392016132619,-4.77873266739285,-6.13422645116329,-0.315100579261874,-3.83900688285418,-1.16121317708321,-1.45204482713103,-3.49781066072291,0.325405486682458,0.450662710226779,-4.43522260940774,-4.66343303691097
"2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences",0.448880950130814,-6.64836955934536,-7.66128706823657,-6.08087823180235,1.42318189073952,1.12265064794548,-0.0724596039057156,-6.17349311945203,-6.65751459575668,-7.00668573070196,1.81890550681604,0.631357692912835,3.57307188147087,-7.0220809372063,0.0815937525117077,-5.06985756769384,1.24942092542333,-6.40706114985211,-5.5024409599859,-7.62402845643883,-5.64337369619641,-4.77510660614003,2.04384421103634,-0.977914863377731,NA,0.667323716185851,-7.47259709106144,-0.205483081371254,-1.5793421963578,-0.562477523113321,-0.553449227274287,-6.96417991167456,1.7299440980831,-6.45172537857405,-6.36494516448705,3.02485003367732,-3.29498629937628,2.47814589412671,0.0915901490265278,1.18261749168387
"1642.MS00415",-5.51040687582388,2.71110617003291,4.07471264616844,2.07516198706367,-4.02872717735188,-5.74105690091643,-2.89635851296576,-0.0376468146081465,0.283040076011377,4.66177885952748,-5.5641939109477,-6.54969102702585,-4.22862733278461,1.24156221699084,-7.57836314602978,-0.108377483959488,-2.93608174749493,1.30221442873423,0.162800045618303,-0.496575674253324,-0.629099214269962,0.488503411041777,-4.7331292391749,-6.22438388379724,0.667323716185851,NA,-0.277427658205887,-0.854817778553228,-4.77056518817103,-4.21125888377817,-5.54517178531762,1.40242589586581,-4.72176946288558,0.375262296738877,0.0581128790018286,-5.29344772441427,1.74133073076228,-0.514656177981812,-4.4823504552856,-4.18708558072919
"2382.RU006.C181.RH.5.598.root.4.12.lane7.NoIndex.L007.sequences",-0.392272084619828,-4.21949978940241,-3.97472966310005,-4.05856861392498,0.389504250141729,0.0844359397967865,-0.171358884280876,-3.17080410177704,-3.60081547133434,-4.1389192477633,0.342777183841245,-0.286964067980568,1.47920231020831,-3.7596897130177,-0.600247315805755,-7.18647457696157,0.230768888601127,-3.60071377362496,-3.45139858234331,-3.15913983189861,-3.440579078596,-7.07564884954446,0.772338822807493,-1.34622289209089,-7.47259709106144,-0.277427658205887,NA,-1.09582841190947,-2.52192641980776,-1.03332271792299,-0.879255863180269,-4.27453941097383,0.519354620910021,-9.30228247895061,-4.00620012350575,1.1904543109454,-2.75305818134045,2.11450057639332,-0.53990554501318,0.28127338112968
"1642.MS00343",-2.93184582481326,0.0944726713719059,0.575424577278763,-0.634429692136492,-1.9734975644013,-2.82310145891421,-2.73117906847352,-0.58409099440975,-1.06254295978632,1.06159976550928,-3.38316012156296,-3.23416858232754,-0.681165595347557,-0.278004943420439,-3.45618032229362,-0.821373643750424,-1.6075960123543,-0.398445286448861,-0.522172918185263,-1.17642274004406,-1.28679898675832,-0.613674515537178,-1.42128639279518,-4.49534223100862,-0.205483081371254,-0.854817778553228,-1.09582841190947,NA,-7.62308751583812,-3.97633547199379,-2.86929844374023,-0.70366738656369,-1.66901650018089,-1.1671803729576,-1.16860618602055,-1.94442585466263,0.358004853183271,0.878213442449618,-4.16230424452875,-1.24534002387745
"1642.MS00364",-3.19485668028981,-0.510703998544048,-0.0327851477165112,-1.34914526141124,-2.43719768204015,-4.08992200627261,-3.74845662729408,-1.39557080985874,-1.80445371429174,-0.257477785923076,-4.027765684113,-4.04142499808172,-2.11661034494527,-1.57287932659167,-3.91263462707682,-2.05038658240082,-2.49341224680839,-1.36817726638685,-1.6668134891699,-1.58606650361023,-1.97190218211039,-2.15591028284495,-2.82829751445683,-4.26392016132619,-1.5793421963578,-4.77056518817103,-2.52192641980776,-7.62308751583812,NA,-4.64504408380617,-1.84683105870127,-1.32892689863947,-1.39572399927434,-2.60447902692644,-2.4669886395245,-2.52812758493295,-1.19652563617329,0.122986801592238,-4.31462886532407,-2.28288917350938
"1642.MS00393",-6.18434173514088,-0.153542864809806,0.916514473003814,0.743611131155357,-3.33697968025692,-5.02778809324607,-2.81251019509249,-0.718670225467907,-0.649278560536061,1.07292652278703,-5.02356291111538,-5.64059059024624,-3.34006991449747,-0.155167088246499,-5.6496031180631,-0.815213406740943,-2.75442780231551,0.0734631621376874,-0.622742563170493,-0.885881318886952,-1.04039344582025,-0.551840498392636,-3.51786979543897,-4.77873266739285,-0.562477523113321,-4.21125888377817,-1.03332271792299,-3.97633547199379,-4.64504408380617,NA,-5.14173037683785,0.445531282767371,-3.61935610229665,-0.87400651484803,-0.892756191391458,-2.93343193909585,0.658927914837981,-0.437321546118909,-4.11407973379701,-4.40891219355796
"1642.MS00520",-5.83580812931233,0.244646027825555,0.65660202573993,0.17468862740876,-7.4150103043727,-6.95381700207906,-3.57355530859178,-0.726538693750967,-0.538800129198527,0.626298089426048,-6.12453894260707,-7.37742367487501,-6.50902154174954,-0.281751741019387,-5.88509275342432,-0.742036008554465,-4.60988420027543,-0.326656627606469,-0.726929417164614,-1.01160042965749,-0.927053845485018,-0.530337901482202,-5.29296438433554,-6.13422645116329,-0.553449227274287,-5.54517178531762,-0.879255863180269,-2.86929844374023,-1.84683105870127,-5.14173037683785,NA,0.0109992069004326,-7.08889580947592,-0.600550330167939,-0.809142867879543,-4.42542671955018,0.097851097252839,-2.55693601619352,-4.8834114280855,-5.2636308120646
"2382.SH004.C1.RH.3.213.root.9.11.lane1.NoIndex.L001.sequences",1.68695027194887,-6.73104471033358,-7.24138625228263,-8.47725933567081,3.23706965968327,3.31145466348887,1.72679321543546,-7.59560526519445,-6.75348370952238,-5.57787951156677,3.43365966742209,2.02481371649155,6.38012516712431,-7.50338436785828,0.647374965242348,-5.94767033432015,2.98300872699848,-7.01008487688788,-6.54630275616165,-8.95608529228631,-5.49032470908431,-5.47931205273442,4.25978964903316,-0.315100579261874,-6.96417991167456,1.40242589586581,-4.27453941097383,-0.70366738656369,-1.32892689863947,0.445531282767371,0.0109992069004326,NA,3.85395469861869,-6.16728969250736,-5.93271438216088,5.59390013045187,-4.78481681315532,4.47586727404416,0.602717006742633,3.12878331634039
