"","2382.HE003.C181.HA.5.772.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00482","2382.SH008.C6.HA.2.733.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.1.477.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00506","2382.SH004.C1.RH.5.423.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00492","1642.MS00402","2382.DPOO1.C1.HA.2.632.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00466","1642.MS00428","1642.MS00359","1642.MS00346","1642.MS00431","2382.SH007.C6.RH.4.517.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00457","1642.MS00596","2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.3.412.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00460","1642.MS00471","2382.SH008.C6.HA.5.547.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00541","1642.MS00335","1642.MS00342","2382.MU002.C3.HA.3.488.root.4.12.lane7.NoIndex.L007.sequences","2382.GM.181.R3.rhizo.10.12.lane7.NoIndex.L007.sequences","1001.SKB7","1642.MS00371","2382.SH004.C1.RH.3.11.r1.root.6.11.lane7.NoIndex.L007.sequences","1642.MS00585","2382.SH007.C6.RH.3.512.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.482.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.1.627.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00505","1642.MS00419","2382.RU006.C181.RH.3.588.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.298.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00512"
"1642.MS00471",0.0888132344362,0.0217314447358,0.1009400979825,0.0909683949254,0.1044067901063,0.0227918499915,0.0895740973461,0.021180543856,0.0231583322739,0.1049635837402,0.0193252034667,0.02303208658,0.0317543672709,0.0359580545909,0.0211843136197,0.0912043074148,0.0202096130672,0.0245801576082,0.1034706673453,0.0921814323468,0.0232927819817,0,0.0865198341876,0.0247703479084,0.0267636592422,0.0472041031191,0.0908410253373,0.0754141286546,0.1561263873868,0.0369108380881,0.1187420042099,0.024565405978,0.0865834314621,0.0908263513023,0.0860844152683,0.0212164720113,0.0254566491482,0.0924490656514,0.0918348242078,0.0207862855254
"2382.SH008.C6.HA.5.547.rhizo.4.12.lane7.NoIndex.L007.sequences",0.030256717864,0.1072457889052,0.0409409667401,0.029124105252,0.0478938014407,0.0821820190186,0.0314680040381,0.09334481082,0.0822833796422,0.0291644527293,0.1012035316725,0.0815740715102,0.0814835597171,0.0810685796841,0.0759880598365,0.0249777918423,0.0879327563103,0.0892123299442,0.0586645394776,0.0261728488951,0.0895189953194,0.0865198341876,0,0.0998019686781,0.0780903908005,0.1037395238098,0.0416597058686,0.0339069099887,0.1237156644123,0.0904340226269,0.0548605738892,0.0872903609374,0.02711965342,0.03092392799,0.0256019586099,0.080177277373,0.0872343520528,0.0476873599768,0.0414466766967,0.0911719283756
"1642.MS00541",0.101065473702,0.0268483936907,0.113464951217,0.107348789975,0.1163290195045,0.0255648306346,0.1024531140401,0.024048731915,0.0272678717772,0.1034052788771,0.0217482187455,0.0255643380603,0.0413819637431,0.0440088163428,0.0263095842608,0.1066156739144,0.0230402814271,0.0275805049228,0.1136923656094,0.1048443785582,0.0251956302351,0.0247703479084,0.0998019686781,0,0.0355897945239,0.0553191166808,0.101874843748,0.0894562829255,0.1688193338659,0.04548675869,0.1280891429132,0.0237765519844,0.0996924382954,0.1076608647887,0.1031717014817,0.0208200408483,0.0317155279826,0.1062022158557,0.1032888341842,0.0231600642391
"1642.MS00335",0.083811072403,0.0283177168615,0.0869861356437,0.0856290072532,0.0917356908615,0.0284948269607,0.0826512836383,0.0294229963456,0.0264398249635,0.1024471216216,0.0262995432992,0.0218441169269,0.0222624764694,0.026037044638,0.0220979430477,0.0856105542687,0.0275770754117,0.0337157655629,0.0882918782452,0.0822004085764,0.0309097037096,0.0267636592422,0.0780903908005,0.0355897945239,0,0.0479295513419,0.0816405807905,0.0693284864418,0.1317723228508,0.0276862528846,0.1056224249966,0.0322905367774,0.0804435174375,0.0877530652246,0.0810986534357,0.0277657114171,0.0263310777717,0.0856805555693,0.0832371514621,0.0271418984759
"1642.MS00342",0.1094749024219,0.0614746367454,0.1105748147254,0.0980134945623,0.1171625986618,0.0509773151504,0.1062000845166,0.052980591729,0.0462156771073,0.1055572190425,0.0472083025417,0.0414692497416,0.0455766547931,0.031553802695,0.0452442195051,0.106331070827,0.0482747785548,0.0547185986785,0.1100075045222,0.1049274892047,0.052232358176,0.0472041031191,0.1037395238098,0.0553191166808,0.0479295513419,0,0.1086322207993,0.0873686630807,0.1422664244817,0.0368381856154,0.1266994679422,0.0601136013736,0.0891679002372,0.110179256536,0.093573985836,0.0505694997577,0.0477310914135,0.107138362769,0.089042632182,0.0507200065796
"2382.MU002.C3.HA.3.488.root.4.12.lane7.NoIndex.L007.sequences",0.0389121935504,0.1123569156374,0.019478166936,0.0413655520844,0.0165958176326,0.091629561487,0.031791085663,0.1024855189561,0.0923470807957,0.0516011931658,0.1080826049988,0.0894081890371,0.0870268779843,0.0857051193315,0.0846541581793,0.0410817187288,0.0949332168459,0.1020734044375,0.0279507382382,0.0403834430436,0.0997142545951,0.0908410253373,0.0416597058686,0.101874843748,0.0816405807905,0.1086322207993,0,0.0426422436586,0.0940686382438,0.1002857630378,0.0245334858102,0.0967199637559,0.0472519895939,0.0405724801766,0.0479865915746,0.0880592934885,0.0990492060443,0.0316024252173,0.0251958500513,0.0956681738616
"2382.GM.181.R3.rhizo.10.12.lane7.NoIndex.L007.sequences",0.0350130487299,0.0941389201113,0.0452715700502,0.0346889194344,0.0507534077784,0.0746308234804,0.0337507273576,0.0840503068993,0.072989967953,0.0322311188658,0.0805111236379,0.0747928131565,0.0717890159646,0.0682546618088,0.0704672868191,0.0372664397296,0.0771500290349,0.0829218749701,0.0516788962942,0.0339961504599,0.0820359650201,0.0754141286546,0.0339069099887,0.0894562829255,0.0693284864418,0.0873686630807,0.0426422436586,0,0.1151506541413,0.0775947623523,0.051417595748,0.0799572625515,0.0343145575963,0.0354998436932,0.0315620306959,0.0713955950228,0.0818064350428,0.0448575296438,0.038262536961,0.0797328552642
"1001.SKB7",0.1353198144715,0.1782008138246,0.0782911819145,0.1341196045835,0.084433466247,0.1594234770742,0.0968332090013,0.1858326592839,0.1684183244403,0.1524528211474,0.165413459821,0.1545089816049,0.1201589984891,0.1277198899048,0.146375586342,0.1526643208555,0.1681041576725,0.1747867726705,0.0616185283495,0.1257871483176,0.1780414021057,0.1561263873868,0.1237156644123,0.1688193338659,0.1317723228508,0.1422664244817,0.0940686382438,0.1151506541413,0,0.139895626285,0.0856484439043,0.1727469212079,0.1193952501307,0.1452950602676,0.1461071530762,0.1518196954822,0.1666329526514,0.1013006515305,0.1002966925602,0.1581999929369
"1642.MS00371",0.0988207276633,0.0462317371783,0.1022331192098,0.0930801456811,0.1071987452787,0.0422943679904,0.0930877200069,0.04445237119,0.0370106863571,0.1067727729513,0.0421217332506,0.030307186852,0.0231549977808,0.0206400967462,0.0359074166788,0.0961944025202,0.0378231367371,0.0441698615085,0.101527673873,0.0919954321753,0.04142806326,0.0369108380881,0.0904340226269,0.04548675869,0.0276862528846,0.0368381856154,0.1002857630378,0.0775947623523,0.139895626285,0,0.1181154290999,0.0531333035887,0.0847352045749,0.0932468922952,0.0918777713966,0.0424905990563,0.035519998171,0.1015228092942,0.0906913856049,0.0418414112177
"2382.SH004.C1.RH.3.11.r1.root.6.11.lane7.NoIndex.L007.sequences",0.0472038520271,0.1474972479548,0.0191624196069,0.0627323649921,0.0215564701559,0.1183925706128,0.0344393738866,0.130897513016,0.1136974435952,0.0614175976644,0.1313108895825,0.1162505456315,0.1103809762072,0.0979121717449,0.1112300447882,0.0494451798325,0.1191137813646,0.1283212836814,0.0235360294786,0.0465021956082,0.121366188965,0.1187420042099,0.0548605738892,0.1280891429132,0.1056224249966,0.1266994679422,0.0245334858102,0.051417595748,0.0856484439043,0.1181154290999,0,0.1242453572406,0.0567644857515,0.0594935999994,0.0629662175161,0.1098203432952,0.1272760529229,0.0319634206915,0.0319990987726,0.1192980710746
