"","2382.HE003.C181.HA.5.772.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00482","2382.SH008.C6.HA.2.733.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.1.477.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00506","2382.SH004.C1.RH.5.423.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00492","1642.MS00402","2382.DPOO1.C1.HA.2.632.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00466","1642.MS00428","1642.MS00359","1642.MS00346","1642.MS00431","2382.SH007.C6.RH.4.517.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00457","1642.MS00596","2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.3.412.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00460","1642.MS00471","2382.SH008.C6.HA.5.547.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00541","1642.MS00335","1642.MS00342","2382.MU002.C3.HA.3.488.root.4.12.lane7.NoIndex.L007.sequences","2382.GM.181.R3.rhizo.10.12.lane7.NoIndex.L007.sequences","1001.SKB7","1642.MS00371","2382.SH004.C1.RH.3.11.r1.root.6.11.lane7.NoIndex.L007.sequences","1642.MS00585","2382.SH007.C6.RH.3.512.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.482.rhizo.4.12.r1.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.1.627.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00505","1642.MS00419","2382.RU006.C181.RH.3.588.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.298.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00512"
"1642.MS00460",4.52401568079413,-3.29351129495426,1.56220278718084,8.59946136162041,2.20216570820663,-3.43461965744625,5.34057653367373,-4.57206198091677,-1.29384478833408,6.32177416864266,-3.98766888512676,-1.79360024738646,-2.00905090223121,-1.77199584152503,-2.84341329802162,5.24754397658865,-3.01375290980037,-3.61222875755314,2.59302173228188,7.87402550779346,NA,-4.63891593570942,7.48729933872885,-4.72959575106733,-1.53663270178951,0.168773544587272,1.72767926913784,5.58795095480105,2.30569818809774,-1.73604184907473,0.858316728510326,-3.85686424623888,6.60889586944405,8.15823744202223,8.08354524676888,-4.23020596535449,-1.17534870856891,1.24349532556318,2.78504865971581,-4.21104501998686
"1642.MS00471",0.550951436907638,-4.49455451555072,0.0494719164089252,1.49973107964187,0.13693228776485,-5.24203735467795,0.89143954002916,-6.13227184757641,-3.21310566268502,3.56971432172066,-6.87106693178974,-4.76690377383832,-3.3381577218218,-2.72533183470404,-5.69387540826359,0.687768503877288,-7.77052802440831,-4.24877245588304,-0.092524619768876,1.66437181575896,-4.63891593570942,NA,1.20668534196908,-4.66557282481488,-3.17626567221872,-1.63437806623688,-0.461141565243296,0.375089543249925,-0.204736053274918,-3.65511775067984,0.401092379413344,-5.31294206705933,1.07867235570421,1.60773692307097,7.3261603026448,-5.05494166652389,-5.13798666534898,0.502185470026603,0.173786381681968,-4.82758146188513
"2382.SH008.C6.HA.5.547.rhizo.4.12.lane7.NoIndex.L007.sequences",-9.75076024374443,8.17122743037494,-5.10255572327597,-6.79628506942794,-5.73919288735352,0.800122407069459,-6.0812194967941,7.71269903812152,5.52829595875224,-8.74855042712327,3.80856460515107,1.87846097375983,-0.881598395197682,-0.518291447889908,-0.380470832747435,-8.47098967032242,5.29837286175465,7.11256640562916,-3.7872357542684,-8.85907765366312,7.48729933872885,1.20668534196908,NA,7.97049713024768,-0.474534021311429,2.99184151443142,-7.59384177225385,-7.56075516142199,-2.8955907325239,1.41717110478746,-4.67419413891488,4.71279816078331,-7.87123759808496,-9.00855385742175,-10.0560878647814,0.135275672888544,3.87713843368134,-5.64596744467148,-6.11231201578235,2.46669932282827
"1642.MS00541",5.31925869097613,-4.7126094860058,1.64348735195934,9.1406832429783,2.2182035756869,-5.44516446497725,5.15633398108662,-5.18338360826316,-1.76937493107225,8.69358611023229,-6.3952040321145,-3.5951456429859,-2.11592530908725,-1.44559791695829,-3.89335717881153,6.11270759168812,-4.6767461797255,-5.14257723235913,1.3836648419366,8.99119735521393,-4.72959575106733,-4.66557282481488,7.97049713024768,NA,-1.38629163100102,-0.616189114827712,2.46515083016983,5.57097508065104,1.25081919235419,-1.42602176714722,1.01106474349182,-5.64377200325334,7.22750375868701,9.55509561655684,9.85398653952499,-6.93734256839166,-2.4053756286904,1.89243135300962,2.68567888033152,-5.18573234727152
"1642.MS00335",-0.424833466549614,-3.70449879015662,-1.51177724384457,0.372169891468204,-1.26221771760513,-2.57771401117097,-0.643549668764634,-2.59479058910097,-2.77017712966054,2.84669295317805,-3.10217242842137,-5.83928948051414,-3.37850174760447,-3.14520647002499,-3.95996587902712,-0.39852616167227,-2.70730994550028,-2.42198647410247,-1.76888222492181,-0.195283378011607,-1.53663270178951,-3.17626567221872,-0.474534021311429,-1.38629163100102,NA,-0.0528916885769641,-1.59886781923057,-1.10629811296194,-1.78945004745431,-4.41680330367457,-0.770748693600276,-3.10509527658438,-0.342624326777694,0.667394980537153,1.80349253582945,-2.63942046995299,-2.49185031812305,-0.816618851405381,-1.1841390646636,-3.69045783988974
"1642.MS00342",2.57004923040775,0.919378918867173,-0.14301487782579,1.38878610552718,0.517122523765656,-0.751719540199051,1.60590322556019,-0.588070464907005,-1.12268180508725,3.08358126174125,-1.44644464633136,-1.22590337851641,1.80615186889233,-1.14695793048229,0.286591873525867,1.7832125295538,-0.816068061784887,-1.0791232928006,-0.289273839328972,2.67560141889418,0.168773544587272,-1.63437806623688,2.99184151443142,-0.616189114827712,-0.0528916885769641,NA,0.302823717741832,0.99791000730275,-1.7384521404989,-0.997009345914598,0.128518823106466,0.864357225286066,-0.129629643266897,3.84977624640311,1.73308686227153,-0.398660409760097,0.457171251147863,-0.166585441066568,-1.43012057955476,-1.32931442906965
"2382.MU002.C3.HA.3.488.root.4.12.lane7.NoIndex.L007.sequences",-7.87322971590923,2.89348763056369,-7.37947015799752,-5.92393908174132,-7.37328171973022,-0.691308562293617,-7.96410599651046,2.54863714679153,1.15662770982717,-4.3443985526193,1.62331624028739,-0.217024510842485,-1.64165568292736,-1.8693862919932,-1.16722214884155,-5.95572226333851,0.852312771177255,1.84520607151994,-6.29203257916482,-7.27550149532551,1.72767926913784,-0.461141565243296,-7.59384177225385,2.46515083016983,-1.59886781923057,0.302823717741832,NA,-6.4875583208095,-4.2331907945078,-0.125966457514795,-6.08778444230017,0.784026192308424,-5.90755800119395,-7.03086698321279,-4.58361832749226,-0.699296202198175,1.60640171748773,-7.15981514030539,-7.56610102642319,0.277661878609317
"2382.GM.181.R3.rhizo.10.12.lane7.NoIndex.L007.sequences",-8.45144474759853,4.96306431386782,-5.00453392279522,-7.47501753257371,-5.79356209849056,0.310350799513402,-7.51695967264236,5.36612265145556,2.71839752702326,-9.3669109311036,0.950983715166694,1.28455861123177,-1.15142327822122,-1.59393813914799,-0.407577823322539,-6.84157023218258,3.14487812339794,5.92359141866337,-6.23518920621121,-9.34502681104875,5.58795095480105,0.375089543249925,-7.56075516142199,5.57097508065104,-1.10629811296194,0.99791000730275,-6.4875583208095,NA,-3.14463186689018,0.181544562284987,-3.11202853805284,3.4053716445755,-8.43060150524068,-6.83219888307348,-9.93986660202793,-0.32572379516787,3.34715542777878,-5.59188747785579,-6.37860795217226,1.12244410941785
"1001.SKB7",-2.36516310378942,1.72908719891716,-5.27148730680255,-2.40079119273512,-4.77385915101479,0.103838287737428,-4.58150915908534,3.02329395498518,1.53511555007296,-1.08977980444898,0.800993697034807,-0.123878884915868,-2.4023616348271,-2.64727101504405,-0.695509480052051,-1.1938783511522,1.24802895466342,2.33400488402281,-5.81869745498991,-2.80263854977614,2.30569818809774,-0.204736053274918,-2.8955907325239,1.25081919235419,-1.78945004745431,-1.7384521404989,-4.2331907945078,-3.14463186689018,NA,-1.8318897903344,-4.03637902805493,1.22200759228366,-3.06977075402538,-1.55319889108826,-1.35235060793145,-0.495736869423132,1.18276764921961,-3.92120758033447,-4.29980040334315,0.0994375083079785
"1642.MS00371",1.70145661939238,-2.00804683974952,-0.496757446328689,1.6532133388309,-0.261057117931541,-1.94081243848061,0.675672736121392,-1.85073735563619,-2.58690623525894,4.41566588838725,-2.56864269542572,-2.85490594158526,-5.77806070281347,-7.4598446880162,0.534976978433203,0.666771054075668,-2.68716349969599,-3.43310555338127,-0.593386225457048,1.23785883407237,-1.73604184907473,-3.65511775067984,1.41717110478746,-1.42602176714722,-4.41680330367457,-0.997009345914598,-0.125966457514795,0.181544562284987,-1.8318897903344,NA,-0.106355363799081,0.020110209924776,0.199657199367641,1.54369919654666,2.99394825982544,-1.29569545652251,-1.01188281684079,0.115808267341655,-0.972146889907778,-2.70381066105394
