"","1642.MS00443","1642.MS00549","2382.SH005.C3.RH.2.457.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00425","1642.MS00416","2382.HE003.C181.HA.4.768.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00335","1642.MS00393","2382.SH007.C6.RH.5.723.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00343","2382.RU006.C181.RH.3.787.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00486","2382.HE003.C181.HA.5.139.root.6.11.lane1.NoIndex.L001.sequences","2382.SH005.C3.RH.2.458.root.4.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.3.131.r1.root.6.11.lane7.NoIndex.L007.sequences","1642.MS00534","1642.MS00479","1642.MS00391","1642.MS00387","1642.MS00617","1642.MS00409","1642.MS00472","2382.DPOO1.C1.HA.1.228.root.9.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.3.437.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00378","1642.MS00430","1642.MS00548","2382.MU002.C3.HA.3.688.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00537","1642.MS00459","1642.MS00453","2382.SH008.C6.HA.2.532.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.5.672.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00362","2382.SH004.C1.RH.3.213.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00608","2382.SH008.C6.HA.1.527.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.4.542.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00355"
"1642.MS00409",0.0196403161039,0.0183163760919,0.079536294254,0.0171464215809,0.0180421285906,0.0906324044176,0.0196504305798,0.0174070033311,0.0918773138993,0.0252117904349,0.0699342243922,0.0176140791344,0.086885953888,0.0781702344653,0.0998890432145,0.0212665903387,0.018554533877,0.0193340447582,0.0194837944954,0.0225267246583,0,0.0201553816218,0.0755472604038,0.074995692605,0.0833632079542,0.0222707894987,0.018768369228,0.0185667385253,0.082093814652,0.0209199632853,0.0185504192023,0.0211169285411,0.0766930508758,0.0796701014413,0.0237864336032,0.0822109128373,0.0232295197904,0.0750846959238,0.0721823897763,0.0251363650053
"1642.MS00472",0.0259056279998,0.0209956906437,0.0858481892583,0.0202115529178,0.0210662119574,0.0992449154507,0.0261480815511,0.0201239735926,0.1011067545714,0.030290027833,0.0797523673164,0.0215215190456,0.0962506905361,0.0895423298954,0.1127150352681,0.0222706854886,0.0189922443081,0.0217369709255,0.0239070588441,0.0260827087775,0.0201553816218,0,0.0863308508489,0.0825177873967,0.0927443353495,0.0282844176688,0.0218126835483,0.0203468653404,0.0909734847555,0.0220956097745,0.0222334157855,0.0251696309809,0.082630743894,0.0867195460733,0.0264072783685,0.0880906097751,0.0267127765257,0.0825714258569,0.0797167245144,0.0315616505807
"2382.DPOO1.C1.HA.1.228.root.9.11.lane1.NoIndex.L001.sequences",0.0926900340333,0.0858545667829,0.038124734292,0.0789599361654,0.0924063765838,0.0246479914126,0.0749572258645,0.0810048085001,0.0263305520555,0.081005488977,0.0375360477424,0.105184070281,0.0260507404428,0.0269421502049,0.0337680282275,0.0735141908023,0.0862581941514,0.0882594203825,0.0796699968372,0.0919434882339,0.0755472604038,0.0863308508489,0,0.0349779466619,0.0281727164527,0.0696973087142,0.0797451444273,0.0901754334425,0.0254443100254,0.0892739321917,0.0920928673538,0.085308964591,0.0363209477657,0.0397453532374,0.072654813875,0.0264239964506,0.0964816751874,0.0347232683646,0.0348299887701,0.0727781786274
"2382.DPOO1.C1.HA.3.437.rhizo.4.12.lane7.NoIndex.L007.sequences",0.086956213091,0.0831574156711,0.0353085327761,0.0770619965783,0.0874601109795,0.0517838782248,0.0757525614916,0.0786208315001,0.0605707128196,0.0845680071022,0.0343066702539,0.100563016132,0.0465103779394,0.0486423739456,0.0701437896894,0.0754250284244,0.0832830408856,0.0901980249357,0.0760199778772,0.0903125548504,0.074995692605,0.0825177873967,0.0349779466619,0,0.0486151525166,0.0807857488552,0.0821376395613,0.089120944472,0.0496791877472,0.0882339966007,0.0890463715616,0.0868468280614,0.0254707505572,0.0267967463117,0.0772082735401,0.0425266798979,0.0973100522564,0.0262674953591,0.0251422626777,0.0802380806635
"2382.SH004.C1.RH.1.203.root.9.11.lane1.NoIndex.L001.sequences",0.1071773896188,0.0999824177248,0.0312820762843,0.084966789629,0.1010362181661,0.027932428713,0.0824472133496,0.0906941468046,0.0191283096158,0.0925816129635,0.0443994251171,0.1133529726656,0.0295337363924,0.0237034742851,0.0406044900683,0.0851989036533,0.0961389539844,0.0951043030549,0.0885886988891,0.1111438311442,0.0833632079542,0.0927443353495,0.0281727164527,0.0486151525166,0,0.0868162093943,0.0938991976974,0.1026807334875,0.0295673183393,0.0992486541766,0.1060015207074,0.1021740787061,0.0343149692156,0.0387702419806,0.0850858901803,0.0154017807249,0.1138556938429,0.0340241378949,0.0339094296097,0.0831526190009
"1642.MS00378",0.0301273806923,0.0279590808853,0.0780724104913,0.0225967275117,0.0239052109954,0.0812531822702,0.0196791434814,0.0231783746971,0.0887826679328,0.0189757019377,0.0734083517715,0.0272772890032,0.0827878601079,0.0773503625535,0.1001544406836,0.0278278476771,0.0275781114784,0.0235814011024,0.0241396104246,0.0390625926723,0.0222707894987,0.0282844176688,0.0696973087142,0.0807857488552,0.0868162093943,0,0.0235014100796,0.0290477658483,0.0839285933327,0.0309066773156,0.02915342992,0.0306435868485,0.077534333861,0.0824277049106,0.0206053061581,0.0776605446894,0.0351851500699,0.0783488378662,0.0746021214356,0.0167294712489
"1642.MS00430",0.0214200720988,0.0199816211736,0.0868633214592,0.0197694784118,0.0187409346035,0.0945621121397,0.0206245956768,0.019497230569,0.0994090129399,0.0239338681039,0.0798928956682,0.0208167752496,0.0897946189341,0.0874928616358,0.1052011336919,0.0242014295858,0.0197974569454,0.0191873739356,0.0196454228345,0.0253873890342,0.018768369228,0.0218126835483,0.0797451444273,0.0821376395613,0.0938991976974,0.0235014100796,0,0.0206722062095,0.0880220430102,0.0240959928161,0.0211013100017,0.0234233075651,0.0822091517749,0.0871832760287,0.02239240268,0.0880318099472,0.0262964707941,0.0823523561571,0.079191291157,0.026410877402
"1642.MS00548",0.0215829108226,0.0180430275824,0.0960494472888,0.0198701024381,0.0195538834919,0.1066866986176,0.0261279739942,0.0210316775736,0.1080472549147,0.0330385021774,0.0852105774614,0.0169543812368,0.1008012872412,0.0952772614094,0.1127590784732,0.0219627054067,0.0179341088517,0.0211269467439,0.0242072428458,0.0217571750017,0.0185667385253,0.0203468653404,0.0901754334425,0.089120944472,0.1026807334875,0.0290477658483,0.0206722062095,0,0.0965264782181,0.0193775281855,0.0215138337651,0.0226931750956,0.0917357449194,0.089741459478,0.0271260841409,0.0972348699838,0.0227198933803,0.0918561208282,0.086017345299,0.032529778338
"2382.MU002.C3.HA.3.688.root.9.12.lane7.NoIndex.L007.sequences",0.1016986803614,0.0930844610795,0.0470670663394,0.0818068784392,0.0951192820328,0.020440247367,0.0820377445816,0.0865242738015,0.0176886509953,0.0924810739236,0.0449473774606,0.1102956786072,0.0216089782792,0.0465327320917,0.0249504292814,0.0781274201816,0.0933442332717,0.0919984974938,0.0883688472616,0.1047669308262,0.082093814652,0.0909734847555,0.0254443100254,0.0496791877472,0.0295673183393,0.0839285933327,0.0880220430102,0.0965264782181,0,0.0955978557499,0.0985429654122,0.094970291751,0.0473198016893,0.0418340385356,0.0815679247707,0.024504869126,0.1166546129772,0.0485166874423,0.0479984727911,0.0776463948747
"1642.MS00537",0.025815836023,0.0206724709145,0.0913546813223,0.0212262711942,0.0219492977032,0.1047245121045,0.0278968982195,0.0229055999109,0.1050858217814,0.0347174267571,0.0837897442538,0.0210636184817,0.0989274347269,0.0918038165085,0.1132983733737,0.0221728047144,0.0195061039543,0.0234625696564,0.0250410463276,0.0246905329974,0.0209199632853,0.0220956097745,0.0892739321917,0.0882339966007,0.0992486541766,0.0309066773156,0.0240959928161,0.0193775281855,0.0955978557499,0,0.0226520630755,0.0247464547239,0.0896606817058,0.0913084305464,0.029048020462,0.0928658577849,0.0221032514853,0.0893305991138,0.0854504427666,0.0351137491322
"1642.MS00459",0.0229184028706,0.0188025611673,0.0967429650622,0.0207150364335,0.0213063204804,0.1066323817114,0.0272015036569,0.019371979079,0.112826562988,0.0294023962363,0.0827851801399,0.021023497125,0.1022102970498,0.0986704696945,0.1172722292303,0.0226684926865,0.0202036440888,0.0231463460005,0.0216887342171,0.0216009619263,0.0185504192023,0.0222334157855,0.0920928673538,0.0890463715616,0.1060015207074,0.02915342992,0.0211013100017,0.0215138337651,0.0985429654122,0.0226520630755,0,0.019275320288,0.0904641340244,0.0912143213712,0.0253924422123,0.099553254194,0.0215110059477,0.0916270213368,0.0877170008677,0.0291820490913
"1642.MS00453",0.0219167120855,0.0199990982986,0.0940930363256,0.0231213107803,0.0238249293093,0.0999577983529,0.0282809044083,0.0225035320483,0.107333304301,0.0314510830767,0.0849080619451,0.0221196222963,0.0952063097955,0.132907280829,0.1132581391713,0.0249815008018,0.0216410120969,0.0260746879638,0.0254839868668,0.0232317392843,0.0211169285411,0.0251696309809,0.085308964591,0.0868468280614,0.1021740787061,0.0306435868485,0.0234233075651,0.0226931750956,0.094970291751,0.0247464547239,0.019275320288,0,0.0902557269147,0.0898410530921,0.0261778231032,0.0944054524493,0.0256759834541,0.0915267624756,0.0864765492758,0.0316798114614
"2382.SH008.C6.HA.2.532.rhizo.4.12.lane7.NoIndex.L007.sequences",0.0895721118257,0.0847272936858,0.0187089681637,0.0776420202315,0.0893732790845,0.0483208929059,0.0779726527744,0.0790373841544,0.047402077561,0.0848046664459,0.0339656651491,0.1039561479806,0.0421680874021,0.0398538046346,0.0637427585511,0.0769718594779,0.0854648719259,0.090392665331,0.0762832801724,0.0931398030122,0.0766930508758,0.082630743894,0.0363209477657,0.0254707505572,0.0343149692156,0.077534333861,0.0822091517749,0.0917357449194,0.0473198016893,0.0896606817058,0.0904641340244,0.0902557269147,0,0.0283405729255,0.0757538092993,0.0274580040593,0.0981096158321,0.015644446653,0.016700968286,0.0806380051738
