"","2382.SH007.C6.RH.2.508.root.4.12.lane7.NoIndex.L007.sequences","1642.MS00578","1642.MS00426","1642.MS00421","2382.MU002.C3.HA.2.67.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00516","2382.DPOO1.C1.HA.3.31.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00520","1001.SKM7","2382.DPOO1.C1.HA.2.632.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.2.533.root.4.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.3.612.rhizo.9.12.lane7.NoIndex.L007.sequences","1001.SKM9","2382.RU006.C181.RH.2.782.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.1.402.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00571","2382.SH008.C6.HA.1.SH008.root.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00371","1642.MS00538","1642.MS00498","1642.MS00494","1001.SKD8","1642.MS00588","1642.MS00463","2382.GM.181.R1.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00354","1642.MS00470","2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00402","1642.MS00418","1642.MS00517","2382.DPOO1.C1.HA.5.248.root.9.11.lane1.NoIndex.L001.sequences","2382.HE003.C181.HA.3.762.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.4.418.root.4.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.3.537.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.5.698.root.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.3.131.r1.root.6.11.lane7.NoIndex.L007.sequences","1642.MS00486","1642.MS00491"
"1642.MS00494",1.48186592896753,-4.25728906137173,-0.626777918964779,-3.37241030510292,0.67855792808895,-4.41041071529675,0.0788608087426069,-4.7653645387268,2.44177991136151,4.34119342210121,0.875148610671337,5.24911186701403,2.0695221721027,9.56924771398907,5.59293385077664,-4.26362660583096,0.751753946263689,-0.398175678182934,-3.3495016769532,-4.8539315247823,NA,1.80381304594851,-2.77996406882023,-3.52264105736658,2.20898536784995,-0.914719687432731,-4.03505982645705,0.338990420225961,-1.9295971014137,-2.0638011123237,-3.56093284664447,1.13323108361435,5.57008752270894,0.51430848257307,0.681726025275454,5.38275544163235,-0.886781559383941,0.398596974110001,-4.38421914642113,-2.17914013904655
"1001.SKD8",-5.34597247222079,0.528778641394858,-0.0609074031630873,-0.338114225074919,-5.6717079781326,2.14038707883192,-4.87782383512157,-0.710265972936547,-3.07570391231791,-0.973224337664581,-3.75362343164025,-4.0128878931135,-3.55728602200912,-2.19491229466044,-4.65578812552498,-0.0327720222226351,-6.32141357440321,-1.30830318822741,1.62020318979339,0.358963804326906,1.80381304594851,NA,1.00248899956702,0.888860188647332,-3.45839520486194,-2.37503678208437,1.48261034330818,-4.91979705432474,1.13912357043487,1.31520466666301,-0.315348185347909,-4.8356066432657,-3.27071049990198,-5.75191747489537,-3.25315368042532,-3.9578850860822,-5.23930206102674,-5.10396276951966,2.70955490388989,1.60435632434259
"1642.MS00588",2.14102228276027,-3.64146825401761,-2.85544150145724,-4.01471181475595,2.30998773729193,-2.45921160627755,1.76729100441719,-4.19420519672316,1.92192538726472,6.83364252833992,0.547640696371034,7.4584802851243,1.51165179470499,11.1625315456195,7.38401605501844,-4.42555660758645,1.42194795823973,-2.25457324635965,-2.8895081952796,-3.76659896814635,-2.77996406882023,1.00248899956702,NA,-3.71224586224276,4.02106101054718,-2.37508405329085,-3.97304340490528,2.10130509780898,-3.07660211549199,-4.21792123254052,-3.49363497464134,3.69911143419452,6.7986185417932,1.53557081666996,1.72177205511774,6.42831148866486,-0.923889171044735,1.03727009263455,-3.31529514790644,-1.69700875313398
"1642.MS00463",0.455790186266991,-4.55536151399692,-2.86572569185067,-4.14863742057476,0.0405816300968207,-3.68886132111828,-0.125022105161888,-5.27169931748829,2.1737029034393,4.16726945770965,0.132965559918586,5.08285205141781,1.95139861142446,9.82812199357852,3.86549787087355,-4.65827241296253,-0.198161549881201,-2.29719563924719,-3.82820120530319,-5.42700899279505,-3.52264105736658,0.888860188647332,-3.71224586224276,NA,1.11999512858972,-3.00070687409852,-4.50298277649194,-0.0738955889960313,-2.83616215485321,-4.2520441224537,-4.97632976148299,1.3150954077241,3.28570707194464,-0.0109038944104996,0.523098146657528,4.13033311578426,-1.57223720806093,-0.409435064494343,-5.07591726925024,-3.28751489686039
"2382.GM.181.R1.rhizo.10.12.lane7.NoIndex.L007.sequences",-5.45122405163334,1.47789512823764,0.152968053062094,-0.778210439875404,-5.79180974688197,1.9737771787397,-4.24776872851734,-0.348471130254531,-1.28002415423714,-7.2978554939356,-3.45344629323378,-9.86938752756662,-1.65183555412536,-8.51547266225175,-7.11404883813985,-0.208679529935935,-5.66833224192424,-0.944788669900151,1.3019946428941,0.294375356996167,2.20898536784995,-3.45839520486194,4.02106101054718,1.11999512858972,NA,-1.58625340562602,1.00260797624004,-6.48993248251151,0.842943171838032,3.46820437233213,-0.698491091000962,-5.16633070186436,-8.30416410949305,-6.1352401643128,-2.92059941581612,-6.70375577016755,-3.95975392713482,-5.00237525283055,1.62436132704549,0.439531907484889
"1642.MS00354",-1.85548975306667,-2.76295832021054,-4.1418929789811,-3.82469548132808,-1.97667645365668,-1.53814372956871,-1.69936685223157,-2.2435170767717,0.134020698246276,1.89443793616909,-2.05520746762413,1.45535932897329,0.0192802406560308,0.753996108841957,-0.947910349287016,-2.43333974125213,-2.02739496961819,-5.27395905061824,-2.65237752986497,-2.24083323621912,-0.914719687432731,-2.37503678208437,-2.37508405329085,-3.00070687409852,-1.58625340562602,NA,-2.01319038473984,-1.87822151233215,-3.08667887753148,-2.42220637038304,-3.25482342459431,-1.94925272332205,-1.23038851298553,-2.24132884441711,-1.0402083068256,-0.869146103470657,-2.32583258134465,-2.23949997822362,-2.19126857254188,-1.75122183306791
"1642.MS00470",1.14002143409932,-5.45228351180075,-2.78232326066924,-3.86115045775996,0.705509784265126,-5.03116761500968,0.491577673846938,-5.47214596475278,2.1315457761077,3.31311261086311,0.291042379814352,4.17048204097849,1.31124783333024,9.92859845830416,5.39425813992043,-5.01623700173721,0.67359059768866,-1.01302712911922,-3.68663310399714,-3.17398670383322,-4.03505982645705,1.48261034330818,-3.97304340490528,-4.50298277649194,1.00260797624004,-2.01319038473984,NA,0.367559558545953,-2.70234558182493,-4.81204021935663,-4.21885257370716,1.25269510817585,3.25044744388199,0.205956108663778,0.879412306218566,5.53501733406314,-1.15376187614467,0.706933905340086,-5.44683226559404,-2.52654294099074
"2382.HE003.C181.HA.2.127.root.6.11.lane1.NoIndex.L001.sequences",-5.91139011737599,0.299056454515024,-1.33464957476038,-1.1520884039551,-6.50779732772692,0.878011925770134,-7.42801342905328,-0.738508369821665,-2.58745269277026,-3.58627062593698,-3.89088115027219,-4.34982045681004,-3.02620297783773,-4.64402939929755,-6.13785364050891,-0.00265751873034444,-5.40261593947985,-1.23494545471808,-0.176078280195903,-0.200686604016787,0.338990420225961,-4.91979705432474,2.10130509780898,-0.0738955889960313,-6.48993248251151,-1.87822151233215,0.367559558545953,NA,-0.705966748977412,1.66774029554228,-0.964073940392126,-4.22806050570733,-4.90369987958474,-5.25274255160334,-5.57794367370119,-6.73930331784808,-6.12434938889521,-3.93097609512264,2.47123064284599,-0.264232425251317
"1642.MS00402",-0.081183680191424,-3.86503662082053,-2.86249758915472,-2.38320773399565,0.144705634165098,-2.05399330067072,-0.246153593374148,-3.90484790057218,2.19845036896448,4.85640100276142,0.261034790098474,5.85735424360425,1.68864289416755,8.90152427030795,5.49044875505315,-3.78328485480801,0.210948833086338,-2.60895231252264,-3.07471451162502,-3.42382059729908,-1.9295971014137,1.13912357043487,-3.07660211549199,-2.83616215485321,0.842943171838032,-3.08667887753148,-2.70234558182493,-0.705966748977412,NA,-2.60180043332038,-2.89934875960506,0.280670012263053,3.36097750907349,-0.958417214438899,-0.100920082740075,5.14760126837885,-1.06798715754717,-0.847354436358538,-3.28072094506645,-2.65593247084429
"1642.MS00418",1.69140311323266,-5.81327698338774,-3.17496188344756,-4.05319268349896,1.86754676955692,-4.22907002342891,1.2871090212179,-5.01986514226168,2.65352884095477,7.05670743901297,0.722368757209355,7.51426576131118,2.29869492615868,12.1228086365189,8.53957257432143,-5.86051965493423,1.19370322481127,-2.22427303223485,-4.25276710403603,-4.63980917398481,-2.0638011123237,1.31520466666301,-4.21792123254052,-4.2520441224537,3.46820437233213,-2.42220637038304,-4.81204021935663,1.66774029554228,-2.60180043332038,NA,-4.76502541699234,2.54844198258674,7.79289963801555,1.03795004837851,1.10878300271579,7.44046695864206,-0.567183646334643,0.333715177551172,-3.48654068371053,-2.53015695284692
"1642.MS00517",-0.395874231564039,-6.02357226060397,-3.94066561226778,-5.17571126013382,-0.605301376862832,-3.88996631301553,-0.829349643959401,-5.70430452774618,2.02684337582046,2.47620641447837,-0.839489097071889,2.63490211784972,1.83762965625905,8.70603950418762,1.29761218318691,-5.19013121190161,-0.841079186893789,-2.74120320245228,-4.2082259206255,-4.15210143490428,-3.56093284664447,-0.315348185347909,-3.49363497464134,-4.97632976148299,-0.698491091000962,-3.25482342459431,-4.21885257370716,-0.964073940392126,-2.89934875960506,-4.76502541699234,NA,0.41148567932853,0.914214027589128,-0.957814467253932,-0.168996073135047,1.48094310482241,-1.62275331149838,-0.84496392946979,-5.01832096848068,-2.18016762945049
