"","1642.MS00397","1642.MS00435","1642.MS00573","2382.MU002.C3.HA.4.692.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH004.C1.RH.4.618.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.67.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00410","2382.DPOO1.C1.HA.3.437.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00409","1642.MS00519","2382.SH004.C1.RH.1.603.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00635","2382.SH005.C3.RH.3.662.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00531","1642.MS00558","2382.MU002.C3.HA.1.677.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.DPOO1.C1.HA.3.637.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00413","1642.MS00430","1642.MS00393","2382.RU006.C181.RH.1.577.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00423","1642.MS00574","1642.MS00343","2382.SH005.C3.RH.1.653.root.9.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.2.383.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00487","2382.MU002.C3.HA.2.482.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00524","1642.MS00640","2382.HE003.C181.HA.1.753.root.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.4.567.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00365","1642.MS00577","1642.MS00485","2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.4.75.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00502","1642.MS00346","1642.MS00472"
"2382.HE003.C181.HA.1.753.root.9.12.lane7.NoIndex.L007.sequences",0.102287758489,0.109713623006,0.1087206728443,0.068152360767,0.0279036679229,0.0206248375543,0.1113516214654,0.0617440120321,0.0980779360474,0.1204108184597,0.0147675459444,0.1204534533678,0.063433316122,0.1250600908709,0.1163058376991,0.0601842015937,0.0633279554831,0.1146246419647,0.100492786628,0.1024438074402,0.0604727008319,0.1071356710677,0.1211067346889,0.1032546772329,0.0167075211095,0.0329440546667,0.1404336508574,0.0596145191434,0.1259414169033,0.1210280947649,0,0.0534599687011,0.0973513656341,0.1101825042375,0.1321041432961,0.0118724383789,0.0292906848923,0.108376169225,0.0773817884757,0.1059594830756
"2382.HE003.C181.HA.4.567.rhizo.4.12.lane7.NoIndex.L007.sequences",0.0750941308961,0.0803477133134,0.0799627219266,0.0464241509206,0.0592022127874,0.0450099144717,0.0793828779914,0.0292201224077,0.07255510509,0.0968752582571,0.05684446096,0.0970371512671,0.0290093786143,0.098295417189,0.0889113404711,0.0368784656348,0.0361429911906,0.0818837264482,0.0859085830313,0.079058422784,0.0323529570038,0.0779115257372,0.0839160937324,0.0899813901141,0.0516971001251,0.0515744508172,0.1047072219383,0.0344227485584,0.0893175378176,0.0981952663676,0.0534599687011,0,0.0880497565065,0.0840250194737,0.1041808668733,0.0394917151224,0.0447131904133,0.0858291505882,0.0856381150834,0.0813961327982
"1642.MS00365",0.0250620711187,0.0254072036644,0.0346447899531,0.0875550195065,0.09381009691,0.0839773173583,0.0285544611642,0.0779763632498,0.0257814833847,0.0372631100944,0.0990529550517,0.0384680226195,0.0931437699797,0.0389111214184,0.0423711943605,0.0822366316973,0.081823006249,0.0268400855072,0.025921280379,0.0250285449554,0.0756244604924,0.0297039979857,0.0352542529049,0.0196105440873,0.0882181596538,0.0800339385555,0.0382796261265,0.0787633831342,0.0392249159833,0.0396185737646,0.0973513656341,0.0880497565065,0,0.0332875250571,0.0392659783024,0.0964814026336,0.0857349259878,0.0410976349195,0.0184471431909,0.0326825539247
"1642.MS00577",0.0199954485517,0.0239899348945,0.0181426252849,0.0936760840602,0.0983762034244,0.0956085060968,0.0227838666696,0.084754790553,0.0192614279108,0.0213487854104,0.1059453814327,0.0202729480319,0.1056836470522,0.0205440476832,0.0240246294298,0.0904590705278,0.0886025302796,0.0229411784152,0.0213440666453,0.0201502049821,0.0819065515667,0.0218888270777,0.0192245750759,0.0346520140539,0.0957893504821,0.0904017416773,0.0202556388045,0.0856125306397,0.0242539185528,0.0214885826123,0.1101825042375,0.0840250194737,0.0332875250571,0,0.0201087132388,0.1079016389856,0.0911216327998,0.0196387177919,0.0340472238495,0.0204382792312
"1642.MS00485",0.0214649244678,0.0263156953427,0.0216401447129,0.1128357893748,0.120355163645,0.1142355199423,0.024809906378,0.1020538290785,0.0207570625793,0.019806285934,0.1263257490878,0.0223341350057,0.11098177161,0.0184899712957,0.0245678895828,0.1065171816525,0.1038601781978,0.025366539721,0.0224853568312,0.0229216103377,0.0954937309132,0.022863552467,0.0215912803301,0.0366200427177,0.1167320746785,0.1064772924724,0.019044340052,0.1021813326922,0.0248955598036,0.0204118651342,0.1321041432961,0.1041808668733,0.0392659783024,0.0201087132388,0,0.1257650242161,0.110078962795,0.018375526264,0.0413860871476,0.0209398283613
"2382.HE003.C181.HA.5.573.root.4.12.lane7.NoIndex.L007.sequences",0.0989397439051,0.1029076586263,0.0969356151189,0.0568181802375,0.0259320735832,0.0193542579761,0.1032824629238,0.0479735873412,0.0936429326048,0.1152259317451,0.0150581664013,0.1157959578906,0.0497745901553,0.1204012682822,0.10761607952,0.0479779433495,0.0510572076411,0.1060393245042,0.093733868051,0.0992152050593,0.0505635953696,0.1027528507786,0.1108964814565,0.1010689452556,0.0177844082397,0.033078594369,0.1290491158691,0.0476482208209,0.1156460605302,0.1143682824532,0.0118724383789,0.0394917151224,0.0964814026336,0.1079016389856,0.1257650242161,0,0.0264332570986,0.1038188525358,0.0761627266964,0.0994709566078
"2382.MU002.C3.HA.4.75.root.6.11.lane1.NoIndex.L001.sequences",0.0840134530601,0.0856101333064,0.0892052752264,0.0379871218399,0.0204225730883,0.0178026703842,0.0897514905923,0.038122919177,0.0810043931223,0.1005276592632,0.0214080358753,0.0999032833779,0.0460240020424,0.1058344398643,0.0942150097158,0.0276970071887,0.0333112358749,0.0904449867631,0.0873373654,0.087810462194,0.0578372078466,0.0863147213109,0.0948751631024,0.0858789659838,0.022297744482,0.0479451621609,0.1124081353721,0.0347175279987,0.1003972532965,0.1002208842303,0.0292906848923,0.0447131904133,0.0857349259878,0.0911216327998,0.110078962795,0.0264332570986,0,0.0923410875464,0.077757321104,0.0865566530481
"1642.MS00502",0.0217789877159,0.0248115211309,0.0199127984328,0.0956596307424,0.09585208842,0.0926203483965,0.0234612930662,0.0843092587371,0.0198398080863,0.0185766747582,0.1049370142161,0.02129192842,0.113231050384,0.020528856281,0.0237501851682,0.0888069762303,0.0876789713262,0.0244208260451,0.0228541750392,0.0227277781109,0.0784460405885,0.0226566819221,0.0212598899632,0.0370516829141,0.0953905790796,0.0866501474229,0.0206019252897,0.0850795396883,0.0235171868558,0.0212999947833,0.108376169225,0.0858291505882,0.0410976349195,0.0196387177919,0.018375526264,0.1038188525358,0.0923410875464,0,0.0414404867978,0.0207329319229
"1642.MS00346",0.0241130085905,0.0259179554629,0.0329557789556,0.0857365610522,0.0827515542961,0.0738430711771,0.0302520331409,0.0778794216917,0.0262277109595,0.0386329199393,0.0776038279095,0.0414041354458,0.0950555590384,0.0394678032117,0.0437678551886,0.077293977559,0.0791067713766,0.0274419614953,0.0274220033509,0.0247699003059,0.0702480492389,0.028503539262,0.0349151737349,0.0171121276918,0.073578605711,0.0701472155954,0.0407061093308,0.0753108604505,0.0436961105065,0.0412950445226,0.0773817884757,0.0856381150834,0.0184471431909,0.0340472238495,0.0413860871476,0.0761627266964,0.077757321104,0.0414404867978,0,0.0337036444114
"1642.MS00472",0.0210436594362,0.0236491225725,0.0213012130524,0.0882230387369,0.0930357990726,0.0922085014032,0.0231747804861,0.0802759063295,0.0202596492519,0.0219782305024,0.0960687907579,0.0227851468231,0.0871667572865,0.0215328450775,0.0267642067624,0.085819720333,0.0838687868572,0.0214051437644,0.0219173632991,0.02026484922,0.077986618413,0.0221875117115,0.0225334129708,0.0302733308326,0.0922225082028,0.0871183751219,0.0228121287716,0.0791867124675,0.0264189913986,0.0235910765816,0.1059594830756,0.0813961327982,0.0326825539247,0.0204382792312,0.0209398283613,0.0994709566078,0.0865566530481,0.0207329319229,0.0337036444114,0
