"","2382.RU006.C181.RH.2.783.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.2.683.root.9.12.lane7.NoIndex.L007.sequences","2382.SH005.C3.RH.4.268.root.9.11.lane1.NoIndex.L001.sequences","2382.DPOO1.C1.HA.1.627.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.GM.181.R2.rhizo.10.12.lane7.NoIndex.L007.sequences","1642.MS00578","2382.RU006.C181.RH.2.582.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00474","1642.MS00584","1642.MS00489","1642.MS00429","2382.SH004.C1.RH.3.613.root.9.12.lane7.NoIndex.L007.sequences","1642.MS00445","2382.SH005.C3.RH.5.59.root.6.11.lane1.NoIndex.L001.sequences","1642.MS00409","2382.RU006.C181.RH.4.792.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.HE003.C181.HA.1.353.root.9.11.lane1.NoIndex.L001.sequences","1642.MS00586","1642.MS00393","1642.MS00391","2382.RU006.C181.RH.1.577.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.2.782.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00511","1642.MS00467","2382.HE003.C181.HA.5.773.root.9.12.lane7.NoIndex.L007.sequences","2382.MU002.C3.HA.4.293.root.9.11.lane1.NoIndex.L001.sequences","2382.SH004.C1.RH.2.407.rhizo.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.1.777.rhizo.9.12.lane7.NoIndex.L007.sequences","2382.SH008.C6.HA.3.111.r1.root.6.11.lane7.NoIndex.L007.sequences","1642.MS00581","1642.MS00585","2382.MU002.C3.HA.5.698.root.9.12.lane7.NoIndex.L007.sequences","2382.SH007.C6.RH.1.502.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00638","2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences","2382.RU006.C181.RH.4.592.rhizo.4.12.lane7.NoIndex.L007.sequences","1642.MS00417","1642.MS00568","2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences","1642.MS00625"
"1642.MS00581",0.804653915353875,1.89504022199464,1.66472791678582,7.98137367669424,5.32570544027033,-3.05031245618257,6.41989342562988,-2.99113284117935,-2.9524011172618,-2.66391184757446,-2.33761097792828,1.341405556576,-3.99837585139,1.00219593570701,-3.53995443115759,4.74806371487279,1.20732652067313,-2.61303250168597,-2.88416972659821,-3.7967783640403,6.19106182714882,11.561088208699,-2.84292999688881,-0.88934361158272,1.21482965257321,1.83359399011553,5.85688070996431,8.78740591611452,1.15522062230351,NA,-5.25878465426488,0.163791592016287,6.56754658971569,-1.67787047777005,2.22562222733754,8.7039931595737,-2.80505722640759,-2.31431282991561,6.76297787478479,-3.04824952347637
"1642.MS00585",0.18717878494393,0.960090775774748,0.504068705404562,4.79002117021397,3.07392306839525,-5.51529374520654,5.16902812760336,-3.82317540796175,-3.93689043028846,-4.12850076500583,-3.11965616053091,0.353233606829089,-2.80477673171102,0.202879242726044,-5.36676702358207,2.82966472953435,0.265678126350711,-3.95240626360542,-3.42552279324191,-4.08535487092618,4.89754302602984,8.52947479977011,-3.43342558615709,-2.85174733531141,0.552432797651087,0.126940164440538,4.65799504636942,5.69032363577092,0.0930751542997949,-5.25878465426488,NA,-1.16865373032594,6.31738847478818,-3.25064254139165,1.47578652170054,6.33230923478159,-3.50114352061185,-4.51022988110865,4.59935114316942,-4.79675269378375
"2382.MU002.C3.HA.5.698.root.9.12.lane7.NoIndex.L007.sequences",-4.94952965427856,-5.21832318973952,-6.47287861244417,-3.33020301509613,-1.0626309633648,-0.623099428766014,-1.91236122227573,-0.691850264518485,-0.201903519589816,-0.205920952513338,-1.43381187505484,-5.5075135133459,-0.64546260694109,-7.97833142301669,-1.28568251183616,-3.53488358197716,-4.74240385197739,0.0914487880705174,-0.877262123916035,-0.99961888831261,-3.94516766896248,-2.15575553833566,-0.685045942139047,-0.582911487132801,-7.66929954712002,-5.78221081303989,-5.33719406003796,-3.24606272394543,-4.99940012115973,0.163791592016287,-1.16865373032594,NA,-2.17799731832112,-0.72021200949764,-6.67937756301916,-2.2061176636715,-0.768287155962098,-0.91336748360982,-6.83677316836937,-0.0286445313308846
"2382.SH007.C6.RH.1.502.rhizo.4.12.lane7.NoIndex.L007.sequences",-1.89566890166088,-4.47902936631974,-2.03914698676521,-5.9756634733396,-5.20449560504034,1.28251634891082,-9.91926334977797,3.90577524162008,5.63473801914611,6.77734963772528,2.71206588207889,-3.82115561754563,7.41797191205983,-1.51942284882353,-0.040954002749903,-6.82296746680184,-2.64414890974349,8.06361106628518,0.55071952908497,0.768594727701856,-7.88330965471612,-6.23006970564641,0.469702855752468,2.9727219679194,-3.6055763902841,-4.28533433106789,-8.00222197876878,-6.99274488603299,-5.6714257773806,6.56754658971569,6.31738847478818,-2.17799731832112,NA,2.43629021713908,-3.13334929947857,-6.54361808676598,2.18515953229298,2.14042315474391,-8.16858325843962,6.56025024643956
"1642.MS00638",0.129469924882105,0.588844406792956,0.0731568763924348,6.41831388158364,2.49373214579946,-3.13486958594753,2.50549627189633,-3.00291543097943,-2.70431053932983,-2.68469840121114,-2.10197003054412,0.0719832542241452,-2.81615259962316,0.0190265113197169,-3.81211439585928,1.92588055952406,0.127596887664071,-2.29765620112157,-3.04184229730963,-3.68278087562195,2.15502399147802,8.13099135421151,-2.6984347229808,-3.77744803354276,0.340849272480135,0.0820817233657606,2.15510290876448,6.31954632028286,-0.147637451906275,-1.67787047777005,-3.25064254139165,-0.72021200949764,2.43629021713908,NA,0.806381922034362,7.83182993579382,-1.38550615854613,0.43238677119009,2.17745579241007,-2.45214435723098
"2382.SH004.C1.RH.1.403.root.4.12.lane7.NoIndex.L007.sequences",-2.91417363915605,-7.18435484353838,-4.35665064831092,-2.39084954187384,-1.67145363017058,0.413884447988947,-2.5840093214165,1.23971657495782,1.51491237231472,2.69629667211382,0.201859207863046,-7.02439681289049,1.60406677339115,-6.54014292557016,-0.426342143160552,-2.91187576104936,-4.48453801670828,1.9065649626307,-0.0354662859431318,-0.127222138779693,-2.18805544794313,-1.21536394257181,-0.0466254286616998,0.898644480698089,-4.6612958015108,-3.16301540003536,-2.67680735470885,-2.69721030844004,-6.08264066301856,2.22562222733754,1.47578652170054,-6.67937756301916,-3.13334929947857,0.806381922034362,NA,-1.44283820644345,0.143542515075956,0.552932264453802,-7.02935911469104,2.14631676749351
"2382.RU006.C181.RH.4.592.rhizo.4.12.lane7.NoIndex.L007.sequences",-5.63476621160844,-2.43813334958531,-1.88215826710839,-3.80435994722833,-7.73575644551046,9.34137106831452,-8.0120681069175,7.97644401529304,11.4661301699577,8.48332940965189,3.98368927266682,-2.6283348992084,9.01797721539265,-1.40953671340995,3.94171079199241,-6.80975003947658,-1.94087503114176,10.4905320111285,5.16467570577403,5.53794067439394,-8.59734512003185,-6.2394715851419,6.23931706300661,7.04561110331145,-2.84338605870542,-3.10857229896182,-6.25856048274307,-6.7496789536743,-2.28914693611577,8.7039931595737,6.33230923478159,-2.2061176636715,-6.54361808676598,7.83182993579382,-1.44283820644345,NA,5.41281743720583,6.27698056680882,-5.79710441859285,8.04211273800458
"1642.MS00417",-0.0640724402570381,-0.0463211798940049,-0.164775574935628,4.55895558577973,2.02453741056006,-4.21116858543756,2.43727173756238,-3.06603312855519,-2.67165293379095,-3.03657450823193,-3.42179813989333,-0.356404232969246,-4.05161243642123,-0.249220854558254,-5.53485395853346,2.1295742803494,-0.376550358263155,-2.87539296137504,-4.91609834655374,-4.07966180852654,2.33752561942039,6.6322601525973,-4.511241928319,-5.55119577745948,-0.292415013632706,-0.268059219607961,1.73364321058678,5.1579931706379,-0.419564839735214,-2.80505722640759,-3.50114352061185,-0.768287155962098,2.18515953229298,-1.38550615854613,0.143542515075956,5.41281743720583,NA,-3.14201168823857,1.86394647177381,-3.03530461290218
"1642.MS00568",0.0602022723425429,0.188906454292732,0.738417102990838,4.84912318389551,2.3071803358466,-3.64206032768067,1.77774818657022,-4.13714231427837,-1.93364710660279,-3.81709675192322,-2.14400583857762,-0.0484106191837326,-2.52849399586589,0.530983762092034,-4.1828413842521,1.26607342006315,0.0770704186492394,-3.6282518122383,-2.72207851557825,-2.92362984777137,1.28948794589878,7.8767309317835,-3.60251795598821,-0.268764378039831,0.0552417060767975,-0.234355142831924,1.43216364817485,6.59886318598904,-0.14950467253576,-2.31431282991561,-4.51022988110865,-0.91336748360982,2.14042315474391,0.43238677119009,0.552932264453802,6.27698056680882,-3.14201168823857,NA,1.55854289307314,-3.47590872530752
"2382.SH004.C1.RH.4.617.rhizo.9.12.lane7.NoIndex.L007.sequences",-1.79395709532742,-7.07054336752965,-5.1382534201713,-8.89449312578042,-6.45248985282659,1.31264915475577,-10.3279979720212,3.62245679073507,5.44615433423623,4.99310329798337,2.99199501697194,-4.9338295243969,6.75260569445908,-7.25383951879232,-0.0835752979080151,-8.01526025542601,-5.2036914398511,8.42819894798338,0.365396706788376,0.862895858745168,-7.85584543337982,-6.01900931119812,0.496189704104509,2.11448693113819,-5.71992378261565,-4.04584769205506,-6.44582362482515,-9.98512298505729,-6.25994672371144,6.76297787478479,4.59935114316942,-6.83677316836937,-8.16858325843962,2.17745579241007,-7.02935911469104,-5.79710441859285,1.86394647177381,1.55854289307314,NA,5.34062689921243
"1642.MS00625",0.815849728320049,2.03154819391842,1.22179915332192,5.47104276450014,5.39453872146307,-4.80817426938439,6.50575498635948,-3.89972887302922,-4.08608681244936,-4.83356294002728,-1.96342518298604,1.23410103648737,-3.88068387963935,1.11398986436548,-4.30635274919976,4.84114145917036,0.7519293010392,-3.74617401952531,-3.52564008830321,-4.01600268938948,5.07223882205721,9.13377292599782,-4.84750584359632,-4.67218617670743,1.07357752152802,1.27935674655075,5.55511855857766,6.22247734983928,1.01040406710763,-3.04824952347637,-4.79675269378375,-0.0286445313308846,6.56025024643956,-2.45214435723098,2.14631676749351,8.04211273800458,-3.03530461290218,-3.47590872530752,5.34062689921243,NA
